Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
RAIL Vodka,3339,109.0,5.0,545.0,2019-02-22
PINT LKFT IPA,3136,87.0,3.5172413793103,306.0,2019-02-22
PINT Stein,3141,69.0,3.695652173913,255.0,2019-02-22
SHOT Seagrams VO,3325,59.0,3.2796610169492,193.5,2019-02-22
PINT Spotted Cow,3140,52.0,3.6346153846154,189.0,2019-02-22
BTL Miller High Life,3122,51.0,3.25,165.75,2019-02-22
PINT Miller High Life,3137,47.0,3.0,141.0,2019-02-22
Skyy Raspberry BOMB,3369,40.0,4.0,160.0,2019-02-22
SHOT Tullamore Dew,3327,38.0,4.0526315789474,154.0,2019-02-22
RAIL Whiskey,3340,38.0,4.7894736842105,182.0,2019-02-22
PINT Moon Man,3349,36.0,3.4166666666667,123.0,2019-02-22
PINT Schlitz,3139,32.0,3.046875,97.5,2019-02-22
PIT Schlitz,3144,27.0,10.0,270.0,2019-02-22
PINT Miller Lite,3138,25.0,3.0,75.0,2019-02-22
BTL Miller Lite,3391,22.0,3.25,71.5,2019-02-22
Hennessey,3190,21.0,5.7619047619048,121.0,2019-02-22
SHOT Jameson,3317,21.0,5.1904761904762,109.0,2019-02-22
CAN PBR 16oz,3129,20.0,4.0,80.0,2019-02-22
Skyy Orange BOMB,3372,19.0,4.0,76.0,2019-02-22
PIT Miller Lite,3143,17.0,10.0,170.0,2019-02-22
Bloody Mary,3199,17.0,7.1176470588235,121.0,2019-02-22
Skyy Raspberry,3302,17.0,3.0,51.0,2019-02-22
HH PINT Abita Wrought Iron,3354,16.0,3.46875,55.5,2019-02-22
PINT Beer of the Week,3356,16.0,3.0,48.0,2019-02-22
Skyy Cherry,3297,14.0,6.0,84.0,2019-02-22
SHOT Rumpleminz,3242,12.0,4.4166666666667,53.0,2019-02-22
PINT LKFT Hazy Rabbit,3348,12.0,4.0,48.0,2019-02-22
RAIL Gin,3341,11.0,5.2272727272727,57.5,2019-02-22
Captain Morgan,3258,11.0,7.1818181818182,79.0,2019-02-22
BTL Corona,3117,11.0,4.5,49.5,2019-02-22
CAN Coors Light,3116,10.0,4.0,40.0,2019-02-22
BTL MGD,3121,10.0,3.25,32.5,2019-02-22
PINT Abita TurboDog,3353,10.0,3.45,34.5,2019-02-22
Skyy Apricot BOMB,3368,10.0,4.0,40.0,2019-02-22
Jack Daniels,3315,9.0,7.5555555555556,68.0,2019-02-22
Titos,3307,9.0,6.7777777777778,61.0,2019-02-22
Jim Beam,3318,9.0,6.7777777777778,61.0,2019-02-22
SHOT Dr McGullicuddys,3226,8.0,3.0,24.0,2019-02-22
RAIL Rum,3343,8.0,4.8125,38.5,2019-02-22
RAIL Tequila,3344,7.0,4.7857142857143,33.5,2019-02-22
Seagrams 7,3324,7.0,4.8571428571429,34.0,2019-02-22
HH PINT Angry Orchard,3352,7.0,3.8571428571429,27.0,2019-02-22
SHOT Goldschlager,3230,7.0,4.0,28.0,2019-02-22
Cazadores Blanco,3280,7.0,4.7142857142857,33.0,2019-02-22
Skyy Orange,3299,7.0,4.2857142857143,30.0,2019-02-22
BTL Pabst,3126,7.0,3.25,22.75,2019-02-22
CAN Press GF/CAR,3133,6.0,5.0,30.0,2019-02-22
BTL Blue Moon,3113,6.0,4.5,27.0,2019-02-22
Skyy,3296,6.0,6.6666666666667,40.0,2019-02-22
Skyy Pear,3301,6.0,5.6666666666667,34.0,2019-02-22
Skyy Cherry BOMB,3370,6.0,4.0,24.0,2019-02-22
Skyy Ginger BOMB,3371,6.0,4.0,24.0,2019-02-22
PINT Guinness,3350,5.0,4.1,20.5,2019-02-22
Makers Mark,3322,5.0,7.2,36.0,2019-02-22
SHOT of the WEEK,3254,5.0,3.0,15.0,2019-02-22
Tanqueray,3219,5.0,8.0,40.0,2019-02-22
CAN Press Blk/Hyb,3130,5.0,5.0,25.0,2019-02-22
PIT Stein,3146,5.0,14.0,70.0,2019-02-22
PIT Miller High Life,3142,4.0,10.0,40.0,2019-02-22
SHOT Jagermeister,3234,4.0,4.0,16.0,2019-02-22
Ciroc,3289,4.0,7.0,28.0,2019-02-22
PINT K4 Fantasy Factory,3351,4.0,3.75,15.0,2019-02-22
PINT O&apos;&apos;so Hop Debacle,3355,4.0,4.125,16.5,2019-02-22
Skyy Peach BOMB,3367,4.0,4.0,16.0,2019-02-22
Pinot Grigio,3333,3.0,5.0,15.0,2019-02-22
White Zin,3335,3.0,5.0,15.0,2019-02-22
Deep Eddy Grapefruit,3291,3.0,8.0,24.0,2019-02-22
Bacardi Limon,3257,3.0,5.3333333333333,16.0,2019-02-22
Coconut Jack,3259,3.0,6.0,18.0,2019-02-22
Amaretto,3220,3.0,5.3333333333333,16.0,2019-02-22
Black Manhattan,3194,3.0,8.0,24.0,2019-02-22
White Russian,3215,3.0,5.0,15.0,2019-02-22
PIT Spotted Cow,3145,3.0,14.0,42.0,2019-02-22
