Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,134.0,4.5373134328358,608.0,2020-01-17
Skyy Raspberry BOMB,3369,129.0,2.7596899224806,356.0,2020-01-17
Skyy Orange BOMB,3372,117.0,2.3247863247863,272.0,2020-01-17
Skyy Ginger BOMB,3371,91.0,3.2527472527473,296.0,2020-01-17
SHOT Seagrams VO,3325,85.0,1.9058823529412,162.0,2020-01-17
BTL Miller High Life,3122,84.0,2.8630952380952,240.5,2020-01-17
SHOT Tullamore Dew,3327,83.0,2.6024096385542,216.0,2020-01-17
PINT Stein,3141,70.0,3.4714285714286,243.0,2020-01-17
PINT Spotted Cow,3140,68.0,3.6617647058824,249.0,2020-01-17
PINT Miller High Life,3137,47.0,2.8085106382979,132.0,2020-01-17
SHOT Fernet,3507,43.0,3.5348837209302,152.0,2020-01-17
PINT Moon Man,3349,42.0,3.5,147.0,2020-01-17
PINT LKFT IPA,3136,38.0,3.5526315789474,135.0,2020-01-17
SHOT Cazadores Reposado,3479,36.0,3.5555555555556,128.0,2020-01-17
PINT Beer of the Week,3356,30.0,2.9,87.0,2020-01-17
DBL Titos,3654,29.0,8.0,232.0,2020-01-17
PINT Miller Lite,3138,28.0,3.0,84.0,2020-01-17
CAN Press Blk/Hyb,3130,25.0,5.0,125.0,2020-01-17
SHOT Dr McGullicuddys,3226,25.0,2.28,57.0,2020-01-17
SHOT Hennessey,3450,25.0,4.8,120.0,2020-01-17
BTL Miller Lite,3391,24.0,2.9791666666667,71.5,2020-01-17
DBL RAIL Gin,3453,24.0,4.6875,112.5,2020-01-17
CAN PBR 16oz,3129,24.0,3.8333333333333,92.0,2020-01-17
Skyy Cherry BOMB,3370,23.0,3.8260869565217,88.0,2020-01-17
DBL RAIL Whiskey,3459,21.0,4.6190476190476,97.0,2020-01-17
DBL RAIL Brandy,3448,20.0,4.8,96.0,2020-01-17
PINT LKFT Hazy Rabbit,3348,20.0,3.825,76.5,2020-01-17
PINT Schlitz,3139,20.0,2.55,51.0,2020-01-17
PIT Schlitz,3144,20.0,10.45,209.0,2020-01-17
HH PINT Angry Orchard,3352,19.0,4.1052631578947,78.0,2020-01-17
Skyy Peach BOMB,3367,18.0,2.6666666666667,48.0,2020-01-17
SHOT Jagermeister,3234,18.0,4.0,72.0,2020-01-17
DBL RAIL Tequila,3461,18.0,4.4166666666667,79.5,2020-01-17
HH PINT Abita Wrought Iron,3354,17.0,3.1764705882353,54.0,2020-01-17
SHOT Jameson,3317,15.0,2.1333333333333,32.0,2020-01-17
PIT Miller Lite,3143,15.0,11.0,165.0,2020-01-17
SHOT Goldschlager,3230,14.0,3.1428571428571,44.0,2020-01-17
DBL Skyy,3662,14.0,4.0,56.0,2020-01-17
DBL Skyy Orange,3676,13.0,7.0,91.0,2020-01-17
PINT K4 Fantasy Factory,3351,13.0,3.0,39.0,2020-01-17
SHOT Rumpleminz,3242,12.0,3.6666666666667,44.0,2020-01-17
CAN Coors Light,3116,11.0,4.0,44.0,2020-01-17
Bloody Mary,3199,10.0,7.3,73.0,2020-01-17
PINT Guinness,3350,10.0,5.0,50.0,2020-01-17
PINT Abita TurboDog,3353,8.0,4.5,36.0,2020-01-17
PIT Miller High Life,3142,8.0,11.0,88.0,2020-01-17
SHOT Skyy Raspb,3669,8.0,3.0,24.0,2020-01-17
DBL Skyy Ginger,3672,7.0,7.0,49.0,2020-01-17
SHOT Fireball,3584,7.0,2.8571428571429,20.0,2020-01-17
PIT Spotted Cow,3145,7.0,15.0,105.0,2020-01-17
Moscow Mule,3207,7.0,7.0,49.0,2020-01-17
BTL Modelo Especial,3124,7.0,4.5,31.5,2020-01-17
CAN Press Lime,3132,7.0,5.0,35.0,2020-01-17
DBL of the WEEK,3251,7.0,6.0,42.0,2020-01-17
RAIL Vodka,3339,6.0,3.5,21.0,2020-01-17
CAN Press GF/CAR,3133,6.0,5.0,30.0,2020-01-17
CAN Press Pom/Gin,3131,6.0,4.1666666666667,25.0,2020-01-17
DBL Korbel,3452,6.0,6.0,36.0,2020-01-17
Hendricks Gin,3427,6.0,5.5,33.0,2020-01-17
DBL Cazadores Blanco,3480,6.0,7.0,42.0,2020-01-17
DBL Tanqueray,3488,6.0,8.0,48.0,2020-01-17
DBL Jack Daniels,3526,6.0,8.0,48.0,2020-01-17
DBL Meyers Dark,3504,5.0,6.0,30.0,2020-01-17
BTL Pabst,3126,5.0,2.6,13.0,2020-01-17
BTL Corona,3117,5.0,4.5,22.5,2020-01-17
Camel Lights,3247,5.0,10.0,50.0,2020-01-17
Skyy Apricot BOMB,3368,5.0,2.4,12.0,2020-01-17
PIT Beer of the Week,3362,4.0,11.0,44.0,2020-01-17
CAN Schlitz 16oz,3134,4.0,4.0,16.0,2020-01-17
Mimosa,3206,4.0,4.0,16.0,2020-01-17
Irish Coffee,3202,4.0,7.0,28.0,2020-01-17
SHOT Skyy Orange,3677,4.0,0.75,3.0,2020-01-17
SHOT Campari,3549,4.0,3.0,12.0,2020-01-17
SHOT Amaretto,3561,4.0,0.75,3.0,2020-01-17
SHOT Bacardi,3493,4.0,3.0,12.0,2020-01-17
SHOT Jose Cuervo,3475,4.0,2.25,9.0,2020-01-17
SHOT Patron XO,3477,4.0,2.0,8.0,2020-01-17
SHOT Cazadores Blanco,3481,4.0,4.0,16.0,2020-01-17
DBL Hendricks Gin,3485,4.0,6.75,27.0,2020-01-17
DBL Captain Morgan,3496,3.0,8.0,24.0,2020-01-17
DBL Jim Beam,3530,3.0,7.0,21.0,2020-01-17
SHOT South. Comfort,3597,3.0,4.0,12.0,2020-01-17
DBL Bulleit Bourbon,3587,3.0,8.0,24.0,2020-01-17
SHOT Wild Turkey 101,3616,3.0,2.6666666666667,8.0,2020-01-17
SHOT Titos,3655,3.0,4.0,12.0,2020-01-17
SHOT Absolut Citron,3657,3.0,4.0,12.0,2020-01-17
SHOT Ketel One,3659,3.0,4.0,12.0,2020-01-17
HH PINT LKFT Oktoberfest,3697,3.0,3.5,10.5,2020-01-17
DBL Skyy W-melon,3675,3.0,7.0,21.0,2020-01-17
Long Island,3204,3.0,8.0,24.0,2020-01-17
Mango Mimosa,3205,3.0,6.0,18.0,2020-01-17
BTL MGD,3121,3.0,3.25,9.75,2020-01-17
CAN Crispin 16oz,3128,3.0,6.0,18.0,2020-01-17
BTL Bud Light,3114,3.0,3.0,9.0,2020-01-17
Camel Menthol,3248,3.0,6.6666666666667,20.0,2020-01-17
Bag Snacks,3246,3.0,0.75,2.25,2020-01-17
Meyers Dark,3261,3.0,4.0,12.0,2020-01-17
SHOT Jager Bomb,3274,2.0,5.0,10.0,2020-01-17
PIT LKFT IPA,3358,2.0,15.0,30.0,2020-01-17
BTL Blue Moon,3113,2.0,4.5,9.0,2020-01-17
BTL LKFT Fixed Gear,3120,2.0,5.0,10.0,2020-01-17
BTL Spaten Lager,3127,2.0,5.0,10.0,2020-01-17
PIT Stein,3146,2.0,15.0,30.0,2020-01-17
Korbel,3191,2.0,5.0,10.0,2020-01-17
Black Manhattan,3194,2.0,8.0,16.0,2020-01-17
SHOT Bulleit Bourbon,3588,2.0,0.0,0.0,2020-01-17
SHOT Jim Beam,3531,2.0,4.0,8.0,2020-01-17
DBL Makers Mark,3534,2.0,8.0,16.0,2020-01-17
DBL Tullamore Dew,3536,2.0,8.0,16.0,2020-01-17
DBL Kraken,3500,2.0,8.0,16.0,2020-01-17
DBL Bacardi,3492,2.0,6.0,12.0,2020-01-17
Skyy Watermelon BOMB,3374,2.0,4.0,8.0,2020-01-17
DBL Hennessey,3449,2.0,11.0,22.0,2020-01-17
DBL RAIL Rum,3457,2.0,4.75,9.5,2020-01-17
SHOT RAIL Vodka,3456,1.0,0.0,0.0,2020-01-17
SHOT RAIL Tequila,3462,1.0,3.0,3.0,2020-01-17
DBL Jose Cuervo,3474,1.0,6.0,6.0,2020-01-17
DBL Bombay Sapphire,3486,1.0,8.0,8.0,2020-01-17
SHOT Jack Daniels,3527,1.0,0.0,0.0,2020-01-17
DBL Bulleit Rye,3589,1.0,8.0,8.0,2020-01-17
J. Walker Black,3601,1.0,6.0,6.0,2020-01-17
DBL J. Walker Red,3607,1.0,11.0,11.0,2020-01-17
SHOT Triple Sec,3577,1.0,3.0,3.0,2020-01-17
