Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
SHOT Tullamore Dew,3327,56.0,3.7857142857143,212.0,2021-03-12
PINT Spotted Cow,3140,54.0,3.6111111111111,195.0,2021-03-12
SHOT Seagrams VO,3325,52.0,2.1923076923077,114.0,2021-03-12
DBL RAIL Vodka,3455,48.0,5.2083333333333,250.0,2021-03-12
PINT Stein,3141,43.0,3.3837209302326,145.5,2021-03-12
SHOT Cazadores Blanco,3481,34.0,3.1764705882353,108.0,2021-03-12
PINT Schlitz,3139,31.0,2.8064516129032,87.0,2021-03-12
PINT LKFT Hazy Rabbit,3348,28.0,4.0714285714286,114.0,2021-03-12
SHOT Fernet,3507,24.0,3.1666666666667,76.0,2021-03-12
 SHOT Crown Royal,3529,23.0,4.0,92.0,2021-03-12
Skyy Cherry BOMB,3370,21.0,4.0,84.0,2021-03-12
BTL Miller High Life,3122,21.0,3.0952380952381,65.0,2021-03-12
Cocktail of the Week,3250,18.0,2.8888888888889,52.0,2021-03-12
HH PINT Angry Orchard,3352,17.0,4.0588235294118,69.0,2021-03-12
DBL RAIL Whiskey,3459,17.0,4.7941176470588,81.5,2021-03-12
DBL Skyy Raspb,3668,17.0,7.0,119.0,2021-03-12
DBL RAIL Rum,3457,16.0,4.25,68.0,2021-03-12
SHOT of the WEEK,3254,15.0,2.0,30.0,2021-03-12
CAN PBR 16oz,3129,14.0,4.0,56.0,2021-03-12
Skyy Raspberry,3302,13.0,4.0,52.0,2021-03-12
DBL RAIL Gin,3453,13.0,4.1923076923077,54.5,2021-03-12
DBL Titos,3654,13.0,8.0,104.0,2021-03-12
HH PINT LKFT Oktoberfest,3697,13.0,3.9230769230769,51.0,2021-03-12
SHOT Jack Daniels,3527,13.0,3.6923076923077,48.0,2021-03-12
DBL RAIL Tequila,3461,11.0,5.2272727272727,57.5,2021-03-12
DBL Jack Daniels,3526,11.0,7.2727272727273,80.0,2021-03-12
BTL Miller Lite,3391,11.0,3.25,35.75,2021-03-12
PINT LKFT IPA,3136,11.0,3.2727272727273,36.0,2021-03-12
PINT Beer of the Week,3356,10.0,2.7,27.0,2021-03-12
SHOT Jack Ds Honey,3533,10.0,4.0,40.0,2021-03-12
Skyy Raspberry BOMB,3369,9.0,1.7777777777778,16.0,2021-03-12
DBL Captain Morgan,3496,9.0,8.0,72.0,2021-03-12
PINT Miller High Life,3137,9.0,3.0,27.0,2021-03-12
CAN Press Blk/Hyb,3130,8.0,5.0,40.0,2021-03-12
CAN Press Pom/Gin,3131,8.0,5.0,40.0,2021-03-12
PINT Moon Man,3349,8.0,3.5625,28.5,2021-03-12
BTL Corona,3117,7.0,4.5,31.5,2021-03-12
BTL Bud Light,3114,6.0,4.5,27.0,2021-03-12
CAN Press GF/CAR,3133,6.0,4.1666666666667,25.0,2021-03-12
SHOT Jager Bomb,3274,6.0,5.0,30.0,2021-03-12
PIT Miller High Life,3142,6.0,11.0,66.0,2021-03-12
PIT Spotted Cow,3145,6.0,15.0,90.0,2021-03-12
Skyy Peach BOMB,3367,6.0,4.0,24.0,2021-03-12
DBL Seagrams 7,3594,6.0,7.0,42.0,2021-03-12
SHOT Fireball,3584,5.0,4.0,20.0,2021-03-12
DBL Bulleit Bourbon,3587,5.0,8.0,40.0,2021-03-12
SHOT Bulleit Bourbon,3588,5.0,4.0,20.0,2021-03-12
SHOT Jim Beam,3531,5.0,4.0,20.0,2021-03-12
Tullamore Dew,3537,5.0,5.0,25.0,2021-03-12
SHOT Skyy Peach,3665,5.0,3.0,15.0,2021-03-12
RAIL Gin,3341,5.0,3.5,17.5,2021-03-12
DBL Meyers Dark,3504,5.0,6.0,30.0,2021-03-12
Bloody Mary,3199,5.0,7.6,38.0,2021-03-12
BTL Blue Moon,3113,5.0,4.5,22.5,2021-03-12
CAN Coors Light,3116,4.0,0.0,0.0,2021-03-12
PIT Miller Lite,3143,4.0,11.0,44.0,2021-03-12
SHOT Jameson,3317,4.0,3.0,12.0,2021-03-12
RAIL Vodka,3339,4.0,3.5,14.0,2021-03-12
DBL Tanqueray,3488,4.0,8.0,32.0,2021-03-12
SHOT Bulleit Rye,3590,4.0,4.0,16.0,2021-03-12
DBL Jim Beam,3530,3.0,7.0,21.0,2021-03-12
Skyy Orange BOMB,3372,3.0,4.0,12.0,2021-03-12
DBL RAIL Brandy,3448,3.0,5.1666666666667,15.5,2021-03-12
SHOT Captain Morgan,3497,3.0,4.0,12.0,2021-03-12
DBL of the WEEK,3251,3.0,5.0,15.0,2021-03-12
SHOT Rumpleminz,3242,3.0,0.0,0.0,2021-03-12
PIT Schlitz,3144,2.0,11.0,22.0,2021-03-12
Irish Coffee,3202,2.0,7.0,14.0,2021-03-12
Long Island,3204,2.0,8.0,16.0,2021-03-12
SHOT Jagermeister,3234,2.0,4.0,8.0,2021-03-12
BTL Modelo Especial,3124,2.0,4.5,9.0,2021-03-12
BTL MGD,3121,2.0,3.25,6.5,2021-03-12
DBL Jose Cuervo,3474,2.0,6.0,12.0,2021-03-12
DBL Crown Royal,3528,2.0,8.0,16.0,2021-03-12
SHOT Makers Mark,3535,2.0,4.0,8.0,2021-03-12
DBL J. Walker Black,3605,2.0,11.0,22.0,2021-03-12
DBL Jameson,3538,2.0,8.0,16.0,2021-03-12
DBL Skyy,3662,2.0,7.0,14.0,2021-03-12
BTL Hop Refresher,3703,2.0,4.5,9.0,2021-03-12
SHOT Campari,3549,1.0,3.0,3.0,2021-03-12
SHOT Skyy Raspb,3669,1.0,3.0,3.0,2021-03-12
DBL J. Walker Red,3607,1.0,11.0,11.0,2021-03-12
SHOT Wild Turkey 101,3616,1.0,4.0,4.0,2021-03-12
DBL Tullamore Dew,3536,1.0,8.0,8.0,2021-03-12
DBL Jack D Honey,3532,1.0,8.0,8.0,2021-03-12
SHOT Patron XO,3477,1.0,0.0,0.0,2021-03-12
DBL Cazadores Reposado,3478,1.0,7.0,7.0,2021-03-12
DBL Cazadores Blanco,3480,1.0,8.0,8.0,2021-03-12
SHOT RAIL Tequila,3462,1.0,3.0,3.0,2021-03-12
DBL Bombay Sapphire,3486,1.0,9.0,9.0,2021-03-12
SHOT Meyers Dark,3505,1.0,3.0,3.0,2021-03-12
DBL Korbel,3452,1.0,7.0,7.0,2021-03-12
SHOT RAIL Vodka,3456,1.0,3.0,3.0,2021-03-12
Skyy Ginger BOMB,3371,1.0,4.0,4.0,2021-03-12
PINT Guinness,3350,1.0,5.0,5.0,2021-03-12
CAN Press Lime,3132,1.0,5.0,5.0,2021-03-12
BTL Eastside Dark,3118,1.0,5.0,5.0,2021-03-12
BTL LH Milk Stout,3119,1.0,6.0,6.0,2021-03-12
BTL Budweiser,3115,1.0,4.5,4.5,2021-03-12
Makers Mark,3322,1.0,5.0,5.0,2021-03-12
Cuervo Gold,3282,1.0,5.0,5.0,2021-03-12
