Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
Skyy Raspberry BOMB,3369,116.0,2.3103448275862,268.0,2019-12-06
SHOT Tullamore Dew,3327,112.0,2.6428571428571,296.0,2019-12-06
PINT Stein,3141,81.0,4.0,324.0,2019-12-06
DBL RAIL Vodka,3455,73.0,5.2260273972603,381.5,2019-12-06
SHOT Seagrams VO,3325,69.0,1.695652173913,117.0,2019-12-06
PINT Spotted Cow,3140,66.0,3.8409090909091,253.5,2019-12-06
BTL Miller High Life,3122,66.0,2.905303030303,191.75,2019-12-06
Skyy Orange BOMB,3372,60.0,2.1333333333333,128.0,2019-12-06
PINT LKFT IPA,3136,48.0,3.90625,187.5,2019-12-06
PINT Miller High Life,3137,44.0,2.9318181818182,129.0,2019-12-06
PINT Miller Lite,3138,44.0,2.8636363636364,126.0,2019-12-06
PINT Moon Man,3349,44.0,3.4090909090909,150.0,2019-12-06
PINT LKFT Hazy Rabbit,3348,43.0,3.5581395348837,153.0,2019-12-06
SHOT Fernet,3507,40.0,2.9,116.0,2019-12-06
DBL RAIL Whiskey,3459,35.0,4.9714285714286,174.0,2019-12-06
BTL Miller Lite,3391,33.0,3.25,107.25,2019-12-06
SHOT Jameson,3317,33.0,3.6363636363636,120.0,2019-12-06
CAN of the WEEK,3249,30.0,3.0,90.0,2019-12-06
CAN Coors Light,3116,29.0,4.0,116.0,2019-12-06
Skyy Ginger BOMB,3371,28.0,2.5714285714286,72.0,2019-12-06
DBL Skyy Ginger,3672,24.0,7.0,168.0,2019-12-06
Skyy Peach BOMB,3367,22.0,2.9090909090909,64.0,2019-12-06
BTL Pabst,3126,21.0,3.25,68.25,2019-12-06
Bloody Mary,3199,18.0,7.0555555555556,127.0,2019-12-06
PINT Abita TurboDog,3353,18.0,3.5833333333333,64.5,2019-12-06
PINT Guinness,3350,17.0,3.1176470588235,53.0,2019-12-06
CAN Press Blk/Hyb,3130,17.0,4.4117647058824,75.0,2019-12-06
SHOT Cazadores Reposado,3479,17.0,2.5882352941176,44.0,2019-12-06
BTL of the Week,3696,17.0,3.0,51.0,2019-12-06
DBL RAIL Rum,3457,16.0,5.03125,80.5,2019-12-06
DBL RAIL Gin,3453,16.0,5.40625,86.5,2019-12-06
PIT Schlitz,3144,15.0,11.0,165.0,2019-12-06
SHOT Goldschlager,3230,15.0,3.6,54.0,2019-12-06
SHOT Dr McGullicuddys,3226,14.0,1.2857142857143,18.0,2019-12-06
DBL Captain Morgan,3496,14.0,8.0,112.0,2019-12-06
SHOT Hennessey,3450,13.0,5.0,65.0,2019-12-06
DBL RAIL Tequila,3461,12.0,5.5,66.0,2019-12-06
PINT Staghorn,3690,12.0,3.375,40.5,2019-12-06
SHOT Fireball,3584,12.0,4.0,48.0,2019-12-06
SHOT Bulleit Bourbon,3588,12.0,2.0,24.0,2019-12-06
PINT K4 Fantasy Factory,3351,11.0,3.6818181818182,40.5,2019-12-06
HH PINT Abita Wrought Iron,3354,11.0,3.2727272727273,36.0,2019-12-06
DBL of the WEEK,3251,11.0,5.0,55.0,2019-12-06
SHOT of the WEEK,3254,11.0,3.0,33.0,2019-12-06
PIT Miller Lite,3143,11.0,11.0,121.0,2019-12-06
BTL Budweiser,3115,11.0,4.0909090909091,45.0,2019-12-06
PINT Schlitz,3139,10.0,3.0,30.0,2019-12-06
DBL Titos,3654,10.0,8.0,80.0,2019-12-06
DBL RAIL Brandy,3448,9.0,5.0555555555556,45.5,2019-12-06
PIT Miller High Life,3142,9.0,9.7777777777778,88.0,2019-12-06
CAN PBR 16oz,3129,9.0,4.0,36.0,2019-12-06
BTL Corona,3117,8.0,4.5,36.0,2019-12-06
Mimosa,3206,8.0,4.0,32.0,2019-12-06
DBL Hennessey,3449,8.0,11.0,88.0,2019-12-06
SHOT Skyy Raspb,3669,8.0,2.25,18.0,2019-12-06
DBL Seagrams 7,3594,8.0,7.0,56.0,2019-12-06
SHOT Pearl Pom.,3639,7.0,4.0,28.0,2019-12-06
BTL Modelo Especial,3124,7.0,3.2142857142857,22.5,2019-12-06
HH PINT Angry Orchard,3352,7.0,3.6428571428571,25.5,2019-12-06
PIT Spotted Cow,3145,6.0,15.0,90.0,2019-12-06
DBL Bulleit Bourbon,3587,6.0,8.0,48.0,2019-12-06
SHOT RAIL GIN,3454,6.0,1.5,9.0,2019-12-06
SHOT RAIL Tequila,3462,6.0,3.0,18.0,2019-12-06
SHOT Cazadores Blanco,3481,5.0,4.0,20.0,2019-12-06
DBL Bacardi,3492,5.0,6.2,31.0,2019-12-06
DBL Jack Daniels,3526,5.0,8.0,40.0,2019-12-06
Skyy Cherry BOMB,3370,5.0,3.2,16.0,2019-12-06
SHOT Campari,3549,5.0,3.0,15.0,2019-12-06
DBL Jim Beam,3530,5.0,7.0,35.0,2019-12-06
CAN Crispin 16oz,3128,5.0,6.0,30.0,2019-12-06
White Russian,3215,5.0,5.0,25.0,2019-12-06
Camel Lights,3247,4.0,10.0,40.0,2019-12-06
BTL Spaten Lager,3127,4.0,5.0,20.0,2019-12-06
BTL Eastside Dark,3118,4.0,5.0,20.0,2019-12-06
BTL Bud Light,3114,4.0,4.5,18.0,2019-12-06
PIT Stein,3146,4.0,15.0,60.0,2019-12-06
SHOT Sambuca,3555,4.0,3.0,12.0,2019-12-06
DBL South. Comfort,3596,4.0,8.0,32.0,2019-12-06
DBL Absolut Citron,3656,4.0,8.0,32.0,2019-12-06
RAIL Vodka,3339,4.0,3.5,14.0,2019-12-06
DBL Tanqueray,3488,4.0,8.0,32.0,2019-12-06
SHOT Jack Daniels,3527,3.0,1.3333333333333,4.0,2019-12-06
RAIL Whiskey,3340,3.0,3.5,10.5,2019-12-06
DBL Korbel,3452,3.0,6.6666666666667,20.0,2019-12-06
DBL Seagrams VO,3578,3.0,7.0,21.0,2019-12-06
SHOT Bulleit Rye,3590,3.0,4.0,12.0,2019-12-06
BTL LKFT Fixed Gear,3120,3.0,5.0,15.0,2019-12-06
BTL MGD,3121,3.0,3.25,9.75,2019-12-06
CAN Press Lime,3132,3.0,5.0,15.0,2019-12-06
CAN Press GF/CAR,3133,3.0,5.0,15.0,2019-12-06
Mango Mimosa,3205,3.0,6.0,18.0,2019-12-06
Bacardi Limon,3257,3.0,4.0,12.0,2019-12-06
Meyers Dark,3261,3.0,4.0,12.0,2019-12-06
Absolut,3286,3.0,8.0,24.0,2019-12-06
Titos,3307,3.0,5.0,15.0,2019-12-06
Jack Daniels,3315,3.0,5.0,15.0,2019-12-06
SHOT Car Bomb,3269,2.0,6.0,12.0,2019-12-06
SHOT Jager Bomb,3274,2.0,5.0,10.0,2019-12-06
OUTSIDE,3253,2.0,0.0,0.0,2019-12-06
SHOT Rumpleminz,3242,2.0,4.0,8.0,2019-12-06
Bag Snacks,3246,2.0,0.75,1.5,2019-12-06
PIT LKFT IPA,3358,2.0,15.0,30.0,2019-12-06
Chardonnay,3331,2.0,2.5,5.0,2019-12-06
BTL ODouls,3125,2.0,3.25,6.5,2019-12-06
Long Island,3204,2.0,8.0,16.0,2019-12-06
SHOT Jim Beam,3531,2.0,2.0,4.0,2019-12-06
DBL Makers Mark,3534,2.0,8.0,16.0,2019-12-06
DBL Skyy Peach,3664,2.0,7.0,14.0,2019-12-06
RAIL Brandy,3342,2.0,3.5,7.0,2019-12-06
DBL Crown Royal,3528,2.0,8.0,16.0,2019-12-06
SHOT Jose Cuervo,3475,2.0,3.0,6.0,2019-12-06
DBL Cazadores Reposado,3478,1.0,7.0,7.0,2019-12-06
DBL Bacardi Limon,3494,1.0,6.0,6.0,2019-12-06
DBL Coconut Jack,3498,1.0,6.0,6.0,2019-12-06
SHOT RAIL Brandy,3447,1.0,3.0,3.0,2019-12-06
SHOT RAIL Vodka,3456,1.0,3.0,3.0,2019-12-06
SHOT Skyy Ginger,3673,1.0,3.0,3.0,2019-12-06
SHOT Makers Mark,3535,1.0,4.0,4.0,2019-12-06
DBL Amaretto,3560,1.0,7.0,7.0,2019-12-06
DBL D.E. Grapefruit,3650,1.0,7.0,7.0,2019-12-06
DBL Glenlivet 12yr,3603,1.0,11.0,11.0,2019-12-06
DBl Canad. Club,3617,1.0,0.0,0.0,2019-12-06
Smirnoff Vodka,3633,1.0,4.0,4.0,2019-12-06
Texas Cosmo,3211,1.0,8.0,8.0,2019-12-06
Korbel,3191,1.0,5.0,5.0,2019-12-06
BTL LH Milk Stout,3119,1.0,6.0,6.0,2019-12-06
Pinot Grigio,3333,1.0,5.0,5.0,2019-12-06
Cab/Merlot,3329,1.0,5.0,5.0,2019-12-06
Jim Beam,3318,1.0,5.0,5.0,2019-12-06
PIT K4 Fantasy Factory,3360,1.0,15.0,15.0,2019-12-06
PIT Abita TurboDog,3363,1.0,15.0,15.0,2019-12-06
Camel Menthol,3248,1.0,10.0,10.0,2019-12-06
SHOT Jagermeister,3234,1.0,4.0,4.0,2019-12-06
Captain Morgan,3258,1.0,5.0,5.0,2019-12-06
