Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
Skyy Orange BOMB,3372,157.0,4.0,628.0,2019-06-21
RAIL Vodka,3339,153.0,5.1356209150327,785.75,2019-06-21
Skyy Raspberry BOMB,3369,144.0,4.0,576.0,2019-06-21
BTL Miller High Life,3122,140.0,3.25,455.0,2019-06-21
SHOT Tullamore Dew,3327,101.0,4.2475247524752,429.0,2019-06-21
PINT Spotted Cow,3140,74.0,3.8716216216216,286.5,2019-06-21
PINT Miller High Life,3137,72.0,3.0,216.0,2019-06-21
PIT Miller Lite,3143,67.0,11.0,737.0,2019-06-21
PINT Stein,3141,66.0,3.7045454545455,244.5,2019-06-21
OUTSIDE,3253,54.0,0.0,0.0,2019-06-21
Skyy,3296,47.0,3.4893617021277,164.0,2019-06-21
PIT Miller High Life,3142,45.0,11.0,495.0,2019-06-21
PIT Schlitz,3144,45.0,11.0,495.0,2019-06-21
DBL RAIL Vodka,3455,39.0,4.8846153846154,190.5,2019-06-21
PINT Abita TurboDog,3353,38.0,3.5131578947368,133.5,2019-06-21
PINT Beer of the Week,3356,38.0,3.0,114.0,2019-06-21
RAIL Whiskey,3340,38.0,5.1578947368421,196.0,2019-06-21
SHOT Seagrams VO,3325,38.0,3.7105263157895,141.0,2019-06-21
BTL Miller Lite,3391,37.0,3.25,120.25,2019-06-21
CAN Press Blk/Hyb,3130,36.0,5.0,180.0,2019-06-21
PINT LKFT IPA,3136,35.0,3.7285714285714,130.5,2019-06-21
PINT Moon Man,3349,32.0,3.796875,121.5,2019-06-21
PINT Miller Lite,3138,31.0,3.0,93.0,2019-06-21
Skyy Cherry BOMB,3370,30.0,4.0,120.0,2019-06-21
RAIL Tequila,3344,28.0,4.8035714285714,134.5,2019-06-21
Titos,3307,27.0,7.8888888888889,213.0,2019-06-21
PIT Spotted Cow,3145,24.0,15.0,360.0,2019-06-21
PIT Stein,3146,23.0,15.0,345.0,2019-06-21
PIT LKFT IPA,3358,23.0,15.0,345.0,2019-06-21
VBALL LITE,3410,23.0,0.0,0.0,2019-06-21
Skyy Peach BOMB,3367,22.0,3.8181818181818,84.0,2019-06-21
Skyy Apricot BOMB,3368,22.0,4.0,88.0,2019-06-21
SHOT Jameson,3317,22.0,5.1363636363636,113.0,2019-06-21
Cazadores Blanco,3280,21.0,4.2857142857143,90.0,2019-06-21
PINT Schlitz,3139,20.0,3.0,60.0,2019-06-21
BTL Corona,3117,20.0,4.5,90.0,2019-06-21
Skyy Ginger BOMB,3371,20.0,4.0,80.0,2019-06-21
HH PINT Angry Orchard,3352,20.0,3.825,76.5,2019-06-21
SHOT Dr McGullicuddys,3226,19.0,3.0,57.0,2019-06-21
PIT Moon Man,3357,17.0,15.0,255.0,2019-06-21
HH PINT Abita Wrought Iron,3354,17.0,3.8823529411765,66.0,2019-06-21
PIT Beer of the Week,3362,16.0,11.0,176.0,2019-06-21
PINT Summer Shandy,3425,16.0,4.40625,70.5,2019-06-21
PINT LKFT Hazy Rabbit,3348,16.0,4.3125,69.0,2019-06-21
RAIL Gin,3341,15.0,4.1,61.5,2019-06-21
Fernet,3228,15.0,4.0,60.0,2019-06-21
Cazadores Reposado,3281,15.0,4.0,60.0,2019-06-21
CAN PBR 16oz,3129,15.0,4.0,60.0,2019-06-21
Hennessey,3190,15.0,6.4,96.0,2019-06-21
Captain Morgan,3258,14.0,8.0,112.0,2019-06-21
Skyy Cherry,3297,14.0,6.0,84.0,2019-06-21
VBALL HI-LIFE,3411,14.0,0.0,0.0,2019-06-21
VBALL STEIN,3416,13.0,4.0,52.0,2019-06-21
Skyy Orange,3299,13.0,4.6923076923077,61.0,2019-06-21
PINT K4 Fantasy Factory,3351,13.0,4.2692307692308,55.5,2019-06-21
Bloody Mary,3199,13.0,7.0769230769231,92.0,2019-06-21
CAN Press Pom/Gin,3131,12.0,5.0,60.0,2019-06-21
PINT Guinness,3350,12.0,3.1666666666667,38.0,2019-06-21
Jim Beam,3318,11.0,6.6363636363636,73.0,2019-06-21
Jack Daniels,3315,11.0,7.6363636363636,84.0,2019-06-21
Bacardi,3255,10.0,6.0,60.0,2019-06-21
PIT LKFT Hazy Rabbit,3359,10.0,15.0,150.0,2019-06-21
CAN Coors Light,3116,10.0,4.0,40.0,2019-06-21
BTL Blue Moon,3113,9.0,4.5,40.5,2019-06-21
CAN N.G. Staghorn,3135,9.0,5.0,45.0,2019-06-21
BTL Bud Light,3388,9.0,4.5,40.5,2019-06-21
VBALL SCHLITZ,3412,8.0,0.0,0.0,2019-06-21
Fireball,3313,8.0,4.0,32.0,2019-06-21
Seagrams 7,3324,8.0,6.0,48.0,2019-06-21
CAN Press Lime,3132,8.0,5.0,40.0,2019-06-21
Kraken,3260,8.0,5.75,46.0,2019-06-21
SHOT Goldschlager,3230,7.0,2.8571428571429,20.0,2019-06-21
SHOT Rumpleminz,3242,7.0,4.0,28.0,2019-06-21
Mimosa,3206,7.0,4.0,28.0,2019-06-21
BTL Miller Lite,3123,7.0,2.7857142857143,19.5,2019-06-21
Skyy Raspberry,3302,7.0,6.0,42.0,2019-06-21
BTL Bud Light,3114,6.0,4.5,27.0,2019-06-21
White Russian,3215,6.0,5.0,30.0,2019-06-21
Camel Lights,3247,6.0,10.0,60.0,2019-06-21
Absolut Citron,3287,5.0,8.0,40.0,2019-06-21
BTL MGD,3121,5.0,3.25,16.25,2019-06-21
RAIL Brandy,3342,5.0,4.6,23.0,2019-06-21
RAIL Rum,3343,5.0,4.3,21.5,2019-06-21
DBL RAIL Rum,3457,5.0,5.2,26.0,2019-06-21
PIT Angry Orchard,3361,5.0,15.0,75.0,2019-06-21
PIT Abita TurboDog,3363,4.0,15.0,60.0,2019-06-21
VBALL SPOT COW,3415,4.0,4.0,16.0,2019-06-21
Jack Daniels Honey,3316,4.0,4.0,16.0,2019-06-21
Makers Mark,3322,4.0,6.0,24.0,2019-06-21
CAN Press GF/CAR,3133,4.0,5.0,20.0,2019-06-21
BTL Eastside Dark,3118,4.0,2.5,10.0,2019-06-21
Mango Mimosa,3205,4.0,6.0,24.0,2019-06-21
Trinidad Tea,3213,3.0,8.0,24.0,2019-06-21
Sangria,3210,3.0,6.0,18.0,2019-06-21
Tanqueray,3219,3.0,8.0,24.0,2019-06-21
