Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
SHOT Seagrams VO,3325,81.0,1.8518518518519,150.0,2020-10-16
Skyy Cherry BOMB,3370,81.0,3.1604938271605,256.0,2020-10-16
Skyy Raspberry BOMB,3369,72.0,3.3888888888889,244.0,2020-10-16
BTL Miller High Life,3122,69.0,3.1557971014493,217.75,2020-10-16
DBL RAIL Vodka,3455,68.0,5.4852941176471,373.0,2020-10-16
Skyy Orange BOMB,3372,64.0,3.4375,220.0,2020-10-16
SHOT Skyy,3663,63.0,3.0,189.0,2020-10-16
PIT Miller Lite,3143,49.0,11.0,539.0,2020-10-16
CAN PBR 16oz,3129,40.0,4.0,160.0,2020-10-16
PIT Schlitz,3144,32.0,7.5625,242.0,2020-10-16
PINT Spotted Cow,3140,32.0,4.078125,130.5,2020-10-16
PINT LKFT IPA,3136,29.0,4.1379310344828,120.0,2020-10-16
PIT Spotted Cow,3145,28.0,15.0,420.0,2020-10-16
SHOT Tullamore Dew,3327,26.0,2.6153846153846,68.0,2020-10-16
SHOT Goldschlager,3230,23.0,3.6521739130435,84.0,2020-10-16
PINT Miller High Life,3137,21.0,2.8571428571429,60.0,2020-10-16
CAN Press Pom/Gin,3131,21.0,5.0,105.0,2020-10-16
CAN Press GF/CAR,3133,21.0,5.0,105.0,2020-10-16
VBALL LITE,3410,20.0,0.0,0.0,2020-10-16
DBL RAIL Gin,3453,20.0,4.725,94.5,2020-10-16
SHOT Cazadores Blanco,3481,20.0,2.8,56.0,2020-10-16
PINT Schlitz,3139,19.0,1.1052631578947,21.0,2020-10-16
PINT Stein,3141,19.0,4.0263157894737,76.5,2020-10-16
PINT LKFT Hazy Rabbit,3348,18.0,4.0,72.0,2020-10-16
SHOT RAIL Vodka,3456,17.0,2.6470588235294,45.0,2020-10-16
VBALL HI-LIFE,3411,14.0,0.0,0.0,2020-10-16
PINT Moon Man,3349,13.0,0.80769230769231,10.5,2020-10-16
DBL RAIL Whiskey,3459,13.0,5.2307692307692,68.0,2020-10-16
SHOT RAIL Tequila,3462,13.0,3.0,39.0,2020-10-16
SHOT Jameson,3317,13.0,3.6923076923077,48.0,2020-10-16
PIT Miller High Life,3142,12.0,11.0,132.0,2020-10-16
SHOT Jagermeister,3234,11.0,4.0,44.0,2020-10-16
OUTSIDE,3253,11.0,0.0,0.0,2020-10-16
PIT Moon Man,3357,11.0,15.0,165.0,2020-10-16
DBl Smirnoff,3646,11.0,6.0,66.0,2020-10-16
SHOT Fireball,3584,10.0,4.0,40.0,2020-10-16
SHOT RAIL GIN,3454,9.0,2.3333333333333,21.0,2020-10-16
SHOT RAIL Whiskey,3460,8.0,3.0,24.0,2020-10-16
PINT Abita TurboDog,3353,8.0,3.1875,25.5,2020-10-16
CAN Coors Light,3116,8.0,3.0,24.0,2020-10-16
DBL Skyy Raspb,3668,8.0,7.0,56.0,2020-10-16
DBL Jameson,3538,7.0,8.0,56.0,2020-10-16
Absolut,3286,7.0,8.1428571428571,57.0,2020-10-16
PIT LKFT Hazy Rabbit,3359,7.0,15.0,105.0,2020-10-16
PINT Guinness,3350,7.0,4.4285714285714,31.0,2020-10-16
DBL RAIL Tequila,3461,7.0,2.2857142857143,16.0,2020-10-16
DBL Makers Mark,3534,6.0,8.0,48.0,2020-10-16
DBL Captain Morgan,3496,6.0,8.0,48.0,2020-10-16
SHOT Skyy Raspb,3669,5.0,0.0,0.0,2020-10-16
SHOT Jose Cuervo,3475,5.0,3.0,15.0,2020-10-16
DBL Cazadores Blanco,3480,5.0,7.5,37.5,2020-10-16
SHOT Hennessey,3450,5.0,5.0,25.0,2020-10-16
Skyy Apricot BOMB,3368,5.0,4.0,20.0,2020-10-16
VBALL SCHLITZ,3412,5.0,0.0,0.0,2020-10-16
Bloody Mary,3199,5.0,7.0,35.0,2020-10-16
BTL Modelo Especial,3124,5.0,4.5,22.5,2020-10-16
BTL LKFT Fixed Gear,3120,4.0,5.0,20.0,2020-10-16
BTL Budweiser,3115,4.0,4.5,18.0,2020-10-16
PIT Stein,3146,4.0,15.0,60.0,2020-10-16
BTL Miller Lite,3391,4.0,3.25,13.0,2020-10-16
PIT LKFT IPA,3358,4.0,15.0,60.0,2020-10-16
DBL RAIL Rum,3457,4.0,4.125,16.5,2020-10-16
DBL Stoli Razz,3644,4.0,9.5,38.0,2020-10-16
DBL Kraken,3500,4.0,8.0,32.0,2020-10-16
SHOT Fernet,3507,3.0,4.0,12.0,2020-10-16
DBL Jack Daniels,3526,3.0,8.0,24.0,2020-10-16
 SHOT Crown Royal,3529,3.0,4.0,12.0,2020-10-16
SHOT Jack Ds Honey,3533,3.0,4.0,12.0,2020-10-16
DBL Skyy Orange,3676,3.0,7.6666666666667,23.0,2020-10-16
SHOT South. Comfort,3597,3.0,4.0,12.0,2020-10-16
VBALL STEIN,3416,3.0,4.0,12.0,2020-10-16
CAN Schlitz 16oz,3134,3.0,4.0,12.0,2020-10-16
PINT Miller Lite,3138,2.0,3.0,6.0,2020-10-16
BTL MGD,3121,2.0,3.25,6.5,2020-10-16
BTL Corona,3117,2.0,4.5,9.0,2020-10-16
Long Island,3204,2.0,8.0,16.0,2020-10-16
Mind Eraser,3267,2.0,6.0,12.0,2020-10-16
SHOT Lemon Drop,3276,2.0,4.0,8.0,2020-10-16
VBALL HAZY RABBIT,3418,2.0,4.0,8.0,2020-10-16
