Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,86.0,5.0232558139535,432.0,2021-05-21
PINT Spotted Cow,3140,73.0,4.1917808219178,306.0,2021-05-21
Skyy Cherry BOMB,3370,71.0,3.4366197183099,244.0,2021-05-21
SHOT Fernet,3507,68.0,3.0,204.0,2021-05-21
SHOT Tullamore Dew,3327,61.0,3.7377049180328,228.0,2021-05-21
PIT Miller Lite,3143,61.0,11.0,671.0,2021-05-21
SHOT Seagrams VO,3325,60.0,2.15,129.0,2021-05-21
BTL Miller High Life,3122,59.0,2.4237288135593,143.0,2021-05-21
PINT Stein,3141,56.0,3.9642857142857,222.0,2021-05-21
PIT Spotted Cow,3145,44.0,14.318181818182,630.0,2021-05-21
CAN Press Blk/Hyb,3130,44.0,5.0,220.0,2021-05-21
CAN PBR 16oz,3129,43.0,3.8139534883721,164.0,2021-05-21
CAN Press GF/CAR,3133,38.0,4.8684210526316,185.0,2021-05-21
Skyy Peach BOMB,3367,37.0,2.9189189189189,108.0,2021-05-21
CAN Press Pom/Gin,3131,35.0,5.0,175.0,2021-05-21
PINT LKFT IPA,3136,28.0,3.5892857142857,100.5,2021-05-21
SHOT Cazadores Blanco,3481,27.0,3.2592592592593,88.0,2021-05-21
PINT LKFT Hazy Rabbit,3348,26.0,3.8076923076923,99.0,2021-05-21
DBL RAIL Whiskey,3459,25.0,5.18,129.5,2021-05-21
SHOT Cazadores Reposado,3479,23.0,3.8260869565217,88.0,2021-05-21
PINT Moon Man,3349,21.0,3.0,63.0,2021-05-21
PINT Miller High Life,3137,21.0,3.0,63.0,2021-05-21
CAN Press Lime,3132,21.0,5.0,105.0,2021-05-21
DBL RAIL Tequila,3461,19.0,5.4210526315789,103.0,2021-05-21
HH PINT Angry Orchard,3352,18.0,3.4166666666667,61.5,2021-05-21
PINT Beer of the Week,3356,18.0,3.0,54.0,2021-05-21
Skyy Raspberry BOMB,3369,18.0,3.3333333333333,60.0,2021-05-21
CAN Coors Light,3116,18.0,4.0,72.0,2021-05-21
DBL Jack Daniels,3526,18.0,7.5555555555556,136.0,2021-05-21
DBL RAIL Gin,3453,17.0,4.3529411764706,74.0,2021-05-21
DBL Titos,3654,16.0,8.0,128.0,2021-05-21
HH PINT LKFT Oktoberfest,3697,16.0,3.65625,58.5,2021-05-21
BTL Miller Lite,3391,15.0,2.3833333333333,35.75,2021-05-21
Absolut,3286,15.0,8.0,120.0,2021-05-21
PIT Miller High Life,3142,14.0,11.0,154.0,2021-05-21
SHOT Rumpleminz,3242,14.0,3.7142857142857,52.0,2021-05-21
BTL Bud Light,3114,14.0,4.1785714285714,58.5,2021-05-21
DBL Captain Morgan,3496,14.0,8.0,112.0,2021-05-21
DBL RAIL Rum,3457,13.0,4.6923076923077,61.0,2021-05-21
DBL Bulleit Bourbon,3587,12.0,8.0,96.0,2021-05-21
BTL Corona,3117,12.0,3.75,45.0,2021-05-21
OUTSIDE,3253,12.0,0.0,0.0,2021-05-21
Skyy Raspberry,3302,12.0,4.0,48.0,2021-05-21
SHOT Jameson,3317,12.0,4.0,48.0,2021-05-21
Skyy Orange BOMB,3372,12.0,4.0,48.0,2021-05-21
VBALL LITE,3410,11.0,0.0,0.0,2021-05-21
RAIL Vodka,3339,11.0,3.7272727272727,41.0,2021-05-21
PIT LKFT Hazy Rabbit,3359,10.0,15.0,150.0,2021-05-21
SHOT Jagermeister,3234,9.0,4.0,36.0,2021-05-21
