Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,127.0,4.7165354330709,599.0,2020-01-31
Skyy Orange BOMB,3372,107.0,2.8785046728972,308.0,2020-01-31
Skyy Raspberry BOMB,3369,91.0,2.5054945054945,228.0,2020-01-31
SHOT Seagrams VO,3325,89.0,2.0561797752809,183.0,2020-01-31
SHOT Tullamore Dew,3327,80.0,2.65,212.0,2020-01-31
BTL Miller High Life,3122,59.0,3.0847457627119,182.0,2020-01-31
PINT Stein,3141,49.0,3.8265306122449,187.5,2020-01-31
PINT Moon Man,3349,45.0,3.0,135.0,2020-01-31
PINT Spotted Cow,3140,42.0,3.9285714285714,165.0,2020-01-31
Skyy Peach BOMB,3367,41.0,2.9268292682927,120.0,2020-01-31
PINT LKFT IPA,3136,40.0,3.45,138.0,2020-01-31
PINT Miller High Life,3137,38.0,3.0,114.0,2020-01-31
PINT LKFT Hazy Rabbit,3348,33.0,3.6818181818182,121.5,2020-01-31
SHOT Cazadores Reposado,3479,33.0,3.2727272727273,108.0,2020-01-31
Skyy Ginger BOMB,3371,31.0,2.1935483870968,68.0,2020-01-31
PINT Miller Lite,3138,28.0,2.7857142857143,78.0,2020-01-31
DBL RAIL Whiskey,3459,28.0,4.8035714285714,134.5,2020-01-31
PINT Schlitz,3139,27.0,4.2962962962963,116.0,2020-01-31
Skyy Cherry BOMB,3370,24.0,3.8333333333333,92.0,2020-01-31
DBL Titos,3654,22.0,8.0,176.0,2020-01-31
SHOT Hennessey,3450,19.0,4.7368421052632,90.0,2020-01-31
PINT K4 Fantasy Factory,3351,19.0,4.0263157894737,76.5,2020-01-31
CAN Coors Light,3116,19.0,3.7894736842105,72.0,2020-01-31
CAN Press Blk/Hyb,3130,16.0,3.75,60.0,2020-01-31
PINT Abita TurboDog,3353,16.0,3.9375,63.0,2020-01-31
BTL Miller Lite,3391,16.0,3.046875,48.75,2020-01-31
CAN PBR 16oz,3129,15.0,4.0,60.0,2020-01-31
DBL RAIL Gin,3453,15.0,5.0,75.0,2020-01-31
PIT Schlitz,3144,14.0,10.214285714286,143.0,2020-01-31
HH PINT Abita Wrought Iron,3354,14.0,3.4285714285714,48.0,2020-01-31
SHOT Fireball,3584,13.0,4.0,52.0,2020-01-31
SHOT Dr McGullicuddys,3226,12.0,2.25,27.0,2020-01-31
Bloody Mary,3199,11.0,7.0,77.0,2020-01-31
PINT Beer of the Week,3356,11.0,2.1818181818182,24.0,2020-01-31
DBL RAIL Brandy,3448,11.0,5.0,55.0,2020-01-31
HH PINT Angry Orchard,3352,10.0,3.9,39.0,2020-01-31
DBL Jim Beam,3530,9.0,7.0,63.0,2020-01-31
DBL RAIL Rum,3457,9.0,5.0,45.0,2020-01-31
HH PINT LKFT Oktoberfest,3697,9.0,3.5,31.5,2020-01-31
DBL Captain Morgan,3496,8.0,8.0,64.0,2020-01-31
DBL Makers Mark,3534,8.0,8.0,64.0,2020-01-31
SHOT Rumpleminz,3242,8.0,4.0,32.0,2020-01-31
SHOT Goldschlager,3230,8.0,4.0,32.0,2020-01-31
BTL Bud Light,3114,8.0,4.5,36.0,2020-01-31
BTL Pabst,3126,7.0,3.25,22.75,2020-01-31
CAN Press Lime,3132,7.0,5.0,35.0,2020-01-31
PIT Miller Lite,3143,7.0,11.0,77.0,2020-01-31
DBL Jack Daniels,3526,7.0,8.0,56.0,2020-01-31
SHOT Bulleit Rye,3590,6.0,4.0,24.0,2020-01-31
SHOT Cazadores Blanco,3481,5.0,2.4,12.0,2020-01-31
DBL Tanqueray,3488,5.0,8.2,41.0,2020-01-31
DBL Bacardi,3492,5.0,6.0,30.0,2020-01-31
SHOT Skyy Orange,3677,5.0,2.4,12.0,2020-01-31
DBL Skyy Ginger,3672,5.0,7.0,35.0,2020-01-31
PINT Guinness,3350,5.0,3.8,19.0,2020-01-31
DBL of the WEEK,3251,5.0,6.0,30.0,2020-01-31
Skyy Apricot BOMB,3368,5.0,1.6,8.0,2020-01-31
CAN Crispin 16oz,3128,5.0,6.0,30.0,2020-01-31
BTL Corona,3117,5.0,4.5,22.5,2020-01-31
BTL MGD,3121,4.0,3.25,13.0,2020-01-31
CAN Press Pom/Gin,3131,4.0,1.25,5.0,2020-01-31
CAN Press GF/CAR,3133,4.0,5.0,20.0,2020-01-31
DBL Hennessey,3449,4.0,11.0,44.0,2020-01-31
Camel Lights,3247,4.0,10.0,40.0,2020-01-31
SHOT Jose Cuervo,3475,4.0,3.0,12.0,2020-01-31
SHOT Makers Mark,3535,4.0,4.0,16.0,2020-01-31
SHOT Campari,3549,4.0,3.0,12.0,2020-01-31
DBL Tullamore Dew,3536,3.0,8.0,24.0,2020-01-31
SHOT Jack Daniels,3527,3.0,2.6666666666667,8.0,2020-01-31
DBL Amaretto,3560,3.0,7.0,21.0,2020-01-31
DBL Skyy Cherry,3670,3.0,7.0,21.0,2020-01-31
SHOT Jager Bomb,3274,3.0,5.0,15.0,2020-01-31
SHOT Jameson,3317,3.0,2.6666666666667,8.0,2020-01-31
Chardonnay,3331,3.0,5.0,15.0,2020-01-31
Pinot Grigio,3333,3.0,5.0,15.0,2020-01-31
RAIL Whiskey,3340,3.0,3.5,10.5,2020-01-31
PIT Spotted Cow,3145,3.0,15.0,45.0,2020-01-31
Black Manhattan,3194,3.0,8.0,24.0,2020-01-31
SHOT Jagermeister,3234,3.0,1.3333333333333,4.0,2020-01-31
BTL Modelo Especial,3124,3.0,4.5,13.5,2020-01-31
BTL LKFT Fixed Gear,3120,2.0,5.0,10.0,2020-01-31
Irish Coffee,3202,2.0,7.0,14.0,2020-01-31
CAN Schlitz 16oz,3134,2.0,4.0,8.0,2020-01-31
Titos,3307,2.0,5.0,10.0,2020-01-31
