Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
RAIL Vodka,3339,161.0,4.9627329192547,799.0,2019-05-10
BTL Miller High Life,3122,97.0,3.25,315.25,2019-05-10
Skyy Raspberry BOMB,3369,88.0,4.0,352.0,2019-05-10
SHOT Tullamore Dew,3327,87.0,3.5402298850575,308.0,2019-05-10
Skyy Orange BOMB,3372,77.0,3.8441558441558,296.0,2019-05-10
PINT Stein,3141,76.0,3.8289473684211,291.0,2019-05-10
PIT Miller Lite,3143,75.0001,11.0,825.0011,2019-05-10
PINT Spotted Cow,3140,64.0,4.171875,267.0,2019-05-10
PINT LKFT IPA,3136,61.0,3.9344262295082,240.0,2019-05-10
PINT Miller High Life,3137,59.0,2.9491525423729,174.0,2019-05-10
PINT Beer of the Week,3356,57.0,3.0,171.0,2019-05-10
SHOT Seagrams VO,3325,57.0,3.0526315789474,174.0,2019-05-10
Cazadores Blanco,3280,54.0,4.5,243.0,2019-05-10
PIT Schlitz,3144,52.0,11.0,572.0,2019-05-10
RAIL Whiskey,3340,52.0,4.7788461538462,248.5,2019-05-10
CAN PBR 16oz,3129,51.0,4.0,204.0,2019-05-10
Skyy Peach BOMB,3367,49.0,4.0,196.0,2019-05-10
RAIL Tequila,3344,44.0,5.0909090909091,224.0,2019-05-10
PINT Moon Man,3349,42.0,3.9285714285714,165.0,2019-05-10
Skyy Cherry BOMB,3370,41.0,4.0,164.0,2019-05-10
PINT Miller Lite,3138,41.0,3.0,123.0,2019-05-10
PINT Schlitz,3139,39.0,2.9230769230769,114.0,2019-05-10
Cazadores Reposado,3281,36.0,3.8055555555556,137.0,2019-05-10
RAIL Gin,3341,35.0,4.5571428571429,159.5,2019-05-10
PIT Miller High Life,3142,29.0,11.0,319.0,2019-05-10
Skyy,3296,28.0,3.0,84.0,2019-05-10
PIT Beer of the Week,3362,28.0,11.0,308.0,2019-05-10
HH PINT Angry Orchard,3352,28.0,3.6964285714286,103.5,2019-05-10
RAIL Rum,3343,25.0,3.98,99.5,2019-05-10
SHOT Jameson,3317,25.0,5.52,138.0,2019-05-10
PIT Moon Man,3357,24.0,15.0,360.0,2019-05-10
BTL Miller Lite,3391,24.0,3.25,78.0,2019-05-10
BTL Miller Lite,3123,24.0,3.25,78.0,2019-05-10
Hennessey,3190,23.0,6.5217391304348,150.0,2019-05-10
HH PINT Abita Wrought Iron,3354,22.0,3.4772727272727,76.5,2019-05-10
CAN Coors Light,3116,21.0,4.0,84.0,2019-05-10
BTL Corona,3117,20.0,4.5,90.0,2019-05-10
Skyy Ginger BOMB,3371,19.0,4.0,76.0,2019-05-10
PINT Guinness,3350,19.0,4.2631578947368,81.0,2019-05-10
PINT K4 Fantasy Factory,3351,19.0,3.7894736842105,72.0,2019-05-10
Titos,3307,19.0,7.7894736842105,148.0,2019-05-10
PINT Summer Shandy,3425,18.0,2.1666666666667,39.0,2019-05-10
Skyy Apricot BOMB,3368,18.0,3.5555555555556,64.0,2019-05-10
PIT Stein,3146,18.0,15.0,270.0,2019-05-10
Cuervo Gold,3282,18.0,4.3333333333333,78.0,2019-05-10
OUTSIDE,3253,18.0,0.0,0.0,2019-05-10
SHOT Dr McGullicuddys,3226,18.0,3.0,54.0,2019-05-10
PINT Abita TurboDog,3353,16.0,4.21875,67.5,2019-05-10
VBALL LITE,3410,16.0,0.0,0.0,2019-05-10
Skyy Orange,3299,16.0,4.8125,77.0,2019-05-10
Jim Beam,3318,16.0,6.875,110.0,2019-05-10
RAIL Brandy,3342,14.0,4.8571428571429,68.0,2019-05-10
Skyy Cherry,3297,13.0,5.6153846153846,73.0,2019-05-10
PIT Spotted Cow,3145,13.0,15.0,195.0,2019-05-10
BTL Pabst,3126,12.0,3.25,39.0,2019-05-10
Camel Lights,3247,12.0,10.0,120.0,2019-05-10
SHOT Rumpleminz,3242,11.0,4.0,44.0,2019-05-10
PIT LKFT IPA,3358,11.0,15.0,165.0,2019-05-10
Fireball,3313,10.0,3.2,32.0,2019-05-10
Mango Mimosa,3205,10.0,6.0,60.0,2019-05-10
Bacardi,3255,10.0,5.0,50.0,2019-05-10
Stoli,3304,9.0,7.6666666666667,69.0,2019-05-10
Jack Daniels,3315,9.0,7.5555555555556,68.0,2019-05-10
Seagrams 7,3324,9.0,5.0,45.0,2019-05-10
VBALL SCHLITZ,3412,8.0,0.0,0.0,2019-05-10
Bloody Mary,3199,8.0,7.125,57.0,2019-05-10
CAN Press Blk/Hyb,3130,8.0,5.0,40.0,2019-05-10
SHOT of the WEEK,3254,7.0,2.5714285714286,18.0,2019-05-10
PINT O&apos;&apos;so Hop Debacle,3355,7.0,4.0714285714286,28.5,2019-05-10
Skyy Raspberry,3302,7.0,6.0,42.0,2019-05-10
Skyy Mango,3298,7.0,5.1428571428571,36.0,2019-05-10
Absolut Citron,3287,6.0,8.3333333333333,50.0,2019-05-10
PIT Oso Hop Debacle,3365,6.0,15.0,90.0,2019-05-10
VBALL HI-LIFE,3411,6.0,0.0,0.0,2019-05-10
BTL Bud Light,3388,6.0,4.5,27.0,2019-05-10
VBALL SPOT COW,3415,6.0,4.0,24.0,2019-05-10
Captain Morgan,3258,6.0,7.5,45.0,2019-05-10
SHOT Jagermeister,3234,6.0,4.0,24.0,2019-05-10
CAN Press Pom/Gin,3131,6.0,5.0,30.0,2019-05-10
CAN Crispin 16oz,3128,6.0,6.0,36.0,2019-05-10
CAN N.G. Staghorn,3135,5.0,5.0,25.0,2019-05-10
CAN Press GF/CAR,3133,5.0,5.0,25.0,2019-05-10
BTL Modelo Especial,3124,5.0,4.5,22.5,2019-05-10
Deep Eddy Grapefruit,3291,5.0,6.4,32.0,2019-05-10
Bulleit Bourbon,3308,5.0,7.6,38.0,2019-05-10
PIT Summer Shandy,3426,4.0,15.0,60.0,2019-05-10
PIT Abita TurboDog,3363,4.0,15.0,60.0,2019-05-10
BTL Spaten Lager,3127,4.0,5.0,20.0,2019-05-10
SHOT Car Bomb,3269,4.0,6.0,24.0,2019-05-10
Trinidad Tea,3213,4.0,8.0,32.0,2019-05-10
Bombay Sapphire,3216,3.0,6.0,18.0,2019-05-10
Amaretto,3220,3.0,5.3333333333333,16.0,2019-05-10
Moscow Mule,3207,3.0,7.0,21.0,2019-05-10
Yukon Jack,3245,3.0,4.0,12.0,2019-05-10
Camel Menthol,3248,3.0,10.0,30.0,2019-05-10
SHOT Goldschlager,3230,3.0,5.0,15.0,2019-05-10
Gran Marnier,3231,3.0,6.6666666666667,20.0,2019-05-10
Absolut,3286,3.0,8.0,24.0,2019-05-10
Kraken,3260,3.0,8.0,24.0,2019-05-10
Johnnie Walker Red,3266,3.0,10.25,30.75,2019-05-10
