Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
RAIL Vodka,3339,118.0,5.0233050847458,592.75,2019-04-12
PINT Miller High Life,3137,95.0,3.0,285.0,2019-04-12
PINT LKFT IPA,3136,89.0,3.8089887640449,339.0,2019-04-12
PINT Stein,3141,88.0,3.7670454545455,331.5,2019-04-12
BTL Miller High Life,3122,84.0,3.25,273.0,2019-04-12
Skyy Raspberry BOMB,3369,74.0,4.0,296.0,2019-04-12
PINT Spotted Cow,3140,67.0,3.7835820895522,253.5,2019-04-12
Cazadores Blanco,3280,62.0,4.1129032258065,255.0,2019-04-12
SHOT Tullamore Dew,3327,56.0,4.375,245.0,2019-04-12
Skyy Orange BOMB,3372,50.0,4.0,200.0,2019-04-12
Skyy Watermelon BOMB,3374,49.0,4.0,196.0,2019-04-12
Skyy,3296,48.0,3.4375,165.0,2019-04-12
PIT Miller Lite,3143,46.0,11.0,506.0,2019-04-12
PINT Moon Man,3349,44.0,3.5113636363636,154.5,2019-04-12
RAIL Whiskey,3340,43.0,4.953488372093,213.0,2019-04-12
RWPC Pint,3408,42.0,2.0,84.0,2019-04-12
PINT LKFT Hazy Rabbit,3348,39.0,3.7307692307692,145.5,2019-04-12
SHOT Seagrams VO,3325,35.0,3.3428571428571,117.0,2019-04-12
CAN PBR 16oz,3129,34.0,4.0,136.0,2019-04-12
PINT O&apos;&apos;so Hop Debacle,3355,32.0,3.609375,115.5,2019-04-12
Cazadores Reposado,3281,31.0,4.2258064516129,131.0,2019-04-12
PINT Miller Lite,3138,30.0,3.0,90.0,2019-04-12
BTL Miller Lite,3391,30.0,3.25,97.5,2019-04-12
B n S Special,3409,28.0,5.0,140.0,2019-04-12
PIT Spotted Cow,3145,27.0,15.0,405.0,2019-04-12
PINT Guinness,3350,26.0,4.4615384615385,116.0,2019-04-12
RAIL Tequila,3344,24.0,5.0625,121.5,2019-04-12
Titos,3307,23.0,7.1739130434783,165.0,2019-04-12
PINT Schlitz,3139,23.0,3.0,69.0,2019-04-12
OUTSIDE,3253,23.0,0.0,0.0,2019-04-12
Bacardi,3255,22.0,4.7727272727273,105.0,2019-04-12
PIT Schlitz,3144,22.0,11.0,242.0,2019-04-12
Skyy Ginger BOMB,3371,21.0,4.0,84.0,2019-04-12
RAIL Gin,3341,20.0,4.625,92.5,2019-04-12
PIT Miller High Life,3142,20.0,11.0,220.0,2019-04-12
SHOT Dr McGullicuddys,3226,20.0,3.3,66.0,2019-04-12
PINT K4 Fantasy Factory,3351,19.0,4.0263157894737,76.5,2019-04-12
RAIL Rum,3343,18.0,4.6388888888889,83.5,2019-04-12
PINT Abita TurboDog,3353,18.0,3.8333333333333,69.0,2019-04-12
HH PINT Abita Wrought Iron,3354,18.0,4.0,72.0,2019-04-12
Skyy Cherry,3297,18.0,6.0,108.0,2019-04-12
PIT Stein,3146,17.0,15.0,255.0,2019-04-12
Hennessey,3190,17.0,7.0588235294118,120.0,2019-04-12
CAN Coors Light,3116,17.0,4.0,68.0,2019-04-12
HH PINT Angry Orchard,3352,16.0,4.3125,69.0,2019-04-12
SHOT Jameson,3317,16.0,5.75,92.0,2019-04-12
Skyy Apricot BOMB,3368,16.0,4.0,64.0,2019-04-12
Skyy Cherry BOMB,3370,16.0,4.0,64.0,2019-04-12
Jack Daniels,3315,15.0,6.7333333333333,101.0,2019-04-12
SHOT of the WEEK,3254,15.0,3.0,45.0,2019-04-12
Absolut Citron,3287,13.0,6.1538461538462,80.0,2019-04-12
CAN Press Blk/Hyb,3130,13.0,5.0,65.0,2019-04-12
Bulleit Rye,3309,13.0,9.0,117.0,2019-04-12
RAIL Brandy,3342,13.0,4.3846153846154,57.0,2019-04-12
Skyy Peach BOMB,3367,12.0,4.0,48.0,2019-04-12
Bloody Mary,3199,12.0,7.0833333333333,85.0,2019-04-12
BTL Corona,3117,11.0,4.5,49.5,2019-04-12
Cuervo Gold,3282,11.0,4.0,44.0,2019-04-12
SHOT Goldschlager,3230,11.0,4.0,44.0,2019-04-12
PIT Moon Man,3357,11.0,15.0,165.0,2019-04-12
VBALL LITE,3410,10.0,0.0,0.0,2019-04-12
Camel Lights,3247,8.0,9.0,72.0,2019-04-12
Ketel One,3292,8.0,7.625,61.0,2019-04-12
BTL Modelo Especial,3124,8.0,4.5,36.0,2019-04-12
BTL Blue Moon,3113,7.0,4.5,31.5,2019-04-12
BTL Pabst,3126,7.0,3.25,22.75,2019-04-12
Captain Morgan,3258,7.0,8.0,56.0,2019-04-12
Kraken,3260,7.0,6.8571428571429,48.0,2019-04-12
VBALL HI-LIFE,3411,7.0,0.0,0.0,2019-04-12
PIT LKFT Hazy Rabbit,3359,6.0,15.0,90.0,2019-04-12
Jim Beam,3318,6.0,5.6666666666667,34.0,2019-04-12
Bulleit Bourbon,3308,5.0,7.2,36.0,2019-04-12
VBALL SPOT COW,3415,5.0,4.0,20.0,2019-04-12
Mango Mimosa,3205,5.0,6.0,30.0,2019-04-12
White Russian,3215,4.0,5.0,20.0,2019-04-12
Skyy Orange,3299,4.0,6.0,24.0,2019-04-12
Skyy Peach,3300,4.0,5.25,21.0,2019-04-12
CAN Press Lime,3132,4.0,5.0,20.0,2019-04-12
BTL MGD,3121,4.0,3.25,13.0,2019-04-12
BTL ODouls,3125,4.0,3.25,13.0,2019-04-12
Makers Mark,3322,4.0,7.25,29.0,2019-04-12
PIT LKFT IPA,3358,4.0,15.0,60.0,2019-04-12
PINT Beer of the Week,3356,3.0,3.0,9.0,2019-04-12
Fireball,3313,3.0,5.0,15.0,2019-04-12
BTL Bud Light,3388,3.0,4.5,13.5,2019-04-12
BTL Bud Light,3114,3.0,4.5,13.5,2019-04-12
CAN Press Pom/Gin,3131,3.0,5.0,15.0,2019-04-12
CAN Schlitz 16oz,3134,3.0,4.0,12.0,2019-04-12
Long Island,3204,3.0,8.0,24.0,2019-04-12
Skyy Raspberry,3302,3.0,4.0,12.0,2019-04-12
Amaretto,3220,3.0,6.0,18.0,2019-04-12
Coconut Jack,3259,3.0,3.0,9.0,2019-04-12
Moscow Mule,3207,3.0,7.0,21.0,2019-04-12
Camel Menthol,3248,3.0,9.0,27.0,2019-04-12
SHOT Jagermeister,3234,2.0,4.0,8.0,2019-04-12
SHOT Rumpleminz,3242,2.0,4.0,8.0,2019-04-12
Fernet,3228,2.0,4.0,8.0,2019-04-12
Trinidad Tea,3213,2.0,8.0,16.0,2019-04-12
Tanqueray,3219,2.0,8.0,16.0,2019-04-12
Absolut,3286,2.0,8.0,16.0,2019-04-12
Chopin,3288,2.0,9.0,18.0,2019-04-12
Brew Crew Margarita,3200,2.0,7.0,14.0,2019-04-12
Black Manhattan,3194,2.0,8.0,16.0,2019-04-12
CAN N.G. Staghorn,3135,2.0,5.0,10.0,2019-04-12
VBALL STEIN,3416,2.0,4.0,8.0,2019-04-12
VBALL SCHLITZ,3412,2.0,0.0,0.0,2019-04-12
South. Comfort,3326,2.0,8.0,16.0,2019-04-12
Cab/Merlot,3329,1.0,5.0,5.0,2019-04-12
White Zin,3335,1.0,5.0,5.0,2019-04-12
Crown Royal,3312,1.0,4.0,4.0,2019-04-12
PIT K4 Fantasy Factory,3360,1.0,15.0,15.0,2019-04-12
PIT Abita TurboDog,3363,1.0,15.0,15.0,2019-04-12
PIT Abita Wrought Iron,3364,1.0,15.0,15.0,2019-04-12
PIT Oso Hop Debacle,3365,1.0,15.0,15.0,2019-04-12
VBALL MOON MAN,3414,1.0,4.0,4.0,2019-04-12
VBALL LKFT IPA,3417,1.0,4.0,4.0,2019-04-12
CAN Press GF/CAR,3133,1.0,5.0,5.0,2019-04-12
BTL Budweiser,3115,1.0,4.5,4.5,2019-04-12
BTL Miller Lite,3123,1.0,3.25,3.25,2019-04-12
Bloody Maria,3198,1.0,7.0,7.0,2019-04-12
Adm Byrds Bulldog,3192,1.0,7.0,7.0,2019-04-12
Skyy Mango,3298,1.0,6.0,6.0,2019-04-12
Johnnie Walker Black,3265,1.0,9.0,9.0,2019-04-12
SHOT Goldschalger,3272,1.0,4.0,4.0,2019-04-12
Texas Cosmo,3211,1.0,8.0,8.0,2019-04-12
Bombay Sapphire,3216,1.0,9.0,9.0,2019-04-12
Bag Snacks,3246,1.0,0.75,0.75,2019-04-12
