Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,80.0,5.121875,409.75,2020-09-11
SHOT Seagrams VO,3325,63.0,2.1904761904762,138.0,2020-09-11
SHOT Tullamore Dew,3327,59.0,3.0508474576271,180.0,2020-09-11
Skyy Cherry BOMB,3370,44.0,2.0909090909091,92.0,2020-09-11
PINT Spotted Cow,3140,42.0,3.7857142857143,159.0,2020-09-11
DBL Titos,3654,39.0,8.0384615384615,313.5,2020-09-11
PINT Stein,3141,38.0,3.75,142.5,2020-09-11
DBL RAIL Whiskey,3459,34.0,5.5,187.0,2020-09-11
SHOT Skyy,3663,34.0,3.0,102.0,2020-09-11
PINT Schlitz,3139,32.0,2.4375,78.0,2020-09-11
SHOT Rumpleminz,3242,31.0,2.7096774193548,84.0,2020-09-11
Skyy Orange BOMB,3372,30.0,2.0,60.0,2020-09-11
PINT LKFT Hazy Rabbit,3348,26.0,3.8653846153846,100.5,2020-09-11
SHOT Jameson,3317,21.0,3.6190476190476,76.0,2020-09-11
CAN Press Pom/Gin,3131,20.0,5.0,100.0,2020-09-11
CAN Coors Light,3116,18.0,3.5555555555556,64.0,2020-09-11
PIT Miller High Life,3142,18.0,11.0,198.0,2020-09-11
BTL Miller High Life,3122,17.0,3.25,55.25,2020-09-11
CAN PBR 16oz,3129,15.0,4.0,60.0,2020-09-11
SHOT RAIL GIN,3454,15.0,2.4,36.0,2020-09-11
DBL Skyy Raspb,3668,14.0,7.0,98.0,2020-09-11
PIT Schlitz,3144,14.0,8.6428571428571,121.0,2020-09-11
PINT Moon Man,3349,14.0,2.0357142857143,28.5,2020-09-11
HH PINT Angry Orchard,3352,14.0,3.2142857142857,45.0,2020-09-11
PINT Miller High Life,3137,12.0,3.0,36.0,2020-09-11
CAN Press Lime,3132,12.0,4.5833333333333,55.0,2020-09-11
PIT Miller Lite,3143,11.0,11.0,121.0,2020-09-11
DBL Pearl Cucumber,3640,11.0,7.0,77.0,2020-09-11
SHOT Jose Cuervo,3475,11.0,3.0,33.0,2020-09-11
SHOT Fernet,3507,10.0,2.0,20.0,2020-09-11
PINT LKFT IPA,3136,10.0,3.45,34.5,2020-09-11
BTL Corona,3117,10.0,4.5,45.0,2020-09-11
