Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,146.0,5.3544520547945,781.75,2021-06-18
Skyy Cherry BOMB,3370,139.0,2.6762589928058,372.0,2021-06-18
Skyy Peach BOMB,3367,71.0,3.6056338028169,256.0,2021-06-18
PINT Spotted Cow,3140,61.0,4.3032786885246,262.5,2021-06-18
PINT Stein,3141,56.0,4.0178571428571,225.0,2021-06-18
PIT Miller Lite,3143,54.0,10.796296296296,583.0,2021-06-18
SHOT Tullamore Dew,3327,53.0,3.8490566037736,204.0,2021-06-18
SHOT Seagrams VO,3325,52.0,1.7307692307692,90.0,2021-06-18
BTL Miller High Life,3122,41.0,3.0121951219512,123.5,2021-06-18
PINT Beer of the Week,3356,39.0,3.0,117.0,2021-06-18
PIT Spotted Cow,3145,35.0,15.0,525.0,2021-06-18
CAN Press Blk/Hyb,3130,32.0,4.84375,155.0,2021-06-18
CAN Press Pom/Gin,3131,32.0,4.84375,155.0,2021-06-18
Skyy Raspberry BOMB,3369,32.0,2.5,80.0,2021-06-18
CAN Press GF/CAR,3133,31.0,5.0,155.0,2021-06-18
CAN PBR 16oz,3129,28.0,4.0,112.0,2021-06-18
PIT Miller High Life,3142,27.0,11.0,297.0,2021-06-18
PINT Moon Man,3349,27.0,3.0555555555556,82.5,2021-06-18
DBL RAIL Whiskey,3459,26.0,5.0576923076923,131.5,2021-06-18
PINT LKFT Hazy Rabbit,3348,23.0,4.4347826086957,102.0,2021-06-18
DBL RAIL Gin,3453,23.0,4.6304347826087,106.5,2021-06-18
SHOT Cazadores Reposado,3479,23.0,2.9565217391304,68.0,2021-06-18
CAN Press Lime,3132,23.0,4.7826086956522,110.0,2021-06-18
RAIL Vodka,3339,23.0,3.5,80.5,2021-06-18
BTL Corona,3117,22.0,4.5,99.0,2021-06-18
BTL Miller Lite,3391,21.0,2.1666666666667,45.5,2021-06-18
 SHOT Crown Royal,3529,20.0,4.0,80.0,2021-06-18
PINT LKFT IPA,3136,19.0,3.9473684210526,75.0,2021-06-18
SHOT Goldschlager,3230,19.0,4.0,76.0,2021-06-18
SHOT Jameson,3317,18.0,3.7777777777778,68.0,2021-06-18
CAN Coors Light,3116,18.0,3.3333333333333,60.0,2021-06-18
HH PINT LKFT Oktoberfest,3697,18.0,3.5833333333333,64.5,2021-06-18
BTL Bud Light,3114,17.0,4.5,76.5,2021-06-18
DBL RAIL Rum,3457,17.0,4.3235294117647,73.5,2021-06-18
PINT Schlitz,3139,16.0,2.8125,45.0,2021-06-18
VBALL HI-LIFE,3411,15.0,0.0,0.0,2021-06-18
SHOT Jack Daniels,3527,15.0,4.0,60.0,2021-06-18
DBL Captain Morgan,3496,14.0,8.0,112.0,2021-06-18
DBL Jack Daniels,3526,14.0,8.0,112.0,2021-06-18
PIT LKFT Hazy Rabbit,3359,14.0,13.928571428571,195.0,2021-06-18
PINT Miller High Life,3137,14.0,3.0,42.0,2021-06-18
Cazadores Reposado,3281,14.0,4.6428571428571,65.0,2021-06-18
PIT Schlitz,3144,14.0,8.6428571428571,121.0,2021-06-18
SHOT Jagermeister,3234,13.0,4.0,52.0,2021-06-18
BTL Budweiser,3115,12.0,4.5,54.0,2021-06-18
HH PINT Angry Orchard,3352,12.0,4.0,48.0,2021-06-18
Skyy Orange BOMB,3372,12.0,4.0,48.0,2021-06-18
DBL Titos,3654,12.0,8.0,96.0,2021-06-18
