Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,114.0,4.969298245614,566.5,2019-12-13
SHOT Seagrams VO,3325,110.0,1.9090909090909,210.0,2019-12-13
SHOT Tullamore Dew,3327,103.0,2.7572815533981,284.0,2019-12-13
PINT Spotted Cow,3140,72.0,3.8333333333333,276.0,2019-12-13
BTL Miller High Life,3122,64.0,3.19921875,204.75,2019-12-13
Skyy Orange BOMB,3372,58.0,2.0689655172414,120.0,2019-12-13
Skyy Raspberry BOMB,3369,55.0,3.5636363636364,196.0,2019-12-13
PINT Stein,3141,55.0,3.6545454545455,201.0,2019-12-13
PINT Moon Man,3349,50.0,3.48,174.0,2019-12-13
DBL RAIL Whiskey,3459,50.0,4.8,240.0,2019-12-13
Skyy Ginger BOMB,3371,46.0,2.9565217391304,136.0,2019-12-13
SHOT Fernet,3507,41.0,3.3170731707317,136.0,2019-12-13
PINT Schlitz,3139,40.0,3.0,120.0,2019-12-13
PINT LKFT Hazy Rabbit,3348,35.0,3.5571428571429,124.5,2019-12-13
DBL RAIL Rum,3457,35.0,5.1142857142857,179.0,2019-12-13
SHOT Cazadores Reposado,3479,33.0,3.030303030303,100.0,2019-12-13
SHOT Jameson,3317,33.0,3.1515151515152,104.0,2019-12-13
SHOT Dr McGullicuddys,3226,33.0,2.7272727272727,90.0,2019-12-13
PINT Miller High Life,3137,32.0,2.8125,90.0,2019-12-13
PINT LKFT IPA,3136,31.0,4.0161290322581,124.5,2019-12-13
SHOT Goldschlager,3230,30.0,2.8,84.0,2019-12-13
SHOT Skyy Raspb,3669,29.0,2.3793103448276,69.0,2019-12-13
HH PINT Abita Wrought Iron,3354,26.0,4.0961538461538,106.5,2019-12-13
BTL of the Week,3696,25.0,2.64,66.0,2019-12-13
PINT Staghorn,3690,24.0,3.5,84.0,2019-12-13
PINT Beer of the Week,3356,24.0,3.0,72.0,2019-12-13
PIT Miller Lite,3143,24.0,11.0,264.0,2019-12-13
DBL RAIL Gin,3453,23.0,4.5434782608696,104.5,2019-12-13
DBL of the WEEK,3251,19.0,5.0,95.0,2019-12-13
Bloody Mary,3199,18.0,7.2222222222222,130.0,2019-12-13
DBL Titos,3654,18.0,8.2222222222222,148.0,2019-12-13
BTL Miller Lite,3391,17.0,2.8676470588235,48.75,2019-12-13
PINT Miller Lite,3138,17.0,3.0,51.0,2019-12-13
CAN Press Blk/Hyb,3130,17.0,5.0,85.0,2019-12-13
CAN PBR 16oz,3129,16.0,4.0,64.0,2019-12-13
BTL Modelo Especial,3124,16.0,4.5,72.0,2019-12-13
PIT Schlitz,3144,16.0,11.0,176.0,2019-12-13
Skyy Cherry BOMB,3370,16.0,4.0,64.0,2019-12-13
DBL Jack Daniels,3526,16.0,7.5,120.0,2019-12-13
SHOT Hennessey,3450,15.0,5.0,75.0,2019-12-13
SHOT of the WEEK,3254,15.0,3.0,45.0,2019-12-13
HH PINT Angry Orchard,3352,15.0,4.3,64.5,2019-12-13
PINT Abita TurboDog,3353,14.0,3.8571428571429,54.0,2019-12-13
CAN of the WEEK,3249,14.0,3.0,42.0,2019-12-13
PINT Guinness,3350,13.0,3.5384615384615,46.0,2019-12-13
BTL Pabst,3126,13.0,3.25,42.25,2019-12-13
DBL Skyy Ginger,3672,13.0,5.9230769230769,77.0,2019-12-13
