item,item_code,quantity,unit_price,total_sales_amount,date,type
pint angry orchard,3352,6.0,4.5,27.0,2020-03-20,hard cider
hh pint guinness,3350,6.0,5.0,30.0,2020-03-20,happy hour
skyy cherry bomb,3370,6.0,2.6666666666667,16.0,2020-03-20,vodka
shot skyy orange,3677,6.0,1.5,9.0,2020-03-20,vodka
shot jack daniels,3527,6.0,4.0,24.0,2020-03-20,scotch/whiskey
pit schlitz,3144,6.0,11.0,66.0,2020-03-20,beer
monday special,3032,6.0,5.75,34.5,2020-03-20,special
cup soup,2872,6.0,2.1666666666667,13.0,2020-03-20,side
jive turkey,2859,5.0,8.0,40.0,2020-03-20,sandwich
side tartar sauce,2834,5.0,0.25,1.25,2020-03-20,side
bowl soup,2713,5.0,4.1,20.5,2020-03-20,side
can pabst blue ribbon 16oz,3129,5.0,4.0,20.0,2020-03-20,beer
can coors light,3116,5.0,4.0,20.0,2020-03-20,beer
shot skyy ginger,3673,5.0,1.2,6.0,2020-03-20,vodka
skyy ginger bomb,3371,5.0,2.4,12.0,2020-03-20,vodka
dbl of the week,3251,5.0,5.0,25.0,2020-03-20,special
irish coffee,3202,5.0,7.0,35.0,2020-03-20,cocktail
bottle miller lite,3391,4.0,2.4375,9.75,2020-03-20,beer
skyy raspberry bomb,3369,4.0,3.0,12.0,2020-03-20,vodka
pint k4 fantasy factory,3351,4.0,4.5,18.0,2020-03-20,beer
shot fireball,3584,4.0,4.0,16.0,2020-03-20,scotch/whiskey
dbl cazadores reposado,3478,4.0,7.0,28.0,2020-03-20,tequila
can press gf/car,3133,4.0,5.0,20.0,2020-03-20,hard seltzer
pint miller lite,3138,4.0,3.0,12.0,2020-03-20,beer
soda/juice,3183,4.0,1.5,6.0,2020-03-20,nonalcoholic
bloody mary,3199,4.0,7.0,28.0,2020-03-20,cocktail
can press blk/hyb,3130,4.0,5.0,20.0,2020-03-20,hard seltzer
riverwest burger,2714,4.0,10.125,40.5,2020-03-20,burger
nachos,2808,4.0,5.375,21.5,2020-03-20,appetizers
soft pretzel bites,2835,4.0,5.0,20.0,2020-03-20,appetizers
tater tots,2836,4.0,2.125,8.5,2020-03-20,side
all american burger,2840,4.0,6.875,27.5,2020-03-20,burger
kung fu quesadilla,2870,3.0,6.1666666666667,18.5,2020-03-20,appetizers
hush puppies,2809,3.0,6.5,19.5,2020-03-20,appetizers
mush swiss burger,2715,3.0,9.3333333333333,28.0,2020-03-20,burger
cheese curd burger,2879,3.0,10.166666666667,30.5,2020-03-20,burger
bottle bud light,3114,3.0,4.5,13.5,2020-03-20,beer
can n.g. staghorn,3135,3.0,5.0,15.0,2020-03-20,beer
shot cazadores blanco,3481,3.0,2.6666666666667,8.0,2020-03-20,tequila
pint lkft oktoberfest,3697,3.0,4.5,13.5,2020-03-20,beer
rail vodka,3339,3.0,2.3333333333333,7.0,2020-03-20,vodka
pint abita turbodog,3353,3.0,3.0,9.0,2020-03-20,beer
bag snacks,3246,3.0,0.75,2.25,2020-03-20,other
shot jagermeister,3234,2.0,4.0,8.0,2020-03-20,liqueur
long island,3204,2.0,8.0,16.0,2020-03-20,cocktail
shot car bomb,3269,2.0,6.0,12.0,2020-03-20,specialty shots
cab/merlot,3329,2.0,5.0,10.0,2020-03-20,wine
skyy peach bomb,3367,2.0,4.0,8.0,2020-03-20,vodka
shot southern comfort,3597,2.0,4.0,8.0,2020-03-20,scotch/whiskey
dbl tullamore dew,3536,2.0,8.0,16.0,2020-03-20,scotch/whiskey
dbl jameson,3538,2.0,8.0,16.0,2020-03-20,scotch/whiskey
dbl jim beam,3530,2.0,7.0,14.0,2020-03-20,bourbon
dbl rail tequila,3461,2.0,5.5,11.0,2020-03-20,tequila
hendricks gin,3427,2.0,5.5,11.0,2020-03-20,gin
bottle corona,3117,2.0,4.5,9.0,2020-03-20,beer
bottle mgd,3121,2.0,3.25,6.5,2020-03-20,beer
pit miller high life,3142,2.0,11.0,22.0,2020-03-20,beer
7-up,3147,2.0,1.5,3.0,2020-03-20,nonalcoholic
bottle budweiser,3115,2.0,4.5,9.0,2020-03-20,beer
war burger,3028,2.0,8.0,16.0,2020-03-20,burger
can press pom/gin,3131,2.0,5.0,10.0,2020-03-20,hard seltzer
tracks scramble,3045,2.0,8.0,16.0,2020-03-20,breakfast
breakfast sammy,3046,2.0,6.5,13.0,2020-03-20,breakfast
shrimp fry,2735,2.0,9.95,19.9,2020-03-20,fish
side lg nacho cheese,2816,2.0,1.5,3.0,2020-03-20,side
side horse mayo,2753,2.0,0.25,0.5,2020-03-20,side
fancy fries,2878,2.0,5.25,10.5,2020-03-20,side
iggy pop,2860,2.0,9.5,19.0,2020-03-20,sandwich
plain chicken strips,2867,2.0,8.0,16.0,2020-03-20,appetizers
holy mo!,2839,2.0,10.0,20.0,2020-03-20,burger
bbq pulled pork,2842,1.0,7.0,7.0,2020-03-20,sandwich
side sm nacho chez,2852,1.0,0.75,0.75,2020-03-20,side
chix caeser wrap,2838,1.0,0.0,0.0,2020-03-20,sandwich
cup chili,2873,1.0,0.0,0.0,2020-03-20,side
cole slaw,2799,1.0,1.5,1.5,2020-03-20,side
chili cheese poutine,2801,1.0,7.0,7.0,2020-03-20,appetizers
fish sandwich,2737,1.0,0.0,0.0,2020-03-20,fish
side bleu chez,2818,1.0,0.25,0.25,2020-03-20,side
side ranch,2815,1.0,0.25,0.25,2020-03-20,side
el diablo,3047,1.0,7.0,7.0,2020-03-20,breakfast
ham n swiss,3048,1.0,7.0,7.0,2020-03-20,sandwich
breakfast burger,3033,1.0,8.25,8.25,2020-03-20,breakfast
breakfast classic,3035,1.0,6.5,6.5,2020-03-20,breakfast
side breakfast potato,3038,1.0,2.0,2.0,2020-03-20,breakfast
can press lime,3132,1.0,5.0,5.0,2020-03-20,hard seltzer
diet coke,3158,1.0,1.5,1.5,2020-03-20,nonalcoholic
root beer,3178,1.0,1.5,1.5,2020-03-20,nonalcoholic
pit spotted cow,3145,1.0,0.0,0.0,2020-03-20,beer
dbl hennessey,3449,1.0,11.0,11.0,2020-03-20,brandy
dbl korbel,3452,1.0,6.0,6.0,2020-03-20,brandy
shot rail vodka,3456,1.0,3.0,3.0,2020-03-20,vodka
dbl rail rum,3457,1.0,0.0,0.0,2020-03-20,rum
dbl tanqueray,3488,1.0,8.0,8.0,2020-03-20,gin
dbl bacardi,3492,1.0,6.0,6.0,2020-03-20,vodka
dbl captain morgan,3496,1.0,8.0,8.0,2020-03-20,rum
dbl jack daniels,3526,1.0,8.0,8.0,2020-03-20,scotch/whiskey
dbl makers mark,3534,1.0,8.0,8.0,2020-03-20,bourbon
dbl crown royal,3528,1.0,8.0,8.0,2020-03-20,scotch/whiskey
dbl baileys irish,3540,1.0,8.0,8.0,2020-03-20,liqueur
dbl pearl cucumber,3640,1.0,7.0,7.0,2020-03-20,vodka
dbl ketel one,3658,1.0,8.0,8.0,2020-03-20,vodka
dbl skyy peach,3664,1.0,7.0,7.0,2020-03-20,vodka
dbl skyy raspb,3668,1.0,7.0,7.0,2020-03-20,vodka
pit beer of the week,3362,1.0,11.0,11.0,2020-03-20,special
rail whiskey,3340,1.0,3.5,3.5,2020-03-20,scotch/whiskey
rail gin,3341,1.0,3.5,3.5,2020-03-20,gin
moscow mule,3207,1.0,7.0,7.0,2020-03-20,cocktail
trinidad tea,3213,1.0,8.0,8.0,2020-03-20,cocktail
long beach,3203,1.0,8.0,8.0,2020-03-20,cocktail
camel lights,3247,1.0,10.0,10.0,2020-03-20,other
rail vodka,3339,136.0,4.9963235294118,679.5,2019-03-22,vodka
shot tullamore dew,3327,111.0,4.0990990990991,455.0,2019-03-22,scotch/whiskey
hh pint guinness,3350,103.0,4.621359223301,476.0,2019-03-22,happy hour
pint stein,3141,99.0,3.4545454545455,342.0,2019-03-22,beer
bottle miller high life,3122,92.0,3.25,299.0,2019-03-22,beer
glass water,3162,84.0,0.0,0.0,2019-03-22,nonalcoholic
pint green beer,3406,83.0,2.2771084337349,189.0,2019-03-22,beer
pint miller high life,3137,76.0,3.0,228.0,2019-03-22,beer
skyy raspberry bomb,3369,71.0,4.0,284.0,2019-03-22,vodka
pint lkft ipa,3136,66.0,3.5681818181818,235.5,2019-03-22,beer
pint spotted cow,3140,61.0,3.5901639344262,219.0,2019-03-22,beer
pint moon man,3349,46.0,3.5869565217391,165.0,2019-03-22,beer
rail whiskey,3340,46.0,4.5978260869565,211.5,2019-03-22,scotch/whiskey
reuben,3402,44.0,7.9204545454545,348.5,2019-03-22,sandwich
sriracha strips,2730,40.0,7.8625,314.5,2019-03-22,appetizers
cazadores blanco,3280,36.0,4.2222222222222,152.0,2019-03-22,tequila
skyy peach bomb,3367,36.0,3.2222222222222,116.0,2019-03-22,vodka
pint beer of the week,3356,34.0,3.0,102.0,2019-03-22,special
perch fry,2830,34.0,10.023529411765,340.8,2019-03-22,fish
shot seagrams vo,3325,33.0,3.2727272727273,108.0,2019-03-22,scotch/whiskey
3 part combo,2831,31.0,11.998387096774,371.95,2019-03-22,fish
fish fry,2722,30.0,10.033333333333,301.0,2019-03-22,fish
locust st wings full,2729,29.0,11.051724137931,320.5,2019-03-22,appetizers
hennessey,3190,29.0,5.5172413793103,160.0,2019-03-22,brandy
cheese curds,2728,28.0,6.5,182.0,2019-03-22,appetizers
pint k4 fantasy factory,3351,28.0,3.9107142857143,109.5,2019-03-22,beer
locust st. wings half,2858,27.0,6.0,162.0,2019-03-22,appetizers
pint schlitz,3139,26.0,3.0,78.0,2019-03-22,beer
corned beef & cabbage,3401,26.0,9.0192307692308,234.5,2019-03-22,entree
shot jameson,3317,25.0,4.84,121.0,2019-03-22,scotch/whiskey
pint miller lite,3138,24.0,4.7083333333333,113.0,2019-03-22,beer
shot car bomb,3269,24.0,6.0,144.0,2019-03-22,specialty shots
soda/juice,3183,24.0,1.5,36.0,2019-03-22,nonalcoholic
cheese burger,2841,24.0,7.25,174.0,2019-03-22,burger
combo fry,2736,22.0,10.746818181818,236.43,2019-03-22,fish
skyy orange bomb,3372,22.0,4.0,88.0,2019-03-22,vodka
shot ballyhoo,3405,21.0,3.0,63.0,2019-03-22,scotch/whiskey
jack daniels,3315,21.0,6.4761904761905,136.0,2019-03-22,scotch/whiskey
can pabst blue ribbon 16oz,3129,21.0,4.0,84.0,2019-03-22,beer
shot dr mcgullicuddys,3226,19.0,3.0,57.0,2019-03-22,liqueur
hh pint abita wrought iron,3354,19.0,3.6315789473684,69.0,2019-03-22,happy hour
bloody mary,3199,18.0,7.1111111111111,128.0,2019-03-22,cocktail
pit miller lite,3143,17.0,10.0,170.0,2019-03-22,beer
soft pretzel bites,2835,17.0,5.0,85.0,2019-03-22,appetizers
grilled cheese,2734,15.0,4.6,69.0,2019-03-22,sandwich
pit schlitz,3144,15.0,10.0,150.0,2019-03-22,beer
pint lkft hazy rabbit,3348,15.0,3.5,52.5,2019-03-22,beer
corned beef hash,3403,15.0,7.0,105.0,2019-03-22,entree
shot goldschlager,3230,14.0,4.0,56.0,2019-03-22,liqueur
thurs burger,2886,14.0,4.6428571428571,65.0,2019-03-22,burger
war burger,3028,13.0,8.2692307692308,107.5,2019-03-22,burger
moscow mule,3207,13.0,7.0,91.0,2019-03-22,cocktail
can press blk/hyb,3130,13.0,5.0,65.0,2019-03-22,hard seltzer
pit spotted cow,3145,12.0,14.0,168.0,2019-03-22,beer
shot of the week,3254,12.0,3.0,36.0,2019-03-22,special
can coors light,3116,12.0,4.0,48.0,2019-03-22,beer
french fries,2731,12.0,2.0416666666667,24.5,2019-03-22,side
skyy cherry bomb,3370,12.0,4.0,48.0,2019-03-22,vodka
pit green beer,3407,12.0,8.75,105.0,2019-03-22,beer
rail rum,3343,11.0,4.9545454545455,54.5,2019-03-22,rum
rail tequila,3344,11.0,5.3636363636364,59.0,2019-03-22,tequila
titos,3307,11.0,7.0,77.0,2019-03-22,vodka
riverwest burger,2714,11.0,9.7727272727273,107.5,2019-03-22,burger
skyy cherry,3297,11.0,4.3636363636364,48.0,2019-03-22,vodka
coke - refill,3155,11.0,0.0,0.0,2019-03-22,nonalcoholic
spicy popcorn shrimp,2864,10.0,6.0,60.0,2019-03-22,appetizers
skyy apricot bomb,3368,10.0,3.2,32.0,2019-03-22,vodka
rail gin,3341,9.0,5.8888888888889,53.0,2019-03-22,gin
pint angry orchard,3352,9.0,3.5,31.5,2019-03-22,hard cider
cup soup,2872,9.0,2.5,22.5,2019-03-22,side
cup chili,2873,9.0,2.5,22.5,2019-03-22,side
mush swiss burger,2715,9.0,8.2777777777778,74.5,2019-03-22,burger
bowl soup,2713,9.0,4.0,36.0,2019-03-22,side
bacardi,3255,9.0,5.6666666666667,51.0,2019-03-22,vodka
coke,3154,8.0,1.5,12.0,2019-03-22,nonalcoholic
tater tots,2836,8.0,2.0,16.0,2019-03-22,side
nachos,2808,8.0,7.125,57.0,2019-03-22,appetizers
breakfast burger,3033,8.0,8.03125,64.25,2019-03-22,breakfast
breakfast classic,3035,8.0,6.5,52.0,2019-03-22,breakfast
fancy fries,2878,7.0,5.0,35.0,2019-03-22,side
chix caeser wrap,2838,7.0,8.2857142857143,58.0,2019-03-22,sandwich
cubano,2716,7.0,8.2857142857143,58.0,2019-03-22,sandwich
bottle pabst blue ribbon,3126,7.0,3.25,22.75,2019-03-22,beer
pint oso hop debacle,3355,7.0,3.4285714285714,24.0,2019-03-22,beer
skyy,3296,7.0,6.8571428571429,48.0,2019-03-22,vodka
bottle miller lite,3391,7.0,3.25,22.75,2019-03-22,beer
bottle bud light,3388,6.0,4.0,24.0,2019-03-22,beer
pit beer of the week,3362,6.0,10.0,60.0,2019-03-22,special
makers mark,3322,6.0,8.0,48.0,2019-03-22,bourbon
rail brandy,3342,6.0,4.5,27.0,2019-03-22,brandy
can press lime,3132,6.0,5.0,30.0,2019-03-22,hard seltzer
coffee,3153,6.0,1.5,9.0,2019-03-22,nonalcoholic
patron xo,3285,6.0,4.0,24.0,2019-03-22,tequila
irish coffee,3202,6.0,7.0,42.0,2019-03-22,cocktail
camel lights,3247,6.0,9.0,54.0,2019-03-22,other
fish sandwich,2737,6.0,7.5,45.0,2019-03-22,fish
pc pollack,2800,6.0,2.25,13.5,2019-03-22,fish
house salad sm,2837,6.0,3.6666666666667,22.0,2019-03-22,salad
iggy pop,2860,6.0,9.0833333333333,54.5,2019-03-22,sandwich
bottle budweiser,3115,6.0,4.0,24.0,2019-03-22,beer
kung fu quesadilla,2870,5.0,6.0,30.0,2019-03-22,appetizers
breakfast burrito,3034,5.0,7.5,37.5,2019-03-22,breakfast
plain chicken strips,2867,5.0,8.0,40.0,2019-03-22,appetizers
jive turkey,2859,5.0,8.0,40.0,2019-03-22,sandwich
trinidad tea,3213,5.0,8.0,40.0,2019-03-22,cocktail
cazadores reposado,3281,5.0,4.0,20.0,2019-03-22,tequila
cuervo gold,3282,5.0,4.0,20.0,2019-03-22,tequila
diet coke - refill,3160,5.0,0.0,0.0,2019-03-22,nonalcoholic
bottle spaten lager,3127,5.0,4.5,22.5,2019-03-22,beer
pinot grigio,3333,5.0,5.0,25.0,2019-03-22,wine
jim beam,3318,5.0,5.6,28.0,2019-03-22,bourbon
cab/merlot,3329,5.0,5.0,25.0,2019-03-22,wine
crown royal,3312,5.0,6.2,31.0,2019-03-22,scotch/whiskey
skyy ginger bomb,3371,5.0,4.0,20.0,2019-03-22,vodka
skyy raspberry,3302,4.0,6.0,24.0,2019-03-22,vodka
skyy orange,3299,4.0,5.625,22.5,2019-03-22,vodka
seagrams 7,3324,4.0,6.0,24.0,2019-03-22,scotch/whiskey
bottle lh milk stout,3119,4.0,4.5,18.0,2019-03-22,beer
bottle lkft fixed gear,3120,4.0,4.5,18.0,2019-03-22,beer
korbel,3191,4.0,4.5,18.0,2019-03-22,brandy
bacardi limon,3257,4.0,5.0,20.0,2019-03-22,vodka
mango mimosa,3205,4.0,6.0,24.0,2019-03-22,cocktail
shot jagermeister,3234,4.0,4.0,16.0,2019-03-22,liqueur
chix caesar salad,2871,4.0,8.0,32.0,2019-03-22,salad
bottle bud light,3114,4.0,4.0,16.0,2019-03-22,beer
tracks scramble,3045,4.0,8.0,32.0,2019-03-22,breakfast
fish tacos,2851,4.0,6.5,26.0,2019-03-22,fish
holy mo!,2839,3.0,10.333333333333,31.0,2019-03-22,burger
all american burger,2840,3.0,6.9166666666667,20.75,2019-03-22,burger
hush puppies,2809,3.0,6.5,19.5,2019-03-22,appetizers
broiled fish fry,2813,3.0,9.95,29.85,2019-03-22,fish
chili cheese poutine,2801,3.0,7.0,21.0,2019-03-22,appetizers
bottle blue moon,3113,3.0,4.5,13.5,2019-03-22,beer
el diablo,3047,3.0,7.0,21.0,2019-03-22,breakfast
bottle corona,3117,3.0,4.5,13.5,2019-03-22,beer
cheese curd burger,2879,3.0,10.166666666667,30.5,2019-03-22,burger
thai chicken wrap,2880,3.0,8.0,24.0,2019-03-22,sandwich
shrimp tacos,2874,3.0,6.5,19.5,2019-03-22,fish
shot rumpleminz,3242,3.0,4.0,12.0,2019-03-22,rum
sambuca,3243,3.0,4.0,12.0,2019-03-22,liqueur
baileys irish,3221,3.0,4.3333333333333,13.0,2019-03-22,liqueur
shot doc mcg,3271,3.0,3.0,9.0,2019-03-22,liqueur
dbl of the week,3251,3.0,6.0,18.0,2019-03-22,special
absolut,3286,3.0,8.0,24.0,2019-03-22,vodka
diet coke,3158,3.0,1.5,4.5,2019-03-22,nonalcoholic
pit stein,3146,3.0,14.0,42.0,2019-03-22,beer
bottle mgd,3121,3.0,3.25,9.75,2019-03-22,beer
skyy pear,3301,3.0,6.0,18.0,2019-03-22,vodka
bulleit bourbon,3308,2.0,6.0,12.0,2019-03-22,bourbon
chardonnay,3331,2.0,5.0,10.0,2019-03-22,wine
southern comfort,3326,2.0,4.0,8.0,2019-03-22,scotch/whiskey
pit water,3400,2.0,0.0,0.0,2019-03-22,nonalcoholic
pit moon man,3357,2.0,14.0,28.0,2019-03-22,beer
can press pom/gin,3131,2.0,5.0,10.0,2019-03-22,hard seltzer
7-up,3147,2.0,1.5,3.0,2019-03-22,nonalcoholic
ketel one,3292,2.0,8.0,16.0,2019-03-22,vodka
skyy mango,3298,2.0,6.0,12.0,2019-03-22,vodka
johnnie walker black,3265,2.0,6.5,13.0,2019-03-22,scotch/whiskey
captain morgan,3258,2.0,8.0,16.0,2019-03-22,rum
bag snacks,3246,2.0,0.75,1.5,2019-03-22,other
white russian,3215,2.0,5.0,10.0,2019-03-22,cocktail
side marinara,2876,2.0,0.25,0.5,2019-03-22,side
pc perch,2869,2.0,1.0,2.0,2019-03-22,fish
bottle miller lite,3123,2.0,3.25,6.5,2019-03-22,beer
bottle modelo especial,3124,2.0,4.5,9.0,2019-03-22,beer
bottle odouls,3125,2.0,3.25,6.5,2019-03-22,beer
ham n swiss,3048,2.0,7.0,14.0,2019-03-22,sandwich
breakfast sammy,3046,2.0,6.5,13.0,2019-03-22,breakfast
2 eggs,3036,2.0,2.0,4.0,2019-03-22,breakfast
shrimp fry,2735,2.0,9.95,19.9,2019-03-22,fish
side ranch,2815,2.0,0.25,0.5,2019-03-22,side
bbq pulled pork,2842,2.0,7.0,14.0,2019-03-22,sandwich
side jalapeno,2846,1.0,0.5,0.5,2019-03-22,side
side mayo,2849,1.0,0.25,0.25,2019-03-22,side
side sm nacho chez,2852,1.0,0.75,0.75,2019-03-22,side
toast side,2854,1.0,1.5,1.5,2019-03-22,side
perch sandwich,2832,1.0,7.5,7.5,2019-03-22,fish
club sub,2733,1.0,7.0,7.0,2019-03-22,sandwich
side cajun mayo,2803,1.0,0.25,0.25,2019-03-22,side
bowl chili,2696,1.0,4.0,4.0,2019-03-22,side
house salad lg,2697,1.0,7.0,7.0,2019-03-22,salad
side breakfast potato,3038,1.0,2.0,2.0,2019-03-22,breakfast
bottle eastside dark,3118,1.0,4.0,4.0,2019-03-22,beer
side garlic parm,2877,1.0,0.25,0.25,2019-03-22,side
bombay sapphire,3216,1.0,9.0,9.0,2019-03-22,gin
negroni,3208,1.0,8.0,8.0,2019-03-22,cocktail
mimosa,3206,1.0,4.0,4.0,2019-03-22,cocktail
brew crew margarita,3200,1.0,7.0,7.0,2019-03-22,cocktail
camel menthol,3248,1.0,9.0,9.0,2019-03-22,other
cocktail of the week,3250,1.0,3.0,3.0,2019-03-22,special
kraken,3260,1.0,4.0,4.0,2019-03-22,rum
pearl pomegranate,3294,1.0,4.0,4.0,2019-03-22,vodka
7-up - refill,3148,1.0,0.0,0.0,2019-03-22,nonalcoholic
can ginger beer,3151,1.0,1.55,1.55,2019-03-22,nonalcoholic
juice refill,3169,1.0,0.0,0.0,2019-03-22,nonalcoholic
lemonade,3170,1.0,1.5,1.5,2019-03-22,nonalcoholic
lemonade - refill,3171,1.0,0.0,0.0,2019-03-22,nonalcoholic
orange jc,3173,1.0,1.5,1.5,2019-03-22,nonalcoholic
root beer,3178,1.0,1.5,1.5,2019-03-22,nonalcoholic
pit miller high life,3142,1.0,10.0,10.0,2019-03-22,beer
can crispin 16oz,3128,1.0,5.0,5.0,2019-03-22,hard cider
can press gf/car,3133,1.0,5.0,5.0,2019-03-22,hard seltzer
can schlitz 16oz,3134,1.0,4.0,4.0,2019-03-22,beer
can n.g. staghorn,3135,1.0,5.0,5.0,2019-03-22,beer
pit lkft ipa,3358,1.0,14.0,14.0,2019-03-22,beer
pit lkft hazy rabbit,3359,1.0,14.0,14.0,2019-03-22,beer
bottle killians,3404,1.0,4.0,4.0,2019-03-22,beer
fireball,3313,1.0,4.0,4.0,2019-03-22,scotch/whiskey
irish mist,3314,1.0,4.0,4.0,2019-03-22,scotch/whiskey
white zin,3335,1.0,5.0,5.0,2019-03-22,wine
pint abita turbodog,3353,1.0,4.5,4.5,2019-03-22,beer
dbl rail vodka,3455,64.0,4.609375,295.0,2021-03-26,vodka
shot tullamore dew,3327,40.0,3.7,148.0,2021-03-26,scotch/whiskey
pint moon man,3349,37.0,3.0405405405405,112.5,2021-03-26,beer
pint stein,3141,34.0,3.4558823529412,117.5,2021-03-26,beer
shot seagrams vo,3325,32.0,2.4375,78.0,2021-03-26,scotch/whiskey
shot skyy peach,3665,31.0,2.6129032258065,81.0,2021-03-26,vodka
pint spotted cow,3140,31.0,3.6290322580645,112.5,2021-03-26,beer
bottle miller lite,3391,27.0,2.7685185185185,74.75,2021-03-26,beer
pint schlitz,3139,26.0,2.7692307692308,72.0,2021-03-26,beer
shot cazadores blanco,3481,24.0,3.1666666666667,76.0,2021-03-26,tequila
dbl skyy cherry,3670,23.0,6.0869565217391,140.0,2021-03-26,vodka
bottle miller high life,3122,22.0,2.8068181818182,61.75,2021-03-26,beer
skyy cherry bomb,3370,21.0,1.7142857142857,36.0,2021-03-26,vodka
locust st. wings half,2858,19.0,5.7894736842105,110.0,2021-03-26,appetizers
pint lkft ipa,3136,18.0,3.5833333333333,64.5,2021-03-26,beer
pint miller high life,3137,18.0,2.8333333333333,51.0,2021-03-26,beer
dbl rail gin,3453,18.0,4.6388888888889,83.5,2021-03-26,gin
locust st wings full,2729,17.0,10.735294117647,182.5,2021-03-26,appetizers
cheese curds,2728,16.0,8.03125,128.5,2021-03-26,appetizers
sriracha strips,2730,15.0,7.7666666666667,116.5,2021-03-26,appetizers
pint beer of the week,3356,15.0,2.8,42.0,2021-03-26,special
skyy peach bomb,3367,14.0,2.2857142857143,32.0,2021-03-26,vodka
perch fry,2830,14.0,12.99,181.86,2021-03-26,fish
3 part combo,2831,14.0,16.025714285714,224.36,2021-03-26,fish
french fries,2731,13.0,2.1153846153846,27.5,2021-03-26,side
grilled cheese,2734,13.0,3.0,39.0,2021-03-26,sandwich
fish fry,2722,13.0,10.615384615385,138.0,2021-03-26,fish
can pabst blue ribbon 16oz,3129,13.0,3.7307692307692,48.5,2021-03-26,beer
shot jameson,3317,13.0,3.0769230769231,40.0,2021-03-26,scotch/whiskey
dbl rail tequila,3461,13.0,5.0384615384615,65.5,2021-03-26,tequila
pint lkft hazy rabbit,3348,12.0,3.625,43.5,2021-03-26,beer
shot bulleit rye,3590,12.0,3.3333333333333,40.0,2021-03-26,scotch/whiskey
pc shrimp,2823,12.0,1.0,12.0,2021-03-26,fish
dbl bulleit bourbon,3587,11.0,8.2727272727273,91.0,2021-03-26,bourbon
shot seagrams 7,3595,10.0,3.0,30.0,2021-03-26,scotch/whiskey
shot cazadores reposado,3479,10.0,4.0,40.0,2021-03-26,tequila
shot fernet,3507,10.0,2.8,28.0,2021-03-26,liqueur
dbl jack daniels,3526,10.0,8.0,80.0,2021-03-26,scotch/whiskey
dbl rail whiskey,3459,10.0,4.25,42.5,2021-03-26,scotch/whiskey
can coors light,3116,10.0,2.8,28.0,2021-03-26,beer
all american burger,2840,9.0,6.6944444444444,60.25,2021-03-26,burger
shot jagermeister,3234,9.0,4.0,36.0,2021-03-26,liqueur
shot captain morgan,3497,9.0,3.5555555555556,32.0,2021-03-26,rum
tracks big boy,3704,9.0,10.111111111111,91.0,2021-03-26,burger
nashville hot chicken,3706,9.0,8.5555555555556,77.0,2021-03-26,entree
dbl captain morgan,3496,8.0,8.0,64.0,2021-03-26,rum
dbl rail rum,3457,8.0,4.625,37.0,2021-03-26,rum
dbl rail brandy,3448,8.0,5.625,45.0,2021-03-26,brandy
skyy ginger bomb,3371,8.0,2.5,20.0,2021-03-26,vodka
bottle modelo especial,3124,8.0,4.5,36.0,2021-03-26,beer
pc pollack,2800,8.0,2.3125,18.5,2021-03-26,fish
combo fry,2736,7.0,13.5,94.5,2021-03-26,fish
cheese burger,2841,7.0,7.7142857142857,54.0,2021-03-26,burger
tater tots,2836,7.0,1.7857142857143,12.5,2021-03-26,side
glass water,3162,7.0,0.0,0.0,2021-03-26,nonalcoholic
pint angry orchard,3352,7.0,3.8571428571429,27.0,2021-03-26,hard cider
patty melt,3705,7.0,8.5714285714286,60.0,2021-03-26,sandwich
pint lkft oktoberfest,3697,7.0,3.4285714285714,24.0,2021-03-26,beer
buffalo chicken sammy,3707,6.0,8.625,51.75,2021-03-26,sandwich
riverwest burger,2714,6.0,11.083333333333,66.5,2021-03-26,burger
bowl chili,2696,6.0,4.1666666666667,25.0,2021-03-26,side
house salad lg,2697,5.0,7.7,38.5,2021-03-26,salad
bowl soup,2713,5.0,4.1,20.5,2021-03-26,side
plain chicken strips,2867,5.0,7.2,36.0,2021-03-26,appetizers
coke,3154,5.0,1.5,7.5,2021-03-26,nonalcoholic
shot of the week,3254,5.0,3.0,15.0,2021-03-26,special
chix caeser wrap,2838,5.0,8.95,44.75,2021-03-26,sandwich
can press blk/hyb,3130,5.0,5.0,25.0,2021-03-26,hard seltzer
bottle mgd,3121,4.0,3.25,13.0,2021-03-26,beer
pit miller lite,3143,4.0,11.0,44.0,2021-03-26,beer
shot rumpleminz,3242,4.0,2.0,8.0,2021-03-26,rum
cup soup,2872,4.0,2.5,10.0,2021-03-26,side
bottle blue moon,3113,4.0,4.5,18.0,2021-03-26,beer
side ranch,2815,4.0,0.375,1.5,2021-03-26,side
bottle hop refresher,3703,4.0,4.5,18.0,2021-03-26,beer
dbl makers mark,3534,4.0,8.0,32.0,2021-03-26,bourbon
rail gin,3341,4.0,3.5,14.0,2021-03-26,gin
shot lemon drop,3276,4.0,4.0,16.0,2021-03-26,specialty shots
shot rail tequila,3462,4.0,2.25,9.0,2021-03-26,tequila
shot rail rum,3458,3.0,3.0,9.0,2021-03-26,rum
skyy orange bomb,3372,3.0,2.6666666666667,8.0,2021-03-26,vodka
rail whiskey,3340,3.0,4.1666666666667,12.5,2021-03-26,scotch/whiskey
shot jack daniels,3527,3.0,4.0,12.0,2021-03-26,scotch/whiskey
shot crown royal,3529,3.0,4.0,12.0,2021-03-26,scotch/whiskey
side bleu chez,2818,3.0,0.25,0.75,2021-03-26,side
