item,item_code,quantity,unit_price,total_sales_amount,date,type
camel lights,3247,1.0,10.0,10.0,2020-07-10,other
dbl rail vodka,3455,189.0,5.2513227513228,992.5,2019-07-12,vodka
bottle miller high life,3122,128.0,3.25,416.0,2019-07-12,beer
shot tullamore dew,3327,84.0,4.0,336.0,2019-07-12,scotch/whiskey
glass water,3162,75.0,0.0,0.0,2019-07-12,nonalcoholic
pint spotted cow,3140,73.0,3.8835616438356,283.5,2019-07-12,beer
pint stein,3141,73.0,4.1301369863014,301.5,2019-07-12,beer
skyy raspberry bomb,3369,68.0,4.0,272.0,2019-07-12,vodka
shot of the week,3254,65.0,3.0,195.0,2019-07-12,special
pit miller lite,3143,64.0,11.0,704.0,2019-07-12,beer
skyy orange bomb,3372,64.0,4.0,256.0,2019-07-12,vodka
pint miller lite,3138,54.0,3.0,162.0,2019-07-12,beer
pint lkft ipa,3136,53.0,3.8207547169811,202.5,2019-07-12,beer
pint schlitz,3139,52.0,3.0,156.0,2019-07-12,beer
sriracha strips,2730,49.0,8.1020408163265,397.0,2019-07-12,appetizers
pint beer of the week,3356,49.0,3.0,147.0,2019-07-12,special
shot seagrams vo,3325,46.0,3.0,138.0,2019-07-12,scotch/whiskey
can coors light,3116,45.0,4.0,180.0,2019-07-12,beer
locust st wings full,2729,44.0,11.056818181818,486.5,2019-07-12,appetizers
grilled cheese,2734,42.0,4.2619047619048,179.0,2019-07-12,sandwich
dbl rail rum,3457,41.0,5.0975609756098,209.0,2019-07-12,rum
pint lkft hazy rabbit,3348,40.0,4.0125,160.5,2019-07-12,beer
cheese curds,2728,39.0,6.5512820512821,255.5,2019-07-12,appetizers
pint miller high life,3137,38.0,3.0,114.0,2019-07-12,beer
bottle miller lite,3391,37.0,3.25,120.25,2019-07-12,beer
pit schlitz,3144,35.0,11.0,385.0,2019-07-12,beer
pit miller high life,3142,34.0,11.0,374.0,2019-07-12,beer
skyy cherry bomb,3370,34.0,4.0,136.0,2019-07-12,vodka
can press blk/hyb,3130,33.0,5.0,165.0,2019-07-12,hard seltzer
dbl rail whiskey,3459,30.0,5.4666666666667,164.0,2019-07-12,scotch/whiskey
pit water,3400,28.0,0.0,0.0,2019-07-12,nonalcoholic
soda/juice,3183,28.0,1.5,42.0,2019-07-12,nonalcoholic
locust st. wings half,2858,27.0,6.0185185185185,162.5,2019-07-12,appetizers
pit beer of the week,3362,27.0,11.0,297.0,2019-07-12,special
pint moon man,3349,27.0,3.8333333333333,103.5,2019-07-12,beer
mush swiss burger,2715,25.0,8.3,207.5,2019-07-12,burger
bloody mary,3199,25.0,7.16,179.0,2019-07-12,cocktail
can pabst blue ribbon 16oz,3129,25.0,4.0,100.0,2019-07-12,beer
pit spotted cow,3145,25.0,14.6,365.0,2019-07-12,beer
all american burger,2840,24.0,7.0625,169.5,2019-07-12,burger
shot skyy,3663,23.0,3.0,69.0,2019-07-12,vodka
tater tots,2836,22.0,2.0227272727273,44.5,2019-07-12,side
french fries,2731,22.0,2.0454545454545,45.0,2019-07-12,side
cheese burger,2841,21.0,7.1071428571429,149.25,2019-07-12,burger
can press lime,3132,21.0,5.0,105.0,2019-07-12,hard seltzer
hh pint abita wrought iron,3354,21.0,3.8571428571429,81.0,2019-07-12,happy hour
dbl rail gin,3453,21.0,4.7857142857143,100.5,2019-07-12,gin
riverwest burger,2714,20.0,9.7,194.0,2019-07-12,burger
chix caeser wrap,2838,19.0,8.2894736842105,157.5,2019-07-12,sandwich
thurs burger,2886,19.0,4.6052631578947,87.5,2019-07-12,burger
pit lkft hazy rabbit,3359,19.0,15.0,285.0,2019-07-12,beer
skyy apricot bomb,3368,18.0,4.0,72.0,2019-07-12,vodka
can oberon 16oz,3678,18.0,5.0,90.0,2019-07-12,beer
war burger,3028,18.0,7.75,139.5,2019-07-12,burger
plain chicken strips,2867,18.0,8.0,144.0,2019-07-12,appetizers
nachos,2808,18.0,7.0833333333333,127.5,2019-07-12,appetizers
cubano,2716,17.0,8.2647058823529,140.5,2019-07-12,sandwich
fish fry,2722,17.0,10.479411764706,178.15,2019-07-12,fish
jive turkey,2859,17.0,8.1764705882353,139.0,2019-07-12,sandwich
can press gf/car,3133,17.0,5.0,85.0,2019-07-12,hard seltzer
dbl skyy cherry,3670,17.0,7.0,119.0,2019-07-12,vodka
pint angry orchard,3352,17.0,3.8823529411765,66.0,2019-07-12,hard cider
pit moon man,3357,16.0,15.0,240.0,2019-07-12,beer
pit lkft ipa,3358,16.0,14.375,230.0,2019-07-12,beer
skyy peach bomb,3367,16.0,4.0,64.0,2019-07-12,vodka
pint summer shandy,3425,16.0,4.21875,67.5,2019-07-12,beer
pit stein,3146,16.0,15.0,240.0,2019-07-12,beer
combo fry,2736,15.0,10.69,160.35,2019-07-12,fish
dbl titos,3654,15.0,8.0,120.0,2019-07-12,vodka
vball lite,3410,14.0,0.0,0.0,2019-07-12,special
vball hi-life,3411,14.0,0.0,0.0,2019-07-12,special
3 part combo,2831,14.0,11.95,167.3,2019-07-12,fish
kung fu quesadilla,2870,14.0,6.0,84.0,2019-07-12,appetizers
monday special,3032,14.0,7.8571428571429,110.0,2019-07-12,special
camel lights,3247,14.0,10.0,140.0,2019-07-12,other
cheese curd burger,2879,13.0,10.038461538462,130.5,2019-07-12,burger
holy mo!,2839,13.0,10.423076923077,135.5,2019-07-12,burger
house salad sm,2837,13.0,3.7307692307692,48.5,2019-07-12,salad
chili cheese poutine,2801,13.0,7.0384615384615,91.5,2019-07-12,appetizers
pint abita turbodog,3353,13.0,3.2307692307692,42.0,2019-07-12,beer
shot cazadores blanco,3481,13.0,4.0,52.0,2019-07-12,tequila
dbl rail tequila,3461,12.0,4.9583333333333,59.5,2019-07-12,tequila
pint k4 fantasy factory,3351,12.0,4.375,52.5,2019-07-12,beer
dbl skyy orange,3676,12.0,7.1666666666667,86.0,2019-07-12,vodka
can press pom/gin,3131,12.0,5.0,60.0,2019-07-12,hard seltzer
fancy fries,2878,11.0,5.0454545454545,55.5,2019-07-12,side
diet coke - refill,3465,11.0,0.0,0.0,2019-07-12,nonalcoholic
dbl rail brandy,3448,11.0,4.4090909090909,48.5,2019-07-12,brandy
shot hennessey,3450,11.0,5.0,55.0,2019-07-12,brandy
dbl jack daniels,3526,11.0,8.0,88.0,2019-07-12,scotch/whiskey
dbl jim beam,3530,10.0,7.0,70.0,2019-07-12,bourbon
thai chicken wrap,2880,10.0,8.8,88.0,2019-07-12,sandwich
soft pretzel bites,2835,10.0,5.0,50.0,2019-07-12,appetizers
shot jameson,3317,10.0,4.0,40.0,2019-07-12,scotch/whiskey
shot rumpleminz,3242,9.0,4.0,36.0,2019-07-12,rum
cocktail of the week,3250,9.0,4.0,36.0,2019-07-12,special
perch fry,2830,9.0,10.061111111111,90.55,2019-07-12,fish
dbl tullamore dew,3536,9.0,8.0,72.0,2019-07-12,scotch/whiskey
shot fireball,3584,9.0,4.0,36.0,2019-07-12,scotch/whiskey
shot cazadores reposado,3479,9.0,4.0,36.0,2019-07-12,tequila
skyy ginger bomb,3371,9.0,4.0,36.0,2019-07-12,vodka
shot jack ds honey,3533,8.0,4.0,32.0,2019-07-12,scotch/whiskey
dbl absolut citron,3656,8.0,8.0,64.0,2019-07-12,vodka
fancy tots,2883,8.0,5.0,40.0,2019-07-12,side
breakfast burrito,3034,8.0,7.5,60.0,2019-07-12,breakfast
moscow mule,3207,8.0,7.0,56.0,2019-07-12,cocktail
shot dr mcgullicuddys,3226,7.0,3.0,21.0,2019-07-12,liqueur
bottle pabst blue ribbon,3126,7.0,3.25,22.75,2019-07-12,beer
bottle bud light,3114,7.0,4.0714285714286,28.5,2019-07-12,beer
iggy pop,2860,7.0,9.1428571428571,64.0,2019-07-12,sandwich
chix caesar salad,2871,7.0,8.2857142857143,58.0,2019-07-12,salad
dbl skyy raspb,3668,7.0,7.0,49.0,2019-07-12,vodka
dbl seagrams 7,3594,7.0,7.0,49.0,2019-07-12,scotch/whiskey
skyy watermelon bomb,3374,7.0,4.0,28.0,2019-07-12,vodka
vball schlitz,3412,7.0,0.0,0.0,2019-07-12,special
hh pint guinness,3350,7.0,4.4285714285714,31.0,2019-07-12,happy hour
rail gin,3341,6.0,3.5,21.0,2019-07-12,gin
rail vodka,3339,6.0,3.5,21.0,2019-07-12,vodka
dbl amaretto,3560,6.0,7.8333333333333,47.0,2019-07-12,liqueur
dbl ketel one,3658,6.0,8.0,48.0,2019-07-12,vodka
fish tacos,2851,6.0,6.5,39.0,2019-07-12,fish
spicy popcorn shrimp,2864,6.0,6.0,36.0,2019-07-12,appetizers
bbq pulled pork,2842,6.0,7.0,42.0,2019-07-12,sandwich
can crispin 16oz,3128,6.0,6.0,36.0,2019-07-12,hard cider
7-up,3147,6.0,1.5,9.0,2019-07-12,nonalcoholic
coffee,3153,6.0,1.5,9.0,2019-07-12,nonalcoholic
dbl of the week,3251,6.0,6.0,36.0,2019-07-12,special
coke,3154,5.0,1.5,7.5,2019-07-12,nonalcoholic
bottle lh milk stout,3119,5.0,6.0,30.0,2019-07-12,beer
side ranch,2815,5.0,0.35,1.75,2019-07-12,side
sandwich of the week,2887,5.0,5.0,25.0,2019-07-12,special
dbl southern comfort,3596,5.0,8.0,40.0,2019-07-12,scotch/whiskey
shot southern comfort,3597,5.0,4.0,20.0,2019-07-12,scotch/whiskey
pit angry orchard,3361,5.0,15.0,75.0,2019-07-12,hard cider
dbl hennessey,3449,5.0,11.0,55.0,2019-07-12,brandy
shot rail whiskey,3460,5.0,3.0,15.0,2019-07-12,scotch/whiskey
dbl tanqueray,3488,4.0,8.0,32.0,2019-07-12,gin
vball spot cow,3415,4.0,4.0,16.0,2019-07-12,special
pit abita turbodog,3363,4.0,15.0,60.0,2019-07-12,beer
shot wild turkey 101,3616,4.0,4.0,16.0,2019-07-12,scotch/whiskey
breakfast sammy,3046,4.0,6.5,26.0,2019-07-12,breakfast
shrimp tacos,2874,4.0,6.5,26.0,2019-07-12,fish
cup soup,2872,4.0,2.5,10.0,2019-07-12,side
house salad lg,2697,4.0,7.375,29.5,2019-07-12,salad
bottle mgd,3121,4.0,3.25,13.0,2019-07-12,beer
bottle corona,3117,4.0,4.5,18.0,2019-07-12,beer
lemonade,3170,4.0,1.5,6.0,2019-07-12,nonalcoholic
shot goldschlager,3230,4.0,4.0,16.0,2019-07-12,liqueur
tully peach tea,3214,4.0,8.0,32.0,2019-07-12,cocktail
sangria,3210,4.0,6.0,24.0,2019-07-12,cocktail
texas cosmo,3211,4.0,8.0,32.0,2019-07-12,cocktail
can n.g. staghorn,3135,4.0,5.0,20.0,2019-07-12,beer
shirley temple,3182,3.0,1.75,5.25,2019-07-12,nonalcoholic
trinidad tea,3213,3.0,8.0,24.0,2019-07-12,cocktail
titos,3307,3.0,5.0,15.0,2019-07-12,vodka
diet coke,3158,3.0,1.5,4.5,2019-07-12,nonalcoholic
bottle budweiser,3115,3.0,4.5,13.5,2019-07-12,beer
bottle modelo especial,3124,3.0,4.5,13.5,2019-07-12,beer
bowl soup,2713,3.0,4.0,12.0,2019-07-12,side
club sub,2733,3.0,7.1666666666667,21.5,2019-07-12,sandwich
pc pollack,2800,3.0,2.25,6.75,2019-07-12,fish
pc shrimp,2823,3.0,1.0,3.0,2019-07-12,fish
cup chili,2873,3.0,2.5,7.5,2019-07-12,side
side sm nacho chez,2852,3.0,0.75,2.25,2019-07-12,side
breakfast classic,3035,3.0,6.5,19.5,2019-07-12,breakfast
bottle blue moon,3113,3.0,4.5,13.5,2019-07-12,beer
shot yukon jack,3545,3.0,4.0,12.0,2019-07-12,liqueur
shot fernet,3507,3.0,4.0,12.0,2019-07-12,liqueur
shot jim beam,3531,3.0,4.0,12.0,2019-07-12,bourbon
shot skyy orange,3677,3.0,3.0,9.0,2019-07-12,vodka
vball stein,3416,3.0,4.0,12.0,2019-07-12,special
vball beer of the week,3413,3.0,0.0,0.0,2019-07-12,special
rail whiskey,3340,3.0,3.5,10.5,2019-07-12,scotch/whiskey
shot jose cuervo,3475,3.0,3.0,9.0,2019-07-12,tequila
dbl coconut jack,3498,3.0,6.0,18.0,2019-07-12,rum
7-up refill,3463,3.0,0.0,0.0,2019-07-12,nonalcoholic
coke - refill,3464,3.0,0.0,0.0,2019-07-12,nonalcoholic
dbl korbel,3452,2.0,6.0,12.0,2019-07-12,brandy
shot rail vodka,3456,2.0,3.0,6.0,2019-07-12,vodka
dbl kraken,3500,2.0,8.0,16.0,2019-07-12,rum
dbl captain morgan,3496,2.0,8.0,16.0,2019-07-12,rum
shot jack daniels,3527,2.0,4.0,8.0,2019-07-12,scotch/whiskey
dbl crown royal,3528,2.0,8.0,16.0,2019-07-12,scotch/whiskey
shot crown royal,3529,2.0,4.0,8.0,2019-07-12,scotch/whiskey
dbl cazadores blanco,3480,2.0,7.0,14.0,2019-07-12,tequila
rail brandy,3342,2.0,3.5,7.0,2019-07-12,brandy
jack daniels,3315,2.0,5.5,11.0,2019-07-12,scotch/whiskey
vball lkft ipa,3417,2.0,4.0,8.0,2019-07-12,special
vball hazy rabbit,3418,2.0,4.0,8.0,2019-07-12,special
dbl skyy ginger,3672,2.0,7.0,14.0,2019-07-12,vodka
dbl skyy peach,3664,2.0,7.0,14.0,2019-07-12,vodka
dbl jameson,3538,2.0,8.0,16.0,2019-07-12,scotch/whiskey
shot baileys irish,3541,2.0,4.0,8.0,2019-07-12,liqueur
dbl pearl cucumber,3640,2.0,7.0,14.0,2019-07-12,vodka
dbl d.e. cranberry,3652,2.0,7.0,14.0,2019-07-12,vodka
tracks scramble,3045,2.0,8.0,16.0,2019-07-12,breakfast
el diablo,3047,2.0,7.0,14.0,2019-07-12,breakfast
ham n swiss,3048,2.0,7.0,14.0,2019-07-12,sandwich
side garlic parm,2877,2.0,0.25,0.5,2019-07-12,side
side mayo,2849,2.0,0.25,0.5,2019-07-12,side
hush puppies,2809,2.0,6.5,13.0,2019-07-12,appetizers
fish sandwich,2737,2.0,7.625,15.25,2019-07-12,fish
bowl chili,2696,2.0,4.0,8.0,2019-07-12,side
bottle odouls,3125,2.0,3.25,6.5,2019-07-12,beer
bottle spaten lager,3127,2.0,5.0,10.0,2019-07-12,beer
grapefruit jc,3163,2.0,1.5,3.0,2019-07-12,nonalcoholic
can ginger ale,3150,2.0,1.5,3.0,2019-07-12,nonalcoholic
cuervo gold,3282,2.0,5.0,10.0,2019-07-12,tequila
absolut,3286,2.0,8.0,16.0,2019-07-12,vodka
makers mark,3322,2.0,5.0,10.0,2019-07-12,bourbon
shot jagermeister,3234,2.0,4.0,8.0,2019-07-12,liqueur
mango mimosa,3205,2.0,6.0,12.0,2019-07-12,cocktail
virgin mary,3189,1.0,4.0,4.0,2019-07-12,nonalcoholic
korbel,3191,1.0,4.0,4.0,2019-07-12,brandy
black manhattan,3194,1.0,8.0,8.0,2019-07-12,cocktail
tanqueray,3219,1.0,8.0,8.0,2019-07-12,gin
southern comfort,3326,1.0,5.0,5.0,2019-07-12,scotch/whiskey
bulleit rye,3309,1.0,5.0,5.0,2019-07-12,scotch/whiskey
bacardi limon,3257,1.0,4.0,4.0,2019-07-12,vodka
bag snacks,3246,1.0,0.75,0.75,2019-07-12,other
camel menthol,3248,1.0,10.0,10.0,2019-07-12,other
can mountain dew,3152,1.0,1.5,1.5,2019-07-12,nonalcoholic
iced tea,3167,1.0,1.5,1.5,2019-07-12,nonalcoholic
pineapple jc,3174,1.0,1.5,1.5,2019-07-12,nonalcoholic
root beer,3178,1.0,1.5,1.5,2019-07-12,nonalcoholic
can schlitz 16oz,3134,1.0,4.0,4.0,2019-07-12,beer
bottle eastside dark,3118,1.0,5.0,5.0,2019-07-12,beer
side sour cream,2750,1.0,0.25,0.25,2019-07-12,side
side honey mustard,2751,1.0,0.25,0.25,2019-07-12,side
shrimp fry,2735,1.0,9.95,9.95,2019-07-12,fish
broiled fish fry,2813,1.0,9.95,9.95,2019-07-12,fish
side cajun mayo,2803,1.0,0.25,0.25,2019-07-12,side
side bbq,2821,1.0,0.25,0.25,2019-07-12,side
side jalapeno,2846,1.0,0.5,0.5,2019-07-12,side
toast side,2854,1.0,1.5,1.5,2019-07-12,side
side sweet chili,2875,1.0,0.25,0.25,2019-07-12,side
breakfast burger,3033,1.0,8.25,8.25,2019-07-12,breakfast
side english muffin,3049,1.0,1.75,1.75,2019-07-12,side
side breakfast potato,3038,1.0,2.0,2.0,2019-07-12,breakfast
dbl bulleit bourbon,3587,1.0,8.0,8.0,2019-07-12,bourbon
shot titos,3655,1.0,4.0,4.0,2019-07-12,vodka
dbl jack d honey,3532,1.0,8.0,8.0,2019-07-12,scotch/whiskey
vball summer shandy,3421,1.0,4.0,4.0,2019-07-12,special
vball angry orchard,3422,1.0,4.0,4.0,2019-07-12,special
vball summer shandy,3423,1.0,4.0,4.0,2019-07-12,special
vball moon man,3414,1.0,4.0,4.0,2019-07-12,special
cab/merlot,3329,1.0,5.0,5.0,2019-07-12,wine
dbl cazadores reposado,3478,1.0,7.0,7.0,2019-07-12,tequila
dbl bacardi,3492,1.0,6.0,6.0,2019-07-12,vodka
dbl bacardi limon,3494,1.0,6.0,6.0,2019-07-12,vodka
shot korbel,3451,1.0,3.0,3.0,2019-07-12,brandy
root beer - refill,3468,1.0,0.0,0.0,2019-07-12,nonalcoholic
lemonade - refill,3472,1.0,0.0,0.0,2019-07-12,nonalcoholic
shot rail tequila,3462,1.0,3.0,3.0,2019-07-12,tequila
dbl rail vodka,3455,118.0,5.2372881355932,618.0,2021-07-16,vodka
skyy cherry bomb,3370,108.0,3.0,324.0,2021-07-16,vodka
shot seagrams vo,3325,93.0,2.0322580645161,189.0,2021-07-16,scotch/whiskey
shot tullamore dew,3327,69.0,3.2463768115942,224.0,2021-07-16,scotch/whiskey
shot fernet,3507,62.0,3.2903225806452,204.0,2021-07-16,liqueur
pint spotted cow,3140,61.0,4.1803278688525,255.0,2021-07-16,beer
bottle miller high life,3122,57.0,2.9078947368421,165.75,2021-07-16,beer
pint miller high life,3137,54.0,2.9444444444444,159.0,2021-07-16,beer
grilled cheese,2734,52.0,3.0,156.0,2021-07-16,sandwich
pint stein,3141,50.0,3.96,198.0,2021-07-16,beer
pint lkft ipa,3136,49.0,3.8571428571429,189.0,2021-07-16,beer
shot cazadores blanco,3481,47.0,3.7446808510638,176.0,2021-07-16,tequila
dbl captain morgan,3496,44.0,7.8181818181818,344.0,2021-07-16,rum
glass water,3162,44.0,0.0,0.0,2021-07-16,nonalcoholic
can press blk/hyb,3130,42.0,4.7619047619048,200.0,2021-07-16,hard seltzer
skyy peach bomb,3367,41.0,3.5121951219512,144.0,2021-07-16,vodka
pint schlitz,3139,34.0,3.0,102.0,2021-07-16,beer
can coors light,3116,32.0,3.75,120.0,2021-07-16,beer
cheese curds,2728,30.0,7.5,225.0,2021-07-16,appetizers
pit miller high life,3142,29.0,11.0,319.0,2021-07-16,beer
shot skyy,3663,29.0,3.0,87.0,2021-07-16,vodka
pint moon man,3349,28.0,3.375,94.5,2021-07-16,beer
dbl rail gin,3453,26.0,4.6538461538462,121.0,2021-07-16,gin
can pabst blue ribbon 16oz,3129,25.0,4.0,100.0,2021-07-16,beer
all american burger,2840,23.0,7.2608695652174,167.0,2021-07-16,burger
sriracha strips,2730,22.0,8.0227272727273,176.5,2021-07-16,appetizers
fish fry,2722,22.0,10.659090909091,234.5,2021-07-16,fish
bottle miller lite,3391,22.0,2.3636363636364,52.0,2021-07-16,beer
rail vodka,3339,19.0,3.7105263157895,70.5,2021-07-16,vodka
pint lkft hazy rabbit,3348,19.0,3.3157894736842,63.0,2021-07-16,beer
riverwest burger,2714,19.0,10.473684210526,199.0,2021-07-16,burger
french fries,2731,19.0,2.0263157894737,38.5,2021-07-16,side
bottle corona,3117,19.0,4.5,85.5,2021-07-16,beer
can press pom/gin,3131,19.0,5.0,95.0,2021-07-16,hard seltzer
locust st. wings half,2858,18.0,7.1666666666667,129.0,2021-07-16,appetizers
dbl rail whiskey,3459,18.0,5.4166666666667,97.5,2021-07-16,scotch/whiskey
pit miller lite,3143,17.0,11.0,187.0,2021-07-16,beer
pit schlitz,3144,17.0,10.352941176471,176.0,2021-07-16,beer
dbl rail rum,3457,15.0,5.0,75.0,2021-07-16,rum
shot jameson,3317,15.0,2.4,36.0,2021-07-16,scotch/whiskey
pint angry orchard,3352,14.0,4.0714285714286,57.0,2021-07-16,hard cider
skyy raspberry bomb,3369,14.0,3.1428571428571,44.0,2021-07-16,vodka
vball hi-life,3411,14.0,0.0,0.0,2021-07-16,special
shot jagermeister,3234,13.0,3.3846153846154,44.0,2021-07-16,liqueur
dbl titos,3654,13.0,8.0769230769231,105.0,2021-07-16,vodka
patty melt,3705,13.0,9.0,117.0,2021-07-16,sandwich
buffalo chicken sammy,3707,13.0,8.3461538461538,108.5,2021-07-16,sandwich
tracks big boy,3704,12.0,10.479166666667,125.75,2021-07-16,burger
dbl skyy raspb,3668,11.0,6.5454545454545,72.0,2021-07-16,vodka
pit lkft hazy rabbit,3359,11.0,15.0,165.0,2021-07-16,beer
dbl hennessey,3449,11.0,11.545454545455,127.0,2021-07-16,brandy
dbl jack daniels,3526,11.0,8.0,88.0,2021-07-16,scotch/whiskey
plain chicken strips,2867,11.0,7.3636363636364,81.0,2021-07-16,appetizers
cheese burger,2841,10.0,5.35,53.5,2021-07-16,burger
locust st wings full,2729,10.0,15.1,151.0,2021-07-16,appetizers
chili cheese poutine,2801,10.0,7.05,70.5,2021-07-16,appetizers
pit spotted cow,3145,10.0,15.0,150.0,2021-07-16,beer
bottle modelo especial,3124,10.0,4.55,45.5,2021-07-16,beer
pint miller lite,3138,9.0,3.0,27.0,2021-07-16,beer
can press gf/car,3133,9.0,5.0,45.0,2021-07-16,hard seltzer
skyy orange bomb,3372,9.0,3.5555555555556,32.0,2021-07-16,vodka
shot rumpleminz,3242,9.0,4.0,36.0,2021-07-16,rum
coke,3154,8.0,1.5,12.0,2021-07-16,nonalcoholic
perch fry,2830,8.0,13.0525,104.42,2021-07-16,fish
tater tots,2836,8.0,1.9375,15.5,2021-07-16,side
chix caeser wrap,2838,8.0,8.70375,69.63,2021-07-16,sandwich
shot casamigos,3686,8.0,5.0,40.0,2021-07-16,tequila
pint lkft oktoberfest,3697,8.0,4.3125,34.5,2021-07-16,beer
nashville hot chicken,3706,8.0,8.4375,67.5,2021-07-16,entree
dbl bulleit bourbon,3587,8.0,8.0,64.0,2021-07-16,bourbon
shot campari,3549,7.0,2.1428571428571,15.0,2021-07-16,liqueur
dbl skyy cherry,3670,7.0,7.5714285714286,53.0,2021-07-16,vodka
3 part combo,2831,7.0,16.132857142857,112.93,2021-07-16,fish
bottle bud light,3114,7.0,4.5,31.5,2021-07-16,beer
shot goldschlager,3230,7.0,4.0,28.0,2021-07-16,liqueur
shot hennessey,3450,7.0,2.8571428571429,20.0,2021-07-16,brandy
vball lite,3410,7.0,0.0,0.0,2021-07-16,special
vball schlitz,3412,6.0,0.0,0.0,2021-07-16,special
shot jager bomb,3274,6.0,5.0,30.0,2021-07-16,liqueur
can schlitz 16oz,3134,6.0,3.3333333333333,20.0,2021-07-16,beer
soda/juice,3183,6.0,1.5,9.0,2021-07-16,nonalcoholic
combo fry,2736,6.0,13.5,81.0,2021-07-16,fish
chix caesar salad,2871,5.0,8.0,40.0,2021-07-16,salad
can press lime,3132,5.0,5.0,25.0,2021-07-16,hard seltzer
bottle blue moon,3113,5.0,4.5,22.5,2021-07-16,beer
cazadores blanco,3280,5.0,5.0,25.0,2021-07-16,tequila
dbl rail brandy,3448,5.0,5.9,29.5,2021-07-16,brandy
dbl rail tequila,3461,5.0,5.5,27.5,2021-07-16,tequila
shot bacardi,3493,5.0,3.0,15.0,2021-07-16,vodka
dbl makers mark,3534,5.0,8.4,42.0,2021-07-16,bourbon
shot skyy cherry,3671,5.0,3.0,15.0,2021-07-16,vodka
house red,3699,5.0,4.0,20.0,2021-07-16,wine
d.e. gf bomb,3716,4.0,4.0,16.0,2021-07-16,vodka
shot titos,3655,4.0,4.0,16.0,2021-07-16,vodka
dbl seagrams 7,3594,4.0,7.0,28.0,2021-07-16,scotch/whiskey
shot southern comfort,3597,4.0,4.0,16.0,2021-07-16,scotch/whiskey
dbl jose cuervo,3474,4.0,6.0,24.0,2021-07-16,tequila
pit water,3400,4.0,0.0,0.0,2021-07-16,nonalcoholic
rail whiskey,3340,4.0,3.5,14.0,2021-07-16,scotch/whiskey
hh pint guinness,3350,4.0,2.25,9.0,2021-07-16,happy hour
bottle spaten lager,3127,4.0,5.0,20.0,2021-07-16,beer
bowl soup,2713,4.0,4.0,16.0,2021-07-16,side
house salad sm,2837,3.0,3.3333333333333,10.0,2021-07-16,salad
cup soup,2872,3.0,2.5,7.5,2021-07-16,side
7-up,3147,3.0,1.5,4.5,2021-07-16,nonalcoholic
pit lkft ipa,3358,3.0,15.0,45.0,2021-07-16,beer
cuervo gold,3282,3.0,5.0,15.0,2021-07-16,tequila
pinot grigio,3333,3.0,5.0,15.0,2021-07-16,wine
crown royal,3312,3.0,5.3333333333333,16.0,2021-07-16,scotch/whiskey
dbl bacardi,3492,3.0,6.0,18.0,2021-07-16,vodka
coke - refill,3464,3.0,0.0,0.0,2021-07-16,nonalcoholic
shot rail gin,3454,3.0,3.0,9.0,2021-07-16,gin
dbl jameson,3538,3.0,8.0,24.0,2021-07-16,scotch/whiskey
dbl bulleit rye,3589,3.0,8.0,24.0,2021-07-16,scotch/whiskey
shot yukon jack,3545,3.0,4.0,12.0,2021-07-16,liqueur
shot fireball,3584,3.0,4.0,12.0,2021-07-16,scotch/whiskey
dbl d.e. grapefruit,3713,3.0,0.0,0.0,2021-07-16,vodka
bottle hop refresher,3703,3.0,4.5,13.5,2021-07-16,beer
dbl casamigos,3688,2.0,10.25,20.5,2021-07-16,tequila
3rd space frog weiss,3717,2.0,5.0,10.0,2021-07-16,beer
dbl skyy peach,3664,2.0,8.0,16.0,2021-07-16,vodka
shot rail tequila,3462,2.0,3.0,6.0,2021-07-16,tequila
vball spot cow,3415,2.0,4.0,8.0,2021-07-16,special
dbl cazadores blanco,3480,2.0,4.0,8.0,2021-07-16,tequila
dbl jim beam,3530,2.0,7.0,14.0,2021-07-16,bourbon
white russian,3215,2.0,5.0,10.0,2021-07-16,cocktail
pit angry orchard,3361,2.0,15.0,30.0,2021-07-16,hard cider
long island,3204,2.0,0.0,0.0,2021-07-16,cocktail
root beer,3178,2.0,1.5,3.0,2021-07-16,nonalcoholic
bottle budweiser,3115,2.0,4.5,9.0,2021-07-16,beer
side garlic parm,2877,2.0,0.25,0.5,2021-07-16,side
bottle lh milk stout,3119,2.0,6.0,12.0,2021-07-16,beer
side cocktail sauce,2845,2.0,0.5,1.0,2021-07-16,side
side mayo,2849,2.0,0.25,0.5,2021-07-16,side
side lg nacho cheese,2816,2.0,1.5,3.0,2021-07-16,side
house salad lg,2697,2.0,7.75,15.5,2021-07-16,salad
side hot sauce,2817,1.0,0.25,0.25,2021-07-16,side
shrimp fry,2735,1.0,9.99,9.99,2021-07-16,fish
side sriracha mayo,2865,1.0,0.25,0.25,2021-07-16,side
bottle mgd,3121,1.0,3.25,3.25,2021-07-16,beer
pit stein,3146,1.0,15.0,15.0,2021-07-16,beer
shirley temple,3182,1.0,1.75,1.75,2021-07-16,nonalcoholic
cranberry jc,3156,1.0,1.5,1.5,2021-07-16,nonalcoholic
moscow mule,3207,1.0,7.0,7.0,2021-07-16,cocktail
tom collins,3212,1.0,5.0,5.0,2021-07-16,cocktail
bloody mary,3199,1.0,7.0,7.0,2021-07-16,cocktail
brew crew margarita,3200,1.0,7.0,7.0,2021-07-16,cocktail
coffee,3153,1.0,1.5,1.5,2021-07-16,nonalcoholic
lemonade,3170,1.0,1.5,1.5,2021-07-16,nonalcoholic
