item,item_code,quantity,unit_price,total_sales_amount,date,Type
House White,3698,2.0,4.0,8.0,2020-02-14,Wine
SHOT Patron XO,3477,2.0,2.0,4.0,2020-02-14,Tequila
Diet Coke - Refill,3465,2.0,0.0,0.0,2020-02-14,NonAlcoholic
DBL Kraken,3500,2.0,8.0,16.0,2020-02-14,Rum
SHOT Kraken,3501,1.0,4.0,4.0,2020-02-14,Rum
DBL Amaretto,3560,1.0,7.0,7.0,2020-02-14,Liqueur
SHOT Bulleit Bourbon,3588,1.0,0.0,0.0,2020-02-14,Bourbon
DBL Bacardi,3492,1.0,6.0,6.0,2020-02-14,Vodka
DBL Makers Mark,3534,1.0,8.0,8.0,2020-02-14,Bourbon
Seltzer - Refill,3469,1.0,0.0,0.0,2020-02-14,NonAlcoholic
Orange JC - Refill,3471,1.0,0.0,0.0,2020-02-14,NonAlcoholic
PIT WATER,3400,1.0,0.0,0.0,2020-02-14,NonAlcoholic
SHOT Skyy Orange,3677,1.0,0.0,0.0,2020-02-14,Vodka
SHOT Pearl Cucumber,3641,1.0,4.0,4.0,2020-02-14,Vodka
SHOT D.E. Cranberry,3653,1.0,3.0,3.0,2020-02-14,Vodka
DBL J. Walker Black,3605,1.0,11.0,11.0,2020-02-14,Scotch/Whiskey
DBL J. Walker Red,3607,1.0,11.0,11.0,2020-02-14,Scotch/Whiskey
Coffee,3153,1.0,1.5,1.5,2020-02-14,NonAlcoholic
Hennessey,3190,1.0,6.0,6.0,2020-02-14,Brandy
Adm Byrds Bulldog,3192,1.0,7.0,7.0,2020-02-14,Cocktail
Lemonade,3170,1.0,1.5,1.5,2020-02-14,NonAlcoholic
Orange JC,3173,1.0,1.5,1.5,2020-02-14,NonAlcoholic
Moscow Mule,3207,1.0,7.0,7.0,2020-02-14,Cocktail
Trinidad Tea,3213,1.0,8.0,8.0,2020-02-14,Cocktail
SHOT Dr McGullicuddys,3226,1.0,3.0,3.0,2020-02-14,Liqueur
Irish Coffee,3202,1.0,7.0,7.0,2020-02-14,Cocktail
Mango Mimosa,3205,1.0,6.0,6.0,2020-02-14,Cocktail
SHOT Jagermeister,3234,1.0,4.0,4.0,2020-02-14,Liqueur
BTL Spaten Lager,3127,1.0,5.0,5.0,2020-02-14,Beer
RAIL Brandy,3342,1.0,3.5,3.5,2020-02-14,Brandy
RAIL Rum,3343,1.0,3.5,3.5,2020-02-14,Rum
PINT K4 Fantasy Factory,3351,1.0,4.5,4.5,2020-02-14,Beer
RAIL Whiskey,3340,1.0,3.5,3.5,2020-02-14,Scotch/Whiskey
Titos,3307,1.0,5.0,5.0,2020-02-14,Vodka
Camel Menthol,3248,1.0,10.0,10.0,2020-02-14,Other
DBL of the WEEK,3251,1.0,6.0,6.0,2020-02-14,Special
BTL LH Milk Stout,3119,1.0,6.0,6.0,2020-02-14,Beer
SIDE English Muffin,3049,1.0,1.75,1.75,2020-02-14,Side
Desperado,3044,1.0,10.5,10.5,2020-02-14,Tequila
Tracks Scramble,3045,1.0,8.0,8.0,2020-02-14,Breakfast
Cup Chili,2873,1.0,2.5,2.5,2020-02-14,Side
SIDE Garlic Parm,2877,1.0,0.25,0.25,2020-02-14,Side
Fancy Tots,2883,1.0,5.0,5.0,2020-02-14,Side
Toast SIDE,2854,1.0,1.5,1.5,2020-02-14,Side
FISH SANDWICH,2737,1.0,7.5,7.5,2020-02-14,Fish
BBQ Pulled Pork,2842,1.0,8.0,8.0,2020-02-14,Sandwich
SIDE Jalapeno,2846,1.0,0.5,0.5,2020-02-14,Side
SIDE Mayo,2849,1.0,0.25,0.25,2020-02-14,Side
SIDE LG NACHO CHEESE,2816,1.0,1.5,1.5,2020-02-14,Side
SIDE BBQ,2821,1.0,0.25,0.25,2020-02-14,Side
RAIL Vodka,3339,46.0,4.8260869565217,222.0,2019-02-15,Vodka
PINT LKFT IPA,3136,44.0,3.5795454545455,157.5,2019-02-15,Beer
SHOT Tullamore Dew,3327,38.0,4.0,152.0,2019-02-15,Scotch/Whiskey
PINT Spotted Cow,3140,36.0,3.75,135.0,2019-02-15,Beer
PINT Miller High Life,3137,30.0,3.0,90.0,2019-02-15,Beer
Glass Water,3162,27.0,0.0,0.0,2019-02-15,NonAlcoholic
PINT Stein,3141,25.0,3.78,94.5,2019-02-15,Beer
Skyy Raspberry BOMB,3369,22.0,4.0,88.0,2019-02-15,Vodka
PINT Miller Lite,3138,21.0,3.0,63.0,2019-02-15,Beer
BTL Miller High Life,3122,16.0,3.25,52.0,2019-02-15,Beer
PINT LKFT Hazy Rabbit,3348,16.0,3.375,54.0,2019-02-15,Beer
FISH FRY,2722,15.0,9.95,149.25,2019-02-15,Fish
PINT Beer of the Week,3356,14.0,3.0,42.0,2019-02-15,Special
RAIL Whiskey,3340,14.0,4.7142857142857,66.0,2019-02-15,Scotch/Whiskey
PINT Moon Man,3349,13.0,3.4615384615385,45.0,2019-02-15,Beer
SHOT Seagrams VO,3325,12.0,4.0,48.0,2019-02-15,Scotch/Whiskey
Cheese Curds,2728,11.0,6.5,71.5,2019-02-15,Appetizers
Perch FRY,2830,11.0,10.131818181818,111.45,2019-02-15,Fish
RIVERWEST BURGER,2714,11.0,9.6818181818182,106.5,2019-02-15,Burger
Thurs Burger,2886,10.0,4.85,48.5,2019-02-15,Burger
PINT Schlitz,3139,10.0,3.0,30.0,2019-02-15,Beer
Skyy Orange BOMB,3372,10.0,4.0,40.0,2019-02-15,Vodka
CAN Coors Light,3116,9.0,4.0,36.0,2019-02-15,Beer
OUTSIDE,3253,9.0,0.0,0.0,2019-02-15,NO TYPE
SHOT Jameson,3317,8.0,4.0,32.0,2019-02-15,Scotch/Whiskey
3 PART COMBO,2831,8.0,11.95,95.6,2019-02-15,Fish
Locust St. Wings HALF,2858,7.0,6.0,42.0,2019-02-15,Appetizers
CAN PBR 16oz,3129,7.0,4.0,28.0,2019-02-15,Beer
BTL Blue Moon,3113,7.0,4.5,31.5,2019-02-15,Beer
PIT Schlitz,3144,7.0,10.0,70.0,2019-02-15,Beer
SHOT of the WEEK,3254,6.0,3.0,18.0,2019-02-15,Special
Titos,3307,6.0,7.0,42.0,2019-02-15,Vodka
PINT O&apos;&apos;so Hop Debacle,3355,6.0,3.0,18.0,2019-02-15,Beer
BTL Miller Lite,3123,6.0,3.25,19.5,2019-02-15,Beer
PIT Miller Lite,3143,6.0,10.0,60.0,2019-02-15,Beer
COMBO FRY,2736,6.0,10.95,65.7,2019-02-15,Fish
Mush Swiss Burger,2715,5.0,8.2,41.0,2019-02-15,Burger
Sriracha Strips,2730,5.0,8.0,40.0,2019-02-15,Appetizers
Skyy Apricot BOMB,3368,5.0,4.0,20.0,2019-02-15,Vodka
PINT Abita TurboDog,3353,5.0,3.6,18.0,2019-02-15,Beer
HH PINT Abita Wrought Iron,3354,5.0,3.3,16.5,2019-02-15,Happy Hour
SHOT Dr McGullicuddys,3226,5.0,3.0,15.0,2019-02-15,Liqueur
Sambuca,3243,4.0,4.0,16.0,2019-02-15,Liqueur
Bag Snacks,3246,4.0,0.75,3.0,2019-02-15,Other
Moscow Mule,3207,4.0,7.0,28.0,2019-02-15,Cocktail
Cazadores Blanco,3280,4.0,4.75,19.0,2019-02-15,Tequila
Absolut Citron,3287,4.0,4.0,16.0,2019-02-15,Vodka
Skyy Cherry,3297,4.0,4.625,18.5,2019-02-15,Vodka
Skyy Pear,3301,4.0,5.0,20.0,2019-02-15,Vodka
Jack Daniels,3315,4.0,6.25,25.0,2019-02-15,Scotch/Whiskey
Jive Turkey,2859,4.0,8.25,33.0,2019-02-15,Sandwich
Soft Pretzel Bites,2835,4.0,5.0,20.0,2019-02-15,Appetizers
All American Burger,2840,4.0,6.5,26.0,2019-02-15,Burger
CHEESE burger,2841,4.0,7.25,29.0,2019-02-15,Burger
Fish Tacos,2851,4.0,6.175,24.7,2019-02-15,Fish
BTL Modelo Especial,3124,4.0,4.5,18.0,2019-02-15,Beer
BTL Pabst,3126,4.0,3.25,13.0,2019-02-15,Beer
Shrimp Tacos,2874,4.0,6.5,26.0,2019-02-15,Fish
Fancy Fries,2878,3.0,5.0,15.0,2019-02-15,Side
Cheese Curd Burger,2879,3.0,10.0,30.0,2019-02-15,Burger
Spicy Popcorn Shrimp,2864,3.0,6.0,18.0,2019-02-15,Appetizers
Plain Chicken Strips,2867,3.0,6.6666666666667,20.0,2019-02-15,Appetizers
Cup SOUP,2872,3.0,2.5,7.5,2019-02-15,Side
Bowl CHILI,2696,3.0,4.0,12.0,2019-02-15,Side
BROILED FISH FRY,2813,3.0,9.95,29.85,2019-02-15,Fish
Bulleit Rye,3309,3.0,7.3333333333333,22.0,2019-02-15,Scotch/Whiskey
RAIL Gin,3341,3.0,4.6666666666667,14.0,2019-02-15,Gin
PIT Beer of the Week,3362,3.0,10.0,30.0,2019-02-15,Special
Seagrams 7,3324,3.0,6.0,18.0,2019-02-15,Scotch/Whiskey
Skyy Orange,3299,3.0,3.3333333333333,10.0,2019-02-15,Vodka
Pearl Cucumber,3293,3.0,8.0,24.0,2019-02-15,Vodka
Coffee,3153,3.0,1.5,4.5,2019-02-15,NonAlcoholic
Coke - Refill,3155,2.0,0.0,0.0,2019-02-15,NonAlcoholic
Rehorst Gin,3218,2.0,4.0,8.0,2019-02-15,Vodka
Amaretto,3220,2.0,5.0,10.0,2019-02-15,Liqueur
DBL of the WEEK,3251,2.0,6.0,12.0,2019-02-15,Special
Absolut,3286,2.0,6.0,12.0,2019-02-15,Vodka
Skyy,3296,2.0,6.0,12.0,2019-02-15,Vodka
Skyy Peach,3300,2.0,4.0,8.0,2019-02-15,Vodka
Ketel One,3292,2.0,6.5,13.0,2019-02-15,Vodka
Captain Morgan,3258,2.0,8.0,16.0,2019-02-15,Rum
RAIL Rum,3343,2.0,5.5,11.0,2019-02-15,Rum
PIT Moon Man,3357,2.0,14.0,28.0,2019-02-15,Beer
Wild Turkey,3328,2.0,4.0,8.0,2019-02-15,Scotch/Whiskey
Chardonnay,3331,2.0,5.0,10.0,2019-02-15,Wine
Makers Mark,3322,2.0,8.0,16.0,2019-02-15,Bourbon
Jack Daniels Honey,3316,2.0,4.0,8.0,2019-02-15,Scotch/Whiskey
Bulleit Bourbon,3308,2.0,6.5,13.0,2019-02-15,Bourbon
SIDE RANCH,2815,2.0,0.25,0.5,2019-02-15,Side
SIDE Tartar Sauce,2834,2.0,0.25,0.5,2019-02-15,Side
FISH SANDWICH,2737,2.0,7.5,15.0,2019-02-15,Fish
Bowl SOUP,2713,2.0,4.0,8.0,2019-02-15,Side
French Fries,2731,2.0,2.0,4.0,2019-02-15,Side
Club Sub,2733,2.0,8.25,16.5,2019-02-15,Sandwich
GRILLED CHEESE,2734,2.0,9.0,18.0,2019-02-15,Sandwich
Cup Chili,2873,2.0,2.5,5.0,2019-02-15,Side
Kung Fu Quesadilla,2870,2.0,6.0,12.0,2019-02-15,Appetizers
Iggy Pop,2860,2.0,9.5,19.0,2019-02-15,Sandwich
Hush Puppies,2809,2.0,6.5,13.0,2019-02-15,Appetizers
SIDE Olives,2847,2.0,0.0,0.0,2019-02-15,Side
BTL Bud Light,3114,2.0,4.0,8.0,2019-02-15,Beer
WAR Burger,3028,2.0,8.0,16.0,2019-02-15,Burger
CAN N.G. Staghorn,3135,2.0,5.0,10.0,2019-02-15,Beer
BTL LH Milk Stout,3119,2.0,4.5,9.0,2019-02-15,Beer
PIT Miller High Life,3142,2.0,10.0,20.0,2019-02-15,Beer
BTL Miller Lite,3391,2.0,3.25,6.5,2019-02-15,Beer
BTL Bud Light,3388,1.0,4.0,4.0,2019-02-15,Beer
Iced Tea,3167,1.0,1.5,1.5,2019-02-15,NonAlcoholic
Lemonade,3170,1.0,1.5,1.5,2019-02-15,NonAlcoholic
Orange JC,3173,1.0,1.5,1.5,2019-02-15,NonAlcoholic
Seltzer,3180,1.0,1.5,1.5,2019-02-15,NonAlcoholic
Tonic,3187,1.0,1.5,1.5,2019-02-15,NonAlcoholic
Korbel,3191,1.0,3.0,3.0,2019-02-15,Brandy
Bloody Mary,3199,1.0,7.0,7.0,2019-02-15,Cocktail
Long Island,3204,1.0,8.0,8.0,2019-02-15,Cocktail
BTL MGD,3121,1.0,3.25,3.25,2019-02-15,Beer
CAN Crispin 16oz,3128,1.0,5.0,5.0,2019-02-15,Hard Cider
Thai Chicken Wrap,2880,1.0,8.0,8.0,2019-02-15,Sandwich
Fancy Tots,2883,1.0,5.0,5.0,2019-02-15,Side
BBQ Pulled Pork,2842,1.0,7.0,7.0,2019-02-15,Sandwich
House Salad SM,2837,1.0,3.5,3.5,2019-02-15,Salad
Chix Caeser Wrap,2838,1.0,8.0,8.0,2019-02-15,Sandwich
HOLY MO!,2839,1.0,10.0,10.0,2019-02-15,Burger
PC Perch,2869,1.0,1.0,1.0,2019-02-15,Fish
Chix Caesar Salad,2871,1.0,8.0,8.0,2019-02-15,Salad
Cubano,2716,1.0,8.0,8.0,2019-02-15,Sandwich
PC Pollack,2800,1.0,2.25,2.25,2019-02-15,Fish
Locust St Wings FULL,2729,1.0,11.0,11.0,2019-02-15,Appetizers
Jim Beam,3318,1.0,8.0,8.0,2019-02-15,Bourbon
Nachos Pork,3337,1.0,7.0,7.0,2019-02-15,Appetizers
Nachos Chicken,3338,1.0,7.0,7.0,2019-02-15,Appetizers
RAIL Brandy,3342,1.0,5.5,5.5,2019-02-15,Brandy
PIT Abita TurboDog,3363,1.0,14.0,14.0,2019-02-15,Beer
RAIL Tequila,3344,1.0,4.0,4.0,2019-02-15,Tequila
HH PINT Guinness,3350,1.0,5.0,5.0,2019-02-15,Happy Hour
PINT Angry Orchard,3352,1.0,3.0,3.0,2019-02-15,Hard Cider
Meyers Dark,3261,1.0,6.0,6.0,2019-02-15,Rum
Dewers White,3263,1.0,8.0,8.0,2019-02-15,Scotch/Whiskey
Cazadores Reposado,3281,1.0,4.0,4.0,2019-02-15,Tequila
Skyy Raspberry,3302,1.0,4.0,4.0,2019-02-15,Vodka
Pearl Pomegranate,3294,1.0,4.0,4.0,2019-02-15,Vodka
MISC CHARGE,3252,1.0,29.02,29.02,2019-02-15,Other
Camel Lights,3247,1.0,9.0,9.0,2019-02-15,Other
Cocktail of the Week,3250,1.0,4.0,4.0,2019-02-15,Special
Cranberry JC,3156,1.0,1.5,1.5,2019-02-15,NonAlcoholic
Diet Coke,3158,1.0,0.0,0.0,2019-02-15,NonAlcoholic
Trinidad Tea,3213,1.0,8.0,8.0,2019-02-15,Cocktail
Coke,3154,1.0,1.5,1.5,2019-02-15,NonAlcoholic
PIT Stein,3146,1.0,14.0,14.0,2019-02-15,Beer
7-UP,3147,1.0,1.5,1.5,2019-02-15,NonAlcoholic
SHOT Seagrams VO,3325,57.0,2.7368421052632,156.0,2021-02-19,Scotch/Whiskey
SHOT Tullamore Dew,3327,48.0,2.3333333333333,112.0,2021-02-19,Scotch/Whiskey
PINT Moon Man,3349,34.0,2.6029411764706,88.5,2021-02-19,Beer
DBL RAIL Vodka,3455,33.0,5.2878787878788,174.5,2021-02-19,Vodka
PINT LKFT IPA,3136,31.0,3.0967741935484,96.0,2021-02-19,Beer
BTL Miller High Life,3122,29.0,2.5775862068966,74.75,2021-02-19,Beer
PINT Spotted Cow,3140,27.0,3.5555555555556,96.0,2021-02-19,Beer
CAN PBR 16oz,3129,26.0,3.8461538461538,100.0,2021-02-19,Beer
SHOT Jameson,3317,22.0,3.0909090909091,68.0,2021-02-19,Scotch/Whiskey
Locust St. Wings HALF,2858,19.0,5.2105263157895,99.0,2021-02-19,Appetizers
FISH FRY,2722,17.0,10.735294117647,182.5,2021-02-19,Fish
Cheese Curds,2728,17.0,8.0882352941176,137.5,2021-02-19,Appetizers
PINT Stein,3141,16.0,3.5625,57.0,2021-02-19,Beer
Perch FRY,2830,15.0,13.29,199.35,2021-02-19,Fish
DBL RAIL Whiskey,3459,15.0,5.0333333333333,75.5,2021-02-19,Scotch/Whiskey
SHOT Cazadores Blanco,3481,15.0,4.0,60.0,2021-02-19,Tequila
DBL Jack Daniels,3526,15.0,7.4666666666667,112.0,2021-02-19,Scotch/Whiskey
DBL RAIL Brandy,3448,12.0,6.25,75.0,2021-02-19,Brandy
GRILLED CHEESE,2734,12.0,2.75,33.0,2021-02-19,Sandwich
All American Burger,2840,12.0,6.7083333333333,80.5,2021-02-19,Burger
PINT Beer of the Week,3356,12.0,2.75,33.0,2021-02-19,Special
Skyy Orange BOMB,3372,11.0,2.1818181818182,24.0,2021-02-19,Vodka
PINT Miller High Life,3137,11.0,2.7272727272727,30.0,2021-02-19,Beer
SHOT Skyy Peach,3665,11.0,2.1818181818182,24.0,2021-02-19,Vodka
DBL Skyy Cherry,3670,11.0,7.0,77.0,2021-02-19,Vodka
DBL RAIL Gin,3453,10.0,4.1,41.0,2021-02-19,Gin
COMBO FRY,2736,10.0,12.4,124.0,2021-02-19,Fish
Skyy Cherry BOMB,3370,9.0,2.6666666666667,24.0,2021-02-19,Vodka
PINT LKFT Hazy Rabbit,3348,9.0,3.6666666666667,33.0,2021-02-19,Beer
Skyy Ginger BOMB,3371,8.0,4.0,32.0,2021-02-19,Vodka
Glass Water,3162,8.0,0.0,0.0,2021-02-19,NonAlcoholic
Locust St Wings FULL,2729,8.0,11.25,90.0,2021-02-19,Appetizers
Sriracha Strips,2730,8.0,8.0,64.0,2021-02-19,Appetizers
Patty Melt,3705,8.0,9.5625,76.5,2021-02-19,Sandwich
SHOT Crown Royal,3529,8.0,4.0,32.0,2021-02-19,Scotch/Whiskey
DBL Bulleit Bourbon,3587,7.0,8.1428571428571,57.0,2021-02-19,Bourbon
BTL Bud Light,3114,7.0,4.5,31.5,2021-02-19,Beer
CAN Press Pom/Gin,3131,7.0,5.0,35.0,2021-02-19,Hard Seltzer
RAIL Vodka,3339,7.0,3.5,24.5,2021-02-19,Vodka
BTL Miller Lite,3391,6.0,3.25,19.5,2021-02-19,Beer
Skyy Peach BOMB,3367,6.0,2.6666666666667,16.0,2021-02-19,Vodka
HH PINT Guinness,3350,6.0,4.6666666666667,28.0,2021-02-19,Happy Hour
CHEESE burger,2841,6.0,8.0,48.0,2021-02-19,Burger
RIVERWEST BURGER,2714,6.0,11.083333333333,66.5,2021-02-19,Burger
French Fries,2731,6.0,2.0,12.0,2021-02-19,Side
PC Pollack,2800,6.0,2.3333333333333,14.0,2021-02-19,Fish
PINT LKFT Oktoberfest,3697,6.0,3.0,18.0,2021-02-19,Beer
House White,3698,6.0,4.0,24.0,2021-02-19,Wine
DBL Amaretto,3560,6.0,7.0,42.0,2021-02-19,Liqueur
SHOT Fernet,3507,6.0,3.3333333333333,20.0,2021-02-19,Liqueur
DBL Meyers Dark,3504,5.0,6.0,30.0,2021-02-19,Rum
Tracks Big Boy,3704,5.0,8.1,40.5,2021-02-19,Breakfast
Chili Cheese Poutine,2801,5.0,7.0,35.0,2021-02-19,Appetizers
3 PART COMBO,2831,5.0,15.99,79.95,2021-02-19,Fish
CAN Coors Light,3116,5.0,3.2,16.0,2021-02-19,Beer
CAN Press Blk/Hyb,3130,5.0,5.0,25.0,2021-02-19,Hard Seltzer
Cocktail of the Week,3250,5.0,2.4,12.0,2021-02-19,Special
Coke,3154,5.0,1.5,7.5,2021-02-19,NonAlcoholic
CAN Ginger Ale,3150,4.0,1.5,6.0,2021-02-19,NonAlcoholic
PIT Miller High Life,3142,4.0,11.0,44.0,2021-02-19,Beer
PIT Miller Lite,3143,4.0,11.0,44.0,2021-02-19,Beer
Long Island,3204,4.0,4.0,16.0,2021-02-19,Cocktail
SHRIMP FRY,2735,4.0,10.365,41.46,2021-02-19,Fish
Bowl CHILI,2696,4.0,4.0,16.0,2021-02-19,Side
Bowl SOUP,2713,4.0,4.0,16.0,2021-02-19,Side
DBL RAIL Tequila,3461,4.0,5.5,22.0,2021-02-19,Tequila
Nashville Hot Chicken,3706,4.0,9.125,36.5,2021-02-19,Entree
SHOT Campari,3549,4.0,3.0,12.0,2021-02-19,Liqueur
SHOT Jack Ds Honey,3533,4.0,4.0,16.0,2021-02-19,Scotch/Whiskey
DBL Jameson,3538,3.0,8.0,24.0,2021-02-19,Scotch/Whiskey
SHOT Bulleit Rye,3590,3.0,2.6666666666667,8.0,2021-02-19,Scotch/Whiskey
DBL Skyy,3662,3.0,4.0,12.0,2021-02-19,Vodka
SHOT Jack Daniels,3527,3.0,2.6666666666667,8.0,2021-02-19,Scotch/Whiskey
SHOT Captain Morgan,3497,3.0,2.6666666666667,8.0,2021-02-19,Rum
DBL Kraken,3500,3.0,8.0,24.0,2021-02-19,Rum
BTL Modelo Especial,3124,3.0,4.5,13.5,2021-02-19,Beer
Chix Caeser Wrap,2838,3.0,7.9166666666667,23.75,2021-02-19,Sandwich
Plain Chicken Strips,2867,3.0,8.3333333333333,25.0,2021-02-19,Appetizers
Chix Caesar Salad,2871,3.0,5.3333333333333,16.0,2021-02-19,Salad
BTL Blue Moon,3113,3.0,4.5,13.5,2021-02-19,Beer
SHOT of the WEEK,3254,3.0,3.0,9.0,2021-02-19,Special
PINT Angry Orchard,3352,3.0,4.5,13.5,2021-02-19,Hard Cider
Diet Coke,3158,3.0,1.5,4.5,2021-02-19,NonAlcoholic
Pineapple JC,3174,3.0,1.5,4.5,2021-02-19,NonAlcoholic
CAN Press GF/CAR,3133,2.0,5.0,10.0,2021-02-19,Hard Seltzer
SIDE Sm Nacho Chez,2852,2.0,0.75,1.5,2021-02-19,Side
SIDE RANCH,2815,2.0,0.25,0.5,2021-02-19,Side
DBL Bacardi,3492,2.0,6.0,12.0,2021-02-19,Vodka
DBL Crown Royal,3528,2.0,8.0,16.0,2021-02-19,Scotch/Whiskey
SHOT RAIL Tequila,3462,2.0,3.0,6.0,2021-02-19,Tequila
DBL Cazadores Reposado,3478,2.0,7.0,14.0,2021-02-19,Tequila
BTL Hop Refresher,3703,2.0,4.5,9.0,2021-02-19,Beer
DBl Canad. Club,3617,2.0,7.0,14.0,2021-02-19,Scotch/Whiskey
DBL Tullamore Dew,3536,2.0,8.0,16.0,2021-02-19,Scotch/Whiskey
SHOT Baileys Irish,3541,1.0,0.0,0.0,2021-02-19,Liqueur
DBL Makers Mark,3534,1.0,9.0,9.0,2021-02-19,Bourbon
Buffalo Chicken Sammy,3707,1.0,9.5,9.5,2021-02-19,Sandwich
SHOT Skyy Orange,3677,1.0,0.0,0.0,2021-02-19,Vodka
DBL Cazadores Blanco,3480,1.0,0.0,0.0,2021-02-19,Tequila
DBL RAIL Rum,3457,1.0,0.0,0.0,2021-02-19,Rum
DBL Captain Morgan,3496,1.0,8.0,8.0,2021-02-19,Rum
SIDE LG NACHO CHEESE,2816,1.0,1.5,1.5,2021-02-19,Side
SIDE Tartar Sauce,2834,1.0,0.25,0.25,2021-02-19,Side
Tater Tots,2836,1.0,2.0,2.0,2021-02-19,Side
BTL Corona,3117,1.0,4.5,4.5,2021-02-19,Beer
Cup SOUP,2872,1.0,3.0,3.0,2021-02-19,Side
Cheese Fries,2740,1.0,3.0,3.0,2021-02-19,Side
CAN Schlitz 16oz,3134,1.0,4.0,4.0,2021-02-19,Beer
PIT Stein,3146,1.0,15.0,15.0,2021-02-19,Beer
Soda/Juice,3183,1.0,1.5,1.5,2021-02-19,NonAlcoholic
Lemonade,3170,1.0,1.5,1.5,2021-02-19,NonAlcoholic
Coffee,3153,1.0,1.5,1.5,2021-02-19,NonAlcoholic
PIT WATER,3400,1.0,0.0,0.0,2021-02-19,NonAlcoholic
BTL Miller High Life,3122,136.0,2.2463235294118,305.5,2020-02-21,Beer
DBL RAIL Vodka,3455,136.0,4.8051470588235,653.5,2020-02-21,Vodka
Skyy Orange BOMB,3372,114.0,2.0701754385965,236.0,2020-02-21,Vodka
SHOT Seagrams VO,3325,76.0,1.1447368421053,87.0,2020-02-21,Scotch/Whiskey
SHOT Tullamore Dew,3327,65.0,3.3230769230769,216.0,2020-02-21,Scotch/Whiskey
PINT Miller High Life,3137,54.0,2.9444444444444,159.0,2020-02-21,Beer
Skyy Ginger BOMB,3371,53.0,1.9622641509434,104.0,2020-02-21,Vodka
PINT Stein,3141,49.0,3.8265306122449,187.5,2020-02-21,Beer
Glass Water,3162,47.0,0.0,0.0,2020-02-21,NonAlcoholic
Skyy Raspberry BOMB,3369,47.0,2.9787234042553,140.0,2020-02-21,Vodka
PINT Moon Man,3349,47.0,2.8085106382979,132.0,2020-02-21,Beer
PINT Spotted Cow,3140,42.0,3.9642857142857,166.5,2020-02-21,Beer
Locust St Wings FULL,2729,39.0,10.525641025641,410.5,2020-02-21,Appetizers
3 PART COMBO,2831,36.0,12.047222222222,433.7,2020-02-21,Fish
SHOT Jameson,3317,36.0,2.8888888888889,104.0,2020-02-21,Scotch/Whiskey
PINT LKFT Hazy Rabbit,3348,31.0,3.1935483870968,99.0,2020-02-21,Beer
PINT LKFT IPA,3136,31.0,3.5322580645161,109.5,2020-02-21,Beer
PINT Schlitz,3139,28.0,3.0,84.0,2020-02-21,Beer
Locust St. Wings HALF,2858,28.0,6.0714285714286,170.0,2020-02-21,Appetizers
Perch FRY,2830,27.0,9.8685185185185,266.45,2020-02-21,Fish
BTL Miller Lite,3391,26.0,2.375,61.75,2020-02-21,Beer
GRILLED CHEESE,2734,25.0,3.98,99.5,2020-02-21,Sandwich
FISH FRY,2722,24.0,9.7854166666667,234.85,2020-02-21,Fish
PINT Miller Lite,3138,24.0,2.625,63.0,2020-02-21,Beer
Sriracha Strips,2730,23.0,8.4782608695652,195.0,2020-02-21,Appetizers
Cheese Curds,2728,22.0,6.5227272727273,143.5,2020-02-21,Appetizers
BTL Pabst,3126,22.0,3.1022727272727,68.25,2020-02-21,Beer
RAIL Vodka,3339,20.0,2.625,52.5,2020-02-21,Vodka
DBL RAIL Whiskey,3459,20.0,4.9,98.0,2020-02-21,Scotch/Whiskey
DBL Titos,3654,20.0,8.0,160.0,2020-02-21,Vodka
CHEESE burger,2841,18.0,7.4722222222222,134.5,2020-02-21,Burger
COMBO FRY,2736,17.0,10.761764705882,182.95,2020-02-21,Fish
All American Burger,2840,17.0,6.7941176470588,115.5,2020-02-21,Burger
PIT Schlitz,3144,17.0,10.352941176471,176.0,2020-02-21,Beer
SHOT Rumpleminz,3242,16.0,3.0,48.0,2020-02-21,Rum
Bloody Mary,3199,14.0,7.0714285714286,99.0,2020-02-21,Cocktail
PINT Beer of the Week,3356,14.0,3.0,42.0,2020-02-21,Special
HH PINT Abita Wrought Iron,3354,13.0,3.0,39.0,2020-02-21,Happy Hour
SHOT Cazadores Reposado,3479,13.0,3.3846153846154,44.0,2020-02-21,Tequila
CAN Press Blk/Hyb,3130,12.0,5.0,60.0,2020-02-21,Hard Seltzer
BTL Bud Light,3114,11.0,4.5,49.5,2020-02-21,Beer
French Fries,2731,11.0,2.0,22.0,2020-02-21,Side
Soft Pretzel Bites,2835,11.0,5.0909090909091,56.0,2020-02-21,Appetizers
SHOT Dr McGullicuddys,3226,11.0,1.9090909090909,21.0,2020-02-21,Liqueur
SHOT Cazadores Blanco,3481,11.0,3.6363636363636,40.0,2020-02-21,Tequila
DBL Captain Morgan,3496,11.0,8.0,88.0,2020-02-21,Rum
SHOT Hennessey,3450,11.0,5.0,55.0,2020-02-21,Brandy
DBL RAIL Gin,3453,11.0,5.2272727272727,57.5,2020-02-21,Gin
SHOT Fernet,3507,10.0,3.6,36.0,2020-02-21,Liqueur
DBL Bulleit Bourbon,3587,10.0,8.0,80.0,2020-02-21,Bourbon
DBL Skyy Ginger,3672,10.0,7.0,70.0,2020-02-21,Vodka
PIT Spotted Cow,3145,10.0,15.0,150.0,2020-02-21,Beer
Thurs Burger,2886,10.0,5.15,51.5,2020-02-21,Burger
Cubano,2716,9.0,8.3333333333333,75.0,2020-02-21,Sandwich
