item,item_code,quantity,unit_price,total_sales_amount,date,Type
Skyy Apricot BOMB,3368,12.0,2.3333333333333,28.0,2021-01-15,Vodka
RAIL Vodka,3339,11.0,2.8636363636364,31.5,2021-01-15,Vodka
PINT Stein,3141,11.0,3.1363636363636,34.5,2021-01-15,Beer
CAN Coors Light,3116,11.0,3.2727272727273,36.0,2021-01-15,Beer
DBL RAIL Tequila,3461,11.0,5.3636363636364,59.0,2021-01-15,Tequila
DBL Jack Daniels,3526,11.0,8.0,88.0,2021-01-15,Scotch/Whiskey
DBL Titos,3654,10.0,7.6,76.0,2021-01-15,Vodka
Cheese Curds,2728,10.0,7.2,72.0,2021-01-15,Appetizers
Sriracha Strips,2730,10.0,8.05,80.5,2021-01-15,Appetizers
BTL Miller Lite,3391,9.0,2.1666666666667,19.5,2021-01-15,Beer
Nashville Hot Chicken,3706,8.0,7.065,56.52,2021-01-15,Entree
DBL Jim Beam,3530,7.0,7.0,49.0,2021-01-15,Bourbon
Perch FRY,2830,7.0,13.275714285714,92.93,2021-01-15,Fish
SHOT Dr McGullicuddys,3226,7.0,1.2857142857143,9.0,2021-01-15,Liqueur
SHOT Rumpleminz,3242,6.0,0.0,0.0,2021-01-15,Rum
All American Burger,2840,6.0,7.1666666666667,43.0,2021-01-15,Burger
CHEESE burger,2841,6.0,6.5833333333333,39.5,2021-01-15,Burger
SHOT Jack Daniels,3527,6.0,3.3333333333333,20.0,2021-01-15,Scotch/Whiskey
DBL RAIL Whiskey,3459,6.0,4.5833333333333,27.5,2021-01-15,Scotch/Whiskey
DBL Skyy Raspb,3668,6.0,5.8333333333333,35.0,2021-01-15,Vodka
DBL Skyy Cherry,3670,5.0,7.0,35.0,2021-01-15,Vodka
SHOT Cazadores Blanco,3481,5.0,3.2,16.0,2021-01-15,Tequila
DBL RAIL Gin,3453,5.0,4.1,20.5,2021-01-15,Gin
DBL Makers Mark,3534,5.0,8.0,40.0,2021-01-15,Bourbon
SHOT Makers Mark,3535,5.0,3.2,16.0,2021-01-15,Bourbon
BTL Bud Light,3114,5.0,4.5,22.5,2021-01-15,Beer
French Fries,2731,5.0,1.7,8.5,2021-01-15,Side
PC Pollack,2800,4.0,2.375,9.5,2021-01-15,Fish
BTL Budweiser,3115,4.0,4.5,18.0,2021-01-15,Beer
RIVERWEST BURGER,2714,4.0,11.125,44.5,2021-01-15,Burger
Skyy Raspberry BOMB,3369,4.0,3.0,12.0,2021-01-15,Vodka
DBL RAIL Brandy,3448,4.0,6.5,26.0,2021-01-15,Brandy
Buffalo Chicken Sammy,3707,4.0,6.75,27.0,2021-01-15,Sandwich
SHOT Captain Morgan,3497,4.0,4.0,16.0,2021-01-15,Rum
BTL Hop Refresher,3703,3.0,4.5,13.5,2021-01-15,Beer
Tracks Big Boy,3704,3.0,10.333333333333,31.0,2021-01-15,Breakfast
DBL RAIL Rum,3457,3.0,3.1666666666667,9.5,2021-01-15,Rum
DBL Tullamore Dew,3536,3.0,8.0,24.0,2021-01-15,Scotch/Whiskey
DBL Crown Royal,3528,3.0,8.0,24.0,2021-01-15,Scotch/Whiskey
DBL Skyy Peach,3664,3.0,4.6666666666667,14.0,2021-01-15,Vodka
Moscow Mule,3207,3.0,7.0,21.0,2021-01-15,Cocktail
Long Island,3204,3.0,8.0,24.0,2021-01-15,Cocktail
Cup Chili,2873,3.0,2.5,7.5,2021-01-15,Side
CAN Press Pom/Gin,3131,3.0,5.0,15.0,2021-01-15,Hard Seltzer
Chix Caeser Wrap,2838,3.0,7.9166666666667,23.75,2021-01-15,Sandwich
BTL Corona,3117,3.0,4.5,13.5,2021-01-15,Beer
BTL MGD,3121,3.0,3.25,9.75,2021-01-15,Beer
BTL ODouls,3125,2.0,3.25,6.5,2021-01-15,Beer
BTL Spaten Lager,3127,2.0,5.0,10.0,2021-01-15,Beer
Plain Chicken Strips,2867,2.0,8.0,16.0,2021-01-15,Appetizers
Chili Cheese Poutine,2801,2.0,7.0,14.0,2021-01-15,Appetizers
3 PART COMBO,2831,2.0,16.24,32.48,2021-01-15,Fish
Tater Tots,2836,2.0,2.0,4.0,2021-01-15,Side
Bowl SOUP,2713,2.0,4.0,8.0,2021-01-15,Side
PIT Miller High Life,3142,2.0,11.0,22.0,2021-01-15,Beer
Soda/Juice,3183,2.0,1.5,3.0,2021-01-15,NonAlcoholic
Mind Eraser,3267,2.0,6.0,12.0,2021-01-15,Cocktail
SHOT Jameson,3317,2.0,2.0,4.0,2021-01-15,Scotch/Whiskey
RAIL Whiskey,3340,2.0,1.75,3.5,2021-01-15,Scotch/Whiskey
DBL Seagrams 7,3594,2.0,7.0,14.0,2021-01-15,Scotch/Whiskey
SHOT Wild Turkey 101,3616,2.0,4.0,8.0,2021-01-15,Scotch/Whiskey
DBL Bulleit Rye,3589,2.0,8.0,16.0,2021-01-15,Scotch/Whiskey
SHOT Crown Royal,3529,2.0,4.0,8.0,2021-01-15,Scotch/Whiskey
SHOT Gran Marnier,3547,2.0,5.0,10.0,2021-01-15,Liqueur
SHOT RAIL Tequila,3462,2.0,3.0,6.0,2021-01-15,Tequila
DBL Jose Cuervo,3474,2.0,6.0,12.0,2021-01-15,Tequila
DBL Bacardi Limon,3494,2.0,6.0,12.0,2021-01-15,Vodka
Patty Melt,3705,2.0,9.0,18.0,2021-01-15,Sandwich
DBL Skyy Orange,3676,2.0,7.0,14.0,2021-01-15,Vodka
House Red,3699,2.0,4.0,8.0,2021-01-15,Wine
DBL Cazadores Blanco,3480,1.0,7.0,7.0,2021-01-15,Tequila
SHOT RAIL Vodka,3456,1.0,3.0,3.0,2021-01-15,Vodka
DBL Seagrams VO,3578,1.0,8.0,8.0,2021-01-15,Scotch/Whiskey
SHOT Bulleit Bourbon,3588,1.0,0.0,0.0,2021-01-15,Bourbon
SHOT Bulleit Rye,3590,1.0,4.0,4.0,2021-01-15,Scotch/Whiskey
SHOT Jim Beam,3531,1.0,4.0,4.0,2021-01-15,Bourbon
Pinot Grigio,3333,1.0,5.0,5.0,2021-01-15,Wine
White Zin,3335,1.0,5.0,5.0,2021-01-15,Wine
Cazadores Reposado,3281,1.0,5.0,5.0,2021-01-15,Tequila
SHOT Goldschlager,3230,1.0,4.0,4.0,2021-01-15,Liqueur
PIT Schlitz,3144,1.0,11.0,11.0,2021-01-15,Beer
Coffee,3153,1.0,1.5,1.5,2021-01-15,NonAlcoholic
Coke,3154,1.0,1.5,1.5,2021-01-15,NonAlcoholic
Diet Coke,3158,1.0,1.5,1.5,2021-01-15,NonAlcoholic
Glass Water,3162,1.0,0.0,0.0,2021-01-15,NonAlcoholic
CAN Press Blk/Hyb,3130,1.0,5.0,5.0,2021-01-15,Hard Seltzer
Mimosa,3206,1.0,4.0,4.0,2021-01-15,Cocktail
Bowl CHILI,2696,1.0,4.0,4.0,2021-01-15,Side
SHRIMP FRY,2735,1.0,10.49,10.49,2021-01-15,Fish
House Salad SM,2837,1.0,3.5,3.5,2021-01-15,Salad
SIDE LG NACHO CHEESE,2816,1.0,0.75,0.75,2021-01-15,Side
SIDE HOT SAUCE,2817,1.0,0.75,0.75,2021-01-15,Side
SIDE BBQ,2821,1.0,0.25,0.25,2021-01-15,Side
Chix Caesar Salad,2871,1.0,8.0,8.0,2021-01-15,Salad
Cup SOUP,2872,1.0,2.5,2.5,2021-01-15,Side
SIDE Cocktail Sauce,2845,1.0,0.25,0.25,2021-01-15,Side
SIDE Mayo,2849,1.0,0.75,0.75,2021-01-15,Side
DBL RAIL Vodka,3455,134.0,4.5373134328358,608.0,2020-01-17,Vodka
Skyy Raspberry BOMB,3369,129.0,2.7596899224806,356.0,2020-01-17,Vodka
Skyy Orange BOMB,3372,117.0,2.3247863247863,272.0,2020-01-17,Vodka
Skyy Ginger BOMB,3371,91.0,3.2527472527473,296.0,2020-01-17,Vodka
SHOT Seagrams VO,3325,85.0,1.9058823529412,162.0,2020-01-17,Scotch/Whiskey
BTL Miller High Life,3122,84.0,2.8630952380952,240.5,2020-01-17,Beer
SHOT Tullamore Dew,3327,83.0,2.6024096385542,216.0,2020-01-17,Scotch/Whiskey
PINT Stein,3141,70.0,3.4714285714286,243.0,2020-01-17,Beer
PINT Spotted Cow,3140,68.0,3.6617647058824,249.0,2020-01-17,Beer
PINT Miller High Life,3137,47.0,2.8085106382979,132.0,2020-01-17,Beer
SHOT Fernet,3507,43.0,3.5348837209302,152.0,2020-01-17,Liqueur
PINT Moon Man,3349,42.0,3.5,147.0,2020-01-17,Beer
PINT LKFT IPA,3136,38.0,3.5526315789474,135.0,2020-01-17,Beer
SHOT Cazadores Reposado,3479,36.0,3.5555555555556,128.0,2020-01-17,Tequila
PINT Beer of the Week,3356,30.0,2.9,87.0,2020-01-17,Special
Glass Water,3162,29.0,0.0,0.0,2020-01-17,NonAlcoholic
DBL Titos,3654,29.0,8.0,232.0,2020-01-17,Vodka
PINT Miller Lite,3138,28.0,3.0,84.0,2020-01-17,Beer
Locust St Wings FULL,2729,28.0,10.732142857143,300.5,2020-01-17,Appetizers
GRILLED CHEESE,2734,27.0,3.3518518518519,90.5,2020-01-17,Sandwich
CAN Press Blk/Hyb,3130,25.0,5.0,125.0,2020-01-17,Hard Seltzer
SHOT Dr McGullicuddys,3226,25.0,2.28,57.0,2020-01-17,Liqueur
SHOT Hennessey,3450,25.0,4.8,120.0,2020-01-17,Brandy
BTL Miller Lite,3391,24.0,2.9791666666667,71.5,2020-01-17,Beer
DBL RAIL Gin,3453,24.0,4.6875,112.5,2020-01-17,Gin
CAN PBR 16oz,3129,24.0,3.8333333333333,92.0,2020-01-17,Beer
Skyy Cherry BOMB,3370,23.0,3.8260869565217,88.0,2020-01-17,Vodka
Locust St. Wings HALF,2858,22.0,6.0681818181818,133.5,2020-01-17,Appetizers
DBL RAIL Whiskey,3459,21.0,4.6190476190476,97.0,2020-01-17,Scotch/Whiskey
DBL RAIL Brandy,3448,20.0,4.8,96.0,2020-01-17,Brandy
PINT LKFT Hazy Rabbit,3348,20.0,3.825,76.5,2020-01-17,Beer
PINT Schlitz,3139,20.0,2.55,51.0,2020-01-17,Beer
PIT Schlitz,3144,20.0,10.45,209.0,2020-01-17,Beer
PINT Angry Orchard,3352,19.0,4.1052631578947,78.0,2020-01-17,Hard Cider
FISH FRY,2722,19.0,10.081578947368,191.55,2020-01-17,Fish
Cheese Curds,2728,19.0,6.2105263157895,118.0,2020-01-17,Appetizers
Sriracha Strips,2730,18.0,8.0833333333333,145.5,2020-01-17,Appetizers
Skyy Peach BOMB,3367,18.0,2.6666666666667,48.0,2020-01-17,Vodka
SHOT Jagermeister,3234,18.0,4.0,72.0,2020-01-17,Liqueur
DBL RAIL Tequila,3461,18.0,4.4166666666667,79.5,2020-01-17,Tequila
HH PINT Abita Wrought Iron,3354,17.0,3.1764705882353,54.0,2020-01-17,Happy Hour
RIVERWEST BURGER,2714,16.0,10.03125,160.5,2020-01-17,Burger
CHEESE burger,2841,16.0,7.03125,112.5,2020-01-17,Burger
SHOT Jameson,3317,15.0,2.1333333333333,32.0,2020-01-17,Scotch/Whiskey
PIT Miller Lite,3143,15.0,11.0,165.0,2020-01-17,Beer
SHOT Goldschlager,3230,14.0,3.1428571428571,44.0,2020-01-17,Liqueur
DBL Skyy,3662,14.0,4.0,56.0,2020-01-17,Vodka
DBL Skyy Orange,3676,13.0,7.0,91.0,2020-01-17,Vodka
PINT K4 Fantasy Factory,3351,13.0,3.0,39.0,2020-01-17,Beer
Tater Tots,2836,13.0,2.0,26.0,2020-01-17,Side
Perch FRY,2830,12.0,10.116666666667,121.4,2020-01-17,Fish
3 PART COMBO,2831,12.0,12.075,144.9,2020-01-17,Fish
SHOT Rumpleminz,3242,12.0,3.6666666666667,44.0,2020-01-17,Rum
COMBO FRY,2736,11.0,11.268181818182,123.95,2020-01-17,Fish
WAR Burger,3028,11.0,8.5454545454545,94.0,2020-01-17,Burger
CAN Coors Light,3116,11.0,4.0,44.0,2020-01-17,Beer
PIT WATER,3400,11.0,0.0,0.0,2020-01-17,NonAlcoholic
Thurs Burger,2886,10.0,6.15,61.5,2020-01-17,Burger
Mush Swiss Burger,2715,10.0,8.35,83.5,2020-01-17,Burger
French Fries,2731,10.0,2.0,20.0,2020-01-17,Side
Soft Pretzel Bites,2835,10.0,5.05,50.5,2020-01-17,Appetizers
HH PINT Guinness,3350,10.0,5.0,50.0,2020-01-17,Happy Hour
Bloody Mary,3199,10.0,7.3,73.0,2020-01-17,Cocktail
Soda/Juice,3183,9.0,1.5,13.5,2020-01-17,NonAlcoholic
All American Burger,2840,9.0,6.25,56.25,2020-01-17,Burger
Cup SOUP,2872,9.0,2.5555555555556,23.0,2020-01-17,Side
Fancy Fries,2878,8.0,5.0625,40.5,2020-01-17,Side
Monday Special,3032,8.0,7.25,58.0,2020-01-17,Special
Chix Caeser Wrap,2838,8.0,7.0,56.0,2020-01-17,Sandwich
HOLY MO!,2839,8.0,10.375,83.0,2020-01-17,Burger
PIT Miller High Life,3142,8.0,11.0,88.0,2020-01-17,Beer
PINT Abita TurboDog,3353,8.0,4.5,36.0,2020-01-17,Beer
SHOT Skyy Raspb,3669,8.0,3.0,24.0,2020-01-17,Vodka
DBL Skyy Ginger,3672,7.0,7.0,49.0,2020-01-17,Vodka
SHOT Fireball,3584,7.0,2.8571428571429,20.0,2020-01-17,Scotch/Whiskey
DBL of the WEEK,3251,7.0,6.0,42.0,2020-01-17,Special
PIT Spotted Cow,3145,7.0,15.0,105.0,2020-01-17,Beer
CAN Press Lime,3132,7.0,5.0,35.0,2020-01-17,Hard Seltzer
Moscow Mule,3207,7.0,7.0,49.0,2020-01-17,Cocktail
BTL Modelo Especial,3124,7.0,4.5,31.5,2020-01-17,Beer
Spicy Popcorn Shrimp,2864,6.0,6.0,36.0,2020-01-17,Appetizers
House Salad SM,2837,6.0,3.75,22.5,2020-01-17,Salad
Bowl SOUP,2713,6.0,4.0,24.0,2020-01-17,Side
Nachos,2808,6.0,7.0833333333333,42.5,2020-01-17,Appetizers
Club Sub,2733,6.0,6.1666666666667,37.0,2020-01-17,Sandwich
Cubano,2716,6.0,8.4166666666667,50.5,2020-01-17,Sandwich
CAN Press GF/CAR,3133,6.0,5.0,30.0,2020-01-17,Hard Seltzer
CAN Press Pom/Gin,3131,6.0,4.1666666666667,25.0,2020-01-17,Hard Seltzer
RAIL Vodka,3339,6.0,3.5,21.0,2020-01-17,Vodka
Hendricks Gin,3427,6.0,5.5,33.0,2020-01-17,Gin
DBL Korbel,3452,6.0,6.0,36.0,2020-01-17,Brandy
DBL Cazadores Blanco,3480,6.0,7.0,42.0,2020-01-17,Tequila
DBL Jack Daniels,3526,6.0,8.0,48.0,2020-01-17,Scotch/Whiskey
DBL Tanqueray,3488,6.0,8.0,48.0,2020-01-17,Gin
DBL Meyers Dark,3504,5.0,6.0,30.0,2020-01-17,Rum
Camel Lights,3247,5.0,10.0,50.0,2020-01-17,Other
Skyy Apricot BOMB,3368,5.0,2.4,12.0,2020-01-17,Vodka
BTL Pabst,3126,5.0,2.6,13.0,2020-01-17,Beer
BTL Corona,3117,5.0,4.5,22.5,2020-01-17,Beer
Thai Chicken Wrap,2880,4.0,8.75,35.0,2020-01-17,Sandwich
Breakfast Sammy,3046,4.0,6.75,27.0,2020-01-17,Breakfast
Jive Turkey,2859,4.0,8.75,35.0,2020-01-17,Sandwich
Chix Caesar Salad,2871,4.0,8.0,32.0,2020-01-17,Salad
FISH SANDWICH,2737,4.0,5.6875,22.75,2020-01-17,Fish
Hush Puppies,2809,4.0,6.5,26.0,2020-01-17,Appetizers
SIDE RANCH,2815,4.0,0.25,1.0,2020-01-17,Side
Fish Tacos,2851,4.0,6.5,26.0,2020-01-17,Fish
CAN Schlitz 16oz,3134,4.0,4.0,16.0,2020-01-17,Beer
Mimosa,3206,4.0,4.0,16.0,2020-01-17,Cocktail
Irish Coffee,3202,4.0,7.0,28.0,2020-01-17,Cocktail
Coke,3154,4.0,1.5,6.0,2020-01-17,NonAlcoholic
PIT Beer of the Week,3362,4.0,11.0,44.0,2020-01-17,Special
SHOT Skyy Orange,3677,4.0,0.75,3.0,2020-01-17,Vodka
SHOT Campari,3549,4.0,3.0,12.0,2020-01-17,Liqueur
SHOT Amaretto,3561,4.0,0.75,3.0,2020-01-17,Liqueur
SHOT Jose Cuervo,3475,4.0,2.25,9.0,2020-01-17,Tequila
SHOT Patron XO,3477,4.0,2.0,8.0,2020-01-17,Tequila
SHOT Bacardi,3493,4.0,3.0,12.0,2020-01-17,Vodka
SHOT Cazadores Blanco,3481,4.0,4.0,16.0,2020-01-17,Tequila
DBL Hendricks Gin,3485,4.0,6.75,27.0,2020-01-17,Gin
DBL Captain Morgan,3496,3.0,8.0,24.0,2020-01-17,Rum
SHOT South. Comfort,3597,3.0,4.0,12.0,2020-01-17,Scotch/Whiskey
SHOT Titos,3655,3.0,4.0,12.0,2020-01-17,Vodka
SHOT Absolut Citron,3657,3.0,4.0,12.0,2020-01-17,Vodka
SHOT Ketel One,3659,3.0,4.0,12.0,2020-01-17,Vodka
DBL Bulleit Bourbon,3587,3.0,8.0,24.0,2020-01-17,Bourbon
DBL Jim Beam,3530,3.0,7.0,21.0,2020-01-17,Bourbon
PINT LKFT Oktoberfest,3697,3.0,3.5,10.5,2020-01-17,Beer
DBL Skyy W-melon,3675,3.0,7.0,21.0,2020-01-17,Vodka
SHOT Wild Turkey 101,3616,3.0,2.6666666666667,8.0,2020-01-17,Scotch/Whiskey
Camel Menthol,3248,3.0,6.6666666666667,20.0,2020-01-17,Other
Bag Snacks,3246,3.0,0.75,2.25,2020-01-17,Other
Meyers Dark,3261,3.0,4.0,12.0,2020-01-17,Rum
7-UP,3147,3.0,1.5,4.5,2020-01-17,NonAlcoholic
Long Island,3204,3.0,8.0,24.0,2020-01-17,Cocktail
Mango Mimosa,3205,3.0,6.0,18.0,2020-01-17,Cocktail
CAN Crispin 16oz,3128,3.0,6.0,18.0,2020-01-17,Hard Cider
BROILED FISH FRY,2813,3.0,9.95,29.85,2020-01-17,Fish
SIDE BLEU CHEZ,2818,3.0,0.25,0.75,2020-01-17,Side
Bowl CHILI,2696,3.0,4.0,12.0,2020-01-17,Side
Cheese Curd Burger,2879,3.0,10.0,30.0,2020-01-17,Burger
Iggy Pop,2860,3.0,9.1666666666667,27.5,2020-01-17,Sandwich
Plain Chicken Strips,2867,3.0,8.6666666666667,26.0,2020-01-17,Appetizers
Kung Fu Quesadilla,2870,3.0,6.0,18.0,2020-01-17,Appetizers
Cup Chili,2873,3.0,2.5,7.5,2020-01-17,Side
Shrimp Tacos,2874,3.0,6.5,19.5,2020-01-17,Fish
Breakfast CLASSIC,3035,3.0,6.8333333333333,20.5,2020-01-17,Breakfast
BTL Bud Light,3114,3.0,3.0,9.0,2020-01-17,Beer
BTL MGD,3121,3.0,3.25,9.75,2020-01-17,Beer
BTL LKFT Fixed Gear,3120,2.0,5.0,10.0,2020-01-17,Beer
BTL Blue Moon,3113,2.0,4.5,9.0,2020-01-17,Beer
Fancy Tots,2883,2.0,5.0,10.0,2020-01-17,Side
Desperado,3044,2.0,10.0,20.0,2020-01-17,Tequila
Breakfast BURGER,3033,2.0,8.5,17.0,2020-01-17,Breakfast
Chili Cheese Poutine,2801,2.0,7.0,14.0,2020-01-17,Appetizers
SIDE LG NACHO CHEESE,2816,2.0,1.75,3.5,2020-01-17,Side
SIDE Sm Nacho Chez,2852,2.0,0.75,1.5,2020-01-17,Side
BBQ Pulled Pork,2842,2.0,7.375,14.75,2020-01-17,Sandwich
BTL Spaten Lager,3127,2.0,5.0,10.0,2020-01-17,Beer
PIT Stein,3146,2.0,15.0,30.0,2020-01-17,Beer
Korbel,3191,2.0,5.0,10.0,2020-01-17,Brandy
Black Manhattan,3194,2.0,8.0,16.0,2020-01-17,Cocktail
Coffee,3153,2.0,1.5,3.0,2020-01-17,NonAlcoholic
Diet Coke,3158,2.0,1.5,3.0,2020-01-17,NonAlcoholic
SHOT Jager Bomb,3274,2.0,5.0,10.0,2020-01-17,Liqueur
PIT LKFT IPA,3358,2.0,15.0,30.0,2020-01-17,Beer
SHOT Jim Beam,3531,2.0,4.0,8.0,2020-01-17,Bourbon
DBL Makers Mark,3534,2.0,8.0,16.0,2020-01-17,Bourbon
DBL Tullamore Dew,3536,2.0,8.0,16.0,2020-01-17,Scotch/Whiskey
SHOT Bulleit Bourbon,3588,2.0,0.0,0.0,2020-01-17,Bourbon
DBL Kraken,3500,2.0,8.0,16.0,2020-01-17,Rum
DBL Bacardi,3492,2.0,6.0,12.0,2020-01-17,Vodka
Coke - Refill,3464,2.0,0.0,0.0,2020-01-17,NonAlcoholic
DBL Hennessey,3449,2.0,11.0,22.0,2020-01-17,Brandy
Skyy Watermelon BOMB,3374,2.0,4.0,8.0,2020-01-17,Vodka
DBL RAIL Rum,3457,2.0,4.75,9.5,2020-01-17,Rum
SHOT RAIL Vodka,3456,1.0,0.0,0.0,2020-01-17,Vodka
SHOT RAIL Tequila,3462,1.0,3.0,3.0,2020-01-17,Tequila
7-Up Refill,3463,1.0,0.0,0.0,2020-01-17,NonAlcoholic
Diet Coke - Refill,3465,1.0,0.0,0.0,2020-01-17,NonAlcoholic
Orange JC - Refill,3471,1.0,0.0,0.0,2020-01-17,NonAlcoholic
DBL Jose Cuervo,3474,1.0,6.0,6.0,2020-01-17,Tequila
DBL Bombay Sapphire,3486,1.0,8.0,8.0,2020-01-17,Gin
SHOT Jack Daniels,3527,1.0,0.0,0.0,2020-01-17,Scotch/Whiskey
DBL Bulleit Rye,3589,1.0,8.0,8.0,2020-01-17,Scotch/Whiskey
SHOT Absolut,3661,1.0,4.0,4.0,2020-01-17,Vodka
J. Walker Black,3601,1.0,6.0,6.0,2020-01-17,Scotch/Whiskey
DBL J. Walker Red,3607,1.0,11.0,11.0,2020-01-17,Scotch/Whiskey
SHOT Triple Sec,3577,1.0,3.0,3.0,2020-01-17,Liqueur
DBl Smirnoff,3646,1.0,6.0,6.0,2020-01-17,Vodka
DBL Skyy Peach,3664,1.0,7.0,7.0,2020-01-17,Vodka
DBL Skyy Raspb,3668,1.0,7.0,7.0,2020-01-17,Vodka
PIT Angry Orchard,3361,1.0,15.0,15.0,2020-01-17,Hard Cider
Cazadores Reposado,3281,1.0,5.0,5.0,2020-01-17,Tequila
Jack Daniels,3315,1.0,5.0,5.0,2020-01-17,Scotch/Whiskey
RAIL Gin,3341,1.0,3.5,3.5,2020-01-17,Gin
Pinot Grigio,3333,1.0,5.0,5.0,2020-01-17,Wine
OUTSIDE,3253,1.0,0.0,0.0,2020-01-17,NO TYPE
Lemonade,3170,1.0,1.5,1.5,2020-01-17,NonAlcoholic
Shirley Temple,3182,1.0,1.75,1.75,2020-01-17,NonAlcoholic
CAN Ginger Ale,3150,1.0,1.5,1.5,2020-01-17,NonAlcoholic
Brew Crew Margarita,3200,1.0,7.0,7.0,2020-01-17,Cocktail
SIDE Mayo,2849,1.0,0.25,0.25,2020-01-17,Side
SIDE HOT SAUCE,2817,1.0,0.25,0.25,2020-01-17,Side
SIDE CAJUN MAYO,2803,1.0,0.25,0.25,2020-01-17,Side
Cheese Fries,2740,1.0,3.0,3.0,2020-01-17,Side
SIDE SOUR CREAM,2750,1.0,0.25,0.25,2020-01-17,Side
SIDE HONEY MUSTARD,2751,1.0,0.25,0.25,2020-01-17,Side
PC Pollack,2800,1.0,2.25,2.25,2020-01-17,Fish
House Salad LG,2697,1.0,7.0,7.0,2020-01-17,Salad
Breakfast BURRITO,3034,1.0,7.5,7.5,2020-01-17,Breakfast
SIDE Garlic Parm,2877,1.0,0.25,0.25,2020-01-17,Side
Tracks Scramble,3045,1.0,8.5,8.5,2020-01-17,Breakfast
El Diablo,3047,1.0,7.5,7.5,2020-01-17,Breakfast
2 MEAT,3037,1.0,2.25,2.25,2020-01-17,Breakfast
BTL ODouls,3125,1.0,0.0,0.0,2020-01-17,Beer
SHOT Seagrams VO,3325,59.0,2.0847457627119,123.0,2021-01-22,Scotch/Whiskey
PINT Spotted Cow,3140,46.0,3.9130434782609,180.0,2021-01-22,Beer
Skyy Apricot BOMB,3368,45.0,2.7555555555556,124.0,2021-01-22,Vodka
DBL RAIL Vodka,3455,44.0,4.8863636363636,215.0,2021-01-22,Vodka
SHOT Tullamore Dew,3327,39.0,3.4871794871795,136.0,2021-01-22,Scotch/Whiskey
PINT Stein,3141,31.0,3.2903225806452,102.0,2021-01-22,Beer
PINT Moon Man,3349,29.0,2.8448275862069,82.5,2021-01-22,Beer
SHOT RAIL Vodka,3456,29.0,3.0,87.0,2021-01-22,Vodka
CAN PBR 16oz,3129,24.0,3.8333333333333,92.0,2021-01-22,Beer
PINT Miller High Life,3137,22.0,3.0,66.0,2021-01-22,Beer
BTL Miller High Life,3122,21.0,3.25,68.25,2021-01-22,Beer
SHOT Fernet,3507,21.0,4.0,84.0,2021-01-22,Liqueur
PINT LKFT IPA,3136,20.0,3.3,66.0,2021-01-22,Beer
PINT LKFT Hazy Rabbit,3348,19.0,3.0789473684211,58.5,2021-01-22,Beer
DBL Jack Daniels,3526,18.0,7.1111111111111,128.0,2021-01-22,Scotch/Whiskey
Locust St Wings FULL,2729,18.0,10.444444444444,188.0,2021-01-22,Appetizers
SHOT Cazadores Reposado,3479,17.0,3.0588235294118,52.0,2021-01-22,Tequila
DBL RAIL Tequila,3461,16.0,4.9375,79.0,2021-01-22,Tequila
FISH FRY,2722,16.0,10.5625,169.0,2021-01-22,Fish
Skyy Ginger BOMB,3371,15.0,3.2,48.0,2021-01-22,Vodka
SHOT Jameson,3317,14.0,3.4285714285714,48.0,2021-01-22,Scotch/Whiskey
CAN Coors Light,3116,14.0,3.1428571428571,44.0,2021-01-22,Beer
CAN Press Blk/Hyb,3130,14.0,5.0,70.0,2021-01-22,Hard Seltzer
CAN Press Pom/Gin,3131,13.0,5.0,65.0,2021-01-22,Hard Seltzer
SHOT Skyy,3663,13.0,2.7692307692308,36.0,2021-01-22,Vodka
DBL RAIL Whiskey,3459,12.0,4.6666666666667,56.0,2021-01-22,Scotch/Whiskey
BTL Bud Light,3114,12.0,4.5,54.0,2021-01-22,Beer
CHEESE burger,2841,11.0,7.7045454545455,84.75,2021-01-22,Burger
Glass Water,3162,11.0,0.0,0.0,2021-01-22,NonAlcoholic
Patty Melt,3705,11.0,8.0227272727273,88.25,2021-01-22,Sandwich
GRILLED CHEESE,2734,10.0,2.4,24.0,2021-01-22,Sandwich
COMBO FRY,2736,10.0,13.65,136.5,2021-01-22,Fish
Sriracha Strips,2730,9.0,6.7777777777778,61.0,2021-01-22,Appetizers
Bowl SOUP,2713,9.0,4.0,36.0,2021-01-22,Side
RIVERWEST BURGER,2714,9.0,11.111111111111,100.0,2021-01-22,Burger
Locust St. Wings HALF,2858,9.0,6.0555555555556,54.5,2021-01-22,Appetizers
SHOT Skyy Apricot,3667,9.0,0.33333333333333,3.0,2021-01-22,Vodka
Skyy Peach BOMB,3367,9.0,4.0,36.0,2021-01-22,Vodka
BTL Miller Lite,3391,8.0,2.03125,16.25,2021-01-22,Beer
Skyy Raspberry BOMB,3369,8.0,3.0,24.0,2021-01-22,Vodka
SHOT Bulleit Rye,3590,8.0,3.0,24.0,2021-01-22,Scotch/Whiskey
3 PART COMBO,2831,8.0,16.1775,129.42,2021-01-22,Fish
All American Burger,2840,7.0,7.3928571428571,51.75,2021-01-22,Burger
Cheese Curds,2728,7.0,8.0,56.0,2021-01-22,Appetizers
SHOT Bulleit Bourbon,3588,7.0,4.0,28.0,2021-01-22,Bourbon
DBL Skyy Cherry,3670,7.0,7.0,49.0,2021-01-22,Vodka
Buffalo Chicken Sammy,3707,7.0,7.7857142857143,54.5,2021-01-22,Sandwich
