Michael 30,The Tracks Tavern and Grill,09/27/2021 12:50:55
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Cazadores Blanco,3481,,37.0000,1.6216216216216,60
SHOT Tullamore Dew,3327,,32.0000,3.75,120
PINT LKFT Hazy Rabbit,3348,,28.0000,2,56
SHOT Cazadores Reposado,3479,,28.0000,4,112
PINT Spotted Cow,3140,,24.0000,3.2083333333333,77
Locust St. Wings HALF,2858,,19.0000,6,114
CAN PBR 16oz,3129,,17.0000,4,68
PINT Schlitz,3139,,17.0000,2,34
BTL Miller Lite,3391,,17.0000,3.25,55.25
DBL Titos,3654,,15.0000,8,120
PINT Stein,3141,,15.0000,2,30
SHOT Jameson,3317,,14.0000,1.1428571428571,16
RIVERWEST BURGER,2714,,13.0000,11.13,144.69
Cheese Curds,2728,,13.0000,7.4230769230769,96.5
PINT LKFT IPA,3136,,12.0000,2,24
FISH FRY,2722,,11.0000,10.681818181818,117.5
Tracks Big Boy,3704,,11.0000,9.5209090909091,104.73
PINT K4 Fantasy Factory,3351,,11.0000,1.8181818181818,20
Buffalo Chicken Sammy,3707,,10.0000,8.2,82
Nashville Hot Chicken,3706,,9.0000,8.8333333333333,79.5
DBL RAIL Vodka,3455,,9.0000,4.8333333333333,43.5
SIDE RANCH,2815,,9.0000,0.25,2.25
Perch FRY,2830,,9.0000,13.212222222222,118.91
3 PART COMBO,2831,,9.0000,16.156666666667,145.41
All American Burger,2840,,9.0000,7.3011111111111,65.71
Bulleit Bourbon,3308,,9.0000,5.8888888888889,53
RAIL Vodka,3339,,9.0000,3.5,31.5
Skyy Apricot BOMB,3368,,8.0000,1,8
SHOT Captain Morgan,3497,,7.0000,1.7142857142857,12
DBL Tullamore Dew,3536,,7.0000,8,56
Locust St Wings FULL,2729,,7.0000,11.178571428571,78.25
Sriracha Strips,2730,,6.0000,6.75,40.5
GRILLED CHEESE,2734,,6.0000,2,12
COMBO FRY,2736,,6.0000,11.333333333333,68
BTL Budweiser,3115,,6.0000,4.5,27
CAN Press Blk/Hyb,3130,,6.0000,4.1666666666667,25
SHOT Jim Beam,3531,,6.0000,4,24
DBL Cazadores Blanco,3480,,6.0000,7,42
Patty Melt,3705,,6.0000,7.9166666666667,47.5
DBL Captain Morgan,3496,,5.0000,8,40
RAIL Brandy,3342,,5.0000,3.5,17.5
Chili Cheese Poutine,2801,,5.0000,7.1,35.5
SHOT Rumpleminz,3242,,5.0000,4,20
Coke,3154,,4.0000,1.5,6
RAIL Whiskey,3340,,4.0000,3.5,14
CHEESE burger,2841,,4.0000,8.25,33
Tater Tots,2836,,4.0000,2,8
Chix Caeser Wrap,2838,,4.0000,8.75,35
Plain Chicken Strips,2867,,4.0000,8,32
SHRIMP FRY,2735,,4.0000,10.115,40.46
SIDE BLEU CHEZ,2818,,4.0000,0.25,1
Skyy Cherry BOMB,3370,,4.0000,2,8
PINT Angry Orchard,3352,,4.0000,2,8
DBL Hendricks Gin,3485,,4.0000,9,36
SHOT Campari,3549,,4.0000,3,12
SHOT RAIL GIN,3454,,3.0000,3,9
SHOT Bulleit Bourbon,3588,,3.0000,4,12
SHOT Wild Turkey 101,3616,,3.0000,0,0
DBL Skyy Orange,3676,,3.0000,7,21
PINT LKFT Oktoberfest,3697,,3.0000,4.5,13.5
DBL Bombay Sapphire,3486,,3.0000,8,24
SHOT Fernet,3507,,3.0000,4,12
Tullamore Dew,3537,,3.0000,5,15
SHOT RAIL Vodka,3456,,3.0000,2,6
BTL Eastside Dark,3118,,3.0000,5,15
BTL LKFT Fixed Gear,3120,,3.0000,5,15
PINT Moon Man,3349,,3.0000,3.5,10.5
HH PINT Guinness,3350,,3.0000,2.3333333333333,7
Diet Coke,3158,,3.0000,1.5,4.5
CAN Press Lime,3132,,3.0000,5,15
CAN Press GF/CAR,3133,,3.0000,3.3333333333333,10
PIT Spotted Cow,3145,,3.0000,15,45
PIT Stein,3146,,3.0000,7,21
7-UP,3147,,2.0000,1.5,3
PINT Miller High Life,3137,,2.0000,2,4
Black Manhattan,3194,,2.0000,8,16
Long Island,3204,,2.0000,8,16
RAIL Gin,3341,,2.0000,3.5,7
Pinot Grigio,3333,,2.0000,5,10
BTL MGD,3121,,2.0000,1.625,3.25
BTL Miller High Life,3122,,2.0000,3.25,6.5
CAN Coors Light,3116,,2.0000,4,8
Sandwich of the Week,2887,,2.0000,3.25,6.5
French Fries,2731,,2.0000,2,4
Bowl CHILI,2696,,2.0000,4,8
SHOT Jose Cuervo,3475,,2.0000,3,6
DBL Cazadores Reposado,3478,,2.0000,7,14
