Michael 30,The Tracks Tavern and Grill,09/27/2021 12:50:09
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
FISH FRY,2722,,6.0000,10.5,63
Perch FRY,2830,,4.0000,12.99,51.96
Cheese Curds,2728,,2.0000,8,16
Locust St Wings FULL,2729,,2.0000,11.25,22.5
COMBO FRY,2736,,2.0000,6.75,13.5
SIDE Garlic Parm,2877,,2.0000,0.25,0.5
Breakfast BURGER,3033,,1.0000,0,0
Breakfast Sammy,3046,,1.0000,0,0
PIT Miller Lite,3143,,1.0000,0,0
Cocktail of the Week,3250,,1.0000,0,0
DBL Bulleit Rye,3589,,1.0000,0,0
Tracks Big Boy,3704,,1.0000,0,0
3 PART COMBO,2831,,1.0000,0,0
Locust St. Wings HALF,2858,,1.0000,0,0
RIVERWEST BURGER,2714,,1.0000,10.99,10.99
