Michael 30,The Tracks Tavern and Grill,09/27/2021 13:07:15
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,162.0000,5.1404320987654,832.75
Skyy Peach BOMB,3367,,92.0000,3.2173913043478,296
SHOT Seagrams VO,3325,,92.0000,1.9891304347826,183
Skyy Cherry BOMB,3370,,79.0000,2.4303797468354,192
PINT Stein,3141,,78.0000,3.6730769230769,286.5
CAN PBR 16oz,3129,,63.0000,3.9365079365079,248
SHOT Tullamore Dew,3327,,58.0000,3.6551724137931,212
SHOT Cazadores Reposado,3479,,57.0000,3.5087719298246,200
SHOT Fernet,3507,,55.0000,3.4181818181818,188
GRILLED CHEESE,2734,,54.0000,2.8888888888889,156
CAN Press Pom/Gin,3131,,53.0000,5,265
Skyy Orange BOMB,3372,,47.0000,3.8297872340426,180
Cheese Curds,2728,,43.0000,7.9244186046512,340.75
DBL Titos,3654,,43.0000,8,344
PIT Miller Lite,3143,,41.0000,11,451
PINT Spotted Cow,3140,,40.0000,3.8625,154.5
PINT Schlitz,3139,,39.0000,2.6923076923077,105
CAN Press Blk/Hyb,3130,,37.0000,5,185
CAN Press GF/CAR,3133,,36.0000,5,180
PIT Miller High Life,3142,,36.0000,10.694444444444,385
Sriracha Strips,2730,,36.0000,7.8055555555556,281
SHOT Rumpleminz,3242,,35.0000,4,140
Skyy Raspberry BOMB,3369,,34.0000,3.8823529411765,132
SHOT Skyy,3663,,33.0000,1.6363636363636,54
PINT LKFT IPA,3136,,31.0000,3.8225806451613,118.5
SHOT Jameson,3317,,30.0000,3.7333333333333,112
PINT Moon Man,3349,,30.0000,3.05,91.5
PINT LKFT Hazy Rabbit,3348,,29.0000,3.8793103448276,112.5
RAIL Vodka,3339,,29.0000,3.5,101.5
PIT Spotted Cow,3145,,29.0000,15,435
Glass Water,3162,,29.0000,0,0
CAN Coors Light,3116,,28.0000,3.7142857142857,104
CHEESE burger,2841,,26.0000,6.7019230769231,174.25
Nashville Hot Chicken,3706,,26.0000,8.7307692307692,227
DBL Jack Daniels,3526,,25.0000,8,200
DBL RAIL Whiskey,3459,,25.0000,4.92,123
PINT Beer of the Week,3356,,24.0000,3,72
DBL RAIL Rum,3457,,24.0000,4.875,117
PINT LKFT Oktoberfest,3697,,24.0000,4,96
