Michael 30,The Tracks Tavern and Grill,09/27/2021 12:32:56
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,189.0000,5.3597883597884,1013
Skyy Raspberry BOMB,3369,,141.0000,4,564
BTL Miller High Life,3122,,124.0000,3.25,403
PINT Miller High Life,3137,,87.0000,3,261
PIT Miller Lite,3143,,79.0000,11,869
Skyy Orange BOMB,3372,,64.0000,4,256
SHOT Seagrams VO,3325,,55.0000,3.2727272727273,180
Skyy Cherry BOMB,3370,,53.0000,4,212
Glass Water,3162,,50.0000,0,0
PINT Stein,3141,,49.0000,4.1326530612245,202.5
Skyy Ginger BOMB,3371,,48.0000,4,192
PINT LKFT IPA,3136,,47.0000,3.6702127659574,172.5
PINT Spotted Cow,3140,,45.0000,4.0666666666667,183
SHOT Tullamore Dew,3327,,44.0000,4.0909090909091,180
PINT LKFT Hazy Rabbit,3348,,42.0000,3.7142857142857,156
Skyy Apricot BOMB,3368,,40.0000,4,160
Locust St Wings FULL,2729,,40.0000,11.1,444
Sriracha Strips,2730,,40.0000,8.1,324
Locust St. Wings HALF,2858,,38.0000,6,228
PIT Spotted Cow,3145,,37.0000,15,555
DBL RAIL Whiskey,3459,,37.0000,5.1621621621622,191
PIT Schlitz,3144,,34.0000,11,374
Cazadores Blanco,3280,,33.0000,4.3636363636364,144
CAN Press Blk/Hyb,3130,,32.0000,5,160
PIT Miller High Life,3142,,31.0000,11,341
OUTSIDE,3253,,31.0000,0,0
Cheese Curds,2728,,30.0000,6.5666666666667,197
CAN PBR 16oz,3129,,29.0000,4,116
PINT Schlitz,3139,,28.0000,3,84
GRILLED CHEESE,2734,,27.0000,5.4074074074074,146
FISH FRY,2722,,27.0000,10.135185185185,273.65
All American Burger,2840,,27.0000,6.6666666666667,180
PINT Beer of the Week,3356,,27.0000,3,81
BTL Miller Lite,3391,,27.0000,3.25,87.75
PIT WATER,3400,,27.0000,0,0
DBL RAIL Tequila,3461,,26.0000,5,130
RIVERWEST BURGER,2714,,25.0000,9.7,242.5
Cubano,2716,,24.0000,8.625,207
Tater Tots,2836,,24.0000,2.0416666666667,49
CHEESE burger,2841,,23.0000,7.6739130434783,176.5
PINT Miller Lite,3138,,22.0000,3,66
SHOT Rumpleminz,3242,,22.0000,4.0454545454545,89
PIT Beer of the Week,3362,,22.0000,11,242
Captain Morgan,3258,,22.0000,7.1818181818182,158
Jack Daniels,3315,,21.0000,7.1904761904762,151
SHOT Cazadores Reposado,3479,,21.0000,4,84
WAR Burger,3028,,21.0000,8.6904761904762,182.5
French Fries,2731,,21.0000,2.0238095238095,42.5
COMBO FRY,2736,,21.0000,11.009523809524,231.2
Soda/Juice,3183,,20.0000,1.5,30
VBALL LITE,3410,,20.0000,0,0
Bloody Mary,3199,,19.0000,7.1578947368421,136
PIT Stein,3146,,18.0000,15,270
3 PART COMBO,2831,,18.0000,12.144444444444,218.6
Skyy Peach BOMB,3367,,18.0000,4,72
PIT Moon Man,3357,,18.0000,15,270
PINT Moon Man,3349,,18.0000,3.5833333333333,64.5
SHOT Jameson,3317,,17.0000,5,85
Titos,3307,,16.0000,8,128
Chix Caeser Wrap,2838,,16.0000,7.96875,127.5
Nachos,2808,,15.0000,7,105
Kung Fu Quesadilla,2870,,15.0000,6,90
CAN Press GF/CAR,3133,,15.0000,5,75
Skyy Orange,3299,,15.0000,5.8666666666667,88
HH PINT Abita Wrought Iron,3354,,15.0000,3.6,54
Thurs Burger,2886,,14.0000,5.1071428571429,71.5
Perch FRY,2830,,14.0000,10.128571428571,141.8
Soft Pretzel Bites,2835,,14.0000,5.0357142857143,70.5
Mush Swiss Burger,2715,,13.0000,8.0384615384615,104.5
Cheese Curd Burger,2879,,13.0000,10.153846153846,132
CAN Coors Light,3116,,13.0000,4,52
PINT Abita TurboDog,3353,,13.0000,3.6923076923077,48
Skyy Cherry,3297,,12.0000,5.1666666666667,62
DBL RAIL Gin,3453,,12.0000,5.5,66
DBL Bacardi,3492,,12.0000,6,72
Fancy Fries,2878,,12.0000,5,60
Jive Turkey,2859,,12.0000,8.3333333333333,100
CAN Crispin 16oz,3128,,11.0000,6,66
Coke,3154,,11.0000,1.5,16.5
DBL RAIL Brandy,3448,,11.0000,5.4545454545455,60
SHOT RAIL Whiskey,3460,,10.0000,3,30
PIT LKFT Hazy Rabbit,3359,,10.0000,15,150
PIT Angry Orchard,3361,,10.0000,15,150
VBALL STEIN,3416,,10.0000,4,40
Jim Beam,3318,,10.0000,7,70
BTL Pabst,3126,,10.0000,3.25,32.5
CAN Press Lime,3132,,10.0000,5,50
Spicy Popcorn Shrimp,2864,,10.0000,6,60
Plain Chicken Strips,2867,,10.0000,8,80
Monday Special,3032,,10.0000,6.25,62.5
HOLY MO!,2839,,9.0000,10.722222222222,96.5
Trinidad Tea,3213,,9.0000,8,72
Skyy Raspberry,3302,,9.0000,6.4444444444444,58
Absolut Citron,3287,,9.0000,8.4166666666667,75.75
PIT LKFT IPA,3358,,9.0000,15,135
HH PINT Guinness,3350,,9.0000,3.6666666666667,33
PINT K4 Fantasy Factory,3351,,8.0000,4.5,36
Bulleit Bourbon,3308,,8.0000,7.625,61
DBL RAIL Rum,3457,,8.0000,4.75,38
VBALL SPOT COW,3415,,8.0000,4,32
VBALL HI-LIFE,3411,,8.0000,0,0
Camel Lights,3247,,8.0000,10,80
SHOT Goldschlager,3230,,8.0000,4,32
BTL Corona,3117,,8.0000,4.5,36
SIDE RANCH,2815,,8.0000,0.25,2
House Salad SM,2837,,7.0000,3.5,24.5
Club Sub,2733,,7.0000,7.5,52.5
Chix Caesar Salad,2871,,7.0000,8.0714285714286,56.5
Cup SOUP,2872,,7.0000,2.5,17.5
Iggy Pop,2860,,7.0000,9,63
Fish Tacos,2851,,7.0000,6.5,45.5
Lemonade,3170,,7.0000,1.5,10.5
SHOT Hennessey,3450,,7.0000,5,35
Mind Eraser,3267,,7.0000,6,42
PINT Angry Orchard,3352,,7.0000,4.2857142857143,30
BTL Bud Light,3388,,7.0000,4.5,31.5
Makers Mark,3322,,6.0000,6.3333333333333,38
VBALL SCHLITZ,3412,,6.0000,0,0
VBALL MOON MAN,3414,,6.0000,4,24
SHOT Car Bomb,3269,,5.0000,6,30
Cazadores Reposado,3281,,5.0000,4,20
Skyy Peach,3300,,5.0000,6,30
Patron XO,3285,,5.0000,4,20
Long Island,3204,,5.0000,8,40
Mango Mimosa,3205,,5.0000,6,30
BTL Bud Light,3114,,5.0000,4.5,22.5
SIDE Sm Nacho Chez,2852,,5.0000,0.75,3.75
SIDE Garlic Parm,2877,,5.0000,0.25,1.25
Shrimp Tacos,2874,,5.0000,6.5,32.5
Thai Chicken Wrap,2880,,5.0000,8,40
BROILED FISH FRY,2813,,5.0000,9.95,49.75
SHRIMP FRY,2735,,4.0000,10.45,41.8
Chili Cheese Poutine,2801,,4.0000,7,28
House Salad LG,2697,,4.0000,8.125,32.5
Bowl SOUP,2713,,4.0000,4,16
Breakfast Sammy,3046,,4.0000,6.5,26
CAN Press Pom/Gin,3131,,4.0000,5,20
Camel Menthol,3248,,4.0000,10,40
Coke - Refill,3155,,4.0000,0,0
Diet Coke,3158,,4.0000,1.5,6
Diet Coke - Refill,3160,,4.0000,0,0
Brew Crew Margarita,3200,,4.0000,7,28
Skyy,3296,,4.0000,3,12
Cuervo Gold,3282,,4.0000,4.75,19
SHOT Jager Bomb,3274,,4.0000,5,20
SHOT of the WEEK,3254,,4.0000,3,12
RAIL Vodka,3339,,4.0000,4.375,17.5
RAIL Gin,3341,,4.0000,3.5,14
DBL Hennessey,3449,,4.0000,9.75,39
DBL Skyy Cherry,3670,,4.0000,7,28
