Michael 30,The Tracks Tavern and Grill,09/27/2021 12:28:48
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
RAIL Vodka,3339,,136.0000,5.0294117647059,684
BTL Miller High Life,3122,,120.0000,3.25,390
PINT Miller High Life,3137,,97.0000,2.9690721649485,288
PINT LKFT IPA,3136,,94.0000,4.0531914893617,381
Skyy Raspberry BOMB,3369,,89.0000,4,356
Glass Water,3162,,82.0000,0,0
PIT Miller Lite,3143,,79.0000,11,869
PINT Stein,3141,,78.0000,3.8846153846154,303
SHOT Tullamore Dew,3327,,78.0000,3.4871794871795,272
PINT Spotted Cow,3140,,76.0000,3.9473684210526,300
PINT Beer of the Week,3356,,64.0000,3,192
Skyy Ginger BOMB,3371,,63.0000,3.9365079365079,248
RWPC Pint,3408,,60.0000,2,120
RAIL Whiskey,3340,,60.0000,4.95,297
Sriracha Strips,2730,,59.0000,8.5,501.5
PINT Moon Man,3349,,55.0000,3.7363636363636,205.5
Locust St Wings FULL,2729,,53.0000,11.037735849057,585
Skyy Orange BOMB,3372,,48.0000,4,192
CAN PBR 16oz,3129,,43.0000,3.8139534883721,164
Locust St. Wings HALF,2858,,39.0000,6,234
PIT Miller High Life,3142,,38.0000,11,418
PIT Schlitz,3144,,38.0000,10.710526315789,407
Titos,3307,,38.0000,8.0065789473684,304.25
Skyy Cherry BOMB,3370,,37.0000,4,148
SHOT Seagrams VO,3325,,36.0000,3.3333333333333,120
RAIL Tequila,3344,,35.0000,4.7428571428571,166
Cheese Curds,2728,,35.0000,6.5142857142857,228
Cazadores Blanco,3280,,32.0000,4.09375,131
PINT O&apos;&apos;so Hop Debacle,3355,,31.0000,3.5322580645161,109.5
CHEESE burger,2841,,31.0000,7.3870967741935,229
PINT Miller Lite,3138,,31.0000,3,93
PIT Spotted Cow,3145,,30.0000,15,450
OUTSIDE,3253,,30.0000,0,0
Skyy Peach BOMB,3367,,28.0000,4,112
PIT WATER,3400,,27.0000,0,0
Hennessey,3190,,27.0000,7.2592592592593,196
RIVERWEST BURGER,2714,,26.0000,9.8269230769231,255.5
Tater Tots,2836,,26.0000,2.0384615384615,53
Skyy,3296,,26.0000,3.7692307692308,98
All American Burger,2840,,25.0000,7.23,180.75
PIT Stein,3146,,25.0000,15,375
CAN Coors Light,3116,,25.0000,4,100
BTL Corona,3117,,23.0000,4.304347826087,99
GRILLED CHEESE,2734,,23.0000,5.3695652173913,123.5
PINT Summer Shandy,3425,,23.0000,4.0434782608696,93
PINT Angry Orchard,3352,,22.0000,3.6818181818182,81
PIT Moon Man,3357,,22.0000,15,330
SHOT Jameson,3317,,22.0000,5.8181818181818,128
HH PINT Abita Wrought Iron,3354,,21.0000,3.8571428571429,81
PIT Beer of the Week,3362,,21.0000,11,231
FISH FRY,2722,,21.0000,10.116666666667,212.45
Bloody Mary,3199,,21.0000,7.0952380952381,149
PINT Schlitz,3139,,20.0000,3,60
French Fries,2731,,19.0000,2.0263157894737,38.5
Soft Pretzel Bites,2835,,19.0000,5,95
WAR Burger,3028,,19.0000,8.1052631578947,154
