Michael 30,The Tracks Tavern and Grill,09/27/2021 12:25:18
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
Skyy Raspberry BOMB,3369,,100.0000,4,400
RAIL Vodka,3339,,87.0000,5.0344827586207,438
PINT LKFT IPA,3136,,76.0000,3.2368421052632,246
BTL Miller High Life,3122,,75.0000,3.25,243.75
SHOT Seagrams VO,3325,,75.0000,3.32,249
SHOT Tullamore Dew,3327,,67.0000,3.955223880597,265
PINT Miller High Life,3137,,62.0000,3,186
PINT Stein,3141,,57.0000,3.6842105263158,210
PINT Miller Lite,3138,,52.0000,3,156
PINT Spotted Cow,3140,,51.0000,4.0882352941176,208.5
Glass Water,3162,,41.0000,0,0
CAN PBR 16oz,3129,,38.0000,4,152
RAIL Whiskey,3340,,37.0000,4.0405405405405,149.5
PINT Moon Man,3349,,37.0000,3.7297297297297,138
PINT Beer of the Week,3356,,34.0000,3,102
PINT Schlitz,3139,,34.0000,3,102
Cazadores Blanco,3280,,34.0000,4.5588235294118,155
PINT LKFT Hazy Rabbit,3348,,33.0000,4.0454545454545,133.5
Skyy Orange BOMB,3372,,30.0000,4,120
Hennessey,3190,,26.0000,5.0384615384615,131
Sriracha Strips,2730,,25.0000,8,200
Locust St. Wings HALF,2858,,25.0000,6,150
PINT K4 Fantasy Factory,3351,,25.0000,4.14,103.5
PIT Schlitz,3144,,23.0000,10,230
Thurs Burger,2886,,22.0000,4.6818181818182,103
HH PINT Abita Wrought Iron,3354,,22.0000,3.9545454545455,87
3 PART COMBO,2831,,21.0000,11.997619047619,251.95
GRILLED CHEESE,2734,,20.0000,4.75,95
Cheese Curds,2728,,19.0000,6.5263157894737,124
CHEESE burger,2841,,19.0000,7.5131578947368,142.75
RAIL Brandy,3342,,19.0000,5.0789473684211,96.5
SHOT Jameson,3317,,18.0000,4.2222222222222,76
Locust St Wings FULL,2729,,18.0000,11,198
SHOT Dr McGullicuddys,3226,,18.0000,3.1111111111111,56
Skyy Ginger BOMB,3371,,17.0000,4,68
BTL Miller Lite,3391,,17.0000,3.25,55.25
Captain Morgan,3258,,16.0000,6.875,110
Skyy,3296,,16.0000,6.375,102
Skyy Cherry,3297,,16.0000,5.875,94
COMBO FRY,2736,,16.0000,11.075,177.2
Perch FRY,2830,,14.0000,9.9857142857143,139.8
Skyy Cherry BOMB,3370,,14.0000,4,56
RAIL Gin,3341,,13.0000,4.4230769230769,57.5
FISH FRY,2722,,13.0000,10.219230769231,132.85
Soda/Juice,3183,,13.0000,1.5,19.5
Titos,3307,,12.0000,7.75,93
SHOT Rumpleminz,3242,,12.0000,4,48
Mush Swiss Burger,2715,,12.0000,8.25,99
RAIL Rum,3343,,12.0000,4.8333333333333,58
PINT Abita TurboDog,3353,,12.0000,3.5,42
RIVERWEST BURGER,2714,,11.0000,9.8636363636364,108.5
Cazadores Reposado,3281,,11.0000,4,44
Bacardi,3255,,11.0000,5.4545454545455,60
