Michael 30,The Tracks Tavern and Grill,09/27/2021 12:50:41
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
FISH FRY,2722,,23.0000,10.586956521739,243.5
SHOT Tullamore Dew,3327,,14.0000,4,56
SHOT Jameson,3317,,13.0000,2.4615384615385,32
SHOT Cazadores Blanco,3481,,12.0000,1.6666666666667,20
Skyy Pear,3301,,11.0000,1.0909090909091,12
Cheese Curds,2728,,11.0000,8.1363636363636,89.5
All American Burger,2840,,11.0000,7.49,82.39
Locust St Wings FULL,2729,,10.0000,11.3,113
SHOT Cazadores Reposado,3479,,10.0000,2.8,28
PINT LKFT Hazy Rabbit,3348,,9.0000,2,18
Nashville Hot Chicken,3706,,9.0000,8.5555555555556,77
Sriracha Strips,2730,,9.0000,8.0555555555556,72.5
Perch FRY,2830,,9.0000,13.101111111111,117.91
BTL Miller High Life,3122,,8.0000,3.25,26
SHOT Jagermeister,3234,,8.0000,5.5,44
SHOT Rumpleminz,3242,,8.0000,2,16
Sandwich of the Week,2887,,7.0000,5.1428571428571,36
PC Pollack,2800,,7.0000,2,14
RIVERWEST BURGER,2714,,6.0000,10.99,65.94
PINT Spotted Cow,3140,,6.0000,1.6666666666667,10
PIT Spotted Cow,3145,,6.0000,7,42
Coke,3154,,6.0000,1.5,9
CAN Press Blk/Hyb,3130,,5.0000,5,25
SIDE RANCH,2815,,5.0000,0.25,1.25
GRILLED CHEESE,2734,,5.0000,2,10
DBL Skyy Ginger,3672,,5.0000,7,35
Tracks Big Boy,3704,,4.0000,7.6175,30.47
DBL RAIL Vodka,3455,,4.0000,4.75,19
Soft Pretzel Bites,2835,,4.0000,3,12
PINT Miller Lite,3138,,4.0000,2,8
PINT Stein,3141,,3.0000,2,6
PIT Miller Lite,3143,,3.0000,7,21
Glass Water,3162,,3.0000,0,0
RAIL Tequila,3344,,3.0000,3.5,10.5
Absolut Citron,3287,,3.0000,5,15
Tater Tots,2836,,3.0000,2.1666666666667,6.5
BTL Pabst,3126,,3.0000,3.25,9.75
French Fries,2731,,3.0000,2,6
3 PART COMBO,2831,,3.0000,15.99,47.97
Patty Melt,3705,,3.0000,9.5,28.5
DBL Jack Daniels,3526,,3.0000,8,24
SHOT Gran Marnier,3547,,2.0000,0,0
DBL Bacardi,3492,,2.0000,6,12
DBL Captain Morgan,3496,,2.0000,8,16
DBL RAIL Brandy,3448,,2.0000,5,10
HH PINT Guinness,3350,,2.0000,2,4
PINT Angry Orchard,3352,,2.0000,2,4
PIT LKFT IPA,3358,,2.0000,7,14
Skyy Cherry BOMB,3370,,2.0000,4,8
SIDE Tartar Sauce,2834,,2.0000,0.25,0.5
COMBO FRY,2736,,2.0000,7,14
Bowl SOUP,2713,,2.0000,4,8
CAN PBR 16oz,3129,,2.0000,4,8
BTL Modelo Especial,3124,,2.0000,4.5,9
Cup SOUP,2872,,2.0000,2.5,5
House Salad SM,2837,,2.0000,3.5,7
Chix Caeser Wrap,2838,,2.0000,8,16
Locust St. Wings HALF,2858,,2.0000,6,12
Plain Chicken Strips,2867,,2.0000,8,16
Black Manhattan,3194,,2.0000,8,16
Long Island,3204,,2.0000,8,16
Coffee,3153,,2.0000,1.5,3
PIT Schlitz,3144,,2.0000,7,14
PINT Miller High Life,3137,,2.0000,2,4
PINT Schlitz,3139,,1.0000,2,2
CAN Press Pom/Gin,3131,,1.0000,5,5
CAN Press Lime,3132,,1.0000,5,5
CAN Schlitz 16oz,3134,,1.0000,4,4
PIT Miller High Life,3142,,1.0000,7,7
Diet Coke,3158,,1.0000,1.5,1.5
PIT Stein,3146,,1.0000,7,7
Skyy Mango,3298,,1.0000,4,4
Lemonade,3170,,1.0000,1.5,1.5
Root Beer,3178,,1.0000,1.5,1.5
Soda/Juice,3183,,1.0000,1.5,1.5
Camel Lights,3247,,1.0000,10,10
Camel Menthol,3248,,1.0000,10,10
Chix Caesar Salad,2871,,1.0000,0,0
CHEESE burger,2841,,1.0000,0,0
SIDE Garlic Parm,2877,,1.0000,0.25,0.25
BTL Corona,3117,,1.0000,4.5,4.5
BTL ODouls,3125,,1.0000,3.25,3.25
Bowl CHILI,2696,,1.0000,4,4
SHRIMP FRY,2735,,1.0000,9.99,9.99
COLE SLAW,2799,,1.0000,2,2
Chili Cheese Poutine,2801,,1.0000,7,7
SIDE BBQ,2821,,1.0000,0.25,0.25
BTL Miller Lite,3391,,1.0000,3.25,3.25
PIT WATER,3400,,1.0000,0,0
DBL Hennessey,3449,,1.0000,13,13
DBL RAIL Gin,3453,,1.0000,4,4
PINT Moon Man,3349,,1.0000,4.5,4.5
DBL Bombay Sapphire,3486,,1.0000,8,8
DBL Tanqueray,3488,,1.0000,8,8
DBL RAIL Rum,3457,,1.0000,4,4
SHOT Absolut Citron,3657,,1.0000,4,4
DBL Skyy Peach,3664,,1.0000,7,7
SHOT Jack Daniels,3527,,1.0000,4,4
PIT LKFT Oktoberfest,3691,,1.0000,7,7
