Michael 30,The Tracks Tavern and Grill,09/27/2021 12:26:05
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
RAIL Vodka,3339,,133.0000,4.8195488721805,641
PINT Spotted Cow,3140,,89.0000,3.7752808988764,336
PINT Stein,3141,,72.0000,3.5625,256.5
BTL Miller High Life,3122,,70.0000,3.25,227.5
PINT Miller High Life,3137,,59.0000,3,177
PINT Moon Man,3349,,58.0000,3.3879310344828,196.5
PINT LKFT IPA,3136,,54.0000,3.4444444444444,186
Glass Water,3162,,54.0000,0,0
RAIL Whiskey,3340,,52.0000,5.0576923076923,263
Cazadores Blanco,3280,,49.0000,4.3061224489796,211
SHOT Seagrams VO,3325,,44.0000,3.2045454545455,141
HH PINT Abita Wrought Iron,3354,,37.0000,3.5675675675676,132
Skyy Ginger BOMB,3371,,36.0000,4,144
SHOT Tullamore Dew,3327,,36.0000,4.0555555555556,146
SHOT Jameson,3317,,36.0000,5.3611111111111,193
Skyy Raspberry BOMB,3369,,35.0000,4,140
FISH FRY,2722,,32.0000,9.8415625,314.93
SHOT of the WEEK,3254,,31.0000,3,93
RAIL Rum,3343,,31.0000,4.7096774193548,146
Perch FRY,2830,,30.0000,9.9666666666667,299
Cheese Curds,2728,,29.0000,6.5,188.5
CAN PBR 16oz,3129,,29.0000,4,116
Locust St. Wings HALF,2858,,28.0000,6.0178571428571,168.5
Sriracha Strips,2730,,27.0000,8.2222222222222,222
Locust St Wings FULL,2729,,25.0000,11.04,276
Skyy Orange BOMB,3372,,24.0000,4,96
COMBO FRY,2736,,23.0000,10.767391304348,247.65
CHEESE burger,2841,,22.0000,7.1022727272727,156.25
PINT Beer of the Week,3356,,22.0000,3,66
BTL Miller Lite,3391,,21.0000,3.25,68.25
HH PINT Guinness,3350,,21.0000,4.2857142857143,90
RAIL Gin,3341,,19.0000,4.7631578947368,90.5
PINT Miller Lite,3138,,19.0000,3,57
Soda/Juice,3183,,18.0000,1.5,27
Bloody Mary,3199,,18.0000,7.1527777777778,128.75
3 PART COMBO,2831,,18.0000,12.227777777778,220.1
RAIL Tequila,3344,,18.0000,4.5,81
PINT LKFT Hazy Rabbit,3348,,17.0000,3.8823529411765,66
Cuervo Gold,3282,,17.0000,4,68
GRILLED CHEESE,2734,,15.0000,4.9666666666667,74.5
PINT Schlitz,3139,,15.0000,3,45
PIT Schlitz,3144,,15.0000,10,150
CAN Coors Light,3116,,15.0000,4,60
SHOT Goldschlager,3230,,14.0000,4,56
Skyy Cherry BOMB,3370,,14.0000,4,56
SHOT Dr McGullicuddys,3226,,13.0000,3,39
RIVERWEST BURGER,2714,,13.0000,9.7307692307692,126.5
All American Burger,2840,,13.0000,6.6923076923077,87
French Fries,2731,,12.0000,2,24
Skyy Cherry,3297,,11.0000,6,66
Skyy Peach BOMB,3367,,10.0000,4,40
Thai Chicken Wrap,2880,,10.0000,8.45,84.5
PIT Spotted Cow,3145,,10.0000,14,140
Fernet,3228,,9.0000,4,36
WAR Burger,3028,,9.0000,8.1111111111111,73
Soft Pretzel Bites,2835,,9.0000,5,45
House Salad SM,2837,,9.0000,3.6666666666667,33
Cazadores Reposado,3281,,9.0000,4,36
RAIL Brandy,3342,,9.0000,4.8333333333333,43.5
Makers Mark,3322,,8.0000,7.5,60
Titos,3307,,8.0000,7.25,58
PINT O&apos;&apos;so Hop Debacle,3355,,8.0000,3.5625,28.5
Tues Grilled Cheese,3399,,8.0000,6.0625,48.5
Mush Swiss Burger,2715,,8.0000,8.125,65
PC Pollack,2800,,8.0000,2.625,21
Bacardi,3255,,8.0000,5.25,42
Captain Morgan,3258,,8.0000,6.5,52
CAN Press Blk/Hyb,3130,,8.0000,5,40
Sandwich of the Week,2887,,7.0000,6,42
PINT Angry Orchard,3352,,7.0000,3.6428571428571,25.5
PINT Abita TurboDog,3353,,7.0000,3.6428571428571,25.5
SHOT Car Bomb,3269,,6.0000,6,36
BTL Corona,3117,,6.0000,4.5,27
BTL MGD,3121,,6.0000,3.25,19.5
SHOT Rumpleminz,3242,,6.0000,4,24
Nachos,2808,,6.0000,7.4583333333333,44.75
Cubano,2716,,6.0000,8,48
SIDE RANCH,2815,,6.0000,0.25,1.5
BTL Blue Moon,3113,,6.0000,4.5,27
Thurs Burger,2886,,6.0000,5.8333333333333,35
Fancy Fries,2878,,6.0000,5,30
Chix Caesar Salad,2871,,5.0000,8.1,40.5
HOLY MO!,2839,,5.0000,10.4,52
Plain Chicken Strips,2867,,5.0000,8.4,42
Monday Special,3032,,5.0000,7.2,36
BBQ Pulled Pork,2842,,5.0000,7,35
SIDE Mayo,2849,,5.0000,0.25,1.25
Hush Puppies,2809,,5.0000,6.5,32.5
Camel Lights,3247,,5.0000,9,45
SHOT Jagermeister,3234,,5.0000,4,20
Hennessey,3190,,5.0000,6,30
Moscow Mule,3207,,5.0000,7,35
CAN Schlitz 16oz,3134,,5.0000,4,20
BTL Pabst,3126,,5.0000,3.25,16.25
BTL Spaten Lager,3127,,5.0000,4.5,22.5
Coke,3154,,5.0000,1.5,7.5
PIT Miller High Life,3142,,5.0000,10,50
PIT Miller Lite,3143,,5.0000,10,50
Crown Royal,3312,,5.0000,6.6,33
Absolut Citron,3287,,5.0000,8,40
Seagrams 7,3324,,5.0000,4.2,21
PIT Beer of the Week,3362,,5.0000,10,50
BTL Bud Light,3388,,4.0000,4,16
PIT Moon Man,3357,,4.0000,14,56
PINT K4 Fantasy Factory,3351,,4.0000,3.75,15
Deep Eddy Grapefruit,3291,,4.0000,5.75,23
Mind Eraser,3267,,4.0000,6,24
Jack Daniels,3315,,4.0000,6,24
Smirnoff Red,3303,,4.0000,6,24
Skyy Orange,3299,,4.0000,5.125,20.5
CAN Press GF/CAR,3133,,4.0000,5,20
Diet Coke,3158,,4.0000,1.5,6
Diet Coke - Refill,3160,,4.0000,0,0
PIT Stein,3146,,4.0000,14,56
BTL Eastside Dark,3118,,4.0000,4,16
BTL LH Milk Stout,3119,,4.0000,4.5,18
BROILED FISH FRY,2813,,4.0000,10.45,41.8
Chili Cheese Poutine,2801,,4.0000,7.125,28.5
Club Sub,2733,,4.0000,6.625,26.5
Chix Caeser Wrap,2838,,4.0000,8.5,34
Tater Tots,2836,,4.0000,2,8
SIDE BBQ,2821,,4.0000,0.25,1
Kung Fu Quesadilla,2870,,4.0000,6,24
Iggy Pop,2860,,4.0000,9,36
Spicy Popcorn Shrimp,2864,,4.0000,6,24
Cup Chili,2873,,4.0000,2.5,10
