Michael 30,The Tracks Tavern and Grill,09/27/2021 13:05:41
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,98.0000,4.8724489795918,477.5
SHOT Seagrams VO,3325,,80.0000,1.6875,135
PIT Miller Lite,3143,,76.0000,11,836
Skyy Peach BOMB,3367,,75.0000,3.68,276
PINT Stein,3141,,64.0000,3.8671875,247.5
Skyy Orange BOMB,3372,,56.0000,3.2857142857143,184
PINT Spotted Cow,3140,,49.0000,3.8877551020408,190.5
SHOT Fernet,3507,,47.0000,2.8936170212766,136
PINT LKFT IPA,3136,,45.0000,3.4,153
PINT Miller High Life,3137,,45.0000,3,135
CAN Press Pom/Gin,3131,,43.0000,5,215
SHOT Cazadores Blanco,3481,,43.0000,3.8139534883721,164
SHOT Tullamore Dew,3327,,42.0000,3.1428571428571,132
PINT Moon Man,3349,,38.0000,2.8421052631579,108
PIT Spotted Cow,3145,,37.0000,15,555
PINT LKFT Hazy Rabbit,3348,,36.0000,3.625,130.5
Cheese Curds,2728,,34.0000,8.0882352941176,275
GRILLED CHEESE,2734,,34.0000,3,102
SHOT Skyy,3663,,32.0000,3,96
Locust St Wings FULL,2729,,31.0000,10.725806451613,332.5
CAN Press Blk/Hyb,3130,,31.0000,5,155
BTL Miller High Life,3122,,29.0000,3.1379310344828,91
CAN Press GF/CAR,3133,,28.0000,5,140
CAN PBR 16oz,3129,,27.0000,4.0185185185185,108.5
RIVERWEST BURGER,2714,,27.0000,10.87037037037,293.5
DBL RAIL Tequila,3461,,25.0000,5.38,134.5
DBL RAIL Rum,3457,,22.0000,5.2272727272727,115
DBL RAIL Gin,3453,,22.0000,4.9090909090909,108
Skyy Cherry BOMB,3370,,22.0000,4,88
PINT Schlitz,3139,,22.0000,3,66
PIT Miller High Life,3142,,21.0000,11,231
Locust St. Wings HALF,2858,,21.0000,5.5714285714286,117
Sriracha Strips,2730,,21.0000,8.0714285714286,169.5
PINT Beer of the Week,3356,,21.0000,3,63
SHOT Jameson,3317,,21.0000,2.6666666666667,56
Skyy Raspberry BOMB,3369,,20.0000,1.6,32
DBL RAIL Whiskey,3459,,20.0000,5.125,102.5
CAN Press Lime,3132,,20.0000,5,100
Nashville Hot Chicken,3706,,20.0000,9.15,183
PIT Schlitz,3144,,19.0000,10.421052631579,198
FISH FRY,2722,,17.0000,10.647058823529,181
SHOT Cazadores Reposado,3479,,17.0000,4,68
SHOT Jack Daniels,3527,,17.0000,3.7647058823529,64
DBL Jack Daniels,3526,,16.0000,8,128
RAIL Vodka,3339,,16.0000,3.5,56
DBL Captain Morgan,3496,,15.0000,8,120
French Fries,2731,,14.0000,2.0714285714286,29
Buffalo Chicken Sammy,3707,,14.0000,8.8307142857143,123.63
SHOT Skyy Ginger,3673,,13.0000,2.0769230769231,27
Chix Caeser Wrap,2838,,13.0000,9.5384615384615,124
CAN Coors Light,3116,,13.0000,3.3846153846154,44
RAIL Gin,3341,,13.0000,3.6538461538462,47.5
OUTSIDE,3253,,12.0000,0,0
Glass Water,3162,,12.0000,0,0
PINT Angry Orchard,3352,,11.0000,3.8181818181818,42
PIT LKFT IPA,3358,,10.0000,15,150
CHEESE burger,2841,,10.0000,7,70
Plain Chicken Strips,2867,,10.0000,6.85,68.5
