Michael 30,The Tracks Tavern and Grill,09/27/2021 12:48:22
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
Sriracha Strips,2730,,4.0000,8.75,35
RIVERWEST BURGER,2714,,3.0000,9.5,28.5
Cheese Curds,2728,,3.0000,6.5,19.5
SIDE RANCH,2815,,2.0000,0.25,0.5
SIDE BLEU CHEZ,2818,,1.0000,0.25,0.25
BBQ Pulled Pork,2842,,1.0000,7.25,7.25
Iggy Pop,2860,,1.0000,9,9
Kung Fu Quesadilla,2870,,1.0000,6,6
Fancy Fries,2878,,1.0000,5,5
Locust St Wings FULL,2729,,1.0000,11,11
Mush Swiss Burger,2715,,1.0000,8,8
French Fries,2731,,1.0000,2,2
Club Sub,2733,,1.0000,10,10
GRILLED CHEESE,2734,,1.0000,7,7
SIDE HONEY MUSTARD,2751,,1.0000,0.25,0.25
