Michael 30,The Tracks Tavern and Grill,09/27/2021 12:44:08
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
Skyy Raspberry BOMB,3369,,186.0000,2.9032258064516,540
SHOT Tullamore Dew,3327,,143.0000,2.5174825174825,360
DBL RAIL Vodka,3455,,123.0000,5.109756097561,628.5
BTL Miller High Life,3122,,112.0000,2.9888392857143,334.75
Skyy Orange BOMB,3372,,78.0000,2.6153846153846,204
PINT Spotted Cow,3140,,74.0000,3.7702702702703,279
PINT Moon Man,3349,,58.0000,3.5431034482759,205.5
PINT Stein,3141,,57.0000,3.7368421052632,213
Glass Water,3162,,52.0000,0,0
SHOT Seagrams VO,3325,,47.0000,1.6595744680851,78
PINT Miller High Life,3137,,45.0000,2.9333333333333,132
Locust St Wings FULL,2729,,44.0000,10.295454545455,453
Skyy Ginger BOMB,3371,,44.0000,2.2727272727273,100
PINT Schlitz,3139,,40.0000,3,120
PINT LKFT IPA,3136,,37.0000,3.2432432432432,120
GRILLED CHEESE,2734,,34.0000,4.0735294117647,138.5
PINT LKFT Hazy Rabbit,3348,,34.0000,3.4852941176471,118.5
DBL Titos,3654,,33.0000,8,264
Locust St. Wings HALF,2858,,32.0000,6.015625,192.5
CAN PBR 16oz,3129,,32.0000,3.75,120
Bloody Mary,3199,,32.0000,7.25,232
3 PART COMBO,2831,,31.0000,12.079032258065,374.45
BTL Miller Lite,3391,,31.0000,2.3064516129032,71.5
SHOT Fireball,3584,,28.0000,4,112
SHOT Jameson,3317,,28.0000,3.1428571428571,88
PINT Miller Lite,3138,,26.0000,2.8846153846154,75
Cheese Curds,2728,,24.0000,6.5,156
PIT Schlitz,3144,,23.0000,11,253
DBL RAIL Gin,3453,,23.0000,4.8478260869565,111.5
Soda/Juice,3183,,22.0000,1.5,33
DBL of the WEEK,3251,,22.0000,5,110
Sriracha Strips,2730,,22.0000,8.1818181818182,180
All American Burger,2840,,21.0000,7.25,152.25
CHEESE burger,2841,,21.0000,7.0714285714286,148.5
HH PINT Guinness,3350,,21.0000,4.4285714285714,93
DBL RAIL Whiskey,3459,,20.0000,5.175,103.5
SHOT Fernet,3507,,20.0000,3.2,64
PIT Miller Lite,3143,,19.0000,11,209
COMBO FRY,2736,,18.0000,10.977777777778,197.6
SHOT Cazadores Blanco,3481,,18.0000,3.7777777777778,68
Skyy Cherry BOMB,3370,,16.0000,2.75,44
HH PINT Abita Wrought Iron,3354,,16.0000,3.46875,55.5
Nachos,2808,,16.0000,7.09375,113.5
Cup SOUP,2872,,16.0000,2.5,40
SHOT Goldschlager,3230,,16.0000,3.25,52
PINT K4 Fantasy Factory,3351,,15.0000,4,60
CAN Press Blk/Hyb,3130,,15.0000,3.3333333333333,50
BTL Corona,3117,,15.0000,4.5,67.5
FISH FRY,2722,,15.0000,10.05,150.75
RIVERWEST BURGER,2714,,15.0000,9.7666666666667,146.5
French Fries,2731,,14.0000,2.1071428571429,29.5
BTL Pabst,3126,,14.0000,3.25,45.5
WAR Burger,3028,,13.0000,8.2692307692308,107.5
BTL Blue Moon,3113,,13.0000,4.5,58.5
DBL Captain Morgan,3496,,13.0000,8,104
DBL Makers Mark,3534,,12.0000,8,96
SHOT Campari,3549,,12.0000,3,36
Skyy Peach BOMB,3367,,12.0000,2,24
DBL RAIL Brandy,3448,,12.0000,4.7916666666667,57.5
DBL RAIL Rum,3457,,12.0000,4.375,52.5
SHOT Ketel One,3659,,12.0000,4,48
Mush Swiss Burger,2715,,12.0000,8.7916666666667,105.5
RAIL Gin,3341,,12.0000,3.5,42
Coke,3154,,11.0000,1.5,16.5
Perch FRY,2830,,11.0000,10.222727272727,112.45
PINT Abita TurboDog,3353,,11.0000,4.2272727272727,46.5
SHOT Jose Cuervo,3475,,11.0000,3,33
DBL Skyy Ginger,3672,,10.0000,5.6,56
SHOT Wild Turkey 101,3616,,10.0000,4,40
BTL Bud Light,3114,,10.0000,4.5,45
SHOT Dr McGullicuddys,3226,,10.0000,0.9,9
Camel Lights,3247,,10.0000,10,100
PIT Miller High Life,3142,,9.0000,11,99
Cheese Curd Burger,2879,,9.0000,10.722222222222,96.5
Soft Pretzel Bites,2835,,9.0000,5,45
DBL Tanqueray,3488,,9.0000,8,72
Coke - Refill,3464,,9.0000,0,0
DBL RAIL Tequila,3461,,8.0000,5.75,46
DBL Hennessey,3449,,8.0000,11,88
DBL Jack Daniels,3526,,8.0000,8,64
HOLY MO!,2839,,8.0000,10.4375,83.5
Bowl SOUP,2713,,8.0000,4,32
Thurs Burger,2886,,8.0000,5.5,44
Absolut,3286,,7.0000,7.5714285714286,53
SHOT Patron XO,3477,,7.0000,0.57142857142857,4
PIT WATER,3400,,7.0000,0,0
