Michael 30,The Tracks Tavern and Grill,09/27/2021 13:04:29
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,89.0000,4.4662921348315,397.5
SHOT Seagrams VO,3325,,86.0000,2.2325581395349,192
SHOT Tullamore Dew,3327,,54.0000,2.962962962963,160
SHOT Fernet,3507,,51.0000,3.4509803921569,176
PINT Schlitz,3139,,46.0000,3,138
PINT Stein,3141,,37.0000,4.0945945945946,151.5
PINT Spotted Cow,3140,,32.0000,3.65625,117
CAN Press Pom/Gin,3131,,31.0000,4.5161290322581,140
DBL Skyy Raspb,3668,,31.0000,7,217
BTL Miller High Life,3122,,30.0000,3.25,97.5
PINT LKFT IPA,3136,,29.0000,3.5689655172414,103.5
PINT Beer of the Week,3356,,29.0000,3,87
PINT Moon Man,3349,,27.0000,2.7777777777778,75
Locust St. Wings HALF,2858,,26.0000,6,156
CAN Press Blk/Hyb,3130,,24.0000,4.375,105
SHOT Cazadores Blanco,3481,,24.0000,3.1666666666667,76
Skyy Orange BOMB,3372,,22.0000,2.1818181818182,48
SHOT Skyy Peach,3665,,22.0000,2.1818181818182,48
RAIL Vodka,3339,,21.0000,3.5,73.5
DBL RAIL Tequila,3461,,19.0000,4.4736842105263,85
Cheese Curds,2728,,19.0000,7.5789473684211,144
Locust St Wings FULL,2729,,18.0000,10.833333333333,195
RIVERWEST BURGER,2714,,18.0000,10.777777777778,194
Skyy Peach BOMB,3367,,18.0000,2.6666666666667,48
DBL RAIL Whiskey,3459,,18.0000,5.0555555555556,91
DBL Titos,3654,,17.0000,7.5294117647059,128
Skyy Raspberry BOMB,3369,,17.0000,3.2941176470588,56
PINT Miller High Life,3137,,17.0000,3,51
SHOT Skyy Ginger,3673,,16.0000,3,48
CAN PBR 16oz,3129,,15.0000,4,60
Cazadores Reposado,3281,,15.0000,5,75
GRILLED CHEESE,2734,,15.0000,3,45
All American Burger,2840,,15.0000,7.3166666666667,109.75
FISH FRY,2722,,14.0000,10.607142857143,148.5
DBL Hennessey,3449,,14.0000,11.714285714286,164
DBL Bulleit Bourbon,3587,,14.0000,8,112
DBL Jack Daniels,3526,,13.0000,8,104
DBL RAIL Rum,3457,,13.0000,5.0384615384615,65.5
DBL RAIL Gin,3453,,13.0000,3.4615384615385,45
Sriracha Strips,2730,,13.0000,7.4615384615385,97
SHOT Rumpleminz,3242,,13.0000,4,52
SHOT Jack Daniels,3527,,12.0000,4,48
Buffalo Chicken Sammy,3707,,11.0000,7.5,82.5
Patty Melt,3705,,10.0000,8.8,88
PINT LKFT Hazy Rabbit,3348,,10.0000,3.3,33
PINT Angry Orchard,3352,,10.0000,2.85,28.5
French Fries,2731,,10.0000,1.825,18.25
Perch FRY,2830,,10.0000,13.14,131.4
BTL Blue Moon,3113,,10.0000,4.5,45
BTL Budweiser,3115,,9.0000,4.5,40.5
Chix Caeser Wrap,2838,,9.0000,9.6666666666667,87
COMBO FRY,2736,,9.0000,13.5,121.5
SHOT Titos,3655,,9.0000,4,36
SHOT Makers Mark,3535,,8.0000,3.5,28
 SHOT Crown Royal,3529,,8.0000,4,32
SHOT Jameson,3317,,8.0000,2.5,20
SHOT Korbel,3451,,8.0000,3,24
Skyy Cherry BOMB,3370,,8.0000,3,24
3 PART COMBO,2831,,8.0000,16.0525,128.42
House Salad LG,2697,,8.0000,6.6875,53.5
7-UP,3147,,8.0000,1.5,12
Coke,3154,,8.0000,1.5,12
BTL Corona,3117,,8.0000,4.5,36
CHEESE burger,2841,,7.0000,5.4285714285714,38
DBL Captain Morgan,3496,,7.0000,8,56
DBL Jameson,3538,,7.0000,8,56
SHOT Campari,3549,,7.0000,2.5714285714286,18
SHOT Fireball,3584,,6.0000,4,24
SHOT Gran Marnier,3547,,6.0000,4.1666666666667,25
SHOT RAIL Tequila,3462,,6.0000,2,12
BTL Bud Light,3114,,6.0000,4.5,27
BTL Modelo Especial,3124,,6.0000,4.5,27
BTL MGD,3121,,6.0000,3.25,19.5
Glass Water,3162,,6.0000,0,0
Nashville Hot Chicken,3706,,6.0000,9.6666666666667,58
SHOT Skyy Orange,3677,,5.0000,1.8,9
BTL Hop Refresher,3703,,5.0000,3.6,18
CAN Coors Light,3116,,5.0000,4,20
Tater Tots,2836,,5.0000,2.1,10.5
Chili Cheese Poutine,2801,,5.0000,7,35
Coke - Refill,3464,,5.0000,0,0
SHOT Jagermeister,3234,,5.0000,4,20
SHOT Cazadores Reposado,3479,,5.0000,3.2,16
DBL Cazadores Blanco,3480,,4.0000,7.25,29
DBL Hendricks Gin,3485,,4.0000,10,40
SHOT Jim Beam,3531,,4.0000,4,16
DBL South. Comfort,3596,,4.0000,8.75,35
RAIL Tequila,3344,,4.0000,3.5,14
SHOT RAIL GIN,3454,,4.0000,0.75,3
SIDE RANCH,2815,,4.0000,0.25,1
Plain Chicken Strips,2867,,4.0000,8.125,32.5
Cocktail of the Week,3250,,4.0000,4,16
Moscow Mule,3207,,4.0000,7,28
PIT Schlitz,3144,,4.0000,8.25,33
PIT Stein,3146,,3.0000,15,45
PIT Miller Lite,3143,,3.0000,11,33
Chix Caesar Salad,2871,,3.0000,8.5,25.5
Cup SOUP,2872,,3.0000,2.5,7.5
Cup Chili,2873,,3.0000,2.5,7.5
House Salad SM,2837,,3.0000,3.6666666666667,11
DBL RAIL Brandy,3448,,3.0000,4.5,13.5
Skyy Ginger BOMB,3371,,3.0000,4,12
SHOT Hennessey,3450,,3.0000,5,15
BTL Miller Lite,3391,,3.0000,2.1666666666667,6.5
Jack Daniels,3315,,3.0000,3.3333333333333,10
Chardonnay,3331,,3.0000,5,15
SHOT Bulleit Rye,3590,,3.0000,2.6666666666667,8
DBL Skyy Peach,3664,,3.0000,7,21
SHOT Kraken,3501,,3.0000,4,12
SHOT Hendricks Gin,3484,,3.0000,0,0
Tracks Big Boy,3704,,3.0000,10.333333333333,31
DBL Kraken,3500,,2.0000,8,16
SHOT South. Comfort,3597,,2.0000,4,8
HH PINT Guinness,3350,,2.0000,4,8
PIT LKFT Hazy Rabbit,3359,,2.0000,15,30
Bowl CHILI,2696,,2.0000,4.25,8.5
SIDE LG NACHO CHEESE,2816,,2.0000,1.5,3
SIDE Tartar Sauce,2834,,2.0000,0.25,0.5
SHRIMP FRY,2735,,2.0000,10.24,20.48
Bowl SOUP,2713,,2.0000,4,8
Coffee,3153,,2.0000,1.5,3
SHOT of the WEEK,3254,,2.0000,0,0
Soda/Juice,3183,,2.0000,1.5,3
Hennessey,3190,,1.0000,6,6
Long Island,3204,,1.0000,8,8
Pineapple JC,3174,,1.0000,1.5,1.5
Root Beer,3178,,1.0000,1.5,1.5
Diet Coke,3158,,1.0000,1.5,1.5
CAN Ginger Ale,3150,,1.0000,1.5,1.5
Kraken,3260,,1.0000,0,0
Skyy Raspberry,3302,,1.0000,4,4
PIT Spotted Cow,3145,,1.0000,15,15
BTL Pabst,3126,,1.0000,0,0
BTL Eastside Dark,3118,,1.0000,5,5
SIDE ITALIAN DRS,2756,,1.0000,0.25,0.25
PC Pollack,2800,,1.0000,2.25,2.25
SIDE Mayo,2849,,1.0000,0.25,0.25
SIDE Sm Nacho Chez,2852,,1.0000,0.75,0.75
RAIL Whiskey,3340,,1.0000,3.5,3.5
RAIL Gin,3341,,1.0000,3.5,3.5
South. Comfort,3326,,1.0000,5,5
PIT WATER,3400,,1.0000,0,0
Diet Coke - Refill,3465,,1.0000,0,0
DBL Seagrams 7,3594,,1.0000,7,7
SHOT Skyy Raspb,3669,,1.0000,3,3
DBL Meyers Dark,3504,,1.0000,6,6
DBL Makers Mark,3534,,1.0000,8,8
DBL Coconut Jack,3498,,1.0000,6,6
DBL Jim Beam,3530,,1.0000,7,7
DBL Bombay Sapphire,3486,,1.0000,8,8
DBL Tanqueray,3488,,1.0000,8,8
DBL Skyy Orange,3676,,1.0000,7,7
