Michael 30,The Tracks Tavern and Grill,09/27/2021 12:39:56
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
Skyy Raspberry BOMB,3369,,134.0000,2.3283582089552,312
DBL RAIL Vodka,3455,,121.0000,5.004132231405,605.5
Skyy Orange BOMB,3372,,110.0000,2.2909090909091,252
SHOT Tullamore Dew,3327,,94.0000,2.3404255319149,220
BTL Miller High Life,3122,,85.0000,2.2176470588235,188.5
Skyy Ginger BOMB,3371,,81.0000,2.716049382716,220
PINT Spotted Cow,3140,,75.0000,3.78,283.5
Glass Water,3162,,70.0000,0,0
SHOT Seagrams VO,3325,,65.0000,1.5692307692308,102
Locust St Wings FULL,2729,,50.0000,10.86,543
PINT LKFT IPA,3136,,49.0000,3.6734693877551,180
Sriracha Strips,2730,,45.0000,8.3666666666667,376.5
PINT Stein,3141,,44.0000,3.5795454545455,157.5
PINT Beer of the Week,3356,,43.0000,2.9302325581395,126
SHOT of the WEEK,3254,,41.0000,2.4878048780488,102
Locust St. Wings HALF,2858,,41.0000,6.0365853658537,247.5
DBL RAIL Whiskey,3459,,40.0000,4.7,188
Cheese Curds,2728,,38.0000,6.5263157894737,248
PIT Miller Lite,3143,,38.0000,10.131578947368,385
CAN Press Blk/Hyb,3130,,38.0000,4.8684210526316,185
PIT Schlitz,3144,,34.0000,10.676470588235,363
PINT Miller Lite,3138,,33.0000,3,99
DBL RAIL Gin,3453,,33.0000,5.1363636363636,169.5
PIT Miller High Life,3142,,32.0000,11,352
SHOT Cazadores Reposado,3479,,31.0000,3.2258064516129,100
BTL Miller Lite,3391,,29.0000,3.25,94.25
PINT Moon Man,3349,,29.0000,3.1034482758621,90
All American Burger,2840,,29.0000,6.7068965517241,194.5
CHEESE burger,2841,,27.0000,7.7037037037037,208
FISH FRY,2722,,27.0000,10.227777777778,276.15
PINT Staghorn,3690,,27.0000,3.9444444444444,106.5
Tater Tots,2836,,26.0000,2.0192307692308,52.5
Bloody Mary,3199,,26.0000,7.3076923076923,190
Soda/Juice,3183,,25.0000,1.5,37.5
DBL RAIL Tequila,3461,,25.0000,5.26,131.5
Skyy Peach BOMB,3367,,24.0000,3.3333333333333,80
CAN PBR 16oz,3129,,24.0000,4,96
CAN Press GF/CAR,3133,,23.0000,4.1304347826087,95
Skyy Cherry BOMB,3370,,23.0000,2.0869565217391,48
PIT Spotted Cow,3145,,22.0000,14.318181818182,315
PINT Angry Orchard,3352,,22.0000,3.6818181818182,81
3 PART COMBO,2831,,22.0000,12.006818181818,264.15
GRILLED CHEESE,2734,,22.0000,3.9545454545455,87
Soft Pretzel Bites,2835,,21.0000,4.2857142857143,90
PIT WATER,3400,,21.0000,0,0
DBL Captain Morgan,3496,,21.0000,7.2380952380952,152
VBALL LITE,3410,,20.0000,0,0
SHOT Skyy,3663,,20.0000,3,60
French Fries,2731,,19.0000,2.0526315789474,39
SHOT Jameson,3317,,19.0000,2.7368421052632,52
PINT Schlitz,3139,,19.0000,3,57
Nachos,2808,,18.0000,7.1805555555556,129.25
Spicy Popcorn Shrimp,2864,,18.0000,6.0555555555556,109
Plain Chicken Strips,2867,,18.0000,8.0277777777778,144.5
PIT Beer of the Week,3362,,18.0000,11,198
PIT LKFT Hazy Rabbit,3359,,18.0000,14.166666666667,255
SHOT Fernet,3507,,18.0000,3.1111111111111,56
PIT Moon Man,3357,,17.0000,15,255
DBL RAIL Rum,3457,,17.0000,4.9705882352941,84.5
PINT LKFT Hazy Rabbit,3348,,17.0000,3.9705882352941,67.5
PIT Stein,3146,,16.0000,15,240
Perch FRY,2830,,16.0000,10.04375,160.7
Chix Caeser Wrap,2838,,16.0000,7.75,124
COMBO FRY,2736,,16.0000,11.1375,178.2
DBL Titos,3654,,16.0000,7.5,120
WAR Burger,3028,,15.0000,7.9833333333333,119.75
BTL Bud Light,3114,,15.0000,4.2,63
SHOT Jager Bomb,3274,,15.0000,5,75
OUTSIDE,3253,,14.0000,0,0
PINT Miller High Life,3137,,14.0000,3,42
Kung Fu Quesadilla,2870,,14.0000,6.0357142857143,84.5
RIVERWEST BURGER,2714,,14.0000,9.6428571428571,135
PINT K4 Fantasy Factory,3351,,14.0000,3.5357142857143,49.5
DBL Jack Daniels,3526,,12.0000,8,96
SHOT Cazadores Blanco,3481,,12.0000,3.6666666666667,44
Coke - Refill,3464,,12.0000,0,0
Mush Swiss Burger,2715,,12.0000,8.4583333333333,101.5
HOLY MO!,2839,,12.0000,10.416666666667,125
Cheese Curd Burger,2879,,12.0000,10.083333333333,121
