Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
BTL Miller High Life,3122,141.0,1.4521276595745,204.75,2020-01-24
Skyy Raspberry BOMB,3369,134.0,2.5671641791045,344.0,2020-01-24
SHOT Seagrams VO,3325,117.0,1.5641025641026,183.0,2020-01-24
SHOT Tullamore Dew,3327,110.0,2.5818181818182,284.0,2020-01-24
DBL RAIL Vodka,3455,92.0,4.5978260869565,423.0,2020-01-24
Skyy Orange BOMB,3372,90.0,2.0444444444444,184.0,2020-01-24
PINT LKFT Hazy Rabbit,3348,54.0,3.8888888888889,210.0,2020-01-24
PINT Schlitz,3139,50.0,2.58,129.0,2020-01-24
Glass Water,3162,44.0,0.0,0.0,2020-01-24
PINT Stein,3141,43.0,3.8023255813953,163.5,2020-01-24
PINT Spotted Cow,3140,42.0,4.0714285714286,171.0,2020-01-24
Locust St Wings FULL,2729,41.0,10.036585365854,411.5,2020-01-24
BTL Miller Lite,3391,37.0,3.1621621621622,117.0,2020-01-24
SHOT Cazadores Reposado,3479,34.0,3.4117647058824,116.0,2020-01-24
CAN PBR 16oz,3129,32.0,4.0,128.0,2020-01-24
PINT LKFT IPA,3136,31.0,3.7741935483871,117.0,2020-01-24
DBL RAIL Rum,3457,30.0,4.55,136.5,2020-01-24
PINT Beer of the Week,3356,28.0,3.0,84.0,2020-01-24
FISH FRY,2722,27.0,9.8407407407407,265.7,2020-01-24
DBL RAIL Gin,3453,26.0,4.8846153846154,127.0,2020-01-24
SHOT Jameson,3317,25.0,2.72,68.0,2020-01-24
PINT Miller High Life,3137,25.0,2.64,66.0,2020-01-24
Locust St. Wings HALF,2858,24.0,6.0833333333333,146.0,2020-01-24
DBL RAIL Whiskey,3459,23.0,4.5869565217391,105.5,2020-01-24
GRILLED CHEESE,2734,21.0,3.2380952380952,68.0,2020-01-24
PIT Schlitz,3144,21.0,9.952380952381,209.0,2020-01-24
Soda/Juice,3183,20.0,1.5,30.0,2020-01-24
SHOT Cazadores Blanco,3481,19.0,2.9473684210526,56.0,2020-01-24
Cheese Curds,2728,18.0,6.5555555555556,118.0,2020-01-24
Sriracha Strips,2730,18.0,7.3055555555556,131.5,2020-01-24
3 PART COMBO,2831,18.0,12.172222222222,219.1,2020-01-24
Bloody Mary,3199,17.0,7.1764705882353,122.0,2020-01-24
PIT Miller Lite,3143,16.0,11.0,176.0,2020-01-24
Nachos,2808,16.0,6.59375,105.5,2020-01-24
RIVERWEST BURGER,2714,16.0,10.03125,160.5,2020-01-24
Perch FRY,2830,16.0,10.1375,162.2,2020-01-24
Thurs Burger,2886,16.0,5.5,88.0,2020-01-24
DBL Skyy Ginger,3672,16.0,7.0,112.0,2020-01-24
PINT Moon Man,3349,15.0,3.7,55.5,2020-01-24
HH PINT Abita Wrought Iron,3354,14.0,3.2142857142857,45.0,2020-01-24
RAIL Vodka,3339,14.0,3.25,45.5,2020-01-24
Tater Tots,2836,14.0,1.8214285714286,25.5,2020-01-24
All American Burger,2840,14.0,6.9821428571429,97.75,2020-01-24
CHEESE burger,2841,14.0,7.25,101.5,2020-01-24
PINT Abita TurboDog,3353,13.0,3.3461538461538,43.5,2020-01-24
Skyy Ginger BOMB,3371,13.0,0.0,0.0,2020-01-24
SHOT Hennessey,3450,12.0,4.5833333333333,55.0,2020-01-24
SHOT Campari,3549,12.0,2.25,27.0,2020-01-24
HH PINT Guinness,3350,12.0,3.5,42.0,2020-01-24
PINT Miller Lite,3138,12.0,3.0,36.0,2020-01-24
SHOT Dr McGullicuddys,3226,12.0,2.5,30.0,2020-01-24
Mush Swiss Burger,2715,12.0,8.625,103.5,2020-01-24
WAR Burger,3028,12.0,8.1666666666667,98.0,2020-01-24
Fancy Fries,2878,11.0,5.0,55.0,2020-01-24
COMBO FRY,2736,11.0,10.995454545455,120.95,2020-01-24
SHOT Goldschlager,3230,11.0,2.1818181818182,24.0,2020-01-24
DBL RAIL Brandy,3448,11.0,5.0454545454545,55.5,2020-01-24
DBL Hennessey,3449,10.0,9.9,99.0,2020-01-24
RAIL Whiskey,3340,10.0,3.5,35.0,2020-01-24
House Salad SM,2837,10.0,3.5,35.0,2020-01-24
Spicy Popcorn Shrimp,2864,10.0,6.0,60.0,2020-01-24
CAN Press Blk/Hyb,3130,10.0,3.0,30.0,2020-01-24
Iggy Pop,2860,9.0,8.8888888888889,80.0,2020-01-24
Cheese Curd Burger,2879,9.0,10.0,90.0,2020-01-24
French Fries,2731,9.0,2.0555555555556,18.5,2020-01-24
PINT K4 Fantasy Factory,3351,9.0,4.0,36.0,2020-01-24
PIT WATER,3400,9.0,0.0,0.0,2020-01-24
DBL Captain Morgan,3496,8.0,8.0,64.0,2020-01-24
SHOT Fernet,3507,8.0,3.5,28.0,2020-01-24
DBL Makers Mark,3534,8.0,8.0,64.0,2020-01-24
DBL Ketel One,3658,8.0,8.0,64.0,2020-01-24
House Red,3699,8.0,2.5,20.0,2020-01-24
PINT Angry Orchard,3352,8.0,3.5625,28.5,2020-01-24
PIT Miller High Life,3142,8.0,11.0,88.0,2020-01-24
Chix Caesar Salad,2871,8.0,6.0,48.0,2020-01-24
Cup SOUP,2872,8.0,2.5,20.0,2020-01-24
Soft Pretzel Bites,2835,8.0,5.0625,40.5,2020-01-24
BTL Corona,3117,8.0,4.5,36.0,2020-01-24
BTL LKFT Fixed Gear,3120,7.0,5.0,35.0,2020-01-24
Bowl CHILI,2696,7.0,4.0,28.0,2020-01-24
Irish Coffee,3202,7.0,7.0,49.0,2020-01-24
SHOT of the WEEK,3254,7.0,3.0,21.0,2020-01-24
Camel Menthol,3248,6.0,0.0,0.0,2020-01-24
Bulleit Bourbon,3308,6.0,5.6666666666667,34.0,2020-01-24
Diet Coke,3158,6.0,1.5,9.0,2020-01-24
CAN Coors Light,3116,6.0,3.3333333333333,20.0,2020-01-24
Chix Caeser Wrap,2838,6.0,8.0833333333333,48.5,2020-01-24
Chili Cheese Poutine,2801,6.0,7.1666666666667,43.0,2020-01-24
BTL MGD,3121,6.0,3.25,19.5,2020-01-24
Monday Special,3032,6.0,7.0,42.0,2020-01-24
Kung Fu Quesadilla,2870,6.0,6.0,36.0,2020-01-24
SHOT Jack Ds Honey,3533,6.0,2.6666666666667,16.0,2020-01-24
SHOT Fireball,3584,6.0,2.6666666666667,16.0,2020-01-24
DBL Coconut Jack,3498,6.0,6.0,36.0,2020-01-24
DBL Jack Daniels,3526,5.0,8.0,40.0,2020-01-24
SHOT Patron XO,3477,5.0,3.2,16.0,2020-01-24
DBL Seagrams VO,3578,5.0,7.0,35.0,2020-01-24
DBL Skyy,3662,5.0,4.0,20.0,2020-01-24
Jive Turkey,2859,5.0,8.95,44.75,2020-01-24
Thai Chicken Wrap,2880,5.0,8.0,40.0,2020-01-24
Hush Puppies,2809,5.0,6.5,32.5,2020-01-24
HOLY MO!,2839,5.0,10.3,51.5,2020-01-24
BBQ Pulled Pork,2842,5.0,7.4,37.0,2020-01-24
PIT Spotted Cow,3145,5.0,15.0,75.0,2020-01-24
PIT Stein,3146,5.0,15.0,75.0,2020-01-24
Seltzer,3180,5.0,1.5,7.5,2020-01-24
SHOT Rumpleminz,3242,5.0,4.0,20.0,2020-01-24
Camel Lights,3247,5.0,8.0,40.0,2020-01-24
Skyy Cherry BOMB,3370,5.0,1.6,8.0,2020-01-24
Tues Grilled Cheese,3399,4.0,3.75,15.0,2020-01-24
PIT Beer of the Week,3362,4.0,11.0,44.0,2020-01-24
Crown Royal,3312,4.0,5.0,20.0,2020-01-24
Moscow Mule,3207,4.0,7.0,28.0,2020-01-24
CAN N.G. Staghorn,3135,4.0,5.0,20.0,2020-01-24
SIDE RANCH,2815,4.0,0.25,1.0,2020-01-24
SIDE BLEU CHEZ,2818,4.0,0.25,1.0,2020-01-24
Club Sub,2733,4.0,7.0,28.0,2020-01-24
