Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
SHOT Seagrams VO,3325,87.0,1.9310344827586,168.0,2020-11-13
Skyy Cherry BOMB,3370,45.0,2.7555555555556,124.0,2020-11-13
PINT Schlitz,3139,41.0,2.6341463414634,108.0,2020-11-13
SHOT Tullamore Dew,3327,39.0,3.6923076923077,144.0,2020-11-13
CAN PBR 16oz,3129,38.0,3.4736842105263,132.0,2020-11-13
BTL Miller High Life,3122,37.0,3.1621621621622,117.0,2020-11-13
DBL RAIL Vodka,3455,37.0,5.0743243243243,187.75,2020-11-13
Skyy Orange BOMB,3372,27.0,2.6666666666667,72.0,2020-11-13
PINT Spotted Cow,3140,27.0,3.8888888888889,105.0,2020-11-13
PINT Moon Man,3349,26.0,1.6153846153846,42.0,2020-11-13
SHOT Cazadores Blanco,3481,24.0,3.8333333333333,92.0,2020-11-13
PINT Stein,3141,23.0,3.5217391304348,81.0,2020-11-13
SHOT Fernet,3507,21.0,3.047619047619,64.0,2020-11-13
Skyy Raspberry BOMB,3369,21.0,2.2857142857143,48.0,2020-11-13
SHOT Jack Ds Honey,3533,18.0,1.3333333333333,24.0,2020-11-13
PINT LKFT IPA,3136,18.0,3.5,63.0,2020-11-13
Skyy Apricot BOMB,3368,17.0,4.0,68.0,2020-11-13
BTL Miller Lite,3391,17.0,3.25,55.25,2020-11-13
DBL Captain Morgan,3496,16.0,8.0,128.0,2020-11-13
DBL Titos,3654,15.0,8.5333333333333,128.0,2020-11-13
PINT Miller High Life,3137,15.0,3.0,45.0,2020-11-13
BTL Modelo Especial,3124,15.0,4.5,67.5,2020-11-13
GRILLED CHEESE,2734,15.0,3.0,45.0,2020-11-13
FISH FRY,2722,14.0,10.678571428571,149.5,2020-11-13
All American Burger,2840,13.0,6.3076923076923,82.0,2020-11-13
RIVERWEST BURGER,2714,12.0,10.333333333333,124.0,2020-11-13
Cheese Curds,2728,10.0,7.6,76.0,2020-11-13
SHOT Jameson,3317,10.0,3.6,36.0,2020-11-13
PINT LKFT Hazy Rabbit,3348,10.0,3.9,39.0,2020-11-13
Locust St. Wings HALF,2858,9.0,6.0555555555556,54.5,2020-11-13
BTL Bud Light,3114,8.0,4.5,36.0,2020-11-13
Sriracha Strips,2730,8.0,7.5625,60.5,2020-11-13
CAN Press GF/CAR,3133,8.0,5.0,40.0,2020-11-13
DBL Korbel,3452,8.0,6.5,52.0,2020-11-13
SHOT Skyy Raspb,3669,8.0,1.125,9.0,2020-11-13
DBL Skyy Raspb,3668,7.0,7.0,49.0,2020-11-13
DBL Jim Beam,3530,7.0,7.0,49.0,2020-11-13
DBL RAIL Rum,3457,7.0,4.4285714285714,31.0,2020-11-13
PC Pollack,2800,7.0,2.25,15.75,2020-11-13
COMBO FRY,2736,6.0,12.375,74.25,2020-11-13
Locust St Wings FULL,2729,6.0,11.25,67.5,2020-11-13
Cup SOUP,2872,6.0,2.5,15.0,2020-11-13
CAN Press Blk/Hyb,3130,6.0,5.0,30.0,2020-11-13
PINT Angry Orchard,3352,6.0,1.75,10.5,2020-11-13
PINT Abita TurboDog,3353,6.0,3.5,21.0,2020-11-13
DBL Kraken,3500,5.0,8.0,40.0,2020-11-13
DBL Seagrams 7,3594,5.0,7.0,35.0,2020-11-13
Buffalo Chicken Sammy,3707,5.0,9.4,47.0,2020-11-13
CAN Press Pom/Gin,3131,5.0,5.0,25.0,2020-11-13
RAIL Vodka,3339,5.0,3.5,17.5,2020-11-13
Chix Caeser Wrap,2838,5.0,8.85,44.25,2020-11-13
French Fries,2731,5.0,2.0,10.0,2020-11-13
Chili Cheese Poutine,2801,5.0,7.0,35.0,2020-11-13
Perch FRY,2830,4.0,13.24,52.96,2020-11-13
Plain Chicken Strips,2867,4.0,8.5,34.0,2020-11-13
Chix Caesar Salad,2871,4.0,8.3125,33.25,2020-11-13
Glass Water,3162,4.0,0.0,0.0,2020-11-13
PIT Schlitz,3144,4.0,8.25,33.0,2020-11-13
Tracks Big Boy,3704,4.0,10.1875,40.75,2020-11-13
Patty Melt,3705,4.0,9.75,39.0,2020-11-13
House White,3698,4.0,1.0,4.0,2020-11-13
DBL RAIL Tequila,3461,4.0,5.5,22.0,2020-11-13
SHOT Captain Morgan,3497,4.0,4.0,16.0,2020-11-13
HH PINT Guinness,3350,4.0,3.0,12.0,2020-11-13
RAIL Brandy,3342,4.0,4.5,18.0,2020-11-13
Skyy Peach BOMB,3367,3.0,4.0,12.0,2020-11-13
DBL RAIL Gin,3453,3.0,5.5,16.5,2020-11-13
DBL RAIL Whiskey,3459,3.0,4.5,13.5,2020-11-13
House Red,3699,3.0,4.0,12.0,2020-11-13
SHOT Jim Beam,3531,3.0,2.6666666666667,8.0,2020-11-13
CAN Press Lime,3132,3.0,5.0,15.0,2020-11-13
BTL Blue Moon,3113,3.0,4.5,13.5,2020-11-13
Coffee,3153,3.0,1.5,4.5,2020-11-13
SIDE Sm Nacho Chez,2852,3.0,0.75,2.25,2020-11-13
SIDE BLEU CHEZ,2818,3.0,0.25,0.75,2020-11-13
BTL Eastside Dark,3118,3.0,5.0,15.0,2020-11-13
3 PART COMBO,2831,3.0,16.156666666667,48.47,2020-11-13
SIDE Tartar Sauce,2834,3.0,0.25,0.75,2020-11-13
Tater Tots,2836,3.0,2.0,6.0,2020-11-13
House Salad LG,2697,3.0,2.3333333333333,7.0,2020-11-13
Bowl CHILI,2696,2.0,4.0,8.0,2020-11-13
SIDE LG NACHO CHEESE,2816,2.0,1.125,2.25,2020-11-13
BTL Budweiser,3115,2.0,4.5,9.0,2020-11-13
SIDE Cocktail Sauce,2845,2.0,0.5,1.0,2020-11-13
Coke,3154,2.0,1.5,3.0,2020-11-13
Long Island,3204,2.0,8.0,16.0,2020-11-13
SHOT Goldschlager,3230,2.0,4.0,8.0,2020-11-13
Pinot Grigio,3333,2.0,2.5,5.0,2020-11-13
Soda/Juice,3183,2.0,1.5,3.0,2020-11-13
PIT Stein,3146,2.0,15.0,30.0,2020-11-13
SHOT Fireball,3584,2.0,4.0,8.0,2020-11-13
DBL Tullamore Dew,3536,2.0,8.0,16.0,2020-11-13
DBL Jameson,3538,2.0,8.0,16.0,2020-11-13
DBL J. Walker Black,3605,2.0,11.0,22.0,2020-11-13
DBl Smirnoff,3646,2.0,6.0,12.0,2020-11-13
SHOT Bulleit Bourbon,3588,2.0,4.0,8.0,2020-11-13
SHOT Absolut Citron,3657,2.0,4.0,8.0,2020-11-13
DBL Skyy Cherry,3670,2.0,7.0,14.0,2020-11-13
Nashville Hot Chicken,3706,2.0,9.0,18.0,2020-11-13
SHOT RAIL Tequila,3462,2.0,3.0,6.0,2020-11-13
DBL Coconut Jack,3498,2.0,6.0,12.0,2020-11-13
SHOT RumChata,3503,2.0,4.0,8.0,2020-11-13
DBL Meyers Dark,3504,2.0,6.0,12.0,2020-11-13
SHOT Meyers Dark,3505,2.0,3.0,6.0,2020-11-13
DBL Jack Daniels,3526,2.0,8.0,16.0,2020-11-13
SHOT Jack Daniels,3527,2.0,4.0,8.0,2020-11-13
RAIL Gin,3341,2.0,3.5,7.0,2020-11-13
RAIL Rum,3343,1.0,0.0,0.0,2020-11-13
RAIL Tequila,3344,1.0,3.5,3.5,2020-11-13
SHOT RAIL Vodka,3456,1.0,0.0,0.0,2020-11-13
 SHOT Crown Royal,3529,1.0,4.0,4.0,2020-11-13
Coke - Refill,3464,1.0,0.0,0.0,2020-11-13
DBL Skyy,3662,1.0,4.0,4.0,2020-11-13
SHOT Skyy Peach,3665,1.0,0.0,0.0,2020-11-13
DBL Fireball,3583,1.0,8.0,8.0,2020-11-13
DBL Bulleit Bourbon,3587,1.0,9.0,9.0,2020-11-13
7-UP,3147,1.0,1.5,1.5,2020-11-13
PINT Miller Lite,3138,1.0,3.0,3.0,2020-11-13
PIT Miller High Life,3142,1.0,11.0,11.0,2020-11-13
Bloody Mary,3199,1.0,8.0,8.0,2020-11-13
Cab/Merlot,3329,1.0,5.0,5.0,2020-11-13
RAIL Whiskey,3340,1.0,3.5,3.5,2020-11-13
DBL of the WEEK,3251,1.0,5.0,5.0,2020-11-13
Skyy Raspberry,3302,1.0,4.0,4.0,2020-11-13
Red Bull,3175,1.0,0.0,0.0,2020-11-13
Red Bull SF,3176,1.0,0.0,0.0,2020-11-13
CHEESE burger,2841,1.0,7.5,7.5,2020-11-13
CAN Coors Light,3116,1.0,4.0,4.0,2020-11-13
BTL Corona,3117,1.0,4.5,4.5,2020-11-13
BTL MGD,3121,1.0,3.25,3.25,2020-11-13
Cup Chili,2873,1.0,2.5,2.5,2020-11-13
House Salad SM,2837,1.0,3.5,3.5,2020-11-13
Bowl SOUP,2713,1.0,4.0,4.0,2020-11-13
