Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,199.0,5.1871859296482,1032.25,2019-07-19
BTL Miller High Life,3122,124.0,3.25,403.0,2019-07-19
Skyy Orange BOMB,3372,117.0,4.0,468.0,2019-07-19
Skyy Raspberry BOMB,3369,75.0,4.0,300.0,2019-07-19
SHOT Tullamore Dew,3327,67.0,4.0,268.0,2019-07-19
PINT Stein,3141,62.0,3.991935483871,247.5,2019-07-19
Glass Water,3162,62.0,0.0,0.0,2019-07-19
Sriracha Strips,2730,57.0,8.2105263157895,468.0,2019-07-19
PINT Beer of the Week,3356,57.0,3.0,171.0,2019-07-19
Skyy Cherry BOMB,3370,54.0,4.0,216.0,2019-07-19
PINT LKFT Hazy Rabbit,3348,53.0,3.9905660377358,211.5,2019-07-19
PINT Spotted Cow,3140,52.0,3.9519230769231,205.5,2019-07-19
PIT Miller Lite,3143,49.0,11.0,539.0,2019-07-19
OUTSIDE,3253,49.0,0.0,0.0,2019-07-19
SHOT Cazadores Blanco,3481,46.0,4.0,184.0,2019-07-19
PINT Miller High Life,3137,43.0,3.0,129.0,2019-07-19
PIT Schlitz,3144,41.0,11.0,451.0,2019-07-19
SHOT of the WEEK,3254,41.0,3.0,123.0,2019-07-19
PINT Miller Lite,3138,39.0,3.0,117.0,2019-07-19
Cheese Curds,2728,36.0,6.5277777777778,235.0,2019-07-19
Locust St Wings FULL,2729,35.0,11.085714285714,388.0,2019-07-19
GRILLED CHEESE,2734,35.0,4.4571428571429,156.0,2019-07-19
Locust St. Wings HALF,2858,35.0,6.0285714285714,211.0,2019-07-19
PINT LKFT IPA,3136,35.0,3.7714285714286,132.0,2019-07-19
PIT WATER,3400,32.0,0.0,0.0,2019-07-19
DBL RAIL Whiskey,3459,30.0,5.2166666666667,156.5,2019-07-19
DBL Titos,3654,30.0,8.0,240.0,2019-07-19
CAN Press Blk/Hyb,3130,30.0,5.0,150.0,2019-07-19
PIT Miller High Life,3142,29.0,11.0,319.0,2019-07-19
PINT Moon Man,3349,28.0,4.2321428571429,118.5,2019-07-19
VBALL LITE,3410,27.0,0.0,0.0,2019-07-19
CAN Coors Light,3116,27.0,4.0,108.0,2019-07-19
DBL RAIL Gin,3453,26.0,5.0384615384615,131.0,2019-07-19
DBL Skyy Cherry,3670,26.0,7.0,182.0,2019-07-19
Skyy Ginger BOMB,3371,24.0,4.0,96.0,2019-07-19
PINT Abita TurboDog,3353,23.0,4.0434782608696,93.0,2019-07-19
Thurs Burger,2886,23.0,5.7173913043478,131.5,2019-07-19
RIVERWEST BURGER,2714,22.0,9.8863636363636,217.5,2019-07-19
CHEESE burger,2841,22.0,7.5,165.0,2019-07-19
PIT Spotted Cow,3145,22.0,15.0,330.0,2019-07-19
SHOT Seagrams VO,3325,21.0,3.0,63.0,2019-07-19
Skyy Peach BOMB,3367,20.0,4.0,80.0,2019-07-19
Nachos,2808,20.0,7.075,141.5,2019-07-19
PIT Beer of the Week,3362,19.0,11.0,209.0,2019-07-19
DBL RAIL Brandy,3448,18.0,5.25,94.5,2019-07-19
3 PART COMBO,2831,18.0,11.977777777778,215.6,2019-07-19
French Fries,2731,18.0,2.0,36.0,2019-07-19
COMBO FRY,2736,17.0,11.126470588235,189.15,2019-07-19
Tater Tots,2836,17.0,2.0,34.0,2019-07-19
CAN PBR 16oz,3129,17.0,4.0,68.0,2019-07-19
SHOT Bombay Sapphire,3487,17.0,4.0,68.0,2019-07-19
HH PINT Abita Wrought Iron,3354,17.0,4.2352941176471,72.0,2019-07-19
SHOT Cazadores Reposado,3479,16.0,4.0,64.0,2019-07-19
DBL RAIL Tequila,3461,16.0,5.3125,85.0,2019-07-19
Soda/Juice,3183,16.0,1.5,24.0,2019-07-19
Chix Caeser Wrap,2838,16.0,8.375,134.0,2019-07-19
Mush Swiss Burger,2715,15.0,8.3666666666667,125.5,2019-07-19
All American Burger,2840,15.0,6.95,104.25,2019-07-19
BTL Miller Lite,3391,15.0,3.25,48.75,2019-07-19
PIT LKFT IPA,3358,14.0,14.285714285714,200.0,2019-07-19
BTL Bud Light,3114,14.0,4.3928571428571,61.5,2019-07-19
DBL of the WEEK,3251,13.0,5.0,65.0,2019-07-19
Kung Fu Quesadilla,2870,13.0,6.0,78.0,2019-07-19
WAR Burger,3028,13.0,8.2307692307692,107.0,2019-07-19
PINT Angry Orchard,3352,13.0,3.9230769230769,51.0,2019-07-19
DBL Jack Daniels,3526,13.0,8.0,104.0,2019-07-19
SHOT Skyy,3663,13.0,3.0,39.0,2019-07-19
DBL Jim Beam,3530,12.0,7.0,84.0,2019-07-19
SHOT Hennessey,3450,12.0,5.0,60.0,2019-07-19
DBL RAIL Rum,3457,12.0,4.5,54.0,2019-07-19
Fancy Fries,2878,12.0,5.0,60.0,2019-07-19
CAN Press GF/CAR,3133,12.0,5.0,60.0,2019-07-19
PIT Stein,3146,12.0,15.0,180.0,2019-07-19
CAN Press Lime,3132,11.0,5.0,55.0,2019-07-19
SHOT Rumpleminz,3242,11.0,4.0,44.0,2019-07-19
Camel Lights,3247,11.0,10.0,110.0,2019-07-19
Cup SOUP,2872,11.0,2.5,27.5,2019-07-19
BTL Corona,3117,11.0,4.5,49.5,2019-07-19
PINT Summer Shandy,3425,11.0,3.8181818181818,42.0,2019-07-19
PIT Moon Man,3357,11.0,15.0,165.0,2019-07-19
PINT K4 Fantasy Factory,3351,10.0,3.9,39.0,2019-07-19
