Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,98.0,4.8724489795918,477.5,2021-05-07
SHOT Seagrams VO,3325,80.0,1.6875,135.0,2021-05-07
PIT Miller Lite,3143,76.0,11.0,836.0,2021-05-07
Skyy Peach BOMB,3367,75.0,3.68,276.0,2021-05-07
PINT Stein,3141,64.0,3.8671875,247.5,2021-05-07
Skyy Orange BOMB,3372,56.0,3.2857142857143,184.0,2021-05-07
PINT Spotted Cow,3140,49.0,3.8877551020408,190.5,2021-05-07
SHOT Fernet,3507,47.0,2.8936170212766,136.0,2021-05-07
PINT LKFT IPA,3136,45.0,3.4,153.0,2021-05-07
PINT Miller High Life,3137,45.0,3.0,135.0,2021-05-07
CAN Press Pom/Gin,3131,43.0,5.0,215.0,2021-05-07
SHOT Cazadores Blanco,3481,43.0,3.8139534883721,164.0,2021-05-07
SHOT Tullamore Dew,3327,42.0,3.1428571428571,132.0,2021-05-07
PINT Moon Man,3349,38.0,2.8421052631579,108.0,2021-05-07
PIT Spotted Cow,3145,37.0,15.0,555.0,2021-05-07
PINT LKFT Hazy Rabbit,3348,36.0,3.625,130.5,2021-05-07
Cheese Curds,2728,34.0,8.0882352941176,275.0,2021-05-07
GRILLED CHEESE,2734,34.0,3.0,102.0,2021-05-07
SHOT Skyy,3663,32.0,3.0,96.0,2021-05-07
Locust St Wings FULL,2729,31.0,10.725806451613,332.5,2021-05-07
CAN Press Blk/Hyb,3130,31.0,5.0,155.0,2021-05-07
BTL Miller High Life,3122,29.0,3.1379310344828,91.0,2021-05-07
CAN Press GF/CAR,3133,28.0,5.0,140.0,2021-05-07
CAN PBR 16oz,3129,27.0,4.0185185185185,108.5,2021-05-07
RIVERWEST BURGER,2714,27.0,10.87037037037,293.5,2021-05-07
DBL RAIL Tequila,3461,25.0,5.38,134.5,2021-05-07
DBL RAIL Rum,3457,22.0,5.2272727272727,115.0,2021-05-07
DBL RAIL Gin,3453,22.0,4.9090909090909,108.0,2021-05-07
Skyy Cherry BOMB,3370,22.0,4.0,88.0,2021-05-07
PINT Schlitz,3139,22.0,3.0,66.0,2021-05-07
PIT Miller High Life,3142,21.0,11.0,231.0,2021-05-07
Locust St. Wings HALF,2858,21.0,5.5714285714286,117.0,2021-05-07
Sriracha Strips,2730,21.0,8.0714285714286,169.5,2021-05-07
PINT Beer of the Week,3356,21.0,3.0,63.0,2021-05-07
SHOT Jameson,3317,21.0,2.6666666666667,56.0,2021-05-07
