Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
SHOT Jameson,3317,24.0,3.6666666666667,88.0,2020-06-05
SHOT Tullamore Dew,3327,18.0,2.6666666666667,48.0,2020-06-05
Locust St Wings FULL,2729,14.0,11.321428571429,158.5,2020-06-05
FISH FRY,2722,10.0,10.95,109.5,2020-06-05
PINT Miller High Life,3137,9.0,2.0,18.0,2020-06-05
2 for $5 Bottles,3708,9.0,5.0,45.0,2020-06-05
SHOT Absolut Citron,3657,8.0,4.0,32.0,2020-06-05
3 PART COMBO,2831,8.0,16.115,128.92,2020-06-05
Locust St. Wings HALF,2858,7.0,6.1428571428571,43.0,2020-06-05
SHOT South. Comfort,3597,7.0,4.0,28.0,2020-06-05
SHOT Cazadores Blanco,3481,6.0,4.0,24.0,2020-06-05
DBL Bombay Sapphire,3486,6.0,8.0,48.0,2020-06-05
CAN PBR 16oz,3129,6.0,4.0,24.0,2020-06-05
Nashville Hot Chicken,3706,6.0,8.5833333333333,51.5,2020-06-05
Cheese Curds,2728,6.0,8.0833333333333,48.5,2020-06-05
French Fries,2731,5.0,2.0,10.0,2020-06-05
DBL Skyy Ginger,3672,5.0,7.0,35.0,2020-06-05
BTL Miller Lite,3391,5.0,1.3,6.5,2020-06-05
DBL RAIL Gin,3453,4.0,4.375,17.5,2020-06-05
DBL Skyy Apricot,3666,4.0,7.0,28.0,2020-06-05
COMBO FRY,2736,4.0,13.625,54.5,2020-06-05
BTL Corona,3117,4.0,4.5,18.0,2020-06-05
RIVERWEST BURGER,2714,4.0,11.24,44.96,2020-06-05
PINT Stein,3141,4.0,1.5,6.0,2020-06-05
BTL Modelo Especial,3124,3.0,4.5,13.5,2020-06-05
Camel Lights,3247,3.0,10.0,30.0,2020-06-05
Chix Caeser Wrap,2838,3.0,8.0,24.0,2020-06-05
CHEESE burger,2841,3.0,7.8333333333333,23.5,2020-06-05
SIDE RANCH,2815,3.0,0.25,0.75,2020-06-05
DBL Jack Daniels,3526,3.0,8.0,24.0,2020-06-05
Tracks Big Boy,3704,3.0,10.156666666667,30.47,2020-06-05
DBL Kraken,3500,2.0,8.0,16.0,2020-06-05
PINT LKFT Hazy Rabbit,3348,2.0,2.0,4.0,2020-06-05
DBL Titos,3654,2.0,8.0,16.0,2020-06-05
DBL Makers Mark,3534,2.0,4.5,9.0,2020-06-05
DBL Tullamore Dew,3536,2.0,8.0,16.0,2020-06-05
Perch FRY,2830,2.0,13.24,26.48,2020-06-05
PC Perch,2869,2.0,1.0,2.0,2020-06-05
PC Pollack,2800,2.0,2.25,4.5,2020-06-05
Chili Cheese Poutine,2801,2.0,7.0,14.0,2020-06-05
Sriracha Strips,2730,2.0,8.25,16.5,2020-06-05
Absolut,3286,2.0,8.0,16.0,2020-06-05
RAIL Vodka,3339,2.0,3.5,7.0,2020-06-05
BTL MGD,3121,2.0,3.25,6.5,2020-06-05
BTL Miller High Life,3122,1.0,0.0,0.0,2020-06-05
PIT Miller High Life,3142,1.0,7.0,7.0,2020-06-05
PIT Miller Lite,3143,1.0,7.0,7.0,2020-06-05
PIT Spotted Cow,3145,1.0,7.0,7.0,2020-06-05
Soda/Juice,3183,1.0,1.5,1.5,2020-06-05
RAIL Brandy,3342,1.0,4.5,4.5,2020-06-05
Makers Mark,3322,1.0,5.0,5.0,2020-06-05
PINT Spotted Cow,3140,1.0,2.0,2.0,2020-06-05
GRILLED CHEESE,2734,1.0,2.0,2.0,2020-06-05
SIDE Olives,2847,1.0,0.0,0.0,2020-06-05
SIDE Tartar Sauce,2834,1.0,0.75,0.75,2020-06-05
Jameson,3539,1.0,5.0,5.0,2020-06-05
DBL Seagrams 7,3594,1.0,7.0,7.0,2020-06-05
SHOT Titos,3655,1.0,4.0,4.0,2020-06-05
HH PINT Guinness,3350,1.0,2.0,2.0,2020-06-05
PINT Beer of the Week,3356,1.0,2.0,2.0,2020-06-05
DBL RAIL Whiskey,3459,1.0,4.0,4.0,2020-06-05
SHOT Jim Beam,3531,1.0,4.0,4.0,2020-06-05
Patty Melt,3705,1.0,9.5,9.5,2020-06-05
Buffalo Chicken Sammy,3707,1.0,9.5,9.5,2020-06-05
