Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
DBL RAIL Vodka,3455,124.0,5.2741935483871,654.0,2021-07-09
SHOT Tullamore Dew,3327,81.0,2.962962962963,240.0,2021-07-09
Skyy Cherry BOMB,3370,81.0,3.2098765432099,260.0,2021-07-09
BTL Miller High Life,3122,63.0,2.5793650793651,162.5,2021-07-09
PINT Stein,3141,62.0,4.1129032258065,255.0,2021-07-09
PINT Spotted Cow,3140,58.0,3.9310344827586,228.0,2021-07-09
Skyy Peach BOMB,3367,55.0,3.2,176.0,2021-07-09
PINT LKFT IPA,3136,51.0,4.1470588235294,211.5,2021-07-09
PIT Miller Lite,3143,48.0,10.770833333333,517.0,2021-07-09
SHOT Seagrams VO,3325,46.0,1.695652173913,78.0,2021-07-09
PINT Moon Man,3349,41.0,3.0365853658537,124.5,2021-07-09
CAN PBR 16oz,3129,34.0,4.0,136.0,2021-07-09
CAN Press Blk/Hyb,3130,33.0,5.0,165.0,2021-07-09
SHOT Cazadores Blanco,3481,32.0,3.25,104.0,2021-07-09
SHOT Fernet,3507,31.0,2.4516129032258,76.0,2021-07-09
CAN Press GF/CAR,3133,31.0,4.6774193548387,145.0,2021-07-09
Glass Water,3162,29.0,0.0,0.0,2021-07-09
Sriracha Strips,2730,29.0,7.75,224.75,2021-07-09
Cheese Curds,2728,28.0,8.0,224.0,2021-07-09
PINT Miller High Life,3137,28.0,3.0,84.0,2021-07-09
SHOT Cazadores Reposado,3479,27.0,3.5555555555556,96.0,2021-07-09
DBL RAIL Gin,3453,25.0,4.5,112.5,2021-07-09
SHOT Jameson,3317,25.0,2.4,60.0,2021-07-09
GRILLED CHEESE,2734,25.0,3.0,75.0,2021-07-09
PINT Schlitz,3139,24.0,3.0,72.0,2021-07-09
CAN Press Pom/Gin,3131,24.0,5.0,120.0,2021-07-09
CAN Press Lime,3132,24.0,4.7916666666667,115.0,2021-07-09
DBL Titos,3654,24.0,7.3333333333333,176.0,2021-07-09
PIT Spotted Cow,3145,23.0,15.0,345.0,2021-07-09
BTL Miller Lite,3391,23.0,2.1195652173913,48.75,2021-07-09
BTL Corona,3117,22.0,4.5,99.0,2021-07-09
Skyy Raspberry BOMB,3369,21.0,3.2380952380952,68.0,2021-07-09
DBL Skyy Raspb,3668,20.0,7.0,140.0,2021-07-09
DBL Captain Morgan,3496,19.0,8.0,152.0,2021-07-09
PIT Miller High Life,3142,19.0,10.421052631579,198.0,2021-07-09
Locust St Wings FULL,2729,19.0,15.078947368421,286.5,2021-07-09
Chix Caeser Wrap,2838,19.0,8.8815789473684,168.75,2021-07-09
CHEESE burger,2841,19.0,7.3684210526316,140.0,2021-07-09
Locust St. Wings HALF,2858,19.0,7.1578947368421,136.0,2021-07-09
CAN Coors Light,3116,17.0,4.0,68.0,2021-07-09
DBL RAIL Whiskey,3459,17.0,5.4411764705882,92.5,2021-07-09
PINT LKFT Hazy Rabbit,3348,17.0,4.1470588235294,70.5,2021-07-09
Buffalo Chicken Sammy,3707,17.0,9.1617647058824,155.75,2021-07-09
Nashville Hot Chicken,3706,16.0,9.25,148.0,2021-07-09
DBL Skyy Cherry,3670,16.0,7.0,112.0,2021-07-09
PINT LKFT Oktoberfest,3697,16.0,4.21875,67.5,2021-07-09
Perch FRY,2830,16.0,12.99,207.84,2021-07-09
DBL Jack Daniels,3526,15.0,8.1333333333333,122.0,2021-07-09
Patty Melt,3705,14.0,9.1428571428571,128.0,2021-07-09
D.E. GF BOMB,3716,13.0,1.5384615384615,20.0,2021-07-09
SHOT Jose Cuervo,3475,13.0,3.0,39.0,2021-07-09
VBALL LITE,3410,13.0,0.0,0.0,2021-07-09
All American Burger,2840,13.0,7.2307692307692,94.0,2021-07-09
PIT Schlitz,3144,13.0,10.153846153846,132.0,2021-07-09
3 PART COMBO,2831,12.0,16.281666666667,195.38,2021-07-09
Tater Tots,2836,12.0,1.8333333333333,22.0,2021-07-09
Plain Chicken Strips,2867,11.0,7.2727272727273,80.0,2021-07-09
PIT Stein,3146,11.0,15.0,165.0,2021-07-09
VBALL HI-LIFE,3411,11.0,0.0,0.0,2021-07-09
DBL Bacardi,3492,11.0,6.0,66.0,2021-07-09
HH PINT Guinness,3350,11.0,3.9090909090909,43.0,2021-07-09
DBL of the WEEK,3251,11.0,4.5454545454545,50.0,2021-07-09
RIVERWEST BURGER,2714,10.0,10.05,100.5,2021-07-09
FISH FRY,2722,10.0,10.6,106.0,2021-07-09
