Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
FISH FRY,2722,23.0,10.586956521739,243.5,2020-06-12
SHOT Tullamore Dew,3327,14.0,4.0,56.0,2020-06-12
SHOT Jameson,3317,13.0,2.4615384615385,32.0,2020-06-12
SHOT Cazadores Blanco,3481,12.0,1.6666666666667,20.0,2020-06-12
Skyy Pear,3301,11.0,1.0909090909091,12.0,2020-06-12
Cheese Curds,2728,11.0,8.1363636363636,89.5,2020-06-12
All American Burger,2840,11.0,7.49,82.39,2020-06-12
Locust St Wings FULL,2729,10.0,11.3,113.0,2020-06-12
SHOT Cazadores Reposado,3479,10.0,2.8,28.0,2020-06-12
PINT LKFT Hazy Rabbit,3348,9.0,2.0,18.0,2020-06-12
Nashville Hot Chicken,3706,9.0,8.5555555555556,77.0,2020-06-12
Sriracha Strips,2730,9.0,8.0555555555556,72.5,2020-06-12
Perch FRY,2830,9.0,13.101111111111,117.91,2020-06-12
BTL Miller High Life,3122,8.0,3.25,26.0,2020-06-12
SHOT Jagermeister,3234,8.0,5.5,44.0,2020-06-12
SHOT Rumpleminz,3242,8.0,2.0,16.0,2020-06-12
Sandwich of the Week,2887,7.0,5.1428571428571,36.0,2020-06-12
PC Pollack,2800,7.0,2.0,14.0,2020-06-12
RIVERWEST BURGER,2714,6.0,10.99,65.94,2020-06-12
PINT Spotted Cow,3140,6.0,1.6666666666667,10.0,2020-06-12
PIT Spotted Cow,3145,6.0,7.0,42.0,2020-06-12
Coke,3154,6.0,1.5,9.0,2020-06-12
CAN Press Blk/Hyb,3130,5.0,5.0,25.0,2020-06-12
SIDE RANCH,2815,5.0,0.25,1.25,2020-06-12
GRILLED CHEESE,2734,5.0,2.0,10.0,2020-06-12
DBL Skyy Ginger,3672,5.0,7.0,35.0,2020-06-12
Tracks Big Boy,3704,4.0,7.6175,30.47,2020-06-12
DBL RAIL Vodka,3455,4.0,4.75,19.0,2020-06-12
Soft Pretzel Bites,2835,4.0,3.0,12.0,2020-06-12
PINT Miller Lite,3138,4.0,2.0,8.0,2020-06-12
PINT Stein,3141,3.0,2.0,6.0,2020-06-12
PIT Miller Lite,3143,3.0,7.0,21.0,2020-06-12
Glass Water,3162,3.0,0.0,0.0,2020-06-12
RAIL Tequila,3344,3.0,3.5,10.5,2020-06-12
Absolut Citron,3287,3.0,5.0,15.0,2020-06-12
