Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
Skyy Cherry BOMB,3370,22.0,3.4545454545455,76.0,2020-07-14
PINT Beer of the Week,3356,19.0,2.0,38.0,2020-07-14
PIT Spotted Cow,3145,10.0,15.0,150.0,2020-07-14
OUTSIDE,3253,9.0,0.0,0.0,2020-07-14
SHOT Rumpleminz,3242,7.0,1.5714285714286,11.0,2020-07-14
SHOT Tullamore Dew,3327,7.0,2.8571428571429,20.0,2020-07-14
CAN Press GF/CAR,3133,6.0,5.0,30.0,2020-07-14
DBL Jameson,3538,6.0,4.0,24.0,2020-07-14
DBL RAIL Vodka,3455,5.0,5.5,27.5,2020-07-14
PINT LKFT IPA,3136,5.0,3.3,16.5,2020-07-14
PINT LKFT Hazy Rabbit,3348,5.0,3.9,19.5,2020-07-14
PINT Stein,3141,4.0,3.75,15.0,2020-07-14
Skyy Ginger BOMB,3371,4.0,2.0,8.0,2020-07-14
BTL Miller Lite,3391,4.0,3.25,13.0,2020-07-14
VBALL LITE,3410,4.0,0.0,0.0,2020-07-14
SHOT RAIL Tequila,3462,3.0,3.0,9.0,2020-07-14
7-UP,3147,3.0,1.5,4.5,2020-07-14
PINT Miller High Life,3137,3.0,3.0,9.0,2020-07-14
CAN Press Lime,3132,3.0,5.0,15.0,2020-07-14
CAN Press Blk/Hyb,3130,3.0,5.0,15.0,2020-07-14
PINT K4 Fantasy Factory,3351,3.0,4.5,13.5,2020-07-14
PIT Schlitz,3144,3.0,11.0,33.0,2020-07-14
SHOT Jagermeister,3234,3.0,4.0,12.0,2020-07-14
PIT Moon Man,3357,2.0,15.0,30.0,2020-07-14
BTL Pabst,3126,2.0,3.25,6.5,2020-07-14
CAN PBR 16oz,3129,2.0,4.0,8.0,2020-07-14
CAN N.G. Staghorn,3135,2.0,5.0,10.0,2020-07-14
PIT Miller Lite,3143,2.0,11.0,22.0,2020-07-14
SHOT Cazadores Reposado,3479,2.0,0.0,0.0,2020-07-14
DBL Cazadores Blanco,3480,2.0,7.0,14.0,2020-07-14
SHOT Cazadores Blanco,3481,2.0,4.0,8.0,2020-07-14
SHOT Fernet,3507,2.0,0.0,0.0,2020-07-14
DBL Jack Daniels,3526,2.0,8.0,16.0,2020-07-14
DBL Crown Royal,3528,2.0,8.0,16.0,2020-07-14
DBL RAIL Whiskey,3459,2.0,5.5,11.0,2020-07-14
SHOT RAIL Whiskey,3460,2.0,3.0,6.0,2020-07-14
DBL South. Comfort,3596,2.0,8.0,16.0,2020-07-14
SHOT Skyy Watermelon,3674,2.0,3.0,6.0,2020-07-14
DBL J. Walker Black,3605,2.0,12.0,24.0,2020-07-14
DBL Wild Turkey 101,3615,2.0,8.0,16.0,2020-07-14
DBL Titos,3654,2.0,8.0,16.0,2020-07-14
VBALL SPOT COW,3415,2.0,4.0,8.0,2020-07-14
SHOT Skyy,3663,1.0,3.0,3.0,2020-07-14
DBL Skyy Cherry,3670,1.0,0.0,0.0,2020-07-14
DBL Skyy Orange,3676,1.0,7.0,7.0,2020-07-14
J. Walker Black,3601,1.0,6.0,6.0,2020-07-14
DBL RAIL Rum,3457,1.0,5.5,5.5,2020-07-14
VBALL Beer of the Week,3413,1.0,0.0,0.0,2020-07-14
VBALL MOON MAN,3414,1.0,4.0,4.0,2020-07-14
 SHOT Crown Royal,3529,1.0,4.0,4.0,2020-07-14
SHOT Jim Beam,3531,1.0,4.0,4.0,2020-07-14
DBL Makers Mark,3534,1.0,8.0,8.0,2020-07-14
DBL Tullamore Dew,3536,1.0,8.0,8.0,2020-07-14
DBL Hendricks Gin,3485,1.0,9.0,9.0,2020-07-14
SHOT Coconut Jack,3499,1.0,4.0,4.0,2020-07-14
SHOT Kraken,3501,1.0,4.0,4.0,2020-07-14
Long Island,3204,1.0,8.0,8.0,2020-07-14
PINT Schlitz,3139,1.0,3.0,3.0,2020-07-14
PINT Spotted Cow,3140,1.0,4.5,4.5,2020-07-14
BTL Blue Moon,3113,1.0,4.5,4.5,2020-07-14
CAN Press Pom/Gin,3131,1.0,5.0,5.0,2020-07-14
PIT Beer of the Week,3362,1.0,8.0,8.0,2020-07-14
PINT Angry Orchard,3352,1.0,4.5,4.5,2020-07-14
PINT Abita TurboDog,3353,1.0,3.0,3.0,2020-07-14
PINT Moon Man,3349,1.0,4.5,4.5,2020-07-14
RAIL Vodka,3339,1.0,3.5,3.5,2020-07-14
RAIL Brandy,3342,1.0,4.5,4.5,2020-07-14
Bag Snacks,3246,1.0,0.75,0.75,2020-07-14
DBL of the WEEK,3251,1.0,6.0,6.0,2020-07-14
Cazadores Blanco,3280,1.0,5.0,5.0,2020-07-14
Absolut,3286,1.0,5.0,5.0,2020-07-14
Crown Royal,3312,1.0,5.0,5.0,2020-07-14
