Item,Item Code,Quantity,Unit Price,Total Sales Amount,date
Skyy Raspberry BOMB,3369,121.0,2.7438016528926,332.0,2020-02-07
SHOT Seagrams VO,3325,116.0,1.6551724137931,192.0,2020-02-07
Skyy Orange BOMB,3372,106.0,2.0,212.0,2020-02-07
DBL RAIL Vodka,3455,93.0,4.6774193548387,435.0,2020-02-07
BTL Miller High Life,3122,78.0,2.3333333333333,182.0,2020-02-07
PINT Spotted Cow,3140,44.0,3.7840909090909,166.5,2020-02-07
PINT Stein,3141,43.0,4.0813953488372,175.5,2020-02-07
PINT Moon Man,3349,38.0,3.0789473684211,117.0,2020-02-07
PINT LKFT IPA,3136,36.0,3.875,139.5,2020-02-07
SHOT Tullamore Dew,3327,35.0,3.2,112.0,2020-02-07
PINT Miller High Life,3137,32.0,3.0,96.0,2020-02-07
GRILLED CHEESE,2734,31.0,3.9193548387097,121.5,2020-02-07
Glass Water,3162,30.0,1.2666666666667,38.0,2020-02-07
DBL RAIL Whiskey,3459,30.0,5.0333333333333,151.0,2020-02-07
Locust St Wings FULL,2729,27.0,10.925925925926,295.0,2020-02-07
CAN Press Blk/Hyb,3130,26.0,4.4230769230769,115.0,2020-02-07
PINT LKFT Hazy Rabbit,3348,24.0,3.875,93.0,2020-02-07
HH PINT Abita Wrought Iron,3354,24.0,3.6875,88.5,2020-02-07
CAN PBR 16oz,3129,22.0,4.0,88.0,2020-02-07
SHOT Cazadores Reposado,3479,21.0,2.6666666666667,56.0,2020-02-07
SHOT Cazadores Blanco,3481,21.0,3.4285714285714,72.0,2020-02-07
Locust St. Wings HALF,2858,20.0,6.0,120.0,2020-02-07
Cheese Curds,2728,19.0,6.5526315789474,124.5,2020-02-07
PINT Beer of the Week,3356,19.0,3.0,57.0,2020-02-07
DBL RAIL Gin,3453,19.0,4.7894736842105,91.0,2020-02-07
PINT Schlitz,3139,18.0,2.6666666666667,48.0,2020-02-07
Sriracha Strips,2730,18.0,8.3888888888889,151.0,2020-02-07
Bloody Mary,3199,17.0,7.1176470588235,121.0,2020-02-07
Skyy Peach BOMB,3367,16.0,2.75,44.0,2020-02-07
FISH FRY,2722,16.0,10.2,163.2,2020-02-07
3 PART COMBO,2831,15.0,12.05,180.75,2020-02-07
BTL Corona,3117,15.0,4.5,67.5,2020-02-07
PIT Schlitz,3144,14.0,9.4285714285714,132.0,2020-02-07
DBL of the WEEK,3251,14.0,6.0,84.0,2020-02-07
HH PINT Guinness,3350,13.0,3.7692307692308,49.0,2020-02-07
Soda/Juice,3183,13.0,1.5,19.5,2020-02-07
Perch FRY,2830,13.0,10.219230769231,132.85,2020-02-07
WAR Burger,3028,13.0,8.1538461538462,106.0,2020-02-07
DBL RAIL Rum,3457,13.0,5.3846153846154,70.0,2020-02-07
DBL Skyy Ginger,3672,12.0,7.0,84.0,2020-02-07
French Fries,2731,12.0,2.0416666666667,24.5,2020-02-07
Skyy Cherry BOMB,3370,12.0,2.3333333333333,28.0,2020-02-07
RAIL Vodka,3339,12.0,1.75,21.0,2020-02-07
SHOT Goldschlager,3230,12.0,2.3333333333333,28.0,2020-02-07
PINT Angry Orchard,3352,11.0,4.5,49.5,2020-02-07
PINT Abita TurboDog,3353,11.0,4.5,49.5,2020-02-07
PIT Miller Lite,3143,11.0,11.0,121.0,2020-02-07
Mush Swiss Burger,2715,11.0,8.9090909090909,98.0,2020-02-07
CHEESE burger,2841,11.0,7.1818181818182,79.0,2020-02-07
Thurs Burger,2886,11.0,4.2272727272727,46.5,2020-02-07
DBL Titos,3654,11.0,8.0,88.0,2020-02-07
DBL RAIL Tequila,3461,11.0,4.8181818181818,53.0,2020-02-07
BTL Miller Lite,3391,10.0,2.6,26.0,2020-02-07
COMBO FRY,2736,10.0,9.955,99.55,2020-02-07
RIVERWEST BURGER,2714,9.0,9.6666666666667,87.0,2020-02-07
PINT Miller Lite,3138,9.0,3.0,27.0,2020-02-07
Mind Eraser,3267,9.0,6.0,54.0,2020-02-07
SHOT Skyy Peach,3665,9.0,3.0,27.0,2020-02-07
SHOT Makers Mark,3535,9.0,3.5555555555556,32.0,2020-02-07
DBL Bulleit Bourbon,3587,9.0,8.0,72.0,2020-02-07
DBL Jameson,3538,8.0,8.0,64.0,2020-02-07
DBL Hennessey,3449,8.0,9.625,77.0,2020-02-07
Camel Lights,3247,8.0,8.75,70.0,2020-02-07
Skyy Ginger BOMB,3371,8.0,2.5,20.0,2020-02-07
Coke,3154,8.0,1.5,12.0,2020-02-07
House Salad SM,2837,8.0,3.5,28.0,2020-02-07
Fancy Fries,2878,8.0,5.125,41.0,2020-02-07
Cheese Curd Burger,2879,8.0,10.125,81.0,2020-02-07
Breakfast BURRITO,3034,7.0,7.5714285714286,53.0,2020-02-07
Chix Caeser Wrap,2838,7.0,5.7857142857143,40.5,2020-02-07
HOLY MO!,2839,7.0,10.357142857143,72.5,2020-02-07
All American Burger,2840,7.0,6.75,47.25,2020-02-07
