Michael 30,The Tracks Tavern and Grill,09/23/2021 10:31:32
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
RAIL Vodka,3339,,46.0000,4.8260869565217,222
PINT LKFT IPA,3136,,44.0000,3.5795454545455,157.5
SHOT Tullamore Dew,3327,,38.0000,4,152
PINT Spotted Cow,3140,,36.0000,3.75,135
PINT Miller High Life,3137,,30.0000,3,90
PINT Stein,3141,,25.0000,3.78,94.5
Skyy Raspberry BOMB,3369,,22.0000,4,88
PINT Miller Lite,3138,,21.0000,3,63
BTL Miller High Life,3122,,16.0000,3.25,52
PINT LKFT Hazy Rabbit,3348,,16.0000,3.375,54
PINT Beer of the Week,3356,,14.0000,3,42
RAIL Whiskey,3340,,14.0000,4.7142857142857,66
PINT Moon Man,3349,,13.0000,3.4615384615385,45
SHOT Seagrams VO,3325,,12.0000,4,48
Skyy Orange BOMB,3372,,10.0000,4,40
PINT Schlitz,3139,,10.0000,3,30
CAN Coors Light,3116,,9.0000,4,36
OUTSIDE,3253,,9.0000,0,0
SHOT Jameson,3317,,8.0000,4,32
PIT Schlitz,3144,,7.0000,10,70
BTL Blue Moon,3113,,7.0000,4.5,31.5
CAN PBR 16oz,3129,,7.0000,4,28
BTL Miller Lite,3123,,6.0000,3.25,19.5
SHOT of the WEEK,3254,,6.0000,3,18
PIT Miller Lite,3143,,6.0000,10,60
Titos,3307,,6.0000,7,42
PINT O&apos;&apos;so Hop Debacle,3355,,6.0000,3,18
PINT Abita TurboDog,3353,,5.0000,3.6,18
HH PINT Abita Wrought Iron,3354,,5.0000,3.3,16.5
Skyy Apricot BOMB,3368,,5.0000,4,20
SHOT Dr McGullicuddys,3226,,5.0000,3,15
Sambuca,3243,,4.0000,4,16
Bag Snacks,3246,,4.0000,0.75,3
Moscow Mule,3207,,4.0000,7,28
BTL Modelo Especial,3124,,4.0000,4.5,18
BTL Pabst,3126,,4.0000,3.25,13
Skyy Pear,3301,,4.0000,5,20
Skyy Cherry,3297,,4.0000,4.625,18.5
Absolut Citron,3287,,4.0000,4,16
Cazadores Blanco,3280,,4.0000,4.75,19
Jack Daniels,3315,,4.0000,6.25,25
Bulleit Rye,3309,,3.0000,7.3333333333333,22
Seagrams 7,3324,,3.0000,6,18
RAIL Gin,3341,,3.0000,4.6666666666667,14
Skyy Orange,3299,,3.0000,3.3333333333333,10
Pearl Cucumber,3293,,3.0000,8,24
PIT Beer of the Week,3362,,3.0000,10,30
PIT Moon Man,3357,,2.0000,14,28
BTL Miller Lite,3391,,2.0000,3.25,6.5
Skyy Peach,3300,,2.0000,4,8
Bulleit Bourbon,3308,,2.0000,6.5,13
DBL of the WEEK,3251,,2.0000,6,12
Ketel One,3292,,2.0000,6.5,13
Absolut,3286,,2.0000,6,12
Wild Turkey,3328,,2.0000,4,8
Chardonnay,3331,,2.0000,5,10
RAIL Rum,3343,,2.0000,5.5,11
Makers Mark,3322,,2.0000,8,16
Skyy,3296,,2.0000,6,12
Jack Daniels Honey,3316,,2.0000,4,8
BTL Bud Light,3114,,2.0000,4,8
BTL LH Milk Stout,3119,,2.0000,4.5,9
CAN N.G. Staghorn,3135,,2.0000,5,10
PIT Miller High Life,3142,,2.0000,10,20
Rehorst Gin,3218,,2.0000,4,8
Amaretto,3220,,2.0000,5,10
Captain Morgan,3258,,2.0000,8,16
Meyers Dark,3261,,1.0000,6,6
Dewers White,3263,,1.0000,8,8
Camel Lights,3247,,1.0000,9,9
Cocktail of the Week,3250,,1.0000,4,4
Trinidad Tea,3213,,1.0000,8,8
PIT Stein,3146,,1.0000,14,14
Korbel,3191,,1.0000,3,3
Bloody Mary,3199,,1.0000,7,7
Long Island,3204,,1.0000,8,8
BTL MGD,3121,,1.0000,3.25,3.25
CAN Crispin 16oz,3128,,1.0000,5,5
Jim Beam,3318,,1.0000,8,8
RAIL Tequila,3344,,1.0000,4,4
RAIL Brandy,3342,,1.0000,5.5,5.5
MISC CHARGE,3252,,1.0000,29.02,29.02
Cazadores Reposado,3281,,1.0000,4,4
Skyy Raspberry,3302,,1.0000,4,4
Pearl Pomegranate,3294,,1.0000,4,4
BTL Bud Light,3388,,1.0000,4,4
PIT Abita TurboDog,3363,,1.0000,14,14
PINT Guinness,3350,,1.0000,5,5
HH PINT Angry Orchard,3352,,1.0000,3,3
