Michael 30,The Tracks Tavern and Grill,09/23/2021 12:02:37
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Tullamore Dew,3327,,53.0000,2.3396226415094,124
PINT Moon Man,3349,,46.0000,2.6086956521739,120
PINT Spotted Cow,3140,,40.0000,3.675,147
SHOT Seagrams VO,3325,,35.0000,1.9714285714286,69
PINT Schlitz,3139,,34.0000,2.9117647058824,99
PINT Stein,3141,,27.0000,3.5,94.5
CAN PBR 16oz,3129,,27.0000,4,108
PINT LKFT IPA,3136,,24.0000,3.1875,76.5
Skyy Peach BOMB,3367,,21.0000,2.8571428571429,60
Skyy Cherry BOMB,3370,,20.0000,2.2,44
DBL RAIL Vodka,3455,,19.0000,4.6842105263158,89
Skyy Raspberry BOMB,3369,,18.0000,3.1111111111111,56
BTL Miller High Life,3122,,17.0000,2.6764705882353,45.5
DBL Jack Daniels,3526,,15.0000,8,120
SHOT Jameson,3317,,12.0000,2.3333333333333,28
PINT LKFT Hazy Rabbit,3348,,11.0000,3.4090909090909,37.5
SHOT Jack Daniels,3527,,11.0000,2.1818181818182,24
DBL Skyy Raspb,3668,,11.0000,6.3636363636364,70
SHOT Cazadores Reposado,3479,,10.0000,2,20
SHOT Fernet,3507,,9.0000,1.3333333333333,12
SHOT Bulleit Rye,3590,,9.0000,3.5555555555556,32
DBL Seagrams 7,3594,,9.0000,7,63
SHOT Canad. Club,3618,,9.0000,3,27
SHOT Skyy Raspb,3669,,8.0000,1.875,15
BTL Miller Lite,3391,,8.0000,2.4375,19.5
CAN Press Blk/Hyb,3130,,8.0000,5,40
CAN Press Pom/Gin,3131,,8.0000,5,40
BTL Budweiser,3115,,7.0000,4.5,31.5
PINT Abita TurboDog,3353,,7.0000,3.2142857142857,22.5
DBL Titos,3654,,7.0000,8.5714285714286,60
 SHOT Crown Royal,3529,,6.0000,4,24
BTL MGD,3121,,6.0000,3.25,19.5
PINT Miller High Life,3137,,6.0000,2,12
PIT Schlitz,3144,,6.0000,11,66
Moscow Mule,3207,,6.0000,7,42
DBL RAIL Tequila,3461,,5.0000,4.3,21.5
DBL Crown Royal,3528,,5.0000,8,40
DBL Kraken,3500,,4.0000,8,32
DBL Jim Beam,3530,,4.0000,7,28
SHOT Jim Beam,3531,,4.0000,4,16
SHOT Absolut Citron,3657,,4.0000,4,16
SHOT Skyy Peach,3665,,4.0000,0.75,3
DBL Bulleit Bourbon,3587,,4.0000,8,32
DBL RAIL Whiskey,3459,,4.0000,5.125,20.5
SHOT Rumpleminz,3242,,4.0000,4,16
BTL ODouls,3125,,4.0000,3.25,13
BTL Corona,3117,,3.0000,3,9
PIT Miller High Life,3142,,3.0000,11,33
DBL RAIL Gin,3453,,3.0000,4.5,13.5
Skyy Orange BOMB,3372,,3.0000,0,0
PINT Guinness,3350,,3.0000,3.6666666666667,11
DBL Absolut Citron,3656,,3.0000,8,24
SHOT Seagrams 7,3595,,2.0000,3,6
DBL Wild Turkey 101,3615,,2.0000,8,16
SHOT Skyy Cherry,3671,,2.0000,1.5,3
Crown Royal,3312,,2.0000,5,10
RAIL Vodka,3339,,2.0000,3.5,7
RAIL Gin,3341,,2.0000,3.5,7
DBL Captain Morgan,3496,,2.0000,8,16
SHOT Jose Cuervo,3475,,2.0000,3,6
PIT Miller Lite,3143,,2.0000,11,22
Bloody Mary,3199,,2.0000,7,14
Mind Eraser,3267,,2.0000,6,12
Absolut,3286,,2.0000,6.75,13.5
CAN Coors Light,3116,,2.0000,0,0
PINT Miller Lite,3138,,2.0000,3,6
CAN Press GF/CAR,3133,,2.0000,5,10
CAN Crispin 16oz,3128,,1.0000,6,6
BTL Blue Moon,3113,,1.0000,4.5,4.5
BTL Bud Light,3114,,1.0000,4.5,4.5
BTL Modelo Especial,3124,,1.0000,4.5,4.5
Skyy Raspberry,3302,,1.0000,4,4
Titos,3307,,1.0000,5,5
Captain Morgan,3258,,1.0000,5,5
Negroni,3208,,1.0000,8,8
Irish Coffee,3202,,1.0000,7,7
Long Island,3204,,1.0000,8,8
PIT Spotted Cow,3145,,1.0000,15,15
Bloody Maria,3198,,1.0000,7,7
SHOT Cazadores Blanco,3481,,1.0000,4,4
DBL Hendricks Gin,3485,,1.0000,9,9
DBL Bacardi,3492,,1.0000,6,6
DBL RAIL Brandy,3448,,1.0000,5.5,5.5
DBL Korbel,3452,,1.0000,6,6
SHOT RAIL Vodka,3456,,1.0000,3,3
DBL RAIL Rum,3457,,1.0000,5.5,5.5
RAIL Brandy,3342,,1.0000,3.5,3.5
RAIL Rum,3343,,1.0000,3.5,3.5
Jack Daniels,3315,,1.0000,5,5
HH PINT Angry Orchard,3352,,1.0000,4.5,4.5
Zin Spritzer,3336,,1.0000,6,6
DBL Skyy Orange,3676,,1.0000,7,7
SHOT Skyy Orange,3677,,1.0000,3,3
DBl Canad. Club,3617,,1.0000,7,7
DBL Tullamore Dew,3536,,1.0000,8,8
Tullamore Dew,3537,,1.0000,0,0
DBL Jameson,3538,,1.0000,8,8
SHOT Fireball,3584,,1.0000,4,4
