Michael 30,The Tracks Tavern and Grill,09/23/2021 11:35:11
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,199.0000,5.1871859296482,1032.25
BTL Miller High Life,3122,,124.0000,3.25,403
Skyy Orange BOMB,3372,,117.0000,4,468
Skyy Raspberry BOMB,3369,,75.0000,4,300
SHOT Tullamore Dew,3327,,67.0000,4,268
PINT Stein,3141,,62.0000,3.991935483871,247.5
PINT Beer of the Week,3356,,57.0000,3,171
Skyy Cherry BOMB,3370,,54.0000,4,216
PINT LKFT Hazy Rabbit,3348,,53.0000,3.9905660377358,211.5
PINT Spotted Cow,3140,,52.0000,3.9519230769231,205.5
PIT Miller Lite,3143,,49.0000,11,539
OUTSIDE,3253,,49.0000,0,0
SHOT Cazadores Blanco,3481,,46.0000,4,184
PINT Miller High Life,3137,,43.0000,3,129
PIT Schlitz,3144,,41.0000,11,451
SHOT of the WEEK,3254,,41.0000,3,123
PINT Miller Lite,3138,,39.0000,3,117
PINT LKFT IPA,3136,,35.0000,3.7714285714286,132
CAN Press Blk/Hyb,3130,,30.0000,5,150
DBL RAIL Whiskey,3459,,30.0000,5.2166666666667,156.5
DBL Titos,3654,,30.0000,8,240
PIT Miller High Life,3142,,29.0000,11,319
PINT Moon Man,3349,,28.0000,4.2321428571429,118.5
CAN Coors Light,3116,,27.0000,4,108
VBALL LITE,3410,,27.0000,0,0
DBL RAIL Gin,3453,,26.0000,5.0384615384615,131
DBL Skyy Cherry,3670,,26.0000,7,182
Skyy Ginger BOMB,3371,,24.0000,4,96
PINT Abita TurboDog,3353,,23.0000,4.0434782608696,93
PIT Spotted Cow,3145,,22.0000,15,330
SHOT Seagrams VO,3325,,21.0000,3,63
Skyy Peach BOMB,3367,,20.0000,4,80
PIT Beer of the Week,3362,,19.0000,11,209
DBL RAIL Brandy,3448,,18.0000,5.25,94.5
SHOT Bombay Sapphire,3487,,17.0000,4,68
HH PINT Abita Wrought Iron,3354,,17.0000,4.2352941176471,72
CAN PBR 16oz,3129,,17.0000,4,68
SHOT Cazadores Reposado,3479,,16.0000,4,64
DBL RAIL Tequila,3461,,16.0000,5.3125,85
BTL Miller Lite,3391,,15.0000,3.25,48.75
PIT LKFT IPA,3358,,14.0000,14.285714285714,200
BTL Bud Light,3114,,14.0000,4.3928571428571,61.5
DBL of the WEEK,3251,,13.0000,5,65
HH PINT Angry Orchard,3352,,13.0000,3.9230769230769,51
DBL Jack Daniels,3526,,13.0000,8,104
SHOT Skyy,3663,,13.0000,3,39
DBL Jim Beam,3530,,12.0000,7,84
DBL RAIL Rum,3457,,12.0000,4.5,54
SHOT Hennessey,3450,,12.0000,5,60
CAN Press GF/CAR,3133,,12.0000,5,60
PIT Stein,3146,,12.0000,15,180
CAN Press Lime,3132,,11.0000,5,55
BTL Corona,3117,,11.0000,4.5,49.5
SHOT Rumpleminz,3242,,11.0000,4,44
Camel Lights,3247,,11.0000,10,110
PINT Summer Shandy,3425,,11.0000,3.8181818181818,42
PIT Moon Man,3357,,11.0000,15,165
VBALL HI-LIFE,3411,,10.0000,0,0
PINT K4 Fantasy Factory,3351,,10.0000,3.9,39
PINT Schlitz,3139,,10.0000,3,30
Bloody Mary,3199,,9.0000,7.2222222222222,65
Skyy Apricot BOMB,3368,,9.0000,4,36
SHOT Patron XO,3477,,9.0000,4,36
SHOT Amaretto,3561,,8.0000,3,24
PIT LKFT Hazy Rabbit,3359,,8.0000,15,120
VBALL SCHLITZ,3412,,8.0000,0,0
Skyy Watermelon BOMB,3374,,8.0000,4,32
PIT Summer Shandy,3426,,8.0000,15,120
CAN Press Pom/Gin,3131,,8.0000,5,40
RAIL Gin,3341,,8.0000,3.625,29
SHOT Jameson,3317,,7.0000,4,28
Cocktail of the Week,3250,,7.0000,4.2857142857143,30
BTL Spaten Lager,3127,,7.0000,5,35
CAN N.G. Staghorn,3135,,7.0000,5,35
DBL Jack D Honey,3532,,7.0000,8,56
SHOT Jack Daniels,3527,,6.0000,4,24
DBL Tanqueray,3488,,6.0000,8.5,51
VBALL Beer of the Week,3413,,6.0000,0,0
SHOT Goldschlager,3230,,6.0000,4,24
SHOT Dr McGullicuddys,3226,,5.0000,3,15
SHOT Lemon Drop,3276,,5.0000,4,20
SHOT Car Bomb,3269,,5.0000,6,30
RAIL Vodka,3339,,5.0000,3.5,17.5
Sangria,3210,,5.0000,6,30
CAN Crispin 16oz,3128,,5.0000,6,30
BTL Modelo Especial,3124,,5.0000,4.5,22.5
VBALL STEIN,3416,,5.0000,4,20
DBL Seagrams VO,3578,,5.0000,7,35
SHOT Pearl Pom.,3639,,5.0000,4,20
SHOT South. Comfort,3597,,4.0000,4,16
SHOT Fernet,3507,,4.0000,4,16
CAN Oberon 16oz,3678,,4.0000,5,20
DBL Tullamore Dew,3536,,4.0000,8,32
DBL Bacardi,3492,,4.0000,6,24
SHOT Jose Cuervo,3475,,4.0000,3,12
VBALL SPOT COW,3415,,4.0000,4,16
PIT Angry Orchard,3361,,4.0000,15,60
SHOT Jager Bomb,3274,,4.0000,5,20
PINT Guinness,3350,,3.0000,3.6666666666667,11
Moscow Mule,3207,,3.0000,7,21
Camel Menthol,3248,,3.0000,10,30
BTL Pabst,3126,,3.0000,3.25,9.75
BTL Eastside Dark,3118,,3.0000,5,15
Long Island,3204,,3.0000,8,24
VBALL MOON MAN,3414,,3.0000,4,12
DBL Hennessey,3449,,3.0000,11,33
VBALL HAZY RABBIT,3418,,3.0000,4,12
VBALL Angry Orchard,3422,,3.0000,4,12
DBL Captain Morgan,3496,,3.0000,8,24
DBL Jameson,3538,,3.0000,8,24
SHOT Fireball,3584,,3.0000,4,12
DBL Bulleit Rye,3589,,3.0000,8.3333333333333,25
SHOT Skyy Ginger,3673,,3.0000,3,9
DBL Skyy Orange,3676,,3.0000,7,21
DBl Canad. Club,3617,,3.0000,7,21
DBL Skyy Raspb,3668,,3.0000,7,21
DBL Absolut Citron,3656,,3.0000,8,24
DBL Ketel One,3658,,2.0000,8,16
DBL Skyy Apricot,3666,,2.0000,7,14
SHOT Skyy Orange,3677,,2.0000,3,6
SHOT Campari,3549,,2.0000,3,6
DBL Crown Royal,3528,,2.0000,8,16
SHOT Kraken,3501,,2.0000,4,8
DBL Cazadores Reposado,3478,,2.0000,7,14
SHOT RAIL Whiskey,3460,,2.0000,3,6
VBALL Summer Shandy,3423,,2.0000,4,8
Mango Mimosa,3205,,2.0000,6,12
Hennessey,3190,,2.0000,6,12
Korbel,3191,,2.0000,4,8
SHOT Jagermeister,3234,,2.0000,4,8
Bombay Sapphire,3216,,2.0000,5,10
Absolut,3286,,2.0000,8,16
White Zin,3335,,2.0000,5,10
RAIL Whiskey,3340,,1.0000,4.5,4.5
Jim Beam,3318,,1.0000,5,5
RAIL Tequila,3344,,1.0000,3.5,3.5
Skyy Raspberry,3302,,1.0000,4,4
Jack Daniels,3315,,1.0000,5,5
Bacardi,3255,,1.0000,4,4
Baileys Irish,3221,,1.0000,5,5
Trinidad Tea,3213,,1.0000,8,8
White Russian,3215,,1.0000,5,5
BTL LH Milk Stout,3119,,1.0000,6,6
BTL Budweiser,3115,,1.0000,4.5,4.5
BTL Blue Moon,3113,,1.0000,4.5,4.5
CAN Schlitz 16oz,3134,,1.0000,4,4
VBALL TURBODOG,3419,,1.0000,4,4
VBALL Wrought Iron,3420,,1.0000,4,4
DBL Korbel,3452,,1.0000,7,7
PIT Abita TurboDog,3363,,1.0000,15,15
PIT Abita Wrought Iron,3364,,1.0000,15,15
DBL Hacienda Reposado,3482,,1.0000,6,6
DBL Bombay Sapphire,3486,,1.0000,8,8
SHOT Captain Morgan,3497,,1.0000,4,4
DBL Coconut Jack,3498,,1.0000,6,6
DBL Kraken,3500,,1.0000,8,8
SHOT Jim Beam,3531,,1.0000,4,4
DBL Makers Mark,3534,,1.0000,8,8
DBL Seagrams 7,3594,,1.0000,7,7
DBL South. Comfort,3596,,1.0000,9,9
DBL Bulleit Bourbon,3587,,1.0000,8,8
Seagrams VO,3579,,1.0000,4,4
DBL Blue Caracao,3566,,1.0000,6,6
SHOT Skyy Cherry,3671,,1.0000,3,3
DBL Skyy Ginger,3672,,1.0000,7,7
DBL Skyy Peach,3664,,1.0000,7,7
SHOT Ketel One,3659,,1.0000,4,4
SHOT Titos,3655,,1.0000,4,4
SHOT Wild Turkey 101,3616,,1.0000,4,4
DBL Pearl Cucumber,3640,,1.0000,7,7
DBL Stoli Razz,3644,,1.0000,8,8
DBl Smirnoff,3646,,1.0000,8,8
