Michael 30,The Tracks Tavern and Grill,09/23/2021 11:57:57
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,68.0000,5.0698529411765,344.75
SHOT Tullamore Dew,3327,,65.0000,3.4461538461538,224
PIT Miller Lite,3143,,50.0000,11,550
Skyy Cherry BOMB,3370,,48.0000,3.3333333333333,160
SHOT Seagrams VO,3325,,45.0000,2,90
PINT LKFT Hazy Rabbit,3348,,40.0000,3.8625,154.5
PINT Schlitz,3139,,32.0000,2.8125,90
PIT Schlitz,3144,,29.0000,9.4827586206897,275
BTL of the Week,3696,,28.0000,3,84
SHOT Jameson,3317,,27.0000,3.2592592592593,88
CAN Press Blk/Hyb,3130,,25.0000,5,125
PINT Stein,3141,,24.0000,3.75,90
Skyy Ginger BOMB,3371,,24.0000,2.6666666666667,64
SHOT Fernet,3507,,22.0000,3.4545454545455,76
DBL Titos,3654,,22.0000,7.6363636363636,168
CAN Coors Light,3116,,20.0000,3.8,76
PINT Moon Man,3349,,18.0000,1.5833333333333,28.5
BTL Miller Lite,3391,,16.0000,2.84375,45.5
BTL Miller High Life,3122,,16.0000,3.046875,48.75
DBL RAIL Tequila,3461,,16.0000,4.6875,75
PIT LKFT Hazy Rabbit,3359,,15.0000,15,225
PINT Abita TurboDog,3353,,14.0000,4.0714285714286,57
VBALL LITE,3410,,14.0000,0,0
SHOT RAIL GIN,3454,,14.0000,2.7857142857143,39
PINT Spotted Cow,3140,,13.0000,3.9230769230769,51
SHOT Rumpleminz,3242,,13.0000,2.4615384615385,32
PIT Spotted Cow,3145,,12.0000,15,180
CAN Press Lime,3132,,12.0000,5,60
CAN PBR 16oz,3129,,12.0000,3.6666666666667,44
CAN Press Pom/Gin,3131,,10.0000,3,30
PIT Miller High Life,3142,,10.0000,11,110
CAN N.G. Staghorn,3135,,10.0000,5,50
DBL RAIL Gin,3453,,10.0000,4.6,46
PINT Miller High Life,3137,,9.0000,2.6666666666667,24
PIT Stein,3146,,9.0000,15,135
DBL RAIL Whiskey,3459,,9.0000,4.8333333333333,43.5
SHOT Cazadores Reposado,3479,,9.0000,2.6666666666667,24
SHOT Bulleit Bourbon,3588,,9.0000,2.2222222222222,20
DBL Skyy Ginger,3672,,9.0000,7,63
Skyy Orange BOMB,3372,,8.0000,0.5,4
Skyy Apricot BOMB,3368,,8.0000,1.5,12
Skyy Raspberry BOMB,3369,,7.0000,0,0
VBALL SCHLITZ,3412,,7.0000,0,0
PIT Moon Man,3357,,7.0000,15,105
PINT K4 Fantasy Factory,3351,,7.0000,4.5,31.5
SHOT Jagermeister,3234,,7.0000,4.5,31.5
PINT LKFT IPA,3136,,7.0000,3.6428571428571,25.5
CAN Press GF/CAR,3133,,7.0000,5,35
BTL Budweiser,3115,,7.0000,3.8571428571429,27
BTL Corona,3117,,7.0000,4.5,31.5
DBL Ketel One,3658,,7.0000,8.1428571428571,57
DBL Captain Morgan,3496,,7.0000,8,56
DBL RAIL Rum,3457,,6.0000,4.3333333333333,26
OUTSIDE,3253,,6.0000,0,0
Pinot Grigio,3333,,6.0000,5,30
VBALL HI-LIFE,3411,,5.0000,0,0
SHOT Cazadores Blanco,3481,,5.0000,4,20
SHOT Bacardi Limon,3495,,5.0000,1.8,9
SHOT Jack Ds Honey,3533,,5.0000,4,20
DBL Tullamore Dew,3536,,4.0000,8,32
SHOT Fireball,3584,,4.0000,4,16
VBALL HAZY RABBIT,3418,,4.0000,4,16
RAIL Vodka,3339,,4.0000,3.5,14
BTL Modelo Especial,3124,,4.0000,4.5,18
BTL ODouls,3125,,4.0000,3.25,13
BTL Bud Light,3114,,4.0000,4.5,18
SHOT Dr McGullicuddys,3226,,3.0000,3,9
PIT LKFT IPA,3358,,3.0000,15,45
DBL Jim Beam,3530,,3.0000,7,21
SHOT Aperol,3582,,3.0000,1,3
SHOT Jose Cuervo,3475,,3.0000,3,9
SHOT RAIL Whiskey,3460,,3.0000,0,0
SHOT Skyy Ginger,3673,,3.0000,2,6
House Red,3699,,2.0000,2,4
DBL Skyy Raspb,3668,,2.0000,7,14
SHOT Skyy Raspb,3669,,2.0000,0,0
SHOT Skyy Cherry,3671,,2.0000,0,0
SHOT RAIL Tequila,3462,,2.0000,3,6
SHOT Pearl Cucumber,3641,,2.0000,0,0
SHOT Wild Turkey 101,3616,,2.0000,0,0
HH PINT Angry Orchard,3352,,2.0000,3.75,7.5
VBALL Angry Orchard,3422,,2.0000,4,8
DBL Hennessey,3449,,2.0000,11,22
SHOT RAIL Vodka,3456,,2.0000,3,6
PIT Angry Orchard,3361,,2.0000,15,30
Long Island,3204,,2.0000,4,8
Bag Snacks,3246,,2.0000,0.75,1.5
BTL Water,3149,,2.0000,2,4
BTL Blue Moon,3113,,2.0000,4.5,9
BTL Pabst,3126,,1.0000,0,0
BTL Spaten Lager,3127,,1.0000,5,5
CAN Crispin 16oz,3128,,1.0000,6,6
BTL Eastside Dark,3118,,1.0000,5,5
BTL MGD,3121,,1.0000,3.25,3.25
Bloody Mary,3199,,1.0000,7,7
PINT Miller Lite,3138,,1.0000,3,3
SHOT RAIL Brandy,3447,,1.0000,0,0
VBALL MOON MAN,3414,,1.0000,4,4
VBALL SPOT COW,3415,,1.0000,4,4
PINT Guinness,3350,,1.0000,3,3
PIT K4 Fantasy Factory,3360,,1.0000,15,15
