Michael 30,The Tracks Tavern and Grill,09/23/2021 11:38:36
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
Skyy Raspberry BOMB,3369,,195.0000,2.6461538461538,516
DBL RAIL Vodka,3455,,195.0000,5.1512820512821,1004.5
Skyy Orange BOMB,3372,,100.0000,3.12,312
SHOT Tullamore Dew,3327,,96.0000,2.7083333333333,260
PINT Spotted Cow,3140,,94.0000,4.0531914893617,381
SHOT Skyy,3663,,83.0000,3,249
SHOT Seagrams VO,3325,,77.0000,1.8311688311688,141
BTL Miller High Life,3122,,74.0000,3.0304054054054,224.25
Skyy Cherry BOMB,3370,,74.0000,3.4594594594595,256
CAN of the WEEK,3249,,69.0000,2,138
PIT Miller Lite,3143,,63.0000,11,693
DBL RAIL Whiskey,3459,,63.0000,4.6587301587302,293.5
PINT LKFT IPA,3136,,59.0000,3.7372881355932,220.5
PINT LKFT Hazy Rabbit,3348,,56.0000,3.8035714285714,213
Skyy Ginger BOMB,3371,,51.0000,2.3529411764706,120
PINT Stein,3141,,49.0000,3.9489795918367,193.5
PIT Schlitz,3144,,48.0000,11,528
PINT Miller High Life,3137,,42.0000,3,126
PIT Spotted Cow,3145,,39.0000,15,585
CAN Press GF/CAR,3133,,38.0000,4.6052631578947,175
CAN Coors Light,3116,,36.0000,4,144
SHOT Jameson,3317,,33.0000,3.030303030303,100
CAN PBR 16oz,3129,,32.0000,4,128
CAN Press Blk/Hyb,3130,,32.0000,5,160
BTL Miller Lite,3391,,32.0000,2.9453125,94.25
PINT Schlitz,3139,,31.0000,3,93
PIT Miller High Life,3142,,30.0000,11,330
PINT Miller Lite,3138,,29.0000,3,87
BTL Corona,3117,,29.0000,4.5,130.5
SHOT Cazadores Blanco,3481,,29.0000,3.7241379310345,108
DBL RAIL Gin,3453,,28.0000,4.9642857142857,139
PIT Stein,3146,,28.0000,15,420
SHOT Jagermeister,3234,,27.0000,2.8148148148148,76
PIT Moon Man,3357,,27.0000,15,405
PINT Moon Man,3349,,26.0000,4.1538461538462,108
OUTSIDE,3253,,22.0000,0,0
SHOT Hennessey,3450,,21.0000,4.7619047619048,100
Skyy Apricot BOMB,3368,,20.0000,3.6,72
PINT Abita TurboDog,3353,,19.0000,4.1842105263158,79.5
DBL Titos,3654,,18.0000,7.1111111111111,128
CAN Press Pom/Gin,3131,,17.0000,3.5294117647059,60
DBL RAIL Brandy,3448,,17.0000,4.6176470588235,78.5
DBL RAIL Tequila,3461,,17.0000,5.3235294117647,90.5
Bloody Mary,3199,,16.0000,7.125,114
DBL Skyy Cherry,3670,,16.0000,6.5625,105
PIT LKFT Hazy Rabbit,3359,,15.0000,15,225
Skyy Peach BOMB,3367,,14.0000,4,56
DBL RAIL Rum,3457,,14.0000,4.6428571428571,65
CAN Press Lime,3132,,13.0000,5,65
RAIL Vodka,3339,,13.0000,3.9615384615385,51.5
SHOT Rumpleminz,3242,,13.0000,4,52
SHOT Goldschlager,3230,,13.0000,2.1538461538462,28
DBL Jim Beam,3530,,12.0000,7.0833333333333,85
DBL Skyy,3662,,12.0000,4.625,55.5
SHOT Skyy Raspb,3669,,11.0000,3,33
VBALL HI-LIFE,3411,,11.0000,0,0
VBALL SCHLITZ,3412,,11.0000,0,0
SHOT Cazadores Reposado,3479,,10.0000,4,40
DBL Bacardi,3492,,10.0000,6,60
SHOT Dr McGullicuddys,3226,,10.0000,2.1,21
HH PINT Abita Wrought Iron,3354,,10.0000,4.5,45
BTL Blue Moon,3113,,10.0000,4.5,45
BTL Pabst,3126,,9.0000,2.8888888888889,26
DBL Captain Morgan,3496,,9.0000,8,72
VBALL LITE,3410,,9.0000,0,0
SHOT Titos,3655,,9.0000,4,36
SHOT Glenlivet 12yr,3604,,8.0000,5,40
PINT Everyday Hero,3683,,8.0000,3.75,30
SHOT Jose Cuervo,3475,,8.0000,3,24
DBL Crown Royal,3528,,8.0000,8,64
Camel Lights,3247,,8.0000,10,80
PINT K4 Fantasy Factory,3351,,7.0000,3.4285714285714,24
BTL Bud Light,3114,,7.0000,4.5,31.5
DBL Tanqueray,3488,,7.0000,8,56
DBL Jack Daniels,3526,,7.0000,8,56
B n S Special,3409,,7.0000,5,35
PIT LKFT IPA,3358,,6.0000,15,90
VBALL STEIN,3416,,6.0000,4,24
