Michael 30,The Tracks Tavern and Grill,09/23/2021 11:43:04
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,124.0000,4.6834677419355,580.75
BTL Miller High Life,3122,,95.0000,2.2236842105263,211.25
Skyy Raspberry BOMB,3369,,87.0000,2.8045977011494,244
SHOT Tullamore Dew,3327,,85.0000,2.7764705882353,236
Skyy Orange BOMB,3372,,61.0000,2.4262295081967,148
DBL RAIL Whiskey,3459,,46.0000,4.2282608695652,194.5
SHOT Fernet,3507,,46.0000,2.0869565217391,96
SHOT Fireball,3584,,46.0000,3.8260869565217,176
SHOT Seagrams VO,3325,,45.0000,1.5333333333333,69
PINT Moon Man,3349,,41.0000,3.4024390243902,139.5
PINT Spotted Cow,3140,,40.0000,3.7875,151.5
PINT Stein,3141,,39.0000,3.7692307692308,147
PINT Beer of the Week,3356,,37.0000,3,111
PINT LKFT IPA,3136,,35.0000,3.2142857142857,112.5
PINT LKFT Hazy Rabbit,3348,,32.0000,3.609375,115.5
DBL RAIL Gin,3453,,32.0000,4.484375,143.5
BTL Miller Lite,3391,,28.0000,3.1339285714286,87.75
SHOT Cazadores Reposado,3479,,28.0000,3.8571428571429,108
SHOT Jose Cuervo,3475,,28.0000,2.6785714285714,75
SHOT Jameson,3317,,27.0000,2.3703703703704,64
PINT Schlitz,3139,,26.0000,2.8846153846154,75
Skyy Ginger BOMB,3371,,25.0000,3.36,84
PIT Schlitz,3144,,24.0000,11,264
CAN PBR 16oz,3129,,24.0000,4,96
PINT K4 Fantasy Factory,3351,,22.0000,4.3636363636364,96
CAN Press Lime,3132,,21.0000,5,105
PINT Miller High Life,3137,,21.0000,3,63
Skyy Peach BOMB,3367,,21.0000,3.047619047619,64
BTL of the Week,3696,,19.0000,2.8157894736842,53.5
DBL RAIL Rum,3457,,18.0000,4.6666666666667,84
PINT Miller Lite,3138,,16.0000,3,48
BTL Corona,3117,,15.0000,4.5,67.5
RAIL Vodka,3339,,15.0000,3.2666666666667,49
 SHOT Crown Royal,3529,,14.0000,3.4285714285714,48
CAN Press GF/CAR,3133,,13.0000,5,65
CAN Press Blk/Hyb,3130,,13.0000,4.2307692307692,55
CAN Press Pom/Gin,3131,,13.0000,4.6153846153846,60
PIT Miller Lite,3143,,13.0000,11,143
DBL RAIL Tequila,3461,,12.0000,5.5,66
DBL Jack Daniels,3526,,12.0000,8,96
PINT Abita TurboDog,3353,,11.0000,3.9545454545455,43.5
DBL Skyy Ginger,3672,,11.0000,7,77
SHOT Skyy Raspb,3669,,10.0000,3,30
SHOT Skyy Cherry,3671,,10.0000,3,30
Skyy Cherry BOMB,3370,,10.0000,2.8,28
SHOT Hennessey,3450,,10.0000,4.5,45
BTL Bud Light,3114,,10.0000,4.5,45
HH PINT Angry Orchard,3352,,10.0000,4.35,43.5
SHOT Goldschlager,3230,,9.0000,3.1111111111111,28
PINT Staghorn,3690,,9.0000,4.3333333333333,39
DBL RAIL Brandy,3448,,8.0000,4.5625,36.5
SHOT Cazadores Blanco,3481,,8.0000,3.5,28
SHOT Rumpleminz,3242,,8.0000,3,24
Bloody Mary,3199,,8.0000,7,56
PIT Miller High Life,3142,,7.0000,11,77
CAN Coors Light,3116,,7.0000,2.2857142857143,16
BTL MGD,3121,,7.0000,3.25,22.75
PINT Guinness,3350,,7.0000,3,21
DBL Bacardi,3492,,7.0000,6,42
DBL Amaretto,3560,,7.0000,7,49
SHOT Bulleit Bourbon,3588,,6.0000,3.3333333333333,20
DBL Titos,3654,,6.0000,8,48
Chardonnay,3331,,6.0000,5,30
SHOT Jager Bomb,3274,,6.0000,5,30
BTL Pabst,3126,,6.0000,3.25,19.5
Trinidad Tea,3213,,5.0000,8,40
DBL Seagrams 7,3594,,5.0000,7,35
SHOT Skyy Orange,3677,,5.0000,3,15
DBL Skyy,3662,,5.0000,4,20
SHOT RAIL Tequila,3462,,5.0000,3,15
DBL Korbel,3452,,5.0000,6,30
HH PINT Abita Wrought Iron,3354,,5.0000,3.6,18
DBL Hennessey,3449,,4.0000,8.25,33
SHOT Jack Daniels,3527,,4.0000,4,16
SHOT Pearl Pom.,3639,,4.0000,1,4
DBL Bulleit Bourbon,3587,,4.0000,8,32
SHOT Jagermeister,3234,,4.0000,4,16
Bacardi,3255,,4.0000,4,16
BTL Spaten Lager,3127,,4.0000,5,20
PIT Spotted Cow,3145,,4.0000,15,60
Mimosa,3206,,4.0000,4,16
Black Manhattan,3194,,4.0000,8,32
Texas Cosmo,3211,,4.0000,8,32
Long Island,3204,,3.0000,8,24
