Michael 30,The Tracks Tavern and Grill,09/23/2021 11:58:55
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,97.0000,5.2087628865979,505.25
SHOT Tullamore Dew,3327,,79.0000,2.6835443037975,212
PINT Beer of the Week,3356,,78.0000,3.2884615384615,256.5
Skyy Peach BOMB,3367,,75.0000,2.6133333333333,196
SHOT Seagrams VO,3325,,57.0000,1.6315789473684,93
Skyy Cherry BOMB,3370,,39.0000,2.6666666666667,104
PIT Miller Lite,3143,,39.0000,11,429
SHOT RAIL GIN,3454,,37.0000,2.6756756756757,99
PINT Spotted Cow,3140,,34.0000,3.6617647058824,124.5
PINT Stein,3141,,28.0000,3.1071428571429,87
CAN PBR 16oz,3129,,26.0000,4.0192307692308,104.5
SHOT Fernet,3507,,26.0000,3.2307692307692,84
CAN Press Lime,3132,,25.0000,5,125
Skyy Orange BOMB,3372,,25.0000,3.04,76
SHOT Cazadores Blanco,3481,,24.0000,3.3333333333333,80
PINT LKFT Hazy Rabbit,3348,,23.0000,3.7173913043478,85.5
PIT Spotted Cow,3145,,22.0000,15,330
PINT LKFT IPA,3136,,21.0000,3.7142857142857,78
PINT Schlitz,3139,,20.0000,1.8,36
CAN Coors Light,3116,,20.0000,3.4,68
PIT Miller High Life,3142,,20.0000,11,220
Absolut,3286,,19.0000,8.1052631578947,154
DBL RAIL Whiskey,3459,,19.0000,4.8421052631579,92
VBALL LITE,3410,,18.0000,0,0
PIT Schlitz,3144,,17.0000,6.4705882352941,110
DBL RAIL Tequila,3461,,17.0000,4.5,76.5
CAN Press Pom/Gin,3131,,16.0000,5,80
DBL RAIL Rum,3457,,16.0000,4,64
SHOT Skyy,3663,,15.0000,3,45
SHOT Fireball,3584,,14.0000,3.1428571428571,44
DBL RAIL Gin,3453,,14.0000,5.1071428571429,71.5
CAN Press Blk/Hyb,3130,,13.0000,5,65
VBALL HI-LIFE,3411,,12.0000,0,0
DBL Stoli Razz,3644,,12.0000,8,96
 SHOT Crown Royal,3529,,11.0000,4,44
DBL Jameson,3538,,11.0000,8,88
DBL Skyy,3662,,11.0000,4.3636363636364,48
PINT Moon Man,3349,,11.0000,3,33
SHOT Rumpleminz,3242,,11.0000,4,44
PIT LKFT Hazy Rabbit,3359,,10.0000,15,150
PIT Moon Man,3357,,9.0000,15,135
VBALL SPOT COW,3415,,9.0000,4,36
OUTSIDE,3253,,9.0000,0,0
DBL Skyy Raspb,3668,,9.0000,7,63
CAN Press Ling/Eld,3709,,8.0000,3.75,30
BTL Bud Light,3114,,8.0000,3.9375,31.5
CAN Press GF/CAR,3133,,7.0000,5,35
CAN N.G. Staghorn,3135,,7.0000,5,35
SHOT Jameson,3317,,7.0000,3.4285714285714,24
SHOT Goldschlager,3230,,7.0000,4,28
SHOT RAIL Vodka,3456,,7.0000,1.7142857142857,12
PIT LKFT IPA,3358,,6.0000,15,90
PIT Stein,3146,,6.0000,15,90
PINT Miller High Life,3137,,6.0000,3,18
BTL Budweiser,3115,,6.0000,3,18
DBL Ketel One,3658,,6.0000,8,48
DBL Skyy Cherry,3670,,5.0000,7,35
DBL Jack Daniels,3526,,5.0000,8,40
DBL Pearl Cucumber,3640,,5.0000,7,35
DBL Captain Morgan,3496,,5.0000,8,40
SHOT Cazadores Reposado,3479,,5.0000,4,20
BTL Miller Lite,3391,,5.0000,3.25,16.25
HH PINT Angry Orchard,3352,,4.0000,4.5,18
SHOT Hennessey,3450,,4.0000,5,20
RAIL Vodka,3339,,4.0000,3.8125,15.25
SHOT Bombay Sapphire,3487,,4.0000,4,16
DBL Bacardi Limon,3494,,4.0000,6,24
SHOT Jose Cuervo,3475,,4.0000,3,12
DBL Bombay Sapphire,3486,,3.0000,8,24
SHOT Kraken,3501,,3.0000,0,0
DBL Makers Mark,3534,,3.0000,8,24
DBL Absolut Citron,3656,,3.0000,8,24
DBL Skyy Peach,3664,,3.0000,4.6666666666667,14
Skyy Apricot BOMB,3368,,3.0000,4,12
SHOT RAIL Rum,3458,,3.0000,3,9
VBALL SCHLITZ,3412,,3.0000,0,0
BTL MGD,3121,,3.0000,3.25,9.75
Bloody Mary,3199,,3.0000,7.3333333333333,22
SHOT Jagermeister,3234,,3.0000,4,12
Moscow Mule,3207,,2.0000,7,14
BTL ODouls,3125,,2.0000,3.25,6.5
CAN Crispin 16oz,3128,,2.0000,6,12
BTL Corona,3117,,2.0000,4.5,9
VBALL Beer of the Week,3413,,2.0000,0,0
PIT Angry Orchard,3361,,2.0000,15,30
RAIL Gin,3341,,2.0000,3.5,7
SHOT Car Bomb,3269,,2.0000,3,6
SHOT Skyy Cherry,3671,,2.0000,0,0
House Red,3699,,2.0000,4,8
DBL Titos,3654,,2.0000,8,16
SHOT Pearl Cucumber,3641,,2.0000,4,8
DBL Bulleit Bourbon,3587,,2.0000,8,16
Jameson,3539,,2.0000,5,10
SHOT Bacardi Limon,3495,,2.0000,3,6
DBL Bacardi,3492,,2.0000,6,12
