Michael 30,The Tracks Tavern and Grill,09/23/2021 15:09:53
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
RAIL Vodka,3339,,133.0000,4.8195488721805,641
PINT Spotted Cow,3140,,89.0000,3.7752808988764,336
PINT Stein,3141,,72.0000,3.5625,256.5
BTL Miller High Life,3122,,70.0000,3.25,227.5
PINT Miller High Life,3137,,59.0000,3,177
PINT Moon Man,3349,,58.0000,3.3879310344828,196.5
PINT LKFT IPA,3136,,54.0000,3.4444444444444,186
RAIL Whiskey,3340,,52.0000,5.0576923076923,263
Cazadores Blanco,3280,,49.0000,4.3061224489796,211
SHOT Seagrams VO,3325,,44.0000,3.2045454545455,141
HH PINT Abita Wrought Iron,3354,,37.0000,3.5675675675676,132
Skyy Ginger BOMB,3371,,36.0000,4,144
SHOT Tullamore Dew,3327,,36.0000,4.0555555555556,146
SHOT Jameson,3317,,36.0000,5.3611111111111,193
Skyy Raspberry BOMB,3369,,35.0000,4,140
RAIL Rum,3343,,31.0000,4.7096774193548,146
SHOT of the WEEK,3254,,31.0000,3,93
CAN PBR 16oz,3129,,29.0000,4,116
Skyy Orange BOMB,3372,,24.0000,4,96
PINT Beer of the Week,3356,,22.0000,3,66
BTL Miller Lite,3391,,21.0000,3.25,68.25
PINT Guinness,3350,,21.0000,4.2857142857143,90
RAIL Gin,3341,,19.0000,4.7631578947368,90.5
PINT Miller Lite,3138,,19.0000,3,57
Bloody Mary,3199,,18.0000,7.1527777777778,128.75
RAIL Tequila,3344,,18.0000,4.5,81
PINT LKFT Hazy Rabbit,3348,,17.0000,3.8823529411765,66
Cuervo Gold,3282,,17.0000,4,68
PIT Schlitz,3144,,15.0000,10,150
PINT Schlitz,3139,,15.0000,3,45
CAN Coors Light,3116,,15.0000,4,60
SHOT Goldschlager,3230,,14.0000,4,56
Skyy Cherry BOMB,3370,,14.0000,4,56
SHOT Dr McGullicuddys,3226,,13.0000,3,39
Skyy Cherry,3297,,11.0000,6,66
PIT Spotted Cow,3145,,10.0000,14,140
Skyy Peach BOMB,3367,,10.0000,4,40
RAIL Brandy,3342,,9.0000,4.8333333333333,43.5
Cazadores Reposado,3281,,9.0000,4,36
Fernet,3228,,9.0000,4,36
Bacardi,3255,,8.0000,5.25,42
Captain Morgan,3258,,8.0000,6.5,52
Titos,3307,,8.0000,7.25,58
CAN Press Blk/Hyb,3130,,8.0000,5,40
Makers Mark,3322,,8.0000,7.5,60
PINT O&apos;&apos;so Hop Debacle,3355,,8.0000,3.5625,28.5
HH PINT Angry Orchard,3352,,7.0000,3.6428571428571,25.5
PINT Abita TurboDog,3353,,7.0000,3.6428571428571,25.5
BTL Corona,3117,,6.0000,4.5,27
BTL Blue Moon,3113,,6.0000,4.5,27
BTL MGD,3121,,6.0000,3.25,19.5
SHOT Car Bomb,3269,,6.0000,6,36
SHOT Rumpleminz,3242,,6.0000,4,24
SHOT Jagermeister,3234,,5.0000,4,20
Moscow Mule,3207,,5.0000,7,35
Crown Royal,3312,,5.0000,6.6,33
Absolut Citron,3287,,5.0000,8,40
BTL Pabst,3126,,5.0000,3.25,16.25
BTL Spaten Lager,3127,,5.0000,4.5,22.5
Hennessey,3190,,5.0000,6,30
CAN Schlitz 16oz,3134,,5.0000,4,20
PIT Miller High Life,3142,,5.0000,10,50
PIT Miller Lite,3143,,5.0000,10,50
Seagrams 7,3324,,5.0000,4.2,21
PIT Beer of the Week,3362,,5.0000,10,50
Smirnoff Red,3303,,4.0000,6,24
PIT Moon Man,3357,,4.0000,14,56
BTL Bud Light,3388,,4.0000,4,16
PINT K4 Fantasy Factory,3351,,4.0000,3.75,15
PIT Stein,3146,,4.0000,14,56
CAN Press GF/CAR,3133,,4.0000,5,20
BTL Eastside Dark,3118,,4.0000,4,16
BTL LH Milk Stout,3119,,4.0000,4.5,18
Deep Eddy Grapefruit,3291,,4.0000,5.75,23
Skyy Orange,3299,,4.0000,5.125,20.5
Jack Daniels,3315,,4.0000,6,24
Mind Eraser,3267,,4.0000,6,24
Johnnie Walker Black,3265,,3.0000,9,27
Skyy Peach,3300,,3.0000,3,9
Trinidad Tea,3213,,3.0000,8,24
Bombay Sapphire,3216,,3.0000,8.3333333333333,25
Tanqueray,3219,,3.0000,4,12
CAN Press Lime,3132,,3.0000,5,15
Long Island,3204,,3.0000,8,24
CAN N.G. Staghorn,3135,,3.0000,5,15
Chardonnay,3331,,3.0000,5,15
Skyy Watermelon,3373,,2.0000,6,12
Skyy Apricot BOMB,3368,,2.0000,4,8
Brew Crew Margarita,3200,,2.0000,7,14
BTL Modelo Especial,3124,,2.0000,4.5,9
BTL Budweiser,3115,,2.0000,4,8
Baileys Irish,3221,,2.0000,4,8
Gran Marnier,3231,,2.0000,5,10
DBL of the WEEK,3251,,2.0000,6,12
Meyers Dark,3261,,2.0000,4,8
Skyy,3296,,2.0000,8,16
Absolut,3286,,2.0000,8,16
Bulleit Rye,3309,,1.0000,4,4
Glenlivet 12 yr,3264,,1.0000,5,5
Bacardi Limon,3257,,1.0000,4,4
Kahlua,3235,,1.0000,8,8
BTL Bud Light,3114,,1.0000,4,4
CAN Crispin 16oz,3128,,1.0000,5,5
CAN Press Pom/Gin,3131,,1.0000,5,5
Mango Mimosa,3205,,1.0000,6,6
Korbel,3191,,1.0000,6,6
Adm Byrds Bulldog,3192,,1.0000,7,7
Jim Beam,3318,,1.0000,4,4
