Michael 30,The Tracks Tavern and Grill,09/23/2021 12:00:20
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Seagrams VO,3325,,81.0000,1.8518518518519,150
Skyy Cherry BOMB,3370,,81.0000,3.1604938271605,256
Skyy Raspberry BOMB,3369,,72.0000,3.3888888888889,244
BTL Miller High Life,3122,,69.0000,3.1557971014493,217.75
DBL RAIL Vodka,3455,,68.0000,5.4852941176471,373
Skyy Orange BOMB,3372,,64.0000,3.4375,220
SHOT Skyy,3663,,63.0000,3,189
PIT Miller Lite,3143,,49.0000,11,539
CAN PBR 16oz,3129,,40.0000,4,160
PIT Schlitz,3144,,32.0000,7.5625,242
PINT Spotted Cow,3140,,32.0000,4.078125,130.5
PINT LKFT IPA,3136,,29.0000,4.1379310344828,120
PIT Spotted Cow,3145,,28.0000,15,420
SHOT Tullamore Dew,3327,,26.0000,2.6153846153846,68
SHOT Goldschlager,3230,,23.0000,3.6521739130435,84
PINT Miller High Life,3137,,21.0000,2.8571428571429,60
CAN Press Pom/Gin,3131,,21.0000,5,105
CAN Press GF/CAR,3133,,21.0000,5,105
VBALL LITE,3410,,20.0000,0,0
DBL RAIL Gin,3453,,20.0000,4.725,94.5
SHOT Cazadores Blanco,3481,,20.0000,2.8,56
PINT Schlitz,3139,,19.0000,1.1052631578947,21
PINT Stein,3141,,19.0000,4.0263157894737,76.5
PINT LKFT Hazy Rabbit,3348,,18.0000,4,72
SHOT RAIL Vodka,3456,,17.0000,2.6470588235294,45
VBALL HI-LIFE,3411,,14.0000,0,0
PINT Moon Man,3349,,13.0000,0.80769230769231,10.5
DBL RAIL Whiskey,3459,,13.0000,5.2307692307692,68
SHOT RAIL Tequila,3462,,13.0000,3,39
SHOT Jameson,3317,,13.0000,3.6923076923077,48
PIT Miller High Life,3142,,12.0000,11,132
SHOT Jagermeister,3234,,11.0000,4,44
OUTSIDE,3253,,11.0000,0,0
PIT Moon Man,3357,,11.0000,15,165
DBl Smirnoff,3646,,11.0000,6,66
