Michael 30,The Tracks Tavern and Grill,09/23/2021 11:54:59
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Cazadores Blanco,3481,,46.0000,2.4347826086957,112
SHOT Tullamore Dew,3327,,44.0000,2.6363636363636,116
PINT Spotted Cow,3140,,40.0000,3.525,141
BTL Miller Lite,3391,,21.0000,3.0952380952381,65
PINT LKFT Hazy Rabbit,3348,,18.0000,2.4166666666667,43.5
DBL Titos,3654,,18.0000,7.5555555555556,136
SHOT Jameson,3317,,17.0000,3.2941176470588,56
DBL RAIL Vodka,3455,,16.0000,5.40625,86.5
BTL Modelo Especial,3124,,14.0000,4.5,63
PINT LKFT IPA,3136,,12.0000,2.4166666666667,29
PINT Moon Man,3349,,12.0000,3.125,37.5
SHOT RAIL Vodka,3456,,11.0000,2.4545454545455,27
SHOT Cazadores Reposado,3479,,11.0000,2.5454545454545,28
SHOT Jager Bomb,3274,,9.0000,3.3333333333333,30
Sangria,3210,,9.0000,6,54
CAN PBR 16oz,3129,,8.0000,4,32
SHOT Fernet,3507,,8.0000,1,8
RAIL Vodka,3339,,7.0000,3.5,24.5
PINT Stein,3141,,6.0000,4.25,25.5
CAN Schlitz 16oz,3134,,5.0000,4,20
CAN Press Lime,3132,,5.0000,5,25
Skyy Apricot BOMB,3368,,5.0000,0,0
SHOT Fireball,3584,,5.0000,4,20
DBL Bulleit Bourbon,3587,,4.0000,8,32
DBL RAIL Rum,3457,,4.0000,4,16
DBL Tanqueray,3488,,4.0000,8,32
DBL Skyy Ginger,3672,,4.0000,7,28
CAN Press GF/CAR,3133,,4.0000,5,20
CAN Press Blk/Hyb,3130,,4.0000,5,20
BTL ODouls,3125,,4.0000,3.25,13
PIT Schlitz,3144,,4.0000,7,28
PIT Spotted Cow,3145,,4.0000,15,60
BTL Miller High Life,3122,,3.0000,3.25,9.75
BTL Spaten Lager,3127,,3.0000,3.3333333333333,10
BTL Bud Light,3114,,3.0000,3,9
CAN Press Pom/Gin,3131,,3.0000,5,15
PINT Guinness,3350,,3.0000,5,15
DBL Skyy Cherry,3670,,3.0000,7,21
DBL Ciroc,3636,,3.0000,9,27
SHOT Wild Turkey 101,3616,,2.0000,0,0
DBL Skyy Peach,3664,,2.0000,7,14
DBL RAIL Whiskey,3459,,2.0000,6.5,13
DBL RAIL Tequila,3461,,2.0000,5.5,11
DBL RAIL Gin,3453,,2.0000,5.5,11
DBL Jack D Honey,3532,,2.0000,8,16
SHOT Jack Ds Honey,3533,,2.0000,4,8
DBL Tullamore Dew,3536,,2.0000,8,16
Skyy Raspberry BOMB,3369,,2.0000,4,8
DBL Hennessey,3449,,2.0000,11,22
PINT Schlitz,3139,,2.0000,2,4
PIT Miller High Life,3142,,2.0000,7,14
BTL Corona,3117,,1.0000,4.5,4.5
SHOT Korbel,3451,,1.0000,3,3
Skyy Cherry BOMB,3370,,1.0000,4,4
HH PINT Angry Orchard,3352,,1.0000,4.5,4.5
Tanqueray,3219,,1.0000,5,5
SHOT Jagermeister,3234,,1.0000,4,4
Camel Lights,3247,,1.0000,10,10
Camel Menthol,3248,,1.0000,10,10
SHOT Car Bomb,3269,,1.0000,6,6
Merlot Spritzer,3332,,1.0000,6,6
SHOT Drambuie,3559,,1.0000,4,4
DBL Bulleit Rye,3589,,1.0000,0,0
SHOT South. Comfort,3597,,1.0000,0,0
DBL Bombay Sapphire,3486,,1.0000,8,8
SHOT Patron XO,3477,,1.0000,4,4
DBL Cazadores Reposado,3478,,1.0000,7,7
DBL Skyy Apricot,3666,,1.0000,7,7
BTL of the Week,3696,,1.0000,2,2
BTL Hop Refresher,3703,,1.0000,4.5,4.5
SHOT Bacardi Limon,3495,,1.0000,3,3
SHOT Pearl Cucumber,3641,,1.0000,4,4
DBL Ketel One,3658,,1.0000,8,8
SHOT Ketel One,3659,,1.0000,4,4
