Michael 30,The Tracks Tavern and Grill,09/23/2021 12:06:13
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Seagrams VO,3325,,57.0000,2.7368421052632,156
SHOT Tullamore Dew,3327,,48.0000,2.3333333333333,112
PINT Moon Man,3349,,34.0000,2.6029411764706,88.5
DBL RAIL Vodka,3455,,33.0000,5.2878787878788,174.5
PINT LKFT IPA,3136,,31.0000,3.0967741935484,96
BTL Miller High Life,3122,,29.0000,2.5775862068966,74.75
PINT Spotted Cow,3140,,27.0000,3.5555555555556,96
CAN PBR 16oz,3129,,26.0000,3.8461538461538,100
SHOT Jameson,3317,,22.0000,3.0909090909091,68
PINT Stein,3141,,16.0000,3.5625,57
SHOT Cazadores Blanco,3481,,15.0000,4,60
DBL RAIL Whiskey,3459,,15.0000,5.0333333333333,75.5
DBL Jack Daniels,3526,,15.0000,7.4666666666667,112
PINT Beer of the Week,3356,,12.0000,2.75,33
DBL RAIL Brandy,3448,,12.0000,6.25,75
Skyy Orange BOMB,3372,,11.0000,2.1818181818182,24
PINT Miller High Life,3137,,11.0000,2.7272727272727,30
SHOT Skyy Peach,3665,,11.0000,2.1818181818182,24
DBL Skyy Cherry,3670,,11.0000,7,77
DBL RAIL Gin,3453,,10.0000,4.1,41
Skyy Cherry BOMB,3370,,9.0000,2.6666666666667,24
PINT LKFT Hazy Rabbit,3348,,9.0000,3.6666666666667,33
Skyy Ginger BOMB,3371,,8.0000,4,32
 SHOT Crown Royal,3529,,8.0000,4,32
DBL Bulleit Bourbon,3587,,7.0000,8.1428571428571,57
RAIL Vodka,3339,,7.0000,3.5,24.5
CAN Press Pom/Gin,3131,,7.0000,5,35
BTL Bud Light,3114,,7.0000,4.5,31.5
PINT Guinness,3350,,6.0000,4.6666666666667,28
Skyy Peach BOMB,3367,,6.0000,2.6666666666667,16
BTL Miller Lite,3391,,6.0000,3.25,19.5
DBL Amaretto,3560,,6.0000,7,42
HH PINT LKFT Oktoberfest,3697,,6.0000,3,18
House White,3698,,6.0000,4,24
SHOT Fernet,3507,,6.0000,3.3333333333333,20
DBL Meyers Dark,3504,,5.0000,6,30
Cocktail of the Week,3250,,5.0000,2.4,12
CAN Coors Light,3116,,5.0000,3.2,16
CAN Press Blk/Hyb,3130,,5.0000,5,25
Long Island,3204,,4.0000,4,16
PIT Miller High Life,3142,,4.0000,11,44
PIT Miller Lite,3143,,4.0000,11,44
SHOT Jack Ds Honey,3533,,4.0000,4,16
DBL RAIL Tequila,3461,,4.0000,5.5,22
SHOT Campari,3549,,4.0000,3,12
DBL Jameson,3538,,3.0000,8,24
DBL Skyy,3662,,3.0000,4,12
SHOT Bulleit Rye,3590,,3.0000,2.6666666666667,8
SHOT Jack Daniels,3527,,3.0000,2.6666666666667,8
SHOT Captain Morgan,3497,,3.0000,2.6666666666667,8
DBL Kraken,3500,,3.0000,8,24
BTL Blue Moon,3113,,3.0000,4.5,13.5
BTL Modelo Especial,3124,,3.0000,4.5,13.5
SHOT of the WEEK,3254,,3.0000,3,9
HH PINT Angry Orchard,3352,,3.0000,4.5,13.5
CAN Press GF/CAR,3133,,2.0000,5,10
DBL Crown Royal,3528,,2.0000,8,16
SHOT RAIL Tequila,3462,,2.0000,3,6
DBL Cazadores Reposado,3478,,2.0000,7,14
DBL Bacardi,3492,,2.0000,6,12
DBl Canad. Club,3617,,2.0000,7,14
DBL Tullamore Dew,3536,,2.0000,8,16
BTL Hop Refresher,3703,,2.0000,4.5,9
SHOT Skyy Orange,3677,,1.0000,0,0
SHOT Baileys Irish,3541,,1.0000,0,0
DBL Captain Morgan,3496,,1.0000,8,8
DBL RAIL Rum,3457,,1.0000,0,0
DBL Cazadores Blanco,3480,,1.0000,0,0
DBL Makers Mark,3534,,1.0000,9,9
CAN Schlitz 16oz,3134,,1.0000,4,4
BTL Corona,3117,,1.0000,4.5,4.5
PIT Stein,3146,,1.0000,15,15
