Michael 30,The Tracks Tavern and Grill,09/23/2021 12:02:55
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
DBL RAIL Vodka,3455,,42.0000,5.1904761904762,218
SHOT Jameson,3317,,39.0000,2.1538461538462,84
SHOT Seagrams VO,3325,,37.0000,2.3513513513514,87
BTL Miller High Life,3122,,35.0000,3.0642857142857,107.25
Skyy Peach BOMB,3367,,30.0000,3.6,108
SHOT Tullamore Dew,3327,,29.0000,2.6206896551724,76
PINT Moon Man,3349,,28.0000,2.4107142857143,67.5
PINT Spotted Cow,3140,,28.0000,4.125,115.5
SHOT Fernet,3507,,28.0000,3.2857142857143,92
Skyy Cherry BOMB,3370,,24.0000,1.6666666666667,40
PINT Stein,3141,,24.0000,3.375,81
PINT Schlitz,3139,,22.0000,2.4545454545455,54
Skyy Orange BOMB,3372,,20.0000,1.6,32
BTL Miller Lite,3391,,18.0000,1.625,29.25
CAN PBR 16oz,3129,,14.0000,4,56
SHOT Cazadores Reposado,3479,,11.0000,2.9090909090909,32
DBL Jack Daniels,3526,,10.0000,8,80
PINT LKFT Hazy Rabbit,3348,,9.0000,3.1666666666667,28.5
PINT LKFT IPA,3136,,8.0000,3.375,27
BTL MGD,3121,,7.0000,3.25,22.75
SHOT Cazadores Blanco,3481,,7.0000,1.7142857142857,12
DBL Tullamore Dew,3536,,7.0000,8.2857142857143,58
DBL Skyy Cherry,3670,,7.0000,7,49
SHOT RAIL Vodka,3456,,6.0000,3,18
DBL RAIL Tequila,3461,,6.0000,5.5,33
SHOT Bulleit Rye,3590,,5.0000,3.2,16
SHOT Rumpleminz,3242,,5.0000,3.2,16
White Russian,3215,,4.0000,5,20
PIT Miller High Life,3142,,4.0000,11,44
SHOT RumChata,3503,,4.0000,3,12
DBL Korbel,3452,,4.0000,6.75,27
DBL Skyy Raspb,3668,,4.0000,7,28
SHOT Makers Mark,3535,,3.0000,4,12
DBL Jose Cuervo,3474,,3.0000,6,18
SHOT Jose Cuervo,3475,,3.0000,3,9
DBL RAIL Rum,3457,,3.0000,5.5,16.5
DBL Seagrams 7,3594,,3.0000,7,21
PINT Miller High Life,3137,,3.0000,2,6
PINT Miller Lite,3138,,3.0000,3,9
Korbel,3191,,3.0000,5,15
CAN Coors Light,3116,,3.0000,4,12
BTL Corona,3117,,3.0000,3,9
CAN Press Blk/Hyb,3130,,3.0000,5,15
CAN Press Pom/Gin,3131,,3.0000,5,15
BTL ODouls,3125,,3.0000,3.25,9.75
PINT Guinness,3350,,3.0000,2,6
HH PINT Angry Orchard,3352,,2.0000,4.5,9
PINT Abita TurboDog,3353,,2.0000,3,6
RAIL Gin,3341,,2.0000,3.5,7
Bacardi,3255,,2.0000,4,8
BTL Bud Light,3114,,2.0000,2.25,4.5
SHOT South. Comfort,3597,,2.0000,4,8
SHOT J. Walker Red,3608,,2.0000,5,10
DBL RAIL Gin,3453,,2.0000,4.75,9.5
SHOT RAIL Brandy,3447,,2.0000,3,6
SHOT Skyy Cherry,3671,,2.0000,1.5,3
DBL Skyy Orange,3676,,2.0000,7,14
SHOT Skyy Orange,3677,,1.0000,0,0
House Red,3699,,1.0000,4,4
SHOT Korbel,3451,,1.0000,3,3
Skyy Raspberry BOMB,3369,,1.0000,4,4
DBL RAIL Whiskey,3459,,1.0000,5.5,5.5
DBL Cazadores Reposado,3478,,1.0000,7,7
DBL Titos,3654,,1.0000,8,8
SHOT Titos,3655,,1.0000,4,4
SHOT Skyy,3663,,1.0000,3,3
DBL Jameson,3538,,1.0000,8,8
SHOT Baileys Irish,3541,,1.0000,4,4
SHOT Fireball,3584,,1.0000,4,4
DBL Meyers Dark,3504,,1.0000,6,6
SHOT Jack Daniels,3527,,1.0000,4,4
 SHOT Crown Royal,3529,,1.0000,4,4
DBL Makers Mark,3534,,1.0000,8,8
BTL LH Milk Stout,3119,,1.0000,6,6
Moscow Mule,3207,,1.0000,0,0
PIT Schlitz,3144,,1.0000,11,11
PIT Spotted Cow,3145,,1.0000,15,15
Absolut,3286,,1.0000,8,8
Jack Daniels,3315,,1.0000,0,0
Makers Mark,3322,,1.0000,5,5
SHOT Jagermeister,3234,,1.0000,0,0
Cocktail of the Week,3250,,1.0000,4,4
RAIL Vodka,3339,,1.0000,3.5,3.5
PIT Moon Man,3357,,1.0000,0,0
