Michael 30,The Tracks Tavern and Grill,09/23/2021 11:48:21
Item,Item Code,Item Description,Quantity,Unit Price,Total Sales Amount
SHOT Seagrams VO,3325,,139.0000,1.5107913669065,210
DBL RAIL Vodka,3455,,125.0000,4.688,586
BTL Miller High Life,3122,,103.0000,1.9878640776699,204.75
SHOT Tullamore Dew,3327,,85.0000,2.9176470588235,248
Skyy Raspberry BOMB,3369,,78.0000,2.1538461538462,168
PINT Miller High Life,3137,,77.0000,2.9220779220779,225
Skyy Orange BOMB,3372,,77.0000,2.6493506493506,204
PINT Stein,3141,,69.0000,3.7826086956522,261
PINT Spotted Cow,3140,,65.0000,3.5538461538462,231
PINT LKFT IPA,3136,,62.0000,3.7741935483871,234
PINT LKFT Hazy Rabbit,3348,,55.0000,3.6,198
DBL RAIL Whiskey,3459,,50.0000,5.14,257
PINT Schlitz,3139,,46.0000,2.7391304347826,126
SHOT Cazadores Reposado,3479,,44.0000,3.1818181818182,140
PINT Moon Man,3349,,43.0000,3,129
PINT Miller Lite,3138,,27.0000,3,81
CAN PBR 16oz,3129,,27.0000,3.8518518518519,104
DBL RAIL Tequila,3461,,26.0000,4.9423076923077,128.5
DBL RAIL Gin,3453,,26.0000,4.6346153846154,120.5
SHOT Jameson,3317,,23.0000,2.9565217391304,68
DBL RAIL Rum,3457,,21.0000,4.3571428571429,91.5
SHOT Fernet,3507,,21.0000,3.4285714285714,72
SHOT Hennessey,3450,,19.0000,5,95
DBL Skyy Ginger,3672,,19.0000,7,133
SHOT Rumpleminz,3242,,19.0000,3.1578947368421,60
CAN Press Blk/Hyb,3130,,19.0000,3.9473684210526,75
DBL Titos,3654,,17.0000,7.5294117647059,128
PIT Schlitz,3144,,16.0000,9.625,154
CAN Coors Light,3116,,15.0000,4,60
Skyy Ginger BOMB,3371,,14.0000,2,28
SHOT Jack Daniels,3527,,13.0000,4,52
BTL Pabst,3126,,13.0000,3.25,42.25
SHOT Goldschlager,3230,,13.0000,4,52
